bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HB0321,2021,134,Darrell Kick; Bob Young,Jerry C. Cirino; Hearcel F. Craig; Bob D. Hackett; Sandra O'Brien; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer,As Enrolled,Agriculture; Occupational Licensing and Regulation,Eliminate apprentice auctioneer and special auctioneer license,House Agriculture and Conservation Committee; Senate Agriculture and Natural Resources Committee,"To amend sections 4707.01, 4707.02, 4707.021, 4707.04, 4707.05, 4707.06, 4707.07, 4707.073, 4707.08, 4707.091, 4707.10, 4707.11, 4707.12, 4707.14, 4707.15, 4707.151, 4707.16, 4707.171, 4707.18, 4707.19, 4707.20, 4707.21, 4707.22, 4707.25, 5322.01, and 5322.03; to enact sections 4707.101 and 4707.153; and to repeal sections 4707.071 and 4707.09 of the Revised Code to eliminate the apprentice auctioneer and special auctioneer's license, to make other revisions to the law governing auctions, and to make changes to the lien enforcement notice and towing provisions of the self-service storage facilities law.",https://www.legislature.ohio.gov/legislation/134/hb321
HR0321,2021,134,Casey Weinstein,,As Adopted by the House,,Honoring Lawrence Terkel as a 2022 National Senior Games Champion.,,,https://www.legislature.ohio.gov/legislation/134/hr321
HR0322,2021,134,Dick Stein,,As Adopted by the House,,Honoring St. Paul the Apostle Catholic Church on its Sesquicentennial.,,,https://www.legislature.ohio.gov/legislation/134/hr322
HB0322,2021,134,Don Jones,Cindy Abrams; Brian Baldridge; Sara P. Carruthers; Jon Cross; Al Cutrona; Bill Dean; Jay Edwards; Ron Ferguson; Sarah Fowler Arthur; Jennifer Gross; Thomas Hall; Adam Holmes; James M. Hoops; Marilyn S. John; Kris Jordan; Darrell Kick; Riordan T. McClain; Derek Merrin; Phil Plummer; Tracy M. Richardson; Craig S. Riedel; Jean Schmidt; Dick Stein; Brian Stewart; Reggie Stoltzfus; Scott Wiggam; Paul Zeltwanger,As Introduced,Education; Education : Primary and Secondary Education,"Regards the teaching of certain current events, race, and sex ",House State and Local Government Committee,"To amend sections 3301.079, 3314.03, and 3326.11 and to enact sections 3313.6027, 3313.6028, and 3313.6029 of the Revised Code regarding the teaching of certain current events and certain concepts regarding race and sex in public schools.",https://www.legislature.ohio.gov/legislation/134/hb322
HR0323,2021,134,Jeff LaRe,,As Adopted by the House,,Honoring Jacob Miller as the 2022 Gatorade Ohio Player of the Year in baseball.,,,https://www.legislature.ohio.gov/legislation/134/hr323
HB0323,2021,134,Sarah Fowler Arthur,Thomas E. Brinkman Jr.; Jamie Callender; Ron Ferguson; Jennifer Gross; Riordan T. McClain; Jena Powell; Craig S. Riedel; Bill Seitz; Tom Young; Paul Zeltwanger,As Introduced,Education; Taxation,Authorize income tax credit for certain education expenses,House Ways and Means Committee,To amend sections 5747.08 and 5747.98 and to enact section 5747.38 of the Revised Code to authorize a personal income tax credit for certain primary and secondary education expenses.,https://www.legislature.ohio.gov/legislation/134/hb323
HB0324,2021,134,Gary Click; P. Scott Lipps,"Cindy Abrams; Brian Baldridge; Adam C. Bird; Juanita O. Brent; Jamie Callender; Sara P. Carruthers; Rodney Creech; Jon Cross; Robert R. Cupp; Shayla L. Davis; Jay Edwards; Ron Ferguson; Sarah Fowler Arthur; Mark Fraizer; Haraz N. Ghanbari; Timothy E. Ginter; Diane V. Grendell; Jennifer Gross; Thomas Hall; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; James M. Hoops; Catherine D. Ingram; Marilyn S. John; Mark Johnson; Don Jones; Kris Jordan; Darrell Kick; J. Kyle Koehler; Jeff LaRe; Brian E. Lampton; Laura Lanese; David Leland; Mary Lightbody; Beth Liston; Mike Loychik; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Michael J. O'Brien; Thomas F. Patton; Gail K. Pavliga; Phil Plummer; Sharon A. Ray; Tracy M. Richardson; Craig S. Riedel; Bill Roemer; C. Allison Russo; Jean Schmidt; Bill Seitz; Michael Sheehy; Lisa A. Sobecki; Dick Stein; Jason Stephens; Brian Stewart; Reggie Stoltzfus; Terrence Upchurch; Andrea White; Tom Young",As Passed by the House,Health and Human Services; Health and Human Services : Health Care; Health and Human Services : Public Health,Enact Shirley and Wilma's Law,House Health Committee; Senate Health Committee,"To enact section 3727.30 of the Revised Code to permit hospital visitation during a public health emergency or outbreak of a contagious disease, to establish criteria for those visits, and to name this act Shirley and Wilma's Law.",https://www.legislature.ohio.gov/legislation/134/hb324
HR0324,2021,134,Jeff LaRe,,As Adopted by the House,,Honoring the Pickerington High School Central boys track and field team on securing the 2022 Division I State Championship.,,,https://www.legislature.ohio.gov/legislation/134/hr324
HB0325,2021,134,Scott Wiggam,Cindy Abrams; Brian Baldridge; Adam C. Bird; Thomas E. Brinkman Jr.; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Gary Click; Rodney Creech; Jon Cross; Robert R. Cupp; Al Cutrona; Bill Dean; Jay Edwards; Ron Ferguson; Sarah Fowler Arthur; Mark Fraizer; Haraz N. Ghanbari; Timothy E. Ginter; Diane V. Grendell; Jennifer Gross; Thomas Hall; Brett Hudson Hillyer; Adam Holmes; James M. Hoops; Larry Householder; Marilyn S. John; Mark Johnson; Don Jones; Kris Jordan; Darrell Kick; J. Kyle Koehler; Jeff LaRe; Brian E. Lampton; Mike Loychik; Susan Manchester; Riordan T. McClain; Derek Merrin; Kevin D. Miller; Gail K. Pavliga; Phil Plummer; Jena Powell; Tracy M. Richardson; Craig S. Riedel; Jean Schmidt; Bill Seitz; Dick Stein; Jason Stephens; Brian Stewart; Reggie Stoltzfus; D. J. Swearingen; A. Nino Vitale; Andrea White; Shane Wilkin; Bob Young; Paul Zeltwanger,As Passed by the House,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Firearms; Crimes, Corrections, and Law Enforcement : Law Enforcement",Regards emergency powers when suppressing a riot; firearms rights,House Government Oversight Committee; Senate Veterans and Public Safety Committee,"To amend section 3761.16 and to enact section 5502.411 of the Revised Code regarding a political subdivision's emergency powers when suppressing a riot, mob, or potential riot or mob and the preservation of rights regarding firearms during an emergency.",https://www.legislature.ohio.gov/legislation/134/hb325
HR0325,2021,134,Marilyn S. John,,As Adopted by the House,,"Honoring the Mansfield University Club Education Foundation, Inc. on its One Hundredth Anniversary.",,,https://www.legislature.ohio.gov/legislation/134/hr325
HR0326,2021,134,Beth Liston,,As Adopted by the House,,Honoring Abby Steiner as a 2022 NCAA Track and Field Champion.,,,https://www.legislature.ohio.gov/legislation/134/hr326
HB0326,2021,134,Sarah Fowler Arthur,Ron Ferguson; Marilyn S. John; P. Scott Lipps; Phil Plummer; Craig S. Riedel; Bill Seitz; Jason Stephens; Tom Young,As Introduced,State and Local Government,Change the first day of office of a county treasurer,House State and Local Government Committee,To amend sections 321.01 and 321.46 of the Revised Code to change the first day of office of a county treasurer from the first Monday of September next after the election to the second Monday of March next after the election.,https://www.legislature.ohio.gov/legislation/134/hb326
HR0327,2021,134,Tom Young; Andrea White,,As Adopted by the House,,Honoring Ethan Lu as a 2022 U.S. Physics Olympiad Gold Medalist.,,,https://www.legislature.ohio.gov/legislation/134/hr327
HB0327,2021,134,Diane V. Grendell; Sarah Fowler Arthur,Cindy Abrams; Thomas E. Brinkman Jr.; Jamie Callender; Sara P. Carruthers; Gary Click; Rodney Creech; Jon Cross; Al Cutrona; Bill Dean; Jay Edwards; Ron Ferguson; Timothy E. Ginter; Jennifer Gross; Adam Holmes; Marilyn S. John; Mark Johnson; Kris Jordan; Darrell Kick; Mike Loychik; Riordan T. McClain; Derek Merrin; Phil Plummer; Jena Powell; Tracy M. Richardson; Craig S. Riedel; Jean Schmidt; Dick Stein; Jason Stephens; Reggie Stoltzfus; A. Nino Vitale; Scott Wiggam; Bob Young; Tom Young; Paul Zeltwanger,As Introduced,Education; Education : Primary and Secondary Education; State and Local Government,"Prohibit teaching, advocating, or promoting divisive concepts",House State and Local Government Committee,"To amend sections 3314.03 and 3326.11 and to enact sections 3313.6027 and 4113.35 of the Revised Code to prohibit school districts, community schools, STEM schools, and state agencies from teaching, advocating, or promoting divisive concepts.",https://www.legislature.ohio.gov/legislation/134/hb327
HB0328,2021,134,Richard D. Brown,Kristin Boggs; Juanita O. Brent; Sara P. Carruthers; Gary Click; Jeffrey A. Crossman; Tavia Galonski; James M. Hoops; Catherine D. Ingram; Brigid Kelly; Jeff LaRe; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Michael J. O'Brien; Bill Seitz; Michael Sheehy; Kent Smith; Monique Smith; Lisa A. Sobecki; Bride Rose Sweeney; Daniel P. Troy; Casey Weinstein; Thomas West,As Reported by the House Behavioral Health and Recovery Supports Committee,Health and Human Services; State and Local Government : State Government,Establish the Governor's Office of Drug Policy,House Behavioral Health and Recovery Supports Committee,To enact section 107.64 of the Revised Code to establish the Governor's Office of Drug Policy.,https://www.legislature.ohio.gov/legislation/134/hb328
HR0328,2021,134,Bill Roemer,,As Adopted by the House,,Honoring Old Trail School on its Centennial.,,,https://www.legislature.ohio.gov/legislation/134/hr328
HR0329,2021,134,C. Allison Russo,,As Adopted by the House,,Honoring the Upper Arlington High School boys lacrosse team as the 2022 Division I State Champion.,,,https://www.legislature.ohio.gov/legislation/134/hr329
HB0329,2021,134,Jena Powell,Brian Baldridge; Thomas E. Brinkman Jr.; Sara P. Carruthers; Gary Click; Rodney Creech; Al Cutrona; Bill Dean; Jay Edwards; Ron Ferguson; Sarah Fowler Arthur; Diane V. Grendell; Jennifer Gross; Thomas Hall; Adam Holmes; Kris Jordan; Darrell Kick; Jeff LaRe; Mike Loychik; Susan Manchester; Derek Merrin; Gail K. Pavliga; Phil Plummer; Craig S. Riedel; Jean Schmidt; Reggie Stoltzfus; Scott Wiggam; Bob Young; Tom Young; Paul Zeltwanger,As Introduced,Finance and Appropriations; State and Local Government : State Government,Enact Taxpayer Protection Against Frivolous Vaccine Lottery Act,House Finance Committee,"To enact section 3770.23 of the Revised Code to prohibit the state from conducting a lottery dependent on an individual's COVID-19 vaccination status, to name the act the ""Taxpayer Protection Against the Frivolous Vaccine Lottery Act,"" to make an appropriation, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/134/hb329
HB0330,2021,134,Michele Lepore-Hagan,"Brian Baldridge; Adam C. Bird; Gary Click; Sarah Fowler Arthur; Tavia Galonski; Haraz N. Ghanbari; Riordan T. McClain; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Craig S. Riedel; Michael Sheehy; Kent Smith",As Reported by the House Transportation and Public Safety Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designate Air Force 2nd Lt. William Vaughan Memorial Bridge,House Transportation and Public Safety Committee,"To enact section 5534.816 of the Revised Code to designate a bridge along State Route 46 in Mahoning County as the ""Air Force 2nd Lt. William Vaughan Memorial Bridge.""",https://www.legislature.ohio.gov/legislation/134/hb330
HR0330,2021,134,Susan Manchester,,As Adopted by the House,,Honoring Aleah Johnson on winning the 2022 OHSAA Division III State Track and Field Championship in discus.,,,https://www.legislature.ohio.gov/legislation/134/hr330
HR0331,2021,134,Susan Manchester,,As Adopted by the House,,Honoring Tyler Schwieterman as the 2022 Division III Champion in the 300-meter hurdles.,,,https://www.legislature.ohio.gov/legislation/134/hr331
HB0331,2021,134,"Kent Smith; Willis E. Blackshear, Jr.",Richard D. Brown; Jeffrey A. Crossman; Tavia Galonski; Michele Lepore-Hagan; Michael Sheehy; Monique Smith,As Introduced,"Crimes, Corrections, and Law Enforcement","Require certain law enforcement officers  wear visible badge, ID",House State and Local Government Committee,To enact section 2901.44 of the Revised Code to require certain law enforcement officers to wear a clearly visible badge and identification on their person while on duty.,https://www.legislature.ohio.gov/legislation/134/hb331
HR0332,2021,134,Gayle Manning,,As Adopted by the House,,Honoring Lorain County Community College on being named the 2022 USTA Midwest Section Organization of the Year.,,,https://www.legislature.ohio.gov/legislation/134/hr332
HB0332,2021,134,Thomas West; Sedrick Denson,,As Introduced,"Courts and Civil Law; Courts and Civil Law : Civil Law; Crimes, Corrections, and Law Enforcement : Law Enforcement; State and Local Government : Public Officials and Employees","Regards qualified immunity for peace officers; indemnification
",House Civil Justice Committee,"To amend section 2744.09 and to enact section 2307.48 of the Revised Code to provide that qualified immunity does not apply in civil actions against peace officers employed by a political subdivision who, under color of law, subject any individual to a deprivation of rights and to provide for indemnification by the political subdivision of a peace officer against whom judgment is found.",https://www.legislature.ohio.gov/legislation/134/hb332
HB0333,2021,134,Jessica E. Miranda; Andrea White,"Bishara W. Addison; Kristin Boggs; Juanita O. Brent; Richard D. Brown; Rick Carfagna; Sara P. Carruthers; Jeffrey A. Crossman; Robert R. Cupp; Shayla L. Davis; Sedrick Denson; Jay Edwards; Paula Hicks-Hudson; Catherine D. Ingram; Dontavius L. Jarrells; Don Jones; David Leland; Michele Lepore-Hagan; Beth Liston; Gayle Manning; Adam C. Miller; Joseph A. Miller, III; Michael J. O'Brien; Phillip M. Robinson, Jr.; C. Allison Russo; Michael Sheehy; Michael J. Skindell; Kent Smith; Monique Smith; Lisa A. Sobecki; Bride Rose Sweeney; Daniel P. Troy; Terrence Upchurch; Casey Weinstein; Thomas West; Tom Young",As Passed by the House,Education; Education : Primary and Secondary Education,Provide for job description for school counselors,House Primary and Secondary Education Committee; Senate Primary and Secondary Education Committee,To enact section 3319.091 of the Revised Code to require the Department of Education to make recommendations for a job description for school counselors and to designate at least one staff member as a school counselor liaison.,https://www.legislature.ohio.gov/legislation/134/hb333
HR0333,2021,134,Haraz N. Ghanbari,,As Adopted by the House,,Honoring the Ohio Council of Retail Merchants on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr333
HR0334,2021,134,Lisa A. Sobecki,,As Adopted by the House,,Honoring Savannah Isaac as a U16 and U19 National Champion in wrestling.,,,https://www.legislature.ohio.gov/legislation/134/hr334
HB0334,2021,134,Lisa A. Sobecki; Catherine D. Ingram,"Jeffrey A. Crossman; Sarah Fowler Arthur; Tavia Galonski; Paula Hicks-Hudson; Stephanie D. Howse; Michele Lepore-Hagan; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Phillip M. Robinson, Jr.; C. Allison Russo; Michael Sheehy; Kent Smith",As Introduced,Education; Education : Primary and Secondary Education,"Regards school district board member compensation, training",House Primary and Secondary Education Committee,To amend sections 3311.19 and 3313.12 of the Revised Code regarding school district board member compensation and ethics and open meetings training.,https://www.legislature.ohio.gov/legislation/134/hb334
HR0335,2021,134,David Leland; Kristin Boggs; Richard D. Brown; Mary Lightbody; C. Allison Russo,,As Adopted by the House,,Honoring the St. Francis DeSales High School boys lacrosse team on winning the 2022 Division II State Championship title.,,,https://www.legislature.ohio.gov/legislation/134/hr335
HB0335,2021,134,Jean Schmidt,Adam C. Bird; Sara P. Carruthers; Sarah Fowler Arthur; Haraz N. Ghanbari; Mark Johnson; Don Jones; Brian E. Lampton; Derek Merrin; Phil Plummer,As Introduced,State and Local Government : Ethics; State and Local Government : Public Officials and Employees,Require online posting of certain financial disclosure statements,House Government Oversight Committee,To amend sections 102.02 and 102.07 of the Revised Code to require the Ohio Ethics Commission to post certain financial disclosure statements online and to make an appropriation.,https://www.legislature.ohio.gov/legislation/134/hb335
HR0336,2021,134,Haraz N. Ghanbari,,As Adopted by the House,,"Recognizing International Year of Glass Day in Ohio August 2, 2022.",,,https://www.legislature.ohio.gov/legislation/134/hr336
HB0336,2021,134,P. Scott Lipps; Thomas West,,As Introduced,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,"Regards health plan issuers, Medicaid, pharmacies, cancer drugs",House Insurance Committee,"To amend sections 3901.81, 3901.811, 3902.50, 3902.60, and 3902.70 and to enact sections 3902.72, 3902.73, 3902.74, 3902.75, 3902.76, 3902.77, 4729.66, 5167.124, 5167.125, 5167.126, 5167.127, and 5167.128 of the Revised Code to impose requirements relating to health plan issuers, Medicaid, pharmacies, and cancer drugs.",https://www.legislature.ohio.gov/legislation/134/hb336
HR0337,2021,134,Dick Stein,,As Adopted by the House,,Honoring A.J. Rose Manufacturing on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr337
HB0337,2021,134,Craig S. Riedel; Phil Plummer,Cindy Abrams; Gary Click; Jon Cross; Jay Edwards; Tavia Galonski; Timothy E. Ginter; Jennifer Gross; Thomas Hall; Mark Johnson; Mike Loychik; Riordan T. McClain; Gail K. Pavliga; Reggie Stoltzfus; Andrea White,As Introduced,"Crimes, Corrections, and Law Enforcement : Law Enforcement; Employment; Finance and Appropriations; Public Safety; State and Local Government",Provide one-time bonus award to eligible first responders,House Finance Committee,To provide a one-time bonus award to eligible first responders and to make an appropriation.,https://www.legislature.ohio.gov/legislation/134/hb337
HB0338,2021,134,James M. Hoops,Nickie J. Antonio; Jerry C. Cirino; Hearcel F. Craig; Frank Hoagland; Jay Hottinger; Terry Johnson; Stephanie Kunze; Nathan H. Manning; Bill Reineke; Michael A. Rulli; Kirk Schuring; Cecil Thomas; Kenny Yuko,As Enrolled,"Education; Public Safety; Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles; Transportation : Highways, Roads, and Bridges; Transportation : Vehicle Registration and Titling",Revise motorcycle safety and education program,House Transportation and Public Safety Committee; Senate Transportation Committee,"To amend sections 306.37, 4501.025, 4501.13, 4506.06, 4506.09, 4507.112, 4507.24,4508.08, and 5517.011 and to enact sections 306.354 and 5501.441 of the Revised Code and to amend Section 223.15 of S.B. 310 of the 133rd General Assembly as subsequently amended to make changes to the laws related to the Bureau of Motor Vehicles, regional transit authorities, toll violations between states, the financial contracting authority of the Director of Transportation for purposes of the Brent Spence Bridge Project, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/134/hb338
HR0338,2021,134,Brett Hudson Hillyer,,As Adopted by the House,,Honoring Guggisberg Cheese as a first-place winner at the 2022 American Cheese Society Competition Conference.,,,https://www.legislature.ohio.gov/legislation/134/hr338
HB0339,2021,134,D. J. Swearingen,Brian Baldridge; Adam C. Bird; Thomas E. Brinkman Jr.; Sara P. Carruthers; Jon Cross; Al Cutrona; Mark Fraizer; Haraz N. Ghanbari; Timothy E. Ginter; Thomas Hall; Brett Hudson Hillyer; Marilyn S. John; Kris Jordan; Darrell Kick; Jeff LaRe; Brian E. Lampton; Laura Lanese; David Leland; Mike Loychik; Sharon A. Ray; Tracy M. Richardson; Bill Roemer; Bill Seitz; Bride Rose Sweeney; Terrence Upchurch; Andrea White,As Reported by the House Civil Justice Committee,"Courts and Civil Law; Courts and Civil Law : Wills, Trusts, and Estates","Regards wills, declarations, living wills, powers of attorney",House Civil Justice Committee,"To amend sections 147.051, 147.591, 317.32, 1337.11, 1337.12, 1337.22, 1337.25, 1345.01, 2107.01, 2107.03, 2107.07, 2107.17, 2107.24, 2107.27, 2107.29, 2107.30, 2107.31, 2107.33, 2107.60, 2107.63, 2129.05, 2133.01, 2133.02, 5302.22, 5817.01, and 5817.05 and to enact sections 1337.121 and 2107.031 of the Revised Code to expand the laws on wills, declarations or living wills, durable powers of attorney for health care, and transfer on death designation affidavits by providing for their execution electronically.",https://www.legislature.ohio.gov/legislation/134/hb339
HR0339,2021,134,Dick Stein,,As Adopted by the House,,"Honoring Chip Wendt for recognition at the 2022 National Taxidermists Association Convention, Competition, and Trade Show.",,,https://www.legislature.ohio.gov/legislation/134/hr339
HB0340,2021,134,"Adam C. Bird; Willis E. Blackshear, Jr.","Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Jerry C. Cirino; Hearcel F. Craig; Matt Dolan; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Terry Johnson; Stephanie Kunze; George F. Lang; Nathan H. Manning; Sandra O'Brien; Bob Peterson; Bill Reineke; Kristina D. Roegner; Mark Romanchuk; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Special Designations,Designate International Underground Railroad Month,House State and Local Government Committee; Senate Government Oversight and Reform Committee,"To enact section 5.2527 of the Revised Code to designate September as ""International Underground Railroad Month.""",https://www.legislature.ohio.gov/legislation/134/hb340
HR0340,2021,134,Riordan T. McClain,,As Adopted by the House,,"Honoring Casey Watterson for recognition at the 2022 National Taxidermists Association Convention, Competition, and Trade Show.",,,https://www.legislature.ohio.gov/legislation/134/hr340
HR0341,2021,134,"Tom Young; Willis E. Blackshear, Jr.; Rodney Creech; Brian E. Lampton; Phil Plummer; Andrea White",,As Adopted by the House,,Honoring the Jewish Community Center of Greater Dayton on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr341
HB0341,2021,134,Adam C. Miller; Casey Weinstein,"Kristin Boggs; Juanita O. Brent; Richard D. Brown; Erica C. Crawley; Jeffrey A. Crossman; Tavia Galonski; Dontavius L. Jarrells; David Leland; Joseph A. Miller, III; Jessica E. Miranda; Phillip M. Robinson, Jr.; C. Allison Russo; Michael Sheehy; Michael J. Skindell; Kent Smith; Monique Smith; Lisa A. Sobecki; Terrence Upchurch; Thomas West",As Introduced,"Crimes, Corrections, and Law Enforcement",Create the Bureau of Hate Crimes,House Criminal Justice Committee,To enact sections 109.50 and 109.96 of the Revised Code to create the Bureau of Hate Crimes in the Office of the Attorney General and to authorize the Attorney General to prosecute a hate crime.,https://www.legislature.ohio.gov/legislation/134/hb341
HR0342,2021,134,Craig S. Riedel,,As Adopted by the House,,Honoring the Defiance Fire Department on its One Hundred Fiftieth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr342
HB0342,2021,134,"Willis E. Blackshear, Jr.",Juanita O. Brent; Tavia Galonski; Stephanie D. Howse; Dontavius L. Jarrells; Michele Lepore-Hagan; Michael Sheehy,As Introduced,State and Local Government : Local Government; Health and Human Services : Public Health,Allow county recorders to record COVID-19 vaccination cards,House State and Local Government Committee,To amend sections 317.08 and 317.32 of the Revised Code to allow county recorders to record COVID-19 vaccination record cards.,https://www.legislature.ohio.gov/legislation/134/hb342
HB0343,2021,134,Andrea White,Nickie J. Antonio; Jerry C. Cirino; Hearcel F. Craig; Matt Dolan; Theresa Gavarone; Terry Johnson; Stephanie Kunze; Nathan H. Manning; Mark Romanchuk; Michael A. Rulli; Cecil Thomas,As Enrolled,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; State and Local Government : Public Records",Revise the law re: rights of crime victims,House Criminal Justice Committee; Senate Judiciary Committee,"To amend sections 9.39, 109.42, 109.91, 149.43, 1901.31, 1907.20, 2151.356, 2151.358, 2152.20, 2152.81, 2152.811, 2335.35, 2743.191, 2743.70, 2907.02, 2907.05, 2907.10, 2929.18, 2929.20, 2929.22, 2929.28, 2930.01, 2930.02, 2930.03, 2930.04, 2930.05, 2930.06, 2930.062, 2930.08, 2930.09, 2930.11, 2930.12, 2930.13, 2930.14, 2930.15, 2930.16, 2930.17, 2930.18, 2930.19, 2937.11, 2945.481, 2945.482, 2945.72, 2947.051, 2951.041, and 2953.32; to enact new section 2930.07 and sections 2152.203, 2929.281, 2930.011, 2930.041, 2930.042, 2930.043, 2930.044, 2930.051, 2930.063, 2930.071, 2930.072, 2930.121, 2930.131, 2930.161, 2930.162, 2930.171, 2930.191, and 2945.483; and to repeal section 2930.07 of the Revised Code to make changes relative to the rights of crime victims.",https://www.legislature.ohio.gov/legislation/134/hb343
HR0343,2021,134,Robert R. Cupp,,As Adopted by the House,,Authorizing Ohio DeMolay to use the Ohio House Chambers to conduct its 2022 model legislature.,,,https://www.legislature.ohio.gov/legislation/134/hr343
HR0344,2021,134,"Joseph A. Miller, III",,As Adopted by the House,,Honoring the Lorain Lions Club on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr344
HB0344,2021,134,Jason Stephens,Jon Cross; Sarah Fowler Arthur; Brian Stewart,As Introduced,Commerce : Insurance; Health and Human Services : Health Care,Regards limits on dental care by health insurers,House Insurance Committee,"To amend sections 1751.85, 1753.09, 3901.21, 3923.86, 3963.01, 3963.02, 3963.03, and 4715.30 of the Revised Code regarding limitations imposed by health insurers on dental care services.",https://www.legislature.ohio.gov/legislation/134/hb344
HR0345,2021,134,James M. Hoops; Gary Click; Jon Cross; Haraz N. Ghanbari; Paula Hicks-Hudson; Riordan T. McClain; Craig S. Riedel; D. J. Swearingen,,As Adopted by the House,,Honoring the American Society of Civil Engineers Toledo Section on its Centennial.,,,https://www.legislature.ohio.gov/legislation/134/hr345
HB0345,2021,134,Stephanie D. Howse; Jeffrey A. Crossman,Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Erica C. Crawley; Tavia Galonski; Paula Hicks-Hudson; David Leland; Michael J. Skindell,As Introduced,"Crimes, Corrections, and Law Enforcement",Require human impact statement for criminal justice bills,House Criminal Justice Committee,To amend section 101.30 and to enact section 103.147 of the Revised Code to require the Director of the Legislative Service Commission to prepare a human impact statement concerning a bill or resolution that proposes to amend criminal justice law.,https://www.legislature.ohio.gov/legislation/134/hb345
HR0346,2021,134,Daniel P. Troy; Jamie Callender,,As Adopted by the House,,Honoring W.S. Tyler on its One Hundred Fiftieth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr346
HB0346,2021,134,"Joseph A. Miller, III; Casey Weinstein",,As Introduced,"Transportation; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling",Reduce additional registration fees for certain motor vehicles,House Transportation and Public Safety Committee,"To amend sections 4501.01 and 4503.10 of the Revised Code to alter the definitions of ""plugin electric motor vehicle"" and ""hybrid motor vehicle"" under the motor vehicle law and to halve the additional registration fees for those two types of motor vehicles.",https://www.legislature.ohio.gov/legislation/134/hb346
HR0347,2021,134,Jason Stephens,,As Adopted by the House,,Honoring Chesapeake High School on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr347
HB0347,2021,134,Sarah Fowler Arthur,Kristin Boggs; Bill Seitz,As Introduced,Transportation; Transportation : Motor Vehicles; Transportation : Traffic Offenses; Transportation : Vehicle Equipment; Transportation : Vehicle Registration and Titling,Regards titling and use of replica motor vehicles,House Transportation and Public Safety Committee,"To amend sections 4501.01, 4513.071, 4513.38, and 4513.41 and to enact sections 4503.183 and 4505.072 of the Revised Code to establish requirements relative to the titling and use of replica motor vehicles.",https://www.legislature.ohio.gov/legislation/134/hb347
HB0348,2021,134,Derek Merrin,Cindy Abrams; Brian Baldridge; Sara P. Carruthers; Gary Click; Jon Cross; Robert R. Cupp; Jay Edwards; Sarah Fowler Arthur; Timothy E. Ginter; Diane V. Grendell; Jennifer Gross; Thomas Hall; Brett Hudson Hillyer; Adam Holmes; Catherine D. Ingram; Don Jones; Kris Jordan; Jeff LaRe; Riordan T. McClain; Phil Plummer; Tracy M. Richardson; Craig S. Riedel; Bill Roemer; Bill Seitz; Michael Sheehy; D. J. Swearingen; Tom Young,As Passed by the House,Commerce; Commerce : Financial Institutions; State and Local Government; State and Local Government : State Government,Revise the Unclaimed Funds Law,House Financial Institutions Committee; Senate Finance Committee,"To amend sections 122.58, 169.01, 169.02, 169.03, 169.05, 169.06, 169.07, 169.08, 169.09, 169.12, 169.16, 169.99, and 5703.21; to enact sections 169.091, 169.18, and 169.19; and to repeal section 169.10 of the Revised Code to make changes to the Unclaimed Funds Law.",https://www.legislature.ohio.gov/legislation/134/hb348
HR0348,2021,134,Craig S. Riedel,,As Adopted by the House,,Honoring the Village of Payne on its One Hundred Fiftieth Anniversary.,,,https://www.legislature.ohio.gov/legislation/134/hr348
HR0349,2021,134,Michael J. Skindell,,As Adopted by the House,,Honoring the Capitol Theatre on its Centennial.,,,https://www.legislature.ohio.gov/legislation/134/hr349
