bill_number,session_year,session_num,action_date,chamber,action,committee,order
HB0003,2021,134,2021-10-27,House,Passed,,5
HB0003,2021,134,2021-10-26,House,Reported,Rules and Reference,4
HB0003,2021,134,2021-10-25,House,Reported - Substitute - Re-referred to Rules and Reference,Criminal Justice,3
HB0003,2021,134,2021-02-04,House,Referred to committee,Criminal Justice,2
HB0003,2021,134,2021-02-03,House,Introduced,,1
HR0003,2021,134,2021-01-04,House,Adopted,,1
HCR0003,2021,134,2021-02-04,House,Introduced and Referred to Committee,State and Local Government,1
HJR0003,2021,134,2022-05-17,House,Referred to committee,Government Oversight,2
HJR0003,2021,134,2022-05-12,House,Introduced,,1
HR0004,2021,134,2021-01-04,House,Adopted,,1
HB0004,2021,134,2022-05-30,,Effective,,12
HB0004,2021,134,2022-02-26,,Signed By The Governor,,11
HB0004,2021,134,2022-02-17,,Sent To The Governor,,10
HB0004,2021,134,2022-02-09,House,Concurred in Senate amendments,,9
HB0004,2021,134,2022-02-09,Senate,Passed,,8
HB0004,2021,134,2022-01-26,Senate,Reported - Substitute,Judiciary,7
HB0004,2021,134,2021-06-02,Senate,Referred to committee,Judiciary,6
HB0004,2021,134,2021-06-01,Senate,Introduced,,5
HB0004,2021,134,2021-05-26,House,Passed - Amended,,4
HB0004,2021,134,2021-05-25,House,Reported - Substitute,"Families, Aging, and Human Services",3
HB0004,2021,134,2021-02-04,House,Referred to committee,"Families, Aging, and Human Services",2
HB0004,2021,134,2021-02-03,House,Introduced,,1
HJR0004,2021,134,2022-06-01,Senate,Adopted,,8
HJR0004,2021,134,2022-06-01,Senate,Reported,Local Government and Elections,7
HJR0004,2021,134,2022-05-31,Senate,Referred to committee,Local Government and Elections,6
HJR0004,2021,134,2022-05-27,Senate,Offered,,5
HJR0004,2021,134,2022-05-25,House,Adopted,,4
HJR0004,2021,134,2022-05-25,House,Reported,State and Local Government,3
HJR0004,2021,134,2022-05-18,House,Referred to committee,State and Local Government,2
HJR0004,2021,134,2022-05-17,House,Introduced,,1
HCR0004,2021,134,2021-02-17,House,Introduced and Referred to Committee,Financial Institutions,1
HR0005,2021,134,2021-01-04,House,Adopted,,1
HCR0005,2021,134,2021-06-23,Senate,Adopted,,7
HCR0005,2021,134,2021-06-16,Senate,Reported,Local Government and Elections,6
HCR0005,2021,134,2021-05-12,Senate,Referred to committee,Local Government and Elections,5
HCR0005,2021,134,2021-05-11,Senate,Offered,,4
HCR0005,2021,134,2021-05-06,House,Adopted,,3
HCR0005,2021,134,2021-04-15,House,Reported,State and Local Government,2
HCR0005,2021,134,2021-03-03,House,Introduced and Referred to Committee,State and Local Government,1
HB0005,2021,134,2021-09-30,,"EffectiveCertain provisions effective October 9, 2021",,11
HB0005,2021,134,2021-07-01,,Signed By The Governor,,10
HB0005,2021,134,2021-06-28,,Sent To The Governor,,9
HB0005,2021,134,2021-06-24,Senate,Passed,,8
HB0005,2021,134,2021-05-19,Senate,Reported,Health,7
HB0005,2021,134,2021-03-03,Senate,Referred to committee,Health,6
HB0005,2021,134,2021-02-25,House,Passed - Amended,,5
HB0005,2021,134,2021-02-24,Senate,Introduced,,4
HB0005,2021,134,2021-02-23,House,Reported,Health,3
HB0005,2021,134,2021-02-04,House,Referred to committee,Health,2
HB0005,2021,134,2021-02-03,House,Introduced,,1
HR0006,2021,134,2021-01-04,House,Adopted,,1
HB0006,2021,134,2021-05-14,,"EffectiveSections 3 and 4 effective October 9, 2021",,12
HB0006,2021,134,2021-05-14,,Signed By The Governor,,11
HB0006,2021,134,2021-05-14,,Sent To The Governor,,10
HB0006,2021,134,2021-05-12,House,Concurred in Senate amendments,,9
HB0006,2021,134,2021-05-12,Senate,Passed,,8
HB0006,2021,134,2021-05-11,Senate,Reported - Substitute,Government Oversight and Reform,7
HB0006,2021,134,2021-03-10,Senate,Referred to committee,Government Oversight and Reform,6
HB0006,2021,134,2021-03-09,Senate,Introduced,,5
HB0006,2021,134,2021-03-03,House,Passed,,4
HB0006,2021,134,2021-02-25,House,Reported - Substitute,State and Local Government,3
HB0006,2021,134,2021-02-04,House,Referred to committee,State and Local Government,2
HB0006,2021,134,2021-02-03,House,Introduced,,1
HCR0006,2021,134,2021-03-17,House,Introduced and Referred to Committee,State and Local Government,1
HJR0006,2021,134,2022-12-12,House,Reported - Substitute,Government Oversight,3
HJR0006,2021,134,2022-11-29,House,Referred to committee,Government Oversight,2
HJR0006,2021,134,2022-11-22,House,Introduced,,1
HR0007,2021,134,2021-01-04,House,Adopted,,1
HCR0007,2021,134,2021-06-16,Senate,Adopted,,7
HCR0007,2021,134,2021-06-09,Senate,Reported,Veterans and Public Safety,6
HCR0007,2021,134,2021-04-28,Senate,Referred to committee,Veterans and Public Safety,5
HCR0007,2021,134,2021-04-27,Senate,Offered,,4
HCR0007,2021,134,2021-04-22,House,Adopted,,3
HCR0007,2021,134,2021-04-14,House,Reported - Amended,Armed Services and Veterans Affairs,2
HCR0007,2021,134,2021-03-17,House,Introduced and Referred to Committee,Armed Services and Veterans Affairs,1
HB0007,2021,134,2021-08-17,,Effective,,11
HB0007,2021,134,2021-05-17,,Signed By The Governor,,10
HB0007,2021,134,2021-05-12,,Sent To The Governor,,9
HB0007,2021,134,2021-05-05,Senate,Passed,,8
HB0007,2021,134,2021-05-05,Senate,Reported,Judiciary,7
HB0007,2021,134,2021-03-10,Senate,Referred to committee,Judiciary,6
HB0007,2021,134,2021-03-09,Senate,Introduced,,5
HB0007,2021,134,2021-03-03,House,Passed,,4
HB0007,2021,134,2021-02-24,House,Reported,Civil Justice,3
HB0007,2021,134,2021-02-04,House,Referred to committee,Civil Justice,2
HB0007,2021,134,2021-02-03,House,Introduced,,1
HB0008,2021,134,2021-05-17,,"EffectiveCertain provisions effective August 15, 2021",,12
HB0008,2021,134,2021-05-17,,Signed By The Governor,,11
HB0008,2021,134,2021-05-14,,Sent To The Governor,,10
HB0008,2021,134,2021-05-12,House,Concurred in Senate amendments,,9
HB0008,2021,134,2021-05-12,Senate,Passed,,8
HB0008,2021,134,2021-05-12,Senate,Reported - Substitute,Judiciary,7
HB0008,2021,134,2021-04-21,Senate,Referred to committee,Judiciary,6
HB0008,2021,134,2021-04-20,Senate,Introduced,,5
HB0008,2021,134,2021-04-15,House,Passed,,4
HB0008,2021,134,2021-04-15,House,Reported - Substitute,Criminal Justice,3
HB0008,2021,134,2021-02-04,House,Referred to committee,Criminal Justice,2
HB0008,2021,134,2021-02-03,House,Introduced,,1
HR0008,2021,134,2021-01-04,House,Adopted,,1
HCR0008,2021,134,2021-03-24,House,Introduced and Referred to Committee,Government Oversight,1
HCR0009,2021,134,2021-04-14,House,Introduced and Referred to Committee,State and Local Government,1
HB0009,2021,134,2021-09-30,,Effective,,11
HB0009,2021,134,2021-07-01,,Signed By The Governor,,10
HB0009,2021,134,2021-06-28,,Sent To The Governor,,9
HB0009,2021,134,2021-06-23,Senate,Passed,,8
HB0009,2021,134,2021-05-05,Senate,Reported,Health,7
HB0009,2021,134,2021-03-03,Senate,Referred to committee,Health,6
HB0009,2021,134,2021-02-25,House,Passed,,5
HB0009,2021,134,2021-02-24,Senate,Introduced,,4
HB0009,2021,134,2021-02-23,House,Reported,Health,3
HB0009,2021,134,2021-02-04,House,Referred to committee,Health,2
HB0009,2021,134,2021-02-03,House,Introduced,,1
HR0009,2021,134,2021-01-04,House,Adopted,,1
HR0010,2021,134,2021-02-03,House,Adopted,,2
HR0010,2021,134,2021-02-03,House,Adopted,,1
HB0010,2021,134,2021-02-04,House,Referred to committee,Public Utilities,2
HB0010,2021,134,2021-02-03,House,Introduced,,1
HCR0010,2021,134,2021-04-14,House,Introduced and Referred to Committee,Commerce and Labor,1
HR0011,2021,134,2021-02-04,House,Adopted,Rules and Reference,1
HB0011,2021,134,2021-02-04,House,Referred to committee,State and Local Government,2
HB0011,2021,134,2021-02-03,House,Introduced,,1
HCR0011,2021,134,2021-04-14,House,Introduced and Referred to Committee,Health,1
HB0012,2021,134,2021-02-04,House,Referred to committee,Civil Justice,2
HB0012,2021,134,2021-02-03,House,Introduced,,1
HR0012,2021,134,2021-02-04,House,Introduced and Referred to Committee,State and Local Government,1
HCR0012,2021,134,2021-04-14,House,Introduced and Referred to Committee,Financial Institutions,1
HCR0013,2021,134,2022-03-15,Senate,Reported,General Government Budget Committee,6
HCR0013,2021,134,2021-12-15,Senate,Referred to committee,General Government Budget Committee,5
HCR0013,2021,134,2021-12-14,Senate,Offered,,4
HCR0013,2021,134,2021-12-09,House,Adopted,,3
HCR0013,2021,134,2021-11-01,House,Reported,State and Local Government,2
HCR0013,2021,134,2021-04-14,House,Introduced and Referred to Committee,State and Local Government,1
HR0013,2021,134,2021-03-25,House,Adopted,,3
HR0013,2021,134,2021-03-24,House,Reported - Substitute,Transportation and Public Safety,2
HR0013,2021,134,2021-02-04,House,Introduced and Referred to Committee,Transportation and Public Safety,1
HB0013,2021,134,2021-02-04,House,Referred to committee,Government Oversight,2
HB0013,2021,134,2021-02-03,House,Introduced,,1
HB0014,2021,134,2021-02-04,House,Referred to committee,Financial Institutions,2
HB0014,2021,134,2021-02-03,House,Introduced,,1
HR0014,2021,134,2021-02-04,House,Introduced and Referred to Committee,State and Local Government,1
HCR0014,2021,134,2021-04-14,House,Introduced and Referred to Committee,Behavioral Health and Recovery Supports,1
HR0015,2021,134,2021-02-04,House,Adopted,Rules and Reference,1
HB0015,2021,134,2021-03-03,House,Reported,Transportation and Public Safety,3
HB0015,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0015,2021,134,2021-02-03,House,Introduced,,1
HCR0015,2021,134,2021-04-14,House,Introduced and Referred to Committee,Health,1
HR0016,2021,134,2021-02-04,House,Adopted,Rules and Reference,1
HB0016,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0016,2021,134,2021-02-03,House,Introduced,,1
HCR0016,2021,134,2021-04-22,House,Introduced and Referred to Committee,Commerce and Labor,1
HR0017,2021,134,2021-02-17,House,Adopted,Rules and Reference,1
HB0017,2021,134,2021-02-04,House,Referred to committee,Insurance,2
HB0017,2021,134,2021-02-03,House,Introduced,,1
HCR0017,2021,134,2021-05-04,House,Introduced and Referred to Committee,State and Local Government,1
HCR0018,2021,134,2021-09-08,Senate,Referred to committee,Judiciary,6
HCR0018,2021,134,2021-06-28,Senate,Offered,,5
HCR0018,2021,134,2021-06-25,House,Adopted,,4
HCR0018,2021,134,2021-06-24,House,Informally passed,,3
HCR0018,2021,134,2021-06-15,House,Reported,Civil Justice,2
HCR0018,2021,134,2021-05-04,House,Introduced and Referred to Committee,Civil Justice,1
HB0018,2021,134,2021-02-04,House,Referred to committee,Public Utilities,2
HB0018,2021,134,2021-02-03,House,Introduced,,1
HR0018,2021,134,2021-02-17,House,Introduced and Referred to Committee,State and Local Government,1
HB0019,2021,134,2021-03-03,House,Reported,Transportation and Public Safety,3
HB0019,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0019,2021,134,2021-02-03,House,Introduced,,1
HR0019,2021,134,2021-02-17,House,Introduced and Referred to Committee,Infrastructure and Rural Development,1
HCR0019,2021,134,2021-06-22,House,Reported,Financial Institutions,2
HCR0019,2021,134,2021-05-11,House,Introduced and Referred to Committee,Financial Institutions,1
HR0020,2021,134,2021-02-18,House,Adopted,,1
HB0020,2021,134,2021-02-04,House,Referred to committee,Civil Justice,2
HB0020,2021,134,2021-02-03,House,Introduced,,1
HCR0020,2021,134,2021-05-18,House,Introduced and Referred to Committee,State and Local Government,1
HR0021,2021,134,2021-02-24,House,Adopted,Rules and Reference,1
HB0021,2021,134,2022-10-01,,Effective,,12
HB0021,2021,134,2021-10-28,,Signed By The Governor,,11
HB0021,2021,134,2021-10-18,,Sent To The Governor,,10
HB0021,2021,134,2021-09-29,House,Concurred in Senate amendments,,9
HB0021,2021,134,2021-09-28,Senate,Passed,,8
HB0021,2021,134,2021-09-22,Senate,Reported - Substitute,Transportation,7
HB0021,2021,134,2021-03-24,Senate,Referred to committee,Transportation,6
HB0021,2021,134,2021-03-23,Senate,Introduced,,5
HB0021,2021,134,2021-03-17,House,Passed,,4
HB0021,2021,134,2021-03-10,House,Reported,Transportation and Public Safety,3
HB0021,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0021,2021,134,2021-02-03,House,Introduced,,1
HCR0021,2021,134,2021-05-19,House,Introduced and Referred to Committee,Government Oversight,1
HCR0022,2021,134,2022-05-18,Senate,Reported,Veterans and Public Safety,6
HCR0022,2021,134,2021-11-30,Senate,Referred to committee,Veterans and Public Safety,5
HCR0022,2021,134,2021-11-23,Senate,Offered,,4
HCR0022,2021,134,2021-11-17,House,Adopted,,3
HCR0022,2021,134,2021-11-01,House,Reported,State and Local Government,2
HCR0022,2021,134,2021-06-08,House,Introduced and Referred to Committee,State and Local Government,1
HB0022,2021,134,2021-09-08,Senate,Referred to committee,Judiciary,6
HB0022,2021,134,2021-06-28,Senate,Introduced,,5
HB0022,2021,134,2021-06-25,House,Passed,,4
HB0022,2021,134,2021-06-24,House,Reported - Substitute,Criminal Justice,3
HB0022,2021,134,2021-02-04,House,Referred to committee,Criminal Justice,2
HB0022,2021,134,2021-02-03,House,Introduced,,1
HR0022,2021,134,2021-02-24,House,Introduced and Referred to Committee,State and Local Government,1
HR0023,2021,134,2021-03-03,House,Adopted,Rules and Reference,1
HB0023,2021,134,2023-04-03,,Effective,,13
HB0023,2021,134,2023-01-02,,Signed By The Governor,,12
HB0023,2021,134,2022-12-22,,Sent To The Governor,,11
HB0023,2021,134,2022-12-14,Senate,Received from the House,,10
HB0023,2021,134,2022-12-13,House,Concurred in Senate amendments,,9
HB0023,2021,134,2022-12-07,Senate,Passed,,8
HB0023,2021,134,2022-12-06,Senate,Reported - Substitute,Veterans and Public Safety,7
HB0023,2021,134,2021-04-21,Senate,Referred to committee,Veterans and Public Safety,6
HB0023,2021,134,2021-04-20,Senate,Introduced,,5
HB0023,2021,134,2021-04-15,House,Passed,,4
HB0023,2021,134,2021-03-23,House,Reported - Amended,Commerce and Labor,3
HB0023,2021,134,2021-02-04,House,Referred to committee,Commerce and Labor,2
HB0023,2021,134,2021-02-03,House,Introduced,,1
HCR0023,2021,134,2021-06-16,House,Introduced and Referred to Committee,State and Local Government,1
HR0024,2021,134,2021-03-03,House,Adopted,Rules and Reference,1
HB0024,2021,134,2021-05-19,Senate,Referred to committee,Government Oversight and Reform,6
HB0024,2021,134,2021-05-18,Senate,Introduced,,5
HB0024,2021,134,2021-05-12,House,Passed,,4
HB0024,2021,134,2021-05-06,House,Reported,State and Local Government,3
HB0024,2021,134,2021-02-04,House,Referred to committee,State and Local Government,2
HB0024,2021,134,2021-02-03,House,Introduced,,1
HCR0024,2021,134,2021-09-22,House,Introduced and Referred to Committee,State and Local Government,1
HR0025,2021,134,2021-03-09,House,Adopted,Rules and Reference,1
HB0025,2021,134,2021-03-03,House,Reported,Transportation and Public Safety,3
HB0025,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0025,2021,134,2021-02-03,House,Introduced,,1
HCR0025,2021,134,2021-09-22,House,Introduced and Referred to Committee,Primary and Secondary Education,1
HR0026,2021,134,2021-03-09,House,Adopted,Rules and Reference,1
HB0026,2021,134,2021-03-10,House,Reported,Transportation and Public Safety,3
HB0026,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0026,2021,134,2021-02-03,House,Introduced,,1
HCR0026,2021,134,2021-09-22,House,Introduced and Referred to Committee,"Families, Aging, and Human Services",1
HR0027,2021,134,2021-03-09,House,Adopted,Rules and Reference,1
HCR0027,2021,134,2022-12-07,Senate,Adopted,,7
HCR0027,2021,134,2022-12-06,Senate,Reported,Veterans and Public Safety,6
HCR0027,2021,134,2022-02-09,Senate,Referred to committee,Veterans and Public Safety,5
HCR0027,2021,134,2022-02-02,Senate,Offered,,4
HCR0027,2021,134,2022-01-26,House,Adopted,,3
HCR0027,2021,134,2021-12-09,House,Reported,Armed Services and Veterans Affairs,2
HCR0027,2021,134,2021-09-22,House,Introduced and Referred to Committee,Armed Services and Veterans Affairs,1
HB0027,2021,134,2022-03-16,Senate,Referred to committee,Judiciary,6
HB0027,2021,134,2022-03-08,Senate,Introduced,,5
HB0027,2021,134,2022-03-02,House,Passed,,4
HB0027,2021,134,2022-02-16,House,Reported - Substitute,Criminal Justice,3
HB0027,2021,134,2021-02-04,House,Referred to committee,Criminal Justice,2
HB0027,2021,134,2021-02-03,House,Introduced,,1
HR0028,2021,134,2021-03-09,House,Adopted,Rules and Reference,1
HB0028,2021,134,2022-12-14,House,Informally passed,,8
HB0028,2021,134,2022-12-12,House,Informally passed,,7
HB0028,2021,134,2022-11-29,House,Informally passed,,6
HB0028,2021,134,2022-11-14,House,Informally passed,,5
HB0028,2021,134,2022-06-01,House,Reported - Substitute,Health,4
HB0028,2021,134,2022-06-01,House,Informally passed,,3
HB0028,2021,134,2021-02-04,House,Referred to committee,Health,2
HB0028,2021,134,2021-02-03,House,Introduced,,1
HCR0028,2021,134,2022-05-25,Senate,Referred to committee,Workforce and Higher Education,5
HCR0028,2021,134,2022-05-24,Senate,Offered,,4
HCR0028,2021,134,2022-05-18,House,Adopted,,3
HCR0028,2021,134,2022-04-06,House,Reported,Higher Education and Career Readiness,2
HCR0028,2021,134,2021-09-22,House,Introduced and Referred to Committee,Higher Education and Career Readiness,1
HR0029,2021,134,2021-03-16,House,Adopted,Rules and Reference,1
HB0029,2021,134,2022-03-23,,Effective,,18
HB0029,2021,134,2021-12-16,,Sent To The Governor,,17
HB0029,2021,134,2021-12-08,House,Conference report agreed to,,16
HB0029,2021,134,2021-12-08,Senate,Conference report agreed to,Conference Committee on H.B. 29,15
HB0029,2021,134,2021-10-06,Senate,"Conference managers: Sens. - Schuring, Manning, Thomas",Conference Committee on H.B. 29,14
HB0029,2021,134,2021-10-06,House,"Conference managers: Reps. - Edwards, Seitz, Miller, A.",,13
HB0029,2021,134,2021-09-21,Senate,Insist on amendments; asks for committee of conference,,12
HB0029,2021,134,2021-06-28,House,Refused to concur in Senate amendments,,11
HB0029,2021,134,2021-06-24,Senate,Informally passed,,10
HB0029,2021,134,2021-06-24,Senate,Passed - Amended,,9
HB0029,2021,134,2021-06-02,Senate,Reported,Veterans and Public Safety,8
HB0029,2021,134,2021-03-17,Senate,Referred to committee,Veterans and Public Safety,7
HB0029,2021,134,2021-03-16,Senate,Introduced,,6
HB0029,2021,134,2021-03-10,House,Passed,,5
HB0029,2021,134,2021-03-04,House,Reported,Armed Services and Veterans Affairs,4
HB0029,2021,134,2021-02-04,House,Referred to committee,Armed Services and Veterans Affairs,3
HB0029,2021,134,2021-02-03,House,Introduced,,2
HB0029,2021,134,2021-01-22,,Signed By The Governor,,1
HCR0029,2021,134,2021-09-22,House,Introduced and Referred to Committee,State and Local Government,1
HR0030,2021,134,2021-03-16,House,Adopted,Rules and Reference,1
HB0030,2021,134,2022-08-31,,Effective,,11
HB0030,2021,134,2022-06-01,,Signed By The Governor,,10
HB0030,2021,134,2022-05-24,,Sent To The Governor,,9
HB0030,2021,134,2022-05-18,Senate,Passed,,8
HB0030,2021,134,2022-03-16,Senate,Reported,Transportation,7
HB0030,2021,134,2021-04-21,Senate,Referred to committee,Transportation,6
HB0030,2021,134,2021-04-20,Senate,Introduced,,5
HB0030,2021,134,2021-04-15,House,Passed - Amended,,4
HB0030,2021,134,2021-03-10,House,Reported - Substitute,Transportation and Public Safety,3
HB0030,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0030,2021,134,2021-02-03,House,Introduced,,1
HCR0030,2021,134,2021-10-26,House,Introduced and Referred to Committee,Government Oversight,1
HR0031,2021,134,2021-03-23,House,Adopted,Rules and Reference,1
HCR0031,2021,134,2022-02-09,Senate,Referred to committee,Transportation,5
HCR0031,2021,134,2022-02-02,Senate,Offered,,4
HCR0031,2021,134,2022-01-26,House,Adopted,,3
HCR0031,2021,134,2021-10-13,House,Reported,Infrastructure and Rural Development,2
HCR0031,2021,134,2021-09-22,House,Introduced and Referred to Committee,Infrastructure and Rural Development,1
HB0031,2021,134,2021-09-08,Senate,Referred to committee,Transportation,6
HB0031,2021,134,2021-06-28,Senate,Introduced,,5
HB0031,2021,134,2021-06-24,House,Passed,,4
HB0031,2021,134,2021-06-15,House,Reported - Amended,Transportation and Public Safety,3
HB0031,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0031,2021,134,2021-02-03,House,Introduced,,1
HR0032,2021,134,2021-03-23,House,Adopted,Rules and Reference,1
HCR0032,2021,134,2022-12-07,Senate,Adopted,,7
HCR0032,2021,134,2022-12-06,Senate,Reported,Veterans and Public Safety,6
HCR0032,2021,134,2022-02-09,Senate,Referred to committee,Veterans and Public Safety,5
HCR0032,2021,134,2022-02-02,Senate,Offered,,4
HCR0032,2021,134,2022-01-26,House,Adopted,,3
HCR0032,2021,134,2021-12-09,House,Reported - Amended,Armed Services and Veterans Affairs,2
HCR0032,2021,134,2021-10-13,House,Introduced and Referred to Committee,Armed Services and Veterans Affairs,1
HB0032,2021,134,2021-02-04,House,Referred to committee,Civil Justice,2
HB0032,2021,134,2021-02-03,House,Introduced,,1
HR0033,2021,134,2021-03-23,House,Adopted,Rules and Reference,1
HB0033,2021,134,2021-03-03,House,Reported,Transportation and Public Safety,3
HB0033,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0033,2021,134,2021-02-03,House,Introduced,,1
HCR0033,2021,134,2021-10-12,House,Introduced and Referred to Committee,Health,1
HR0034,2021,134,2021-03-23,House,Adopted,Rules and Reference,1
HB0034,2021,134,2022-02-07,House,Re-referred,Rules and Reference,18
HB0034,2021,134,2022-02-01,House,Informally passed,,17
HB0034,2021,134,2022-01-24,House,Informally passed,,16
HB0034,2021,134,2022-01-18,House,Informally passed,,15
HB0034,2021,134,2021-12-14,House,Informally passed,,14
HB0034,2021,134,2021-12-07,House,Informally passed,,13
HB0034,2021,134,2021-11-23,House,Informally passed,,12
HB0034,2021,134,2021-11-16,House,Informally passed,,11
HB0034,2021,134,2021-11-08,House,Informally passed,,10
HB0034,2021,134,2021-10-26,House,Informally passed,,9
HB0034,2021,134,2021-10-12,House,Informally passed,,8
HB0034,2021,134,2021-09-29,House,Informally passed,,7
HB0034,2021,134,2021-09-22,House,Informally passed,,6
HB0034,2021,134,2021-06-28,House,Informally passed,,5
HB0034,2021,134,2021-06-25,House,Informally passed,,4
HB0034,2021,134,2021-04-14,House,Reported,Primary and Secondary Education,3
HB0034,2021,134,2021-02-04,House,Referred to committee,Primary and Secondary Education,2
HB0034,2021,134,2021-02-03,House,Introduced,,1
HCR0034,2021,134,2021-10-13,House,Introduced and Referred to Committee,Government Oversight,1
HCR0035,2021,134,2021-10-20,Senate,Adopted,,3
HCR0035,2021,134,2021-10-13,House,Adopted,,2
HCR0035,2021,134,2021-10-13,House,Adopted,,1
HB0035,2021,134,2023-04-03,,Effective,,11
HB0035,2021,134,2023-01-02,,Signed By The Governor,,10
HB0035,2021,134,2022-12-22,,Sent To The Governor,,9
HB0035,2021,134,2022-12-14,Senate,Passed,,8
HB0035,2021,134,2022-12-13,Senate,Reported,Local Government and Elections,7
HB0035,2021,134,2021-04-28,Senate,Referred to committee,Local Government and Elections,6
HB0035,2021,134,2021-04-22,Senate,Introduced,,5
HB0035,2021,134,2021-04-21,House,Passed,,4
HB0035,2021,134,2021-04-14,House,Reported,Civil Justice,3
HB0035,2021,134,2021-02-04,House,Referred to committee,Civil Justice,2
HB0035,2021,134,2021-02-03,House,Introduced,,1
HR0035,2021,134,2021-03-23,House,Introduced and Referred to Committee,Ways and Means,1
HCR0036,2021,134,2021-11-30,Senate,Referred to committee,Financial Institutions and Technology,5
HCR0036,2021,134,2021-11-23,Senate,Offered,,4
HCR0036,2021,134,2021-11-18,House,Adopted,,3
HCR0036,2021,134,2021-11-17,House,Reported,Financial Institutions,2
HCR0036,2021,134,2021-10-26,House,Introduced and Referred to Committee,Financial Institutions,1
HR0036,2021,134,2021-03-24,House,Adopted,Rules and Reference,1
HB0036,2021,134,2021-03-03,House,Reported,Transportation and Public Safety,3
HB0036,2021,134,2021-02-04,House,Referred to committee,Transportation and Public Safety,2
HB0036,2021,134,2021-02-03,House,Introduced,,1
HB0037,2021,134,2022-06-01,,Effective,,12
HB0037,2021,134,2022-03-02,,Signed By The Governor,,11
HB0037,2021,134,2022-02-23,,Sent To The Governor,,10
HB0037,2021,134,2022-02-16,House,Concurred in Senate amendments,,9
HB0037,2021,134,2022-02-09,Senate,Passed,,8
HB0037,2021,134,2022-01-26,Senate,Reported - Amended,Health,7
HB0037,2021,134,2021-05-12,Senate,Referred to committee,Health,6
HB0037,2021,134,2021-05-06,Senate,Introduced,,5
HB0037,2021,134,2021-05-05,House,Passed,,4
HB0037,2021,134,2021-05-03,House,Reported - Substitute,Health,3
HB0037,2021,134,2021-02-04,House,Referred to committee,Health,2
HB0037,2021,134,2021-02-03,House,Introduced,,1
HCR0037,2021,134,2021-11-09,House,Introduced and Referred to Committee,State and Local Government,1
HR0038,2021,134,2021-04-06,House,Adopted,,1
HCR0038,2021,134,2021-11-17,House,Introduced and Referred to Committee,Government Oversight,1
HB0038,2021,134,2021-02-04,House,Referred to committee,State and Local Government,2
HB0038,2021,134,2021-02-03,House,Introduced,,1
HR0039,2021,134,2021-04-14,House,Adopted,Rules and Reference,1
HCR0039,2021,134,2021-12-07,House,Introduced and Referred to Committee,State and Local Government,1
HB0039,2021,134,2021-02-04,House,Referred to committee,Finance,2
HB0039,2021,134,2021-02-03,House,Introduced,,1
HR0040,2021,134,2021-04-14,House,Adopted,Rules and Reference,1
