bill_number,session_year,session_num,action_date,chamber,action,committee,order
HJR0007,2023_2024,135,2024-06-18,House,Referred to committee,Constitutional Resolutions,2
HJR0007,2023_2024,135,2024-06-17,House,Introduced,,1
HCR0008,2023_2024,135,2023-09-13,Senate,Referred to committee,Veterans and Public Safety,5
HCR0008,2023_2024,135,2023-09-12,Senate,Offered,,4
HCR0008,2023_2024,135,2023-06-27,House,Adopted,,3
HCR0008,2023_2024,135,2023-06-27,House,Reported,Aviation and Aerospace,2
HCR0008,2023_2024,135,2023-06-20,House,Introduced and Referred to Committee,Aviation and Aerospace,1
HB0008,2023_2024,135,2023-09-13,Senate,Referred to committee,Education,7
HB0008,2023_2024,135,2023-09-12,Senate,Introduced,,6
HB0008,2023_2024,135,2023-06-21,House,Passed,,5
HB0008,2023_2024,135,2023-06-14,House,Informally passed,,4
HB0008,2023_2024,135,2023-06-14,House,Reported - Amended,Primary and Secondary Education,3
HB0008,2023_2024,135,2023-02-16,House,Referred to committee,Primary and Secondary Education,2
HB0008,2023_2024,135,2023-02-15,House,Introduced,,1
HR0008,2023_2024,135,2023-01-03,House,Adopted,,1
HCR0009,2023_2024,135,2023-09-12,House,Introduced and Referred to Committee,Homeland Security,1
HR0009,2023_2024,135,2023-01-24,House,Adopted,,1
HB0009,2023_2024,135,2023-02-16,House,Referred to committee,Primary and Secondary Education,2
HB0009,2023_2024,135,2023-02-15,House,Introduced,,1
HCR0010,2023_2024,135,2023-10-24,House,Introduced and Referred to Committee,Economic and Workforce Development,1
HR0010,2023_2024,135,2023-01-24,House,Adopted,,1
HB0010,2023_2024,135,2023-02-16,House,Referred to committee,Finance,2
HB0010,2023_2024,135,2023-02-15,House,Introduced,,1
HCR0011,2023_2024,135,2024-06-25,Senate,Referred to committee,Veterans and Public Safety,5
HCR0011,2023_2024,135,2024-06-17,Senate,Offered,,4
HCR0011,2023_2024,135,2024-06-12,House,Adopted,,3
HCR0011,2023_2024,135,2024-06-10,House,Reported,Criminal Justice,2
HCR0011,2023_2024,135,2024-01-09,House,Introduced and Referred to Committee,Criminal Justice,1
HR0011,2023_2024,135,2023-01-24,House,Adopted,,1
HB0011,2023_2024,135,2023-02-16,House,Referred to committee,Primary and Secondary Education,2
HB0011,2023_2024,135,2023-02-15,House,Introduced,,1
HCR0012,2023_2024,135,2024-02-06,House,Introduced and Referred to Committee,Government Oversight,1
HB0012,2023_2024,135,2023-02-16,House,Referred to committee,Primary and Secondary Education,2
HB0012,2023_2024,135,2023-02-15,House,Introduced,,1
HR0012,2023_2024,135,2023-01-26,House,Adopted,,1
HCR0013,2023_2024,135,2024-02-27,Senate,Adopted,,2
HCR0013,2023_2024,135,2024-02-07,House,Adopted,,1
HR0013,2023_2024,135,2023-01-31,House,Adopted,,1
HB0013,2023_2024,135,2023-02-16,House,Referred to committee,Homeland Security,2
HB0013,2023_2024,135,2023-02-15,House,Introduced,,1
HB0014,2023_2024,135,2023-02-21,House,Reported - Re-referred to Families and Aging,Rules and Reference,4
HB0014,2023_2024,135,2023-02-21,House,Recalled to Rules and Reference,Rules and Reference,3
HB0014,2023_2024,135,2023-02-16,House,Referred to committee,Civil Justice,2
HB0014,2023_2024,135,2023-02-15,House,Introduced,,1
HCR0014,2023_2024,135,2024-07-02,Senate,Offered,,4
HCR0014,2023_2024,135,2024-06-26,House,Adopted,,3
HCR0014,2023_2024,135,2024-06-04,House,Reported,Government Oversight,2
HCR0014,2023_2024,135,2024-04-02,House,Introduced and Referred to Committee,Government Oversight,1
HR0014,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HCR0015,2023_2024,135,2024-04-23,House,Introduced and Referred to Committee,Government Oversight,1
HR0015,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0015,2023_2024,135,2023-02-16,House,Referred to committee,Public Health Policy,2
HB0015,2023_2024,135,2023-02-15,House,Introduced,,1
HR0016,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HCR0016,2023_2024,135,2024-05-22,House,Reported,Behavioral Health,2
HCR0016,2023_2024,135,2024-04-30,House,Introduced and Referred to Committee,Behavioral Health,1
HB0016,2023_2024,135,2023-02-16,House,Referred to committee,Government Oversight,2
HB0016,2023_2024,135,2023-02-15,House,Introduced,,1
HB0017,2023_2024,135,2023-06-21,Senate,Referred to committee,Financial Institutions and Technology,6
HB0017,2023_2024,135,2023-06-15,Senate,Introduced,,5
HB0017,2023_2024,135,2023-06-14,House,Passed,,4
HB0017,2023_2024,135,2023-06-14,House,Reported,Technology and Innovation,3
HB0017,2023_2024,135,2023-02-16,House,Referred to committee,Technology and Innovation,2
HB0017,2023_2024,135,2023-02-15,House,Introduced,,1
HR0017,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HCR0017,2023_2024,135,2024-05-21,House,Introduced and Referred to Committee,Civil Justice,1
HR0018,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HCR0018,2023_2024,135,2024-05-21,House,Introduced and Referred to Committee,Government Oversight,1
HB0018,2023_2024,135,2023-02-16,House,Referred to committee,Armed Services and Veterans Affairs,2
HB0018,2023_2024,135,2023-02-15,House,Introduced,,1
HR0019,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0019,2023_2024,135,2023-02-16,House,Referred to committee,State and Local Government,2
HB0019,2023_2024,135,2023-02-15,House,Introduced,,1
HR0020,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0020,2023_2024,135,2023-02-16,House,Referred to committee,Criminal Justice,2
HB0020,2023_2024,135,2023-02-15,House,Introduced,,1
HR0021,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0021,2023_2024,135,2023-02-16,House,Referred to committee,Government Oversight,2
HB0021,2023_2024,135,2023-02-15,House,Introduced,,1
HB0022,2023_2024,135,2023-04-19,Senate,Referred to committee,Health,6
HB0022,2023_2024,135,2023-03-30,Senate,Introduced,,5
HB0022,2023_2024,135,2023-03-29,House,Passed,,4
HB0022,2023_2024,135,2023-03-22,House,Reported - Amended,Health Provider Services,3
HB0022,2023_2024,135,2023-02-16,House,Referred to committee,Health Provider Services,2
HB0022,2023_2024,135,2023-02-15,House,Introduced,,1
HR0022,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0023,2023_2024,135,2023-06-30,,"EffectiveCertain provisions effective March 31, 2023 and July 1, 2023",,18
HB0023,2023_2024,135,2023-03-31,,Signed By The Governor,,17
HB0023,2023_2024,135,2023-03-30,,Sent To The Governor,,16
HB0023,2023_2024,135,2023-03-29,House,Conference report agreed to,,15
HB0023,2023_2024,135,2023-03-29,Senate,Conference report agreed to,,14
HB0023,2023_2024,135,2023-03-28,Senate,"Conference managers: Sens. - Kunze, McColley, Antonio",,13
HB0023,2023_2024,135,2023-03-28,House,"Conference managers: Reps. - Edwards, Patton, Sweeney",,12
HB0023,2023_2024,135,2023-03-23,Senate,Insist on amendments; asks for committee of conference,,11
HB0023,2023_2024,135,2023-03-23,Senate,"Conference managers: Sens. - Kunze, McColley, Antonio",,10
HB0023,2023_2024,135,2023-03-23,House,Refused to concur in Senate amendments,,9
HB0023,2023_2024,135,2023-03-23,Senate,Passed,,8
HB0023,2023_2024,135,2023-03-23,Senate,Reported - Substitute,Transportation,7
HB0023,2023_2024,135,2023-03-08,Senate,Referred to committee,Transportation,6
HB0023,2023_2024,135,2023-03-07,Senate,Introduced,,5
HB0023,2023_2024,135,2023-03-01,House,Passed - Amended,,4
HB0023,2023_2024,135,2023-03-01,House,Reported - Substitute,Finance,3
HB0023,2023_2024,135,2023-02-16,House,Referred to committee,Finance,2
HB0023,2023_2024,135,2023-02-15,House,Introduced,,1
HR0023,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0024,2023_2024,135,2024-07-02,Senate,Introduced,,5
HB0024,2023_2024,135,2024-06-26,House,Passed,,4
HB0024,2023_2024,135,2024-06-17,House,Reported - Substitute,Insurance,3
HB0024,2023_2024,135,2023-02-16,House,Referred to committee,Insurance,2
HB0024,2023_2024,135,2023-02-15,House,Introduced,,1
HR0024,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HR0025,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0025,2023_2024,135,2023-02-16,House,Referred to committee,State and Local Government,2
HB0025,2023_2024,135,2023-02-15,House,Introduced,,1
HB0026,2023_2024,135,2023-12-13,Senate,Referred to committee,Transportation,6
HB0026,2023_2024,135,2023-12-11,Senate,Introduced,,5
HB0026,2023_2024,135,2023-12-06,House,Passed,,4
HB0026,2023_2024,135,2023-03-01,House,Reported,Transportation,3
HB0026,2023_2024,135,2023-02-16,House,Referred to committee,Transportation,2
HB0026,2023_2024,135,2023-02-15,House,Introduced,,1
HR0026,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0027,2023_2024,135,2024-02-28,Senate,Passed - Amended,,8
HB0027,2023_2024,135,2024-02-28,Senate,Reported - Substitute,Workforce and Higher Education,7
HB0027,2023_2024,135,2023-05-31,Senate,Referred to committee,Workforce and Higher Education,6
HB0027,2023_2024,135,2023-05-30,Senate,Introduced,,5
HB0027,2023_2024,135,2023-05-24,House,Passed,,4
HB0027,2023_2024,135,2023-05-08,House,Reported - Substitute,Higher Education,3
HB0027,2023_2024,135,2023-02-16,House,Referred to committee,Higher Education,2
HB0027,2023_2024,135,2023-02-15,House,Introduced,,1
HB0028,2023_2024,135,2023-05-31,Senate,Referred to committee,Health,6
HB0028,2023_2024,135,2023-05-30,Senate,Introduced,,5
HB0028,2023_2024,135,2023-05-24,House,Passed,,4
HB0028,2023_2024,135,2023-04-26,House,Reported,Public Health Policy,3
HB0028,2023_2024,135,2023-02-16,House,Referred to committee,Public Health Policy,2
HB0028,2023_2024,135,2023-02-15,House,Introduced,,1
HR0028,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0029,2023_2024,135,2023-12-13,Senate,Referred to committee,Judiciary,9
HB0029,2023_2024,135,2023-12-11,Senate,Introduced,,8
HB0029,2023_2024,135,2023-12-06,House,Passed,,7
HB0029,2023_2024,135,2023-05-10,House,Reported - Amended,Homeland Security,6
HB0029,2023_2024,135,2023-04-25,House,Reported - Re-referred to Homeland Security,Rules and Reference,5
HB0029,2023_2024,135,2023-04-18,House,Re-referred,Rules and Reference,4
HB0029,2023_2024,135,2023-03-23,House,Reported - Amended,Homeland Security,3
HB0029,2023_2024,135,2023-02-16,House,Referred to committee,Homeland Security,2
HB0029,2023_2024,135,2023-02-15,House,Introduced,,1
HR0029,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0030,2023_2024,135,2024-06-11,Senate,Referred to committee,General Government,6
HB0030,2023_2024,135,2024-05-28,Senate,Introduced,,5
HB0030,2023_2024,135,2024-05-22,House,Passed,,4
HB0030,2023_2024,135,2024-04-24,House,Reported - Substitute,State and Local Government,3
HB0030,2023_2024,135,2023-02-16,House,Referred to committee,State and Local Government,2
HB0030,2023_2024,135,2023-02-15,House,Introduced,,1
HR0030,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0031,2023_2024,135,2023-06-30,,"EffectiveCertain provisions effective September 29, 2023",,16
HB0031,2023_2024,135,2023-06-30,,Signed By The Governor,,15
HB0031,2023_2024,135,2023-06-30,,Sent To The Governor,,14
HB0031,2023_2024,135,2023-06-30,House,Concurred in Senate amendments,,13
HB0031,2023_2024,135,2023-06-30,Senate,Passed - Amended,,12
HB0031,2023_2024,135,2023-06-30,Senate,Reported - Amended,Insurance,11
HB0031,2023_2024,135,2023-04-26,Senate,Referred to committee,Insurance,10
HB0031,2023_2024,135,2023-04-25,Senate,Introduced,,9
HB0031,2023_2024,135,2023-04-19,House,Passed,,8
HB0031,2023_2024,135,2023-03-29,House,Reported,Finance,7
HB0031,2023_2024,135,2023-03-28,House,Reported - Re-referred to Finance,Rules and Reference,6
HB0031,2023_2024,135,2023-03-23,House,Reported - Amended - Re-referred to Rules and Reference,Insurance,5
HB0031,2023_2024,135,2023-02-21,House,Reported - Re-referred to Insurance,Rules and Reference,4
HB0031,2023_2024,135,2023-02-21,House,Recalled to Rules and Reference,Rules and Reference,3
HB0031,2023_2024,135,2023-02-16,House,Referred to committee,Finance,2
HB0031,2023_2024,135,2023-02-15,House,Introduced,,1
HR0031,2023_2024,135,2023-02-15,House,Adopted,Rules and Reference,1
HB0032,2023_2024,135,2023-06-30,,Effective,,15
HB0032,2023_2024,135,2023-06-30,,Signed By The Governor,,14
HB0032,2023_2024,135,2023-06-30,,Sent To The Governor,,13
HB0032,2023_2024,135,2023-06-30,Senate,Passed,,12
HB0032,2023_2024,135,2023-06-30,Senate,Reported,Insurance,11
HB0032,2023_2024,135,2023-04-26,Senate,Referred to committee,Insurance,10
HB0032,2023_2024,135,2023-04-25,Senate,Introduced,,9
HB0032,2023_2024,135,2023-04-19,House,Passed,,8
HB0032,2023_2024,135,2023-03-29,House,Reported,Finance,7
HB0032,2023_2024,135,2023-03-28,House,Reported - Re-referred to Finance,Rules and Reference,6
HB0032,2023_2024,135,2023-03-23,House,Reported - Re-referred to Rules and Reference,Insurance,5
HB0032,2023_2024,135,2023-02-21,House,Reported - Re-referred to Insurance,Rules and Reference,4
HB0032,2023_2024,135,2023-02-21,House,Recalled to Rules and Reference,Rules and Reference,3
HB0032,2023_2024,135,2023-02-16,House,Referred to committee,Finance,2
HB0032,2023_2024,135,2023-02-15,House,Introduced,,1
HR0032,2023_2024,135,2023-02-15,House,Introduced and Referred to Committee,State and Local Government,1
HB0033,2023_2024,135,2023-07-04,,"EffectiveOperating appropriations effective July 4, 2023.  Other provisions generally effective October 3, 2023.  Some provisions subject to special effective dates.",,20
HB0033,2023_2024,135,2024-01-24,Senate,Item passed notwithstanding objections of the Governor,,19
HB0033,2023_2024,135,2023-12-13,House,Item passed notwithstanding objections of the Governor,,18
HB0033,2023_2024,135,2023-07-05,House,line item veto receipt,,17
HB0033,2023_2024,135,2023-07-04,,Signed By The Governor,,16
HB0033,2023_2024,135,2023-07-02,,Sent To The Governor,,15
HB0033,2023_2024,135,2023-06-30,Senate,Conference report agreed to,Conference Committee on H.B. 33,14
HB0033,2023_2024,135,2023-06-30,House,Conference report agreed to,,13
HB0033,2023_2024,135,2023-06-21,Senate,"Conference managers: Sens. - Dolan, Cirino, Sykes",,12
HB0033,2023_2024,135,2023-06-21,House,"Conference managers: Reps. - Edwards, LaRe, Sweeney",,11
HB0033,2023_2024,135,2023-06-21,Senate,Insist on amendments; asks for committee of conference,,10
HB0033,2023_2024,135,2023-06-21,House,Refused to concur in Senate amendments,,9
HB0033,2023_2024,135,2023-06-15,Senate,Passed,,8
HB0033,2023_2024,135,2023-06-14,Senate,Reported - Substitute,Finance,7
HB0033,2023_2024,135,2023-05-04,Senate,Referred to committee,Finance,6
HB0033,2023_2024,135,2023-04-27,Senate,Introduced,,5
HB0033,2023_2024,135,2023-04-26,House,Passed,,4
HB0033,2023_2024,135,2023-04-26,House,Reported - Substitute,Finance,3
HB0033,2023_2024,135,2023-02-16,House,Referred to committee,Finance,2
HB0033,2023_2024,135,2023-02-15,House,Introduced,,1
HR0033,2023_2024,135,2023-03-23,House,Adopted - Amended,,3
HR0033,2023_2024,135,2023-03-16,House,Reported,Government Oversight,2
HR0033,2023_2024,135,2023-02-21,House,Introduced and Referred to Committee,Government Oversight,1
HB0034,2023_2024,135,2024-07-23,,Effective,,11
HB0034,2023_2024,135,2024-04-23,,Signed By The Governor,,10
HB0034,2023_2024,135,2024-04-17,,Sent To The Governor,,9
HB0034,2023_2024,135,2024-04-10,Senate,Passed,,8
HB0034,2023_2024,135,2024-04-10,Senate,Reported,Judiciary,7
HB0034,2023_2024,135,2023-09-13,Senate,Referred to committee,Judiciary,6
HB0034,2023_2024,135,2023-09-12,Senate,Introduced,,5
HB0034,2023_2024,135,2023-06-27,House,Passed,,4
HB0034,2023_2024,135,2023-03-16,House,Reported,Civil Justice,3
HB0034,2023_2024,135,2023-02-16,House,Referred to committee,Civil Justice,2
HB0034,2023_2024,135,2023-02-15,House,Introduced,,1
HR0034,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HB0035,2023_2024,135,2023-10-12,,"EffectiveEmergency: Amendments to R.C. 2305.111 effective October 12, 2023; R.C. 2950.021 effective January 11, 2024; Amendments to R.C. 2305.111 reversed effective October 12, 2028",,12
HB0035,2023_2024,135,2023-10-12,,Signed By The Governor,,11
HB0035,2023_2024,135,2023-10-12,,Sent To The Governor,,10
HB0035,2023_2024,135,2023-10-11,House,Concurred in Senate amendments,,9
HB0035,2023_2024,135,2023-09-27,Senate,Passed,,8
HB0035,2023_2024,135,2023-09-27,Senate,Reported - Amended,Judiciary,7
HB0035,2023_2024,135,2023-04-19,Senate,Referred to committee,Judiciary,6
HB0035,2023_2024,135,2023-03-30,Senate,Introduced,,5
HB0035,2023_2024,135,2023-03-29,House,Passed,,4
HB0035,2023_2024,135,2023-03-16,House,Reported - Substitute,Civil Justice,3
HB0035,2023_2024,135,2023-02-16,House,Referred to committee,Civil Justice,2
HB0035,2023_2024,135,2023-02-15,House,Introduced,,1
HR0035,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HR0036,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HB0036,2023_2024,135,2023-02-16,House,Referred to committee,Health Provider Services,2
HB0036,2023_2024,135,2023-02-15,House,Introduced,,1
HB0037,2023_2024,135,2024-06-11,Senate,Referred to committee,Judiciary,6
HB0037,2023_2024,135,2024-05-28,Senate,Introduced,,5
HB0037,2023_2024,135,2024-05-22,House,Passed,,4
HB0037,2023_2024,135,2024-05-08,House,Reported - Substitute,Criminal Justice,3
HB0037,2023_2024,135,2023-02-16,House,Referred to committee,Criminal Justice,2
HB0037,2023_2024,135,2023-02-15,House,Introduced,,1
HR0037,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HR0038,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HB0038,2023_2024,135,2023-02-16,House,Referred to committee,Primary and Secondary Education,2
HB0038,2023_2024,135,2023-02-15,House,Introduced,,1
HR0039,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HB0039,2023_2024,135,2023-02-16,House,Referred to committee,Ways and Means,2
HB0039,2023_2024,135,2023-02-15,House,Introduced,,1
HR0040,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HB0040,2023_2024,135,2023-02-16,House,Referred to committee,Government Oversight,2
HB0040,2023_2024,135,2023-02-15,House,Introduced,,1
HR0041,2023_2024,135,2023-02-28,House,Adopted,Rules and Reference,1
HB0041,2023_2024,135,2023-02-16,House,Referred to committee,Public Utilities,2
HB0041,2023_2024,135,2023-02-15,House,Introduced,,1
HR0042,2023_2024,135,2023-03-07,House,Re-referred,Rules and Reference,1
HB0042,2023_2024,135,2023-02-16,House,Referred to committee,Commerce and Labor,2
HB0042,2023_2024,135,2023-02-15,House,Introduced,,1
HR0043,2023_2024,135,2023-12-06,House,Adopted,,1
HB0043,2023_2024,135,2023-02-16,House,Referred to committee,Energy and Natural Resources,2
HB0043,2023_2024,135,2023-02-15,House,Introduced,,1
HR0044,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HB0044,2023_2024,135,2023-02-16,House,Referred to committee,Criminal Justice,2
HB0044,2023_2024,135,2023-02-15,House,Introduced,,1
HR0045,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HR0046,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HB0046,2023_2024,135,2024-05-07,House,Referred to committee,Primary and Secondary Education,2
HB0046,2023_2024,135,2023-02-15,House,Introduced,,1
HB0047,2023_2024,135,2024-10-24,,"EffectiveAppropriations effective July 23, 2024",,15
HB0047,2023_2024,135,2024-07-25,,Signed By The Governor,,14
HB0047,2023_2024,135,2024-07-15,,Sent To The Governor,,13
HB0047,2023_2024,135,2024-06-26,Senate,Passed,,12
HB0047,2023_2024,135,2024-06-26,Senate,Reported - Substitute,Health,11
HB0047,2023_2024,135,2024-06-26,House,Concurred in Senate amendments,,10
HB0047,2023_2024,135,2023-06-21,Senate,Referred to committee,Health,9
HB0047,2023_2024,135,2023-06-15,Senate,Introduced,,8
HB0047,2023_2024,135,2023-06-14,House,Passed,,7
HB0047,2023_2024,135,2023-06-13,House,Reported - Amended,Rules and Reference,6
HB0047,2023_2024,135,2023-06-06,House,Re-referred,Rules and Reference,5
HB0047,2023_2024,135,2023-05-24,House,Informally passed,,4
HB0047,2023_2024,135,2023-04-26,House,Reported,Health Provider Services,3
HB0047,2023_2024,135,2023-02-16,House,Referred to committee,Health Provider Services,2
HB0047,2023_2024,135,2023-02-15,House,Introduced,,1
HR0047,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HR0048,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HB0048,2023_2024,135,2024-05-07,House,Referred to committee,Primary and Secondary Education,2
HB0048,2023_2024,135,2023-02-15,House,Introduced,,1
HR0049,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HB0049,2023_2024,135,2024-06-26,House,Refused to concur in Senate amendments,,9
HB0049,2023_2024,135,2024-06-12,Senate,Passed,,8
HB0049,2023_2024,135,2024-06-12,Senate,Reported - Substitute,Small Business and Economic Opportunity,7
HB0049,2023_2024,135,2023-09-13,Senate,Referred to committee,Small Business and Economic Opportunity,6
HB0049,2023_2024,135,2023-09-12,Senate,Introduced,,5
HB0049,2023_2024,135,2023-06-27,House,Passed,,4
HB0049,2023_2024,135,2023-03-29,House,Reported - Amended,Insurance,3
HB0049,2023_2024,135,2023-02-16,House,Referred to committee,Insurance,2
HB0049,2023_2024,135,2023-02-15,House,Introduced,,1
HR0050,2023_2024,135,2023-03-14,House,Adopted,Rules and Reference,1
HB0050,2023_2024,135,2024-09-20,,Effective,,12
HB0050,2023_2024,135,2024-06-21,,Signed By The Governor,,11
HB0050,2023_2024,135,2024-06-11,,Sent To The Governor,,10
HB0050,2023_2024,135,2024-05-22,House,Concurred in Senate amendments,,9
HB0050,2023_2024,135,2024-05-08,Senate,Passed,,8
