bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0476,2023_2024,135,Haraz N. Ghanbari,,As Adopted by the House,,Honoring the Perrysburg High School Select Strings Orchestra on winning the 2024 American String Teachers Association National Orchestra Festival Grand Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr476
HB0477,2023_2024,135,Bernard Willis,Tim Barhorst; Richard D. Brown; Bill Dean; Richard Dell'Aquila; Jennifer Gross; Adam Holmes; Brian E. Lampton,As Reported by the House Aviation and Aerospace Committee,State and Local Government; Transportation; Transportation : Air and Rail Transport,Modifies the Aeronautics Law,House Aviation and Aerospace Committee,"To amend sections 4561.01 and 4561.11 of the Revised Code to incorporate seaplane bases, heliports, vertiports, and spaceports into the Aeronautics Law.",https://www.legislature.ohio.gov/legislation/135/hb477
HR0477,2023_2024,135,Bill Dean,,As Adopted by the House,,Honoring Shoemaker's IGA on its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr477
HB0478,2023_2024,135,Jay Edwards; Jeff LaRe,,As Introduced,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Housing and Real Property; Housing and Real Property : Real Estate Transactions",Regards unauthorized occupants of residential property,House Criminal Justice Committee,To amend section 2909.07 and to enact sections 1923.16 and 2913.53 of the Revised Code to provide for the expedited removal of unauthorized occupants of residential property and to prohibit the use and sale of fraudulent deeds.,https://www.legislature.ohio.gov/legislation/135/hb478
HR0478,2023_2024,135,Tracy M. Richardson; Anita Somani,,As Adopted by the House,,Honoring the Dublin Jerome High School Valorant esports team on winning the 2024 OHSAA State Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr478
HB0479,2023_2024,135,Adam Holmes; Cecil Thomas,Sean P. Brennan; Sedrick Denson; Roy Klopfenstein; Lauren McNally; Jena Powell; Casey Weinstein,As Introduced,Special Designations; Special Designations : Observances,Designate Ohio Stillbirth Prevention Day,House State and Local Government Committee,"To enact section 5.2471 of the Revised Code to designate September 19 as ""Ohio Stillbirth Prevention Day.""",https://www.legislature.ohio.gov/legislation/135/hb479
HR0479,2023_2024,135,Michele Grim,,As Adopted by the House,,Honoring The University of Toledo men's tennis team on winning the 2024 Mid-American Conference Championship title.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr479
HB0480,2023_2024,135,Tom Young; Steve Demetriou,Adam C. Bird; Thaddeus J. Claggett; Gary Click; Bill Dean; Dave Dobos; Sarah Fowler Arthur; Jennifer Gross; Brett Hudson Hillyer; Adam Holmes; Marilyn S. John; Mark Johnson; Angela N. King; Roy Klopfenstein; Beth Lear; P. Scott Lipps; Adam Mathews; Thomas F. Patton; Phil Plummer; Sharon A. Ray; Monica Robb Blasdel; Nick Santucci; Jean Schmidt; Scott Wiggam; Josh Williams,As Introduced,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Housing and Real Property",Regards unauthorized occupants of residential property,House Criminal Justice Committee,"To amend section 2909.07 and to enact sections 1923.16 and 2913.53 of the Revised Code to provide for the expedited removal of unauthorized occupants of residential property, to prohibit the use and sale of fraudulent deeds, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/135/hb480
HR0480,2023_2024,135,"Joseph A. Miller, III",,As Adopted by the House,,Honoring Fligner's Supermarket on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr480
HR0481,2023_2024,135,Daniel P. Troy,,As Adopted by the House,,Honoring Our Lady of Mt. Carmel Parish on its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr481
HB0481,2023_2024,135,Riordan T. McClain; Bill Seitz,,As Introduced,Commerce : Financial Institutions; Taxation,Regards use and taxation of bullion or specie,House Financial Institutions Committee,"To amend sections 135.01, 135.31, and 5747.01 and to enact section 113.07 of the Revised Code to require the Treasurer of State to accept bullion or specie as payment for any debt and to exempt the capital gain on the sale or exchange of bullion or specie from state and school district income taxes.",https://www.legislature.ohio.gov/legislation/135/hb481
HB0482,2023_2024,135,Kevin D. Miller,"Dave Dobos; Riordan T. McClain; Scott Oelslager; Elgin Rogers, Jr.",As Reported by the House Transportation Committee,"Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",Designate Patrolman James P. Gardner Memorial Highway,House Transportation Committee,"To enact section 5534.426 of the Revised Code to designate a portion of U.S. Route 62 in the city of Alliance as the ""Patrolman James P. Gardner Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb482
HR0482,2023_2024,135,C. Allison Russo,,As Adopted by the House,,Honoring The Ohio State University pistol team on securing the 2024 Intercollegiate Pistol Championships.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr482
HB0483,2023_2024,135,Kevin D. Miller,,As Introduced,Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,"Create ""Save a Warrior"" license plate",House Homeland Security Committee,"To amend section 4501.21 and to enact section 4503.536 of the Revised Code to create the ""Save a Warrior"" license plate.",https://www.legislature.ohio.gov/legislation/135/hb483
HR0483,2023_2024,135,"Gayle Manning; Joseph A. Miller, III; Dick Stein",,As Adopted by the House,,Honoring Lorain County on its Two Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/135/hr483
HR0484,2023_2024,135,"Elliot Forhan; Richard Dell'Aquila; Steve Demetriou; Jennifer Gross; Casey Weinstein; Daniel P. Troy; Michele Grim; Bernard Willis; Sarah Fowler Arthur; Jack K. Daniels; P. Scott Lipps; Sean P. Brennan; Monica Robb Blasdel; Joseph A. Miller, III; Cindy Abrams",,As Adopted by the House,,In memory of Jacob J. Derbin.,,,https://www.legislature.ohio.gov/legislation/135/hr484
HB0484,2023_2024,135,Andrea White; Bill Roemer,,As Introduced,Health and Human Services : Child Care,Establish child care grant programs,House Finance Committee,"To establish certain child care grant programs, including those related to child care capacity and learning labs, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/135/hb484
HB0485,2023_2024,135,Tom Young; Phil Plummer,Gary Click; Bill Dean; Steve Demetriou; Jean Schmidt,As Introduced,Education; Education : Primary and Secondary Education,"Regards school internet safety policy, effects of social media",House Primary and Secondary Education Committee,"To amend sections 3313.60, 3314.03, 3326.11, and 3328.24 and to enact sections 3313.6030 and 3313.6031 of the Revised Code regarding a school internet safety policy and instruction on the effects of social media in public schools and to amend the version of section 3314.03 of the Revised Code that is scheduled to take effect on January 1, 2025, to continue the changes on and after that date.",https://www.legislature.ohio.gov/legislation/135/hb485
HR0485,2023_2024,135,C. Allison Russo,,As Adopted by the House,,"Recognizing ALS Awareness Month, May 2024.",,,https://www.legislature.ohio.gov/legislation/135/hr485
HB0486,2023_2024,135,Sara P. Carruthers; Juanita O. Brent,"Munira Abdullahi; Willis E. Blackshear, Jr.; Sean P. Brennan; Darnell T. Brewer; Richard D. Brown; Richard Dell'Aquila; Sedrick Denson; Jay Edwards; Michele Grim; James M. Hoops; Dani Isaacsohn; Dontavius L. Jarrells; Jeff LaRe; Mike Loychik; Adam Mathews; Adam C. Miller; Kevin D. Miller; Ismail Mohamed; Thomas F. Patton; Gail K. Pavliga; Beryl Piccolantonio; Sharon A. Ray; Tracy M. Richardson; Phillip M. Robinson, Jr.; C. Allison Russo; Jean Schmidt; Anita Somani; D. J. Swearingen; Bride Rose Sweeney; Daniel P. Troy; Casey Weinstein; Andrea White; Tom Young",As Referred by the House Rules and Reference Committee,"Courts and Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Juvenile and Family Law : Domestic Relations; State and Local Government : Local Government; State and Local Government : State Government",Enact Aisha's Law,House Criminal Justice Committee,"To amend sections 109.744, 109.803, 2903.01, 2919.27, 2929.12, 2929.22, 2935.03, 2935.032, 2937.23, and 3113.31; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 2935.033 (2935.034); and to enact new section 2935.033 and section 2919.261 of the Revised Code to make changes to civil and criminal law regarding domestic violence, to address State Highway Patrol arrest authority, to name the act Aisha's Law, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/135/hb486
HR0486,2023_2024,135,Michele Grim,,As Adopted by the House,,Honoring Barend Botha as the 2024 MAC Champion in men's golf.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr486
HB0487,2023_2024,135,Justin Pizzulli,"Dave Dobos; Riordan T. McClain; Elgin Rogers, Jr.",As Reported by the House Transportation Committee,"Military and Veterans; Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",Designate TSgt. Grover Lee Swearingen Memorial Highway,House Transportation Committee,"To enact section 5534.835 of the Revised Code to designate a portion of State Route 41 in Adams County as the ""TSgt. Grover Lee Swearingen Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb487
HR0487,2023_2024,135,C. Allison Russo,,As Adopted by the House,,Honoring the Grandview Heights Fire Department on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr487
HB0488,2023_2024,135,Michael J. Skindell; Haraz N. Ghanbari,"Munira Abdullahi; Sean P. Brennan; Darnell T. Brewer; Richard D. Brown; Richard Dell'Aquila; Elliot Forhan; Michele Grim; Brett Hudson Hillyer; Lauren McNally; Adam C. Miller; Joseph A. Miller, III; Ismail Mohamed; Justin Pizzulli; Elgin Rogers, Jr.; C. Allison Russo; Daniel P. Troy",As Introduced,Transportation; Transportation : Air and Rail Transport,Adopt the Midwest Interstate Passenger Rail Compact,House Economic and Workforce Development Committee,To enact sections 4981.36 and 4981.361 of the Revised Code to adopt the Midwest Interstate Passenger Rail Compact.,https://www.legislature.ohio.gov/legislation/135/hb488
HR0488,2023_2024,135,Michele Grim,,As Adopted by the House,,Honoring Most Blessed Sacrament Catholic Parish on its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr488
HB0489,2023_2024,135,"Richard Dell'Aquila; Elgin Rogers, Jr.",Sean P. Brennan; Dani Isaacsohn; Brian Lorenz; Lauren McNally; C. Allison Russo,As Introduced,"Commerce : Consumer Finance; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Commerce; State and Local Government : State Government",Prohibit selling personal data re: payment of parking fees,House Criminal Justice Committee,To enact section 4521.11 of the Revised Code to prohibit parking fee collection services from selling personal data relating to transactions for payment of parking fees.,https://www.legislature.ohio.gov/legislation/135/hb489
HR0489,2023_2024,135,Casey Weinstein,,As Adopted by the House,,Honoring Western Reserve Academy on its Two Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/135/hr489
HB0490,2023_2024,135,Michael J. Skindell; Beryl Piccolantonio,"Sean P. Brennan; Juanita O. Brent; Elgin Rogers, Jr.; C. Allison Russo; Daniel P. Troy",As Introduced,"Special Designations; Transportation; Transportation : Highways, Roads, and Bridges",Designate Road Traffic Victims Day of Remembrance,House State and Local Government Committee,"To enact section 5.56 of the Revised Code to designate the third Sunday in November as ""Road Traffic Victims Day of Remembrance.""",https://www.legislature.ohio.gov/legislation/135/hb490
HR0490,2023_2024,135,Roy Klopfenstein,,As Adopted by the House,,Honoring Willow Bend Country Club on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/135/hr490
HB0491,2023_2024,135,Tom Young; Bob Peterson,Bill Dean; Richard Dell'Aquila; Mark Johnson; Angela N. King,As Introduced,Commerce : Financial Institutions; State and Local Government : Local Government; State and Local Government : State Government,Require entities to provide info for Govt Expenditure Database,House State and Local Government Committee,"To amend sections 113.70, 113.71, 113.72, 113.73, 113.75, 113.76, and 5501.521; to enact new section 113.77; and to repeal section 113.77 of the Revised Code to require a political subdivision or state retirement system to provide information on expenditures to the Treasurer of State for inclusion in the Ohio State and Local Government Expenditure Database.",https://www.legislature.ohio.gov/legislation/135/hb491
HR0491,2023_2024,135,Mark Johnson,,As Adopted by the House,,Honoring First Baptist Church of Chillicothe on its Bicentennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr491
HR0492,2023_2024,135,Jason Stephens,,As Adopted by the House,,Honoring RESCO Cedar Heights Clay on the occasion of its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr492
HB0492,2023_2024,135,Kevin D. Miller,Cindy Abrams; Rodney Creech; Haraz N. Ghanbari; Thomas Hall; Mark Johnson; Josh Williams,As Introduced,"Crimes, Corrections, and Law Enforcement : Law Enforcement; Employment; Retirement; State and Local Government : Public Officials and Employees",Create deferred retirement plan for PERS law enforcement officers,House Pensions Committee,"To amend sections 145.22, 145.23, 145.35, 145.46, 145.561, and 742.63 and to enact sections 145.71, 145.72, 145.721, 145.722, 145.73, 145.74, 145.75, 145.751, 145.76, and 145.77 of the Revised Code to establish a deferred retirement option plan for law enforcement officers in the Public Employees Retirement System.",https://www.legislature.ohio.gov/legislation/135/hb492
HR0493,2023_2024,135,"Jason Stephens; C. Allison Russo; Sean P. Brennan; Munira Abdullahi; Cindy Abrams; Rachel B. Baker; Tim Barhorst; Adam C. Bird; Willis E. Blackshear, Jr.; Juanita O. Brent; Darnell T. Brewer; Richard D. Brown; Jamie Callender; Sara P. Carruthers; Thaddeus J. Claggett; Gary Click; Rodney Creech; Jon Cross; Al Cutrona; Jack K. Daniels; Bill Dean; Richard Dell'Aquila; Steve Demetriou; Sedrick Denson; Dave Dobos; Jay Edwards; Ron Ferguson; Elliot Forhan; Sarah Fowler Arthur; Haraz N. Ghanbari; Michele Grim; Jennifer Gross; Thomas Hall; Brett Hudson Hillyer; Adam Holmes; James M. Hoops; Latyna M. Humphrey; Dani Isaacsohn; Dontavius L. Jarrells; Marilyn S. John; Mark Johnson; Don Jones; Darrell Kick; Angela N. King; Roy Klopfenstein; Brian E. Lampton; Jeff LaRe; Beth Lear; P. Scott Lipps; Beth Liston; Brian Lorenz; Mike Loychik; Susan Manchester; Gayle Manning; Adam Mathews; Riordan T. McClain; Lauren McNally; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Kevin D. Miller; Melanie Miller; Ismail Mohamed; Scott Oelslager; Thomas F. Patton; Gail K. Pavliga; Bob Peterson; Beryl Piccolantonio; Justin Pizzulli; Phil Plummer; Jena Powell; Sharon A. Ray; Tracy M. Richardson; Monica Robb Blasdel; Phillip M. Robinson, Jr.; Bill Roemer; Elgin Rogers, Jr.; Nick Santucci; Jean Schmidt; Bill Seitz; Veronica Sims; Michael J. Skindell; Anita Somani; Dick Stein; Brian Stewart; Reggie Stoltzfus; D. J. Swearingen; Bride Rose Sweeney; Cecil Thomas; Jim Thomas; Daniel P. Troy; Terrence Upchurch; Casey Weinstein; Andrea White; Jodi Whitted; Scott Wiggam; Josh Williams; Bernard Willis; Tom Young",,As Adopted by the House,,"In memory of Ronald Mottl, Sr.",,,https://www.legislature.ohio.gov/legislation/135/hr493
HB0493,2023_2024,135,Angela N. King,Dave Dobos; Riordan T. McClain,As Reported by the House Transportation Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designate Lance Corporal Gerald Subler Memorial Highway,House Transportation Committee,"To enact section 5534.813 of the Revised Code to designate a portion of State Route 185 in Darke County the ""Lance Corporal Gerald Subler Memorial Highway.""",https://www.legislature.ohio.gov/legislation/135/hb493
HB0494,2023_2024,135,Angela N. King,Dave Dobos; Riordan T. McClain,As Reported by the House Transportation Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designate SSgt Gene F. Morrison Memorial Bridge,House Transportation Committee,"To enact section 5534.616 of the Revised Code to designate a bridge spanning Indian Creek in Darke County as the ""SSgt Gene F. Morrison Memorial Bridge.""",https://www.legislature.ohio.gov/legislation/135/hb494
HR0494,2023_2024,135,Al Cutrona,,As Adopted by the House,,Honoring the Austintown Fitch High School cheerleading team on winning a 2024 OASSA State Championship.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr494
HB0495,2023_2024,135,Sara P. Carruthers; Bride Rose Sweeney,Sean P. Brennan; Juanita O. Brent; Richard Dell'Aquila; Michele Grim; Monica Robb Blasdel; C. Allison Russo,As Introduced,Agriculture; Commerce,Generally prohibit the sale of cosmetics tested on animals ,House Commerce and Labor Committee,"To amend sections 3715.01, 3715.025, 3715.99, and 3717.01 and to enact section 3715.522 of the Revised Code to prohibit the sale of cosmetics tested on animals except under certain specified circumstances.",https://www.legislature.ohio.gov/legislation/135/hb495
HR0495,2023_2024,135,Beryl Piccolantonio,,As Adopted by the House,,Honoring Mark Lowrie on being named the 2024 Ohio Teacher of the Year.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr495
HB0496,2023_2024,135,James M. Hoops,"Sean P. Brennan; Jamie Callender; Thaddeus J. Claggett; Bill Dean; Richard Dell'Aquila; Dave Dobos; Sarah Fowler Arthur; Thomas Hall; Brett Hudson Hillyer; Don Jones; Brian Lorenz; Adam Mathews; Adam C. Miller; Ismail Mohamed; Gail K. Pavliga; Sharon A. Ray; Monica Robb Blasdel; Elgin Rogers, Jr.; Jean Schmidt; Bill Seitz; Anita Somani; Daniel P. Troy; Josh Williams",As Passed by the House,Housing and Real Property; State and Local Government : Local Government; Taxation,Revise the law governing property taxes and county auditors,House Ways and Means Committee,"To amend sections 133.18, 306.32, 306.322, 319.05, 319.54, 321.24, 321.26, 323.156, 505.37, 505.48, 505.481, 511.28, 513.18, 755.181, 1545.21, 3311.50, 3318.01, 3318.061, 3318.45, 3381.03, 4503.06, 4503.066, 4503.068, 4503.0611, 4582.024, 4582.26, 5705.01, 5705.03, 5705.195, 5705.21, 5705.212, 5705.213, 5705.215, 5705.25, 5705.251, 5705.261, 5713.083, 5715.19, 5715.22, 5723.05, 5723.06, 5723.10, 5748.01, 5748.02, 5748.03, and 5748.04 of the Revised Code to revise the law governing property taxes and county auditors.",https://www.legislature.ohio.gov/legislation/135/hb496
HR0496,2023_2024,135,Riordan T. McClain,,As Adopted by the House,,Honoring Wyandot Mission Church on its building's Bicentennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr496
HB0497,2023_2024,135,Brian Stewart; Roy Klopfenstein,Tim Barhorst; Sean P. Brennan; Thaddeus J. Claggett; Rodney Creech; Bill Dean; Richard Dell'Aquila; Dave Dobos; Brett Hudson Hillyer; James M. Hoops; Marilyn S. John; Mark Johnson; Brian E. Lampton; Brian Lorenz; Adam Mathews; Riordan T. McClain; Ismail Mohamed; Bob Peterson; Phil Plummer; Monica Robb Blasdel; Jean Schmidt; Bill Seitz; Anita Somani; Dick Stein; Scott Wiggam; Josh Williams; Bernard Willis,As Passed by the House,State and Local Government : Local Government,Make various changes regarding county law,House State and Local Government Committee,"To amend sections 135.33, 153.31, 153.35, 153.36, 153.37, 153.38, 153.39, 153.44, 307.12, 307.87, 307.88, 309.09, 325.15, 2151.271, 2335.061, and 5540.03 and to enact section 307.901 of the Revised Code to make various changes regarding county law and to amend the version of section 153.39 of the Revised Code that is scheduled to take effect January 1, 2025, to continue the change on and after that date.",https://www.legislature.ohio.gov/legislation/135/hb497
HR0497,2023_2024,135,Jamie Callender; Michele Grim; Rachel B. Baker; Sharon A. Ray,,As Adopted by the House,,"Honoring the late Neill Kirby ""Mojo Nixon"" McMillan, Jr. on June 11, 2024, being recognized as Mojo Nixon Day in Ohio.",House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr497
HR0498,2023_2024,135,Bill Roemer,,As Adopted by the House,,Honoring Morgan Hallett on securing two 2024 Division II State Championship titles in track and field.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr498
HB0498,2023_2024,135,Sara P. Carruthers,,As Introduced,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Health and Human Services : Health Care; Health and Human Services : Public Health",Remove criminal offense related to donating blood with AIDS virus,House Criminal Justice Committee,To repeal section 2927.13 of the Revised Code to remove the criminal offense related to donating blood when the donor is a carrier of the virus that causes AIDS.,https://www.legislature.ohio.gov/legislation/135/hb498
HR0499,2023_2024,135,"Willis E. Blackshear, Jr.",,As Adopted by the House,,Honoring Macy Hudson on being crowned the 2024 Miss Ohio USA.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr499
HB0499,2023_2024,135,Dani Isaacsohn; Adam Mathews,,As Introduced,Economic Development; Housing and Real Property; State and Local Government; State and Local Government : Local Government; Taxation,Create grants for housing near megaprojects; revise property law,House Government Oversight Committee,"To amend sections 319.302 and 3735.67 and to enact sections 175.41, 175.42, and 175.43 of the Revised Code to create grant programs for housing developments near megaprojects and for townships and municipalities that adopt pro-housing policies, to modify the community reinvestment area law relating to residential property, and to limit the 10% nonbusiness property tax credit.",https://www.legislature.ohio.gov/legislation/135/hb499
HR0500,2023_2024,135,C. Allison Russo,,As Adopted by the House,,Honoring Robert Cash and J.J. Tracy on winning the 2024 NCAA Championship in men's doubles tennis.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr500
HB0500,2023_2024,135,Sara P. Carruthers; Terrence Upchurch,,As Introduced,"Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Public Safety; Transportation; Transportation : Air and Rail Transport; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles",Prohibit unauthorized displays of symbols on bridges or highways ,House Government Oversight Committee,"To amend sections 2911.211, 2917.12, 2923.04, 2927.12, 4511.16, 4511.17, and 5589.99 and to enact sections 2911.212 and 5589.34 of the Revised Code to prohibit unauthorized displays of symbols on bridges or highways and unauthorized projections of images onto buildings and to expand the offenses of aggravated trespass and ethnic intimidation.",https://www.legislature.ohio.gov/legislation/135/hb500
HR0501,2023_2024,135,Adam Holmes,,As Adopted by the House,,Honoring Brayden Snider as the 2024 Division II State Champion in the girls pole vault.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr501
HB0501,2023_2024,135,Sara P. Carruthers,Sean P. Brennan; P. Scott Lipps; Beryl Piccolantonio; Josh Williams,As Introduced,General Assembly; Retirement,Create Study Committee on Small Business Retirement Options ,House Pensions Committee,To create the Joint Legislative Study Committee on Small Business Retirement Options to study and report on private sector retirement plans and state-facilitated retirement savings options to improve access to retirement programs.,https://www.legislature.ohio.gov/legislation/135/hb501
HR0502,2023_2024,135,Jodi Whitted; Rachel B. Baker,,As Adopted by the House,,Honoring Nicholas Choo and Chase Klugo on winning the 2024 Division I State Championship in boys doubles tennis.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr502
HB0502,2023_2024,135,Anita Somani; Beryl Piccolantonio,Juanita O. Brent; Sedrick Denson; Michele Grim; Lauren McNally; Adam C. Miller; C. Allison Russo; Casey Weinstein,As Introduced,"Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Health and Human Services : Health Care",Protect assisted reproduction care,House Public Health Policy Committee,"To enact sections 2305.2312, 3732.01, 3732.02, 3732.03, 3732.04, 3732.05, 3732.06, 3732.08, 3732.09, 3732.11, 3732.13, and 3732.14 of the Revised Code to protect assisted reproduction care.",https://www.legislature.ohio.gov/legislation/135/hb502
HB0503,2023_2024,135,Bob Peterson; Don Jones,"Cindy Abrams; Sean P. Brennan; Sara P. Carruthers; Thaddeus J. Claggett; Al Cutrona; Dave Dobos; Sarah Fowler Arthur; Jennifer Gross; Thomas Hall; Dani Isaacsohn; Dontavius L. Jarrells; Angela N. King; Roy Klopfenstein; Jeff LaRe; Brian Lorenz; Adam Mathews; Joseph A. Miller, III; Kevin D. Miller; Ismail Mohamed; Thomas F. Patton; Tracy M. Richardson; Monica Robb Blasdel; Nick Santucci; Bill Seitz; Brian Stewart; D. J. Swearingen; Cecil Thomas; Bernard Willis",As Passed by the House,Agriculture; Agriculture : Animals; Environment and Natural Resources,"Prohibit activities re: garbage-fed swine, feral swine, wild boar",House Agriculture Committee; Senate Agriculture and Natural Resources Committee,"To amend sections 901.43, 942.01, 942.02, 943.23, 943.26, 1531.01, 1533.01, 1533.731, 1533.99, and 4745.01; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 942.13 (942.05); to enact new sections 942.03 and 942.04 and sections 1533.75 and 1533.751; and to repeal sections 942.03, 942.04, 942.05, 942.06, 942.07, 942.10, 942.11, 942.12, and 942.99 of the Revised Code to prohibit certain activities regarding garbage-fed swine, feral swine, and wild boar.",https://www.legislature.ohio.gov/legislation/135/hb503
HR0503,2023_2024,135,Bill Roemer,,As Adopted by the House,,Honoring Camp Christopher on its One Hundredth Anniversary.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr503
HR0504,2023_2024,135,Jon Cross,,As Adopted by the House,,Honoring Abby Wilson for her success at the 2024 USTA NTRP Tournament.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr504
HB0504,2023_2024,135,Gail K. Pavliga,Sara P. Carruthers; Bill Seitz; Tom Young,As Introduced,Commerce; Liquor Control; Liquor Control : Liquor Permits and Quotas; Public Safety,Enact Hayden's Law regarding alcohol server training ,House Civil Justice Committee,To amend section 4399.18 and to enact section 4399.19 of the Revised Code to require alcohol server training and to provide immunity from civil liability to those who successfully complete and implement the training and to name this act Hayden's Law.,https://www.legislature.ohio.gov/legislation/135/hb504
HR0505,2023_2024,135,Tim Barhorst,,As Adopted by the House,,Honoring the West Liberty-Salem High School girls 4x100-meter relay team as the 2024 Division III State Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr505
HB0505,2023_2024,135,Tim Barhorst; Brian Stewart,,As Introduced,Commerce : Insurance; Health and Human Services : Medicaid; Health and Human Services : Public Health,Enact the Community Pharmacy Protection Act,House Insurance Committee,"To amend sections 3902.50, 5164.753, and 5167.243 and to enact sections 3902.75, 3902.76, 3959.151, 3959.21, 5167.127, and 5167.128 of the Revised Code regarding insurer and Medicaid program accreditation requirements for pharmacies, to impose drug cost reporting and payment requirements on pharmacy benefit managers, and to name this act the Community Pharmacy Protection Act.",https://www.legislature.ohio.gov/legislation/135/hb505
HR0506,2023_2024,135,Scott Oelslager; Jim Thomas,,As Adopted by the House,,Honoring Hills and Dales Village on its Centennial.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr506
HB0506,2023_2024,135,Dontavius L. Jarrells,"Rachel B. Baker; Sean P. Brennan; Darnell T. Brewer; Richard D. Brown; Richard Dell'Aquila; Michele Grim; Dani Isaacsohn; Lauren McNally; Elgin Rogers, Jr.; C. Allison Russo; Anita Somani; Cecil Thomas; Terrence Upchurch",As Introduced,Education; Education : Primary and Secondary Education; Health and Human Services : Substance Abuse & Addiction,Regards school policies on overdose reversal drugs,House Primary and Secondary Education Committee,"To enact sections 3313.7118, 3313.7119, 3314.148, 3326.62, and 3328.40 of the Revised Code regarding school policies on the administration of overdose reversal drugs.",https://www.legislature.ohio.gov/legislation/135/hb506
HR0507,2023_2024,135,Jay Edwards,,As Adopted by the House,,Honoring Sophia Szolozi on winning a 2024 Division II State Track and Field Championship title.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr507
HB0507,2023_2024,135,Brett Hudson Hillyer,,As Introduced,Commerce; Environment and Natural Resources : Conservancy and Other Districts; Public Safety; State and Local Government; State and Local Government : Local Government,Regards political subdivisions and specified cybersecurity,House Technology and Innovation Committee,To amend section 1354.01 of the Revised Code to extend legal safe harbor to political subdivisions that implement a specified cybersecurity program.,https://www.legislature.ohio.gov/legislation/135/hb507
HR0508,2023_2024,135,Reggie Stoltzfus; Monica Robb Blasdel; Brett Hudson Hillyer,,As Adopted by the House,,Honoring Lexi Tucci as a 2024 Division III State Track and Field Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/135/hr508
