bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0389,2019,133,"Robert R. Cupp; Emilia Strong Sykes; Cindy Abrams; Niraj J. Antani; Brian Baldridge; John Becker; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Thomas E. Brinkman Jr.; Richard D. Brown; Jim Butler; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Al Cutrona; Bill Dean; Sedrick Denson; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Bernadine Kennedy Kent; Darrell Kick; J. Kyle Koehler; Laura Lanese; George F. Lang; Jeff LaRe; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Beth Liston; Susan Manchester; Gayle Manning; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Jena Powell; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; Mark J. Romanchuk; C. Allison Russo; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; Fred Strahorn; D. J. Swearingen; Bride Rose Sweeney; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Shane Wilkin; Paul Zeltwanger",,As Adopted by the House,,"Honoring Representative J. Todd Smith
for his loyal service to the Ohio House of Representatives.",,,https://www.legislature.ohio.gov/legislation/133/hr389
HB0389,2019,133,John M. Rogers; John Becker,"Gil Blair; Juanita O. Brent; Jack Cera; Jeffrey A. Crossman; Sedrick Denson; Tavia Galonski; Stephen D. Hambley; Paula Hicks-Hudson; James M. Hoops; Brigid Kelly; George F. Lang; Michele Lepore-Hagan; P. Scott Lipps; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; John Patterson; Craig S. Riedel; Bill Seitz; Lisa A. Sobecki; Fred Strahorn; Bride Rose Sweeney; Thomas West",As Introduced,Commerce; Liquor Control; Liquor Control : Liquor Permits and Quotas,Allow nonprofit organization to give away alcohol to raise funds,House Commerce and Labor Committee,To amend section 4301.58 of the Revised Code to allow a nonprofit organization to give away alcohol for fundraising purposes under specified circumstances and to declare an emergency.,https://www.legislature.ohio.gov/legislation/133/hb389
HR0390,2019,133,"Robert R. Cupp; Emilia Strong Sykes; Cindy Abrams; Niraj J. Antani; Brian Baldridge; John Becker; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Thomas E. Brinkman Jr.; Richard D. Brown; Jim Butler; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Al Cutrona; Bill Dean; Sedrick Denson; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Darrell Kick; J. Kyle Koehler; Laura Lanese; George F. Lang; Jeff LaRe; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Beth Liston; Susan Manchester; Gayle Manning; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Jena Powell; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; Mark J. Romanchuk; C. Allison Russo; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; Fred Strahorn; D. J. Swearingen; Bride Rose Sweeney; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Shane Wilkin; Paul Zeltwanger",,As Adopted by the House,,"Honoring Representative Bernadine Kennedy Kent
for her loyal service to the Ohio House of Representatives.",,,https://www.legislature.ohio.gov/legislation/133/hr390
HB0390,2019,133,Jeffrey A. Crossman; Randi Clites,"Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Richard D. Brown; Rick Carfagna; Jack Cera; Erica C. Crawley; Sedrick Denson; Tavia Galonski; Paula Hicks-Hudson; Brett Hudson Hillyer; Stephanie D. Howse; Catherine D. Ingram; Brigid Kelly; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; John Patterson; Phillip M. Robinson, Jr.; John M. Rogers; C. Allison Russo; Michael Sheehy; Michael J. Skindell; Kent Smith; Lisa A. Sobecki; Fred Strahorn; Bride Rose Sweeney; Emilia Strong Sykes; Terrence Upchurch; Casey Weinstein; Thomas West",As Introduced,Commerce : Insurance; Health and Human Services : Health Care,Regards health insurance premiums and benefits,House Insurance Committee,"To amend sections 1731.03, 1731.04, 1731.05, 1731.09, 1739.05, 1751.01, 1751.06, 1751.12, 1751.16, 1751.18, 1751.58, 1751.69, 3922.01, 3923.122, 3923.57, 3923.571, 3923.85, 3924.01, 3924.02, 3924.03, 3924.033, 3924.06, 3924.51, and 3924.73, to enact sections 3902.50, 3902.51, 3902.52, 3902.53, and 3902.54, and to repeal sections 1751.15, 3923.58, 3923.581, 3923.582, 3923.59, 3924.07, 3924.08, 3924.09, 3924.10, 3924.11, 3924.111, 3924.12, 3924.13, and 3924.14 of the Revised Code regarding health insurance premiums and benefits.",https://www.legislature.ohio.gov/legislation/133/hb390
HR0391,2019,133,"Robert R. Cupp; Emilia Strong Sykes; Cindy Abrams; Niraj J. Antani; Brian Baldridge; John Becker; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Thomas E. Brinkman Jr.; Richard D. Brown; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Al Cutrona; Bill Dean; Sedrick Denson; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Bernadine Kennedy Kent; Darrell Kick; J. Kyle Koehler; Laura Lanese; George F. Lang; Jeff LaRe; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Beth Liston; Susan Manchester; Gayle Manning; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Jena Powell; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; Mark J. Romanchuk; C. Allison Russo; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; Fred Strahorn; D. J. Swearingen; Bride Rose Sweeney; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Shane Wilkin; Paul Zeltwanger",,As Adopted by the House,,"Honoring Representative Jim Butler
for his loyal service to the Ohio House of Representatives.",,,https://www.legislature.ohio.gov/legislation/133/hr391
HB0391,2019,133,Kent Smith; Lisa A. Sobecki,Kristin Boggs; Juanita O. Brent; Erica C. Crawley; Tavia Galonski; Catherine D. Ingram; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Jessica E. Miranda; C. Allison Russo; Terrence Upchurch; Casey Weinstein; Thomas West,As Introduced,Commerce; Employment,Increases state minimum wage,House Commerce and Labor Committee,"To amend sections 4111.02, 4111.09, and 4111.14 and to repeal section 4111.07 of the Revised Code to increase the state minimum wage to ten dollars and fifty-five cents per hour beginning January 1, 2021.",https://www.legislature.ohio.gov/legislation/133/hb391
HB0392,2019,133,P. Scott Lipps,Doug Green; Don Jones; Gayle Manning; Riordan T. McClain; Michael J. O'Brien; Michael Sheehy; Reggie Stoltzfus,As Reported by the House Transportation and Public Safety Committee,Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,Designates Lester and Mary Oeder Memorial Highway,House Transportation and Public Safety Committee,"To enact section 5534.915 of the Revised Code to designate a portion of U.S. Route 22 in Warren County the ""Lester and Mary Oeder Memorial Highway.""",https://www.legislature.ohio.gov/legislation/133/hb392
HR0392,2019,133,"Robert R. Cupp; Emilia Strong Sykes; Cindy Abrams; Niraj J. Antani; Brian Baldridge; John Becker; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Thomas E. Brinkman Jr.; Richard D. Brown; Jim Butler; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Al Cutrona; Bill Dean; Sedrick Denson; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Bernadine Kennedy Kent; Darrell Kick; J. Kyle Koehler; Laura Lanese; George F. Lang; Jeff LaRe; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Beth Liston; Susan Manchester; Gayle Manning; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Jena Powell; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; Mark J. Romanchuk; C. Allison Russo; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; Fred Strahorn; D. J. Swearingen; Bride Rose Sweeney; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Shane Wilkin; Paul Zeltwanger",,As Adopted by the House,,"Honoring Representative John M. Rogers
for his loyal service to the Ohio House of Representatives.",,,https://www.legislature.ohio.gov/legislation/133/hr392
HR0393,2019,133,"Robert R. Cupp; Emilia Strong Sykes; Cindy Abrams; Niraj J. Antani; Brian Baldridge; John Becker; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Thomas E. Brinkman Jr.; Richard D. Brown; Jim Butler; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Al Cutrona; Bill Dean; Sedrick Denson; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Bernadine Kennedy Kent; Darrell Kick; J. Kyle Koehler; Laura Lanese; George F. Lang; Jeff LaRe; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Beth Liston; Susan Manchester; Gayle Manning; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Jena Powell; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; Mark J. Romanchuk; C. Allison Russo; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; Fred Strahorn; D. J. Swearingen; Bride Rose Sweeney; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Shane Wilkin; Paul Zeltwanger",,As Adopted by the House,,"Honoring Representative Dave Greenspan
for his loyal service to the Ohio House of Representatives.",,,https://www.legislature.ohio.gov/legislation/133/hr393
HB0393,2019,133,Tavia Galonski,Sara P. Carruthers,As Introduced,Special Designations; Agriculture,Make apple cider official state beverage,House State and Local Government Committee,To amend section 5.08 of the Revised Code to make apple cider instead of tomato juice the official beverage of the state.,https://www.legislature.ohio.gov/legislation/133/hb393
HR0394,2019,133,"Robert R. Cupp; Emilia Strong Sykes; Cindy Abrams; Niraj J. Antani; Brian Baldridge; John Becker; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Thomas E. Brinkman Jr.; Richard D. Brown; Jim Butler; Jamie Callender; Rick Carfagna; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Al Cutrona; Bill Dean; Sedrick Denson; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Bernadine Kennedy Kent; Darrell Kick; J. Kyle Koehler; Laura Lanese; George F. Lang; Jeff LaRe; David Leland; Michele Lepore-Hagan; Mary Lightbody; P. Scott Lipps; Beth Liston; Susan Manchester; Gayle Manning; Riordan T. McClain; Derek Merrin; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Jena Powell; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; Mark J. Romanchuk; C. Allison Russo; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; D. J. Swearingen; Bride Rose Sweeney; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Shane Wilkin; Paul Zeltwanger",,As Adopted by the House,,"Honoring Representative Fred Strahorn
for his loyal service to the Ohio House of Representatives.",,,https://www.legislature.ohio.gov/legislation/133/hr394
HB0394,2019,133,Tavia Galonski,John Becker; Adam Holmes; Adam C. Miller; Lisa A. Sobecki; Casey Weinstein,As Introduced,Military and Veterans; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,Allow presenting veterans ID card for military license plate,House Armed Services and Veterans Affairs Committee,"To amend section 4503.29 of the Revised Code to allow an applicant for a military license plate to present to the Bureau of Motor Vehicles, as evidence of an honorable discharge, a county-issued veterans identification card in lieu of a DD-214 form issued by the United States Department of Defense.",https://www.legislature.ohio.gov/legislation/133/hb394
HR0395,2019,133,Brigid Kelly,"Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Randi Clites; Erica C. Crawley; Jeffrey A. Crossman; Sedrick Denson; Tavia Galonski; Catherine D. Ingram; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Jessica E. Miranda; Michael J. O'Brien; John Patterson; Phillip M. Robinson, Jr.; C. Allison Russo; Michael J. Skindell; Kent Smith; Lisa A. Sobecki; Fred Strahorn; Bride Rose Sweeney; Emilia Strong Sykes; Casey Weinstein; Thomas West",As Introduced,,,,,https://www.legislature.ohio.gov/legislation/133/hr395
HB0395,2019,133,Tavia Galonski,Juanita O. Brent; David Leland; Michele Lepore-Hagan; Adam C. Miller; Michael J. Skindell; Kent Smith; Lisa A. Sobecki; Bride Rose Sweeney; Casey Weinstein,As Introduced,Elections,Prepay postage for return of absentee ballots,House State and Local Government Committee,"To amend sections 3509.04, 3509.05, and 3511.04 of the Revised Code to require the Secretary of State to prepay postage for the return of completed absent voter's ballots.",https://www.legislature.ohio.gov/legislation/133/hb395
HR0396,2019,133,Brigid Kelly,"Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Randi Clites; Erica C. Crawley; Jeffrey A. Crossman; Sedrick Denson; Tavia Galonski; Catherine D. Ingram; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Jessica E. Miranda; Michael J. O'Brien; John Patterson; Phillip M. Robinson, Jr.; C. Allison Russo; Michael J. Skindell; Kent Smith; Lisa A. Sobecki; Fred Strahorn; Bride Rose Sweeney; Emilia Strong Sykes; Casey Weinstein; Thomas West",As Introduced,,,,,https://www.legislature.ohio.gov/legislation/133/hr396
HB0396,2019,133,Tavia Galonski,Lisa A. Sobecki,As Introduced,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,Impose requirements on pharmacy benefit managers,House Health Committee,"To amend section 3959.01 and to enact sections 3959.30, 3959.31, 3959.32, and 5167.122 of the Revised Code to impose requirements on pharmacy benefit managers.",https://www.legislature.ohio.gov/legislation/133/hb396
HR0397,2019,133,Emilia Strong Sykes,,As Adopted by the House,,Honoring the Archbishop Hoban High School football team as the 2020 Division II State Champion.,,,https://www.legislature.ohio.gov/legislation/133/hr397
HB0397,2019,133,Tavia Galonski,Michele Lepore-Hagan; Lisa A. Sobecki,As Introduced,Courts and Civil Law,Regards parental right of disposition for deceased adult child,House Civil Justice Committee,To amend section 2108.81 of the Revised Code regarding parental right of disposition for a deceased adult child.,https://www.legislature.ohio.gov/legislation/133/hb397
HR0398,2019,133,C. Allison Russo,,As Adopted by the House,,Honoring Ella Hazelbaker and Megan Basil as the 2020 Division I State Champions in Girls Doubles Tennis.,,,https://www.legislature.ohio.gov/legislation/133/hr398
HB0398,2019,133,Erica C. Crawley; Bride Rose Sweeney,"Kristin Boggs; Jeffrey A. Crossman; Michele Lepore-Hagan; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; C. Allison Russo; Kent Smith; Lisa A. Sobecki; Casey Weinstein; Thomas West",As Introduced,Elections,Establish day of general election as a legal holiday,House State and Local Government Committee,"To amend sections 1.14, 5.20, 124.19, 325.19, 511.10, 1345.21, 3313.63, and 3319.087 of the Revised Code to establish the day of each general election as a legal holiday for which government employees receive paid leave.",https://www.legislature.ohio.gov/legislation/133/hb398
HB0399,2019,133,Jena Powell,John Becker; Thomas E. Brinkman Jr.; Rick Carfagna; Bill Dean; Ron Hood; James M. Hoops; J. Kyle Koehler; Susan Manchester; Derek Merrin; Craig S. Riedel; Bill Roemer; Mark J. Romanchuk; Fred Strahorn; A. Nino Vitale; Scott Wiggam; Paul Zeltwanger,As Introduced,Commerce; Employment; Occupational Licensing and Regulation; State and Local Government : State Government,Revise laws regulating barbers and cosmetologists,House State and Local Government Committee,"To amend sections 2925.01, 3333.26, 4713.01, 4713.02, 4713.03, 4713.06, 4713.07, 4713.071, 4713.08, 4713.081, 4713.09, 4713.10, 4713.14, 4713.141, 4713.16, 4713.17, 4713.22, 4713.24, 4713.28, 4713.31, 4713.32, 4713.34, 4713.35, 4713.37, 4713.41, 4713.42, 4713.44, 4713.45, 4713.46, 4713.49, 4713.55, 4713.56, 4713.57, 4713.58, 4713.59, 4713.60, 4713.61, 4713.62, 4713.63, 4713.64, 4713.641, 4713.65, 4713.66, 4713.69, 4743.05, 4745.01, 4776.20, and 5502.63; to enact new section 4713.39 and sections 4713.091, 4713.281, 4713.311, 4713.70, and 4713.71; and to repeal sections 4709.01, 4709.02, 4709.03, 4709.05, 4709.07, 4709.08, 4709.09, 4709.10, 4709.11, 4709.12, 4709.13, 4709.14, 4709.23, 4709.99, 4713.25, 4713.26, 4713.30, 4713.36, and 4713.39 of the Revised Code to revise the law governing the regulation of cosmetologists and barbers.",https://www.legislature.ohio.gov/legislation/133/hb399
HB0400,2019,133,Riordan T. McClain,Robert R. Cupp; James M. Hoops; Craig S. Riedel,As Introduced,Taxation,Grant income tax credit-sale of high-ethanol blend motor fuel,House Ways and Means Committee,To amend section 5747.98 and to enact section 5747.74 of the Revised Code to authorize a nonrefundable income tax credit for the retail sale of high-ethanol blend motor fuel.,https://www.legislature.ohio.gov/legislation/133/hb400
HB0401,2019,133,Bill Reineke,Jon Cross; Stephen D. Hambley; Don Jones; George F. Lang; P. Scott Lipps; Rick Perales; Tracy M. Richardson; Craig S. Riedel; Bill Seitz; J. Todd Smith; Dick Stein; D. J. Swearingen,As Introduced,Utilities  : Electric Utilities,Regards regulation of wind farms and wind turbine setbacks,House Energy and Natural Resources Committee,"To amend sections 4906.10, 4906.13, 4906.20, and 4906.201; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 519.214 (519.215); and to enact new section 519.214 and sections 4906.101 and 4906.203 of the Revised Code to require inclusion of safety specifications in wind farm certificate applications, to modify wind turbine setbacks, and to permit a township referendum vote on certain wind farm certificates.",https://www.legislature.ohio.gov/legislation/133/hb401
HB0402,2019,133,George F. Lang; Bride Rose Sweeney,Rick Carfagna; Jack Cera; Jay Edwards; Doug Green; Michele Lepore-Hagan; P. Scott Lipps; Craig S. Riedel; Thomas West,As Introduced,Commerce; Occupational Licensing and Regulation,Certify and regulate interior designers,House State and Local Government Committee,"To amend sections 3791.04, 4703.50, 4703.52, and 4703.53 and to enact sections 4703.60, 4703.61, 4703.62, 4703.63, 4703.64, 4703.65, 4703.66, 4703.67, 4703.68, 4703.69, 4703.70, 4703.71, and 4703.72 of the Revised Code to create the Ohio Interior Design Examiners Board to certify and regulate interior designers.",https://www.legislature.ohio.gov/legislation/133/hb402
HB0403,2019,133,Brett Hudson Hillyer; Tavia Galonski,Bill Seitz; Lisa A. Sobecki; Terrence Upchurch,As Introduced,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Prisons",Eliminate court consent when move prisoner to transition control,House Criminal Justice Committee,"To amend sections 2929.01, 2929.20, 2930.03, 2930.06, 2930.16, 2967.12, 2967.19, 2967.26, 2967.28, and 5149.101 of the Revised Code to eliminate the requirement that a sentencing court must assent to the transfer of a prisoner to a transitional control program.",https://www.legislature.ohio.gov/legislation/133/hb403
HB0404,2019,133,Susan Manchester; Bride Rose Sweeney,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Nathan H. Manning; Bob Peterson; Tim Schaffer; Vernon Sykes; Cecil Thomas; Steve Wilson; Kenny Yuko",As Enrolled,Education : Higher Education; State and Local Government : State Government,Allow state university trustees attend meetings electronically,House Higher Education Committee; Senate Government Oversight and Reform Committee,"To amend Sections 10 and 11 of H.B. 164 of the 133rd General Assembly, Sections 10, 11 as subsequently amended, 12, 13, and 17 as subsequently amended of H.B. 197 of the 133rd General Assembly, Section 27 of H.B. 481 of the 133rd General Assembly, as subsequently amended, and Section 7 of S.B. 216 of the 132nd General Assembly, as subsequently amended, to continue essential operations of state and local government in response to the declared pandemic and global health emergency related to COVID-19 and to declare an emergency.",https://www.legislature.ohio.gov/legislation/133/hb404
HB0405,2019,133,Jon Cross,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Rob McColley; Larry Obhof; Bob Peterson; Michael A. Rulli; Vernon Sykes; Cecil Thomas; Steve Wilson; Kenny Yuko",As Enrolled,Commerce : Consumer Finance; Commerce : Financial Institutions; Juvenile and Family Law : Adoption; State and Local Government : State Government,Create adoption linked deposit program,"House State and Local Government Committee; Senate Health, Human Services and Medicaid Committee","To amend sections 135.63, 135.78, 1733.04, and 1733.24 and to enact sections 135.79, 135.791, 135.792, 135.793, 135.794, 135.795, and 135.796 of the Revised Code to create the adoption linked deposit program.",https://www.legislature.ohio.gov/legislation/133/hb405
HB0406,2019,133,"Joseph A. Miller, III; Tracy M. Richardson",Gil Blair; Sara P. Carruthers; Randi Clites; Erica C. Crawley; Haraz N. Ghanbari; Adam Holmes; James M. Hoops; Candice Keller; David Leland; Michele Lepore-Hagan; Jessica E. Miranda; Michael J. O'Brien; Craig S. Riedel; Mark J. Romanchuk; C. Allison Russo; Michael Sheehy; Lisa A. Sobecki; Fred Strahorn; Casey Weinstein; Thomas West,As Reported by the House Armed Services and Veterans Affairs Committee,Military and Veterans; Special Designations; State and Local Government : State Government,Designate and display Honor and Remember Flag,House Armed Services and Veterans Affairs Committee,"To enact section 9.51 of the Revised Code to designate the Honor and Remember flag as the symbol of Ohio's concern and commitment to honoring and remembering the lives of all fallen service members and their families, and to require that the flag be displayed at the statehouse in Columbus on Memorial Day.",https://www.legislature.ohio.gov/legislation/133/hb406
HB0407,2019,133,Beth Liston; C. Allison Russo,"Kristin Boggs; Janine R. Boyd; Richard D. Brown; Randi Clites; Erica C. Crawley; Jeffrey A. Crossman; Sedrick Denson; Tavia Galonski; Paula Hicks-Hudson; Brigid Kelly; David Leland; Michele Lepore-Hagan; Mary Lightbody; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Phillip M. Robinson, Jr.; Michael J. Skindell; Kent Smith; Lisa A. Sobecki; Bride Rose Sweeney; Terrence Upchurch; Casey Weinstein; Thomas West",As Introduced,Health and Human Services : Health Care; Occupational Licensing and Regulation,Enact Clinician Integrity and Medical Accuracy Act,House Health Committee,"To enact section 4731.92 of the Revised Code to establish provisions to be known as the ""Clinician Integrity and Medical Accuracy Act.""",https://www.legislature.ohio.gov/legislation/133/hb407
HB0408,2019,133,Gayle Manning; Thomas F. Patton,Susan Manchester; Michael J. Skindell; Dick Stein,As Introduced,Health and Human Services : Child Care; Juvenile and Family Law : Child Welfare,Regards children's crisis care facilities,House Health Committee,"To amend sections 2950.034, 5103.13, and 5103.131; to amend, for the purpose of adopting new section numbers as indicated in parentheses, sections 5103.131 (5103.133) and 5103.132 (5103.134); and to enact new sections 5103.131 and 5103.132 and section 5101.136 of the Revised Code regarding children's crisis care facilities.",https://www.legislature.ohio.gov/legislation/133/hb408
