bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HJR0001,2019,133,J. Kyle Koehler,John Becker; Craig S. Riedel; Dick Stein,As Introduced,Constitutional Amendment; Elections,Modify signature requirement-initiated constitutional amendment,House Civil Justice Committee,Proposing to amend Sections 1a and 1g of Article II of the Constitution of the State of Ohio to modify certain signature requirements for a proposed constitutional amendment by initiative petition.,https://www.legislature.ohio.gov/legislation/133/hjr1
HB0001,2019,133,Phil Plummer; Paula Hicks-Hudson,"Nickie J. Antonio; Louis W. Blessing, III; William P. Coley, II; Hearcel F. Craig; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Larry Obhof; Michael A. Rulli; Vernon Sykes; Cecil Thomas; Kenny Yuko",As Enrolled,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Criminal Records Checks; Health and Human Services : Substance Abuse & Addiction",Modify intervention in lieu of conviction/sealing requirements,House Criminal Justice Committee; Senate Judiciary Committee,"To amend sections 109.11, 2921.45, 2929.15, 2951.041, 2953.31, 2953.32, 5119.93, and 5119.94 and to enact sections 109.749, 181.27, 2152.75, and 2901.10 of the Revised Code to modify the requirements for intervention in lieu of conviction and for sealing records of conviction and provide for deposit of some of the sealing application fee into the Attorney General Reimbursement Fund and the use of that amount for expenses related to sealing and expungement; to modify the law regarding use of a prison term as a sanction for a community control violation; to modify the drug and alcohol abuse civil commitment mechanism; to expand duties of the State Criminal Sentencing Commission; and to prohibit restraining or confining a woman or child who is a charged, convicted, or adjudicated criminal offender or delinquent child at certain points during pregnancy or postpartum recovery.",https://www.legislature.ohio.gov/legislation/133/hb1
HCR0001,2019,133,Larry Householder,,As Enrolled,,Relative to a committee to wait upon the Governor to let him know the 133rd General Assembly is in session.,,,https://www.legislature.ohio.gov/legislation/133/hcr1
HR0001,2019,133,Jim Butler,,As Adopted by the House,,Relative to the election of the Clerk of the House of Representatives.,,,https://www.legislature.ohio.gov/legislation/133/hr1
HB0002,2019,133,Jon Cross; Michele Lepore-Hagan,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Nathan H. Manning; Sean J. O'Brien; Larry Obhof; Bob Peterson; Michael A. Rulli; Tim Schaffer; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Commerce; Education; Education : Higher Education; Employment; Employment : Workforce Development; Finance and Appropriations; State and Local Government : State Government,Create TechCred and Microcredential Assistance Programs,Senate Conference Committee on H.B. 2; House Economic and Workforce Development Committee; House Finance Committee; House Rules and Reference Committee; Senate Finance Committee,"To enact sections 122.178, 122.179, 122.1710, and 122.1711 of the Revised Code and to amend Sections 259.10, 259.20, and 259.30 of H.B. 166 of the 133rd General Assembly to create the TechCred Program and the Individual Microcredential Assistance Program and to develop a grant program to support industry sector partnerships.",https://www.legislature.ohio.gov/legislation/133/hb2
HCR0002,2019,133,Larry Householder,,As Enrolled,,Relative to the inauguration of the Governor.,,,https://www.legislature.ohio.gov/legislation/133/hcr2
HR0002,2019,133,Jim Butler,,As Adopted by the House,,Relative to employment and compensation of employees of the House of Representatives preparatory to and during House organization.,,,https://www.legislature.ohio.gov/legislation/133/hr2
HJR0002,2019,133,Don Manning; Jamie Callender,Jon Cross; Haraz N. Ghanbari; George F. Lang; Dick Stein,As Introduced,Commerce : Financial Institutions; Environment and Natural Resources : Oil and Gas; Housing and Real Property; State and Local Government : State Government; Utilities  : Electric Utilities; Utilities  : Gas Utilities; Utilities  : Water Utilities,Provide Ohio critical infrastructure protection,House Energy and Natural Resources Committee,Proposing to enact Section 12 of Article XV of the Constitution of the State of Ohio to provide Ohio critical infrastructure protection.,https://www.legislature.ohio.gov/legislation/133/hjr2
HB0003,2019,133,Janine R. Boyd; Sara P. Carruthers,"Cindy Abrams; Brian Baldridge; Kristin Boggs; Juanita O. Brent; Richard D. Brown; Jamie Callender; Rick Carfagna; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Anthony DeVitis; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Adam Holmes; James M. Hoops; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Brigid Kelly; Bernadine Kennedy Kent; J. Kyle Koehler; Jeff LaRe; Laura Lanese; George F. Lang; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Gayle Manning; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Bill Reineke; Tracy M. Richardson; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; C. Allison Russo; Gary Scherer; Michael Sheehy; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Jason Stephens; Reggie Stoltzfus; D. J. Swearingen; Bride Rose Sweeney; Emilia Strong Sykes; Terrence Upchurch; Casey Weinstein; Thomas West",As Passed by the House,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement; Health and Human Services : Public Health; Juvenile and Family Law : Domestic Relations; State and Local Government : Local Government; State and Local Government : State Government",Address high-risk domestic violence and victimization,,"To amend sections 109.744, 109.803, 2903.01, 2919.25, 2919.27, 2929.12, 2929.13, 2929.14, 2929.22, 2935.032, 2937.23, and 3113.31; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 2935.033 (2935.034); and to enact new section 2935.033 and section 2919.261 of the Revised Code; and to amend Section 221.10 of H.B. 166 of the 133rd General Assembly to add domestic violence circumstances to the offense of aggravated murder, to expand the offense of domestic violence to also prohibit strangulation of a family or household member, to require law enforcement officers to utilize a qualified lethality assessment screening tool to refer high risk victims to domestic violence resources, to create the Domestic Violence Prosecution Study Committee, to name this act Aisha's Law, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/133/hb3
HJR0003,2019,133,Tavia Galonski,,As Introduced,Elections; Constitutional Amendment,Amend constitution-permit election day voter registration,House State and Local Government Committee,Proposing to amend Section 1 of Article V of the Constitution of the State of Ohio to permit an elector to register to vote on Election Day and vote in that election.,https://www.legislature.ohio.gov/legislation/133/hjr3
HCR0003,2019,133,Larry Householder; Emilia Strong Sykes,,As Enrolled,,Authorizing a joint convention of the Ohio General Assembly for the purpose of receiving a message from the Governor and calling for a committee to wait upon the Governor in anticipation of his State of the State Address.,,,https://www.legislature.ohio.gov/legislation/133/hcr3
HR0003,2019,133,Jim Butler,,As Adopted by the House,,To provide for the offering of the pledge of allegiance to the flag by the members of the House of Representatives at the opening session of each week.,,,https://www.legislature.ohio.gov/legislation/133/hr3
HJR0004,2019,133,Tavia Galonski,,As Introduced,"Constitutional Amendment; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",Amend constitution-prohibit slavery as punishment for crime,House State and Local Government Committee,Proposing to amend Section 6 of Article I of the Constitution of the State of Ohio to prohibit slavery or involuntary servitude in Ohio for the punishment of crime.,https://www.legislature.ohio.gov/legislation/133/hjr4
HB0004,2019,133,"Tracy M. Richardson; Phillip M. Robinson, Jr.","Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Bob Peterson; Michael A. Rulli; Tim Schaffer; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Education : Higher Education; Education : Primary and Secondary Education; Employment : Workforce Development,Develop industry-recognized credential and certificate programs,"House Economic and Workforce Development Committee; Senate Transportation, Commerce and Workforce Committee",To enact section 6301.22 of the Revised Code regarding the governor's office of workforce transformation and industry-recognized credentials and certificate programs. ,https://www.legislature.ohio.gov/legislation/133/hb4
HCR0004,2019,133,Catherine D. Ingram,,As Introduced,National or International Resolution,Urge Congress fund grants for funds not received during shutdown.,House Federalism Committee,To urge Congress to ensure organizations that have been awarded federal grants receive funding retroactively to account for funding not received during a partial federal government shutdown.,https://www.legislature.ohio.gov/legislation/133/hcr4
HR0004,2019,133,Jim Butler,,As Adopted by the House,,Relative to certain letters to be signed by the Speaker of the House on behalf of the House and sent to persons or groups in lieu of any resolutions on the subject.,,,https://www.legislature.ohio.gov/legislation/133/hr4
HB0005,2019,133,Brett Hudson Hillyer; David Leland,"Steven M. Arndt; Gil Blair; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Richard D. Brown; Randi Clites; Erica C. Crawley; Jeffrey A. Crossman; Bill Dean; Sedrick Denson; Jay Edwards; Tavia Galonski; Dave Greenspan; Diane V. Grendell; Stephen D. Hambley; Paula Hicks-Hudson; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Brigid Kelly; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Craig S. Riedel; John M. Rogers; C. Allison Russo; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Fred Strahorn; Bride Rose Sweeney; Emilia Strong Sykes; Terrence Upchurch; Casey Weinstein; Thomas West",As Passed by the House,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Law Enforcement; Education; Employment; Occupational Licensing and Regulation; State and Local Government : Public Officials and Employees; Taxation",Establish Ohio Public Defender State Loan Repayment Program,House Criminal Justice Committee; House Finance Committee; House Rules and Reference Committee; Senate Finance Committee,"To amend section 5747.01 and to enact sections 120.61, 120.62, 120.63, 120.64, 120.65, 120.66, 120.67, and 120.68 of the Revised Code to establish the Ohio Public Defender State Loan Repayment Program and to make an appropriation.",https://www.legislature.ohio.gov/legislation/133/hb5
HR0005,2019,133,Jim Butler,,As Adopted by the House,,Relative to the appointment and salaries of the officials and employees of the House of Representatives.,,,https://www.legislature.ohio.gov/legislation/133/hr5
HCR0005,2019,133,Jack Cera,Richard D. Brown; Randi Clites; Erica C. Crawley; Jeffrey A. Crossman; Tavia Galonski; Glenn W. Holmes; Don Jones; Brigid Kelly; Michael J. O'Brien; John M. Rogers; Bill Seitz; Michael J. Skindell; Kent Smith; A. Nino Vitale,As Introduced,Environment and Natural Resources : Mining; Health and Human Services : Health Care; National or International Resolution; Retirement; Taxation,Urge Congress to enact the American Miners Act of 2019.,House Federalism Committee,To urge the Congress of the United States to enact the American Miners Act of 2019.,https://www.legislature.ohio.gov/legislation/133/hcr5
HB0006,2019,133,Jamie Callender; Shane Wilkin,John Eklund; Theresa Gavarone; Lou Terhar; Sandra R. Williams,As Enrolled,Economic Development; Taxation; Utilities  : Electric Utilities,Creates Ohio Clean Air Program,House Energy and Natural Resources Committee; House Rules and Reference Committee; House Energy and Natural Resources Subcommittee on Energy Generation; Senate Energy and Public Utilities Committee,"To amend sections 303.213, 519.213, 713.081, 4906.13, 4928.01, 4928.64, 4928.641, 4928.644, 4928.645, 4928.66, 4928.6610, and 5727.75, to enact sections 3706.40, 3706.41, 3706.43, 3706.431, 3706.45, 3706.46, 3706.49, 3706.53, 3706.55, 3706.59, 3706.61, 3706.63, 3706.65, 4928.148, 4928.47, 4928.471, 4928.642, 4928.75, 4928.80, and 5727.231, and to repeal section 4928.6616 of the Revised Code to facilitate and continue the development, production, and use of electricity from nuclear, coal, and renewable energy resources in this state, to modify the existing mandates for renewable energy and energy efficiency savings, and to determine amounts of federal funding received for home weatherization services.",https://www.legislature.ohio.gov/legislation/133/hb6
HCR0006,2019,133,Glenn W. Holmes,"Steven M. Arndt; Brian Baldridge; John Becker; Kristin Boggs; Janine R. Boyd; Juanita O. Brent; Richard D. Brown; Jim Butler; Jamie Callender; Sara P. Carruthers; Jack Cera; Randi Clites; Erica C. Crawley; Jon Cross; Jeffrey A. Crossman; Robert R. Cupp; Anthony DeVitis; Sedrick Denson; Jay Edwards; Tavia Galonski; Timothy E. Ginter; Doug Green; Dave Greenspan; Paula Hicks-Hudson; Adam Holmes; Ron Hood; James M. Hoops; Larry Householder; Stephanie D. Howse; Catherine D. Ingram; Don Jones; Kris Jordan; Candice Keller; Brigid Kelly; Bernadine Kennedy Kent; J. Kyle Koehler; Sarah LaTourette; Laura Lanese; George F. Lang; David Leland; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Gayle Manning; Don Manning; Riordan T. McClain; Adam C. Miller; Joseph A. Miller, III; Jessica E. Miranda; Michael J. O'Brien; Scott Oelslager; John Patterson; Thomas F. Patton; Rick Perales; Phil Plummer; Tracy M. Richardson; Phillip M. Robinson, Jr.; Bill Roemer; John M. Rogers; Mark J. Romanchuk; C. Allison Russo; Scott Ryan; Tim Schaffer; Gary Scherer; Bill Seitz; Michael Sheehy; Michael J. Skindell; Kent Smith; J. Todd Smith; Lisa A. Sobecki; Dick Stein; Reggie Stoltzfus; Fred Strahorn; Bride Rose Sweeney; Emilia Strong Sykes; Terrence Upchurch; A. Nino Vitale; Casey Weinstein; Thomas West; Scott Wiggam; Paul Zeltwanger",As Adopted by the House,Commerce,Encourage General Motors to keep Lordstown complex open.,"House Commerce and Labor Committee; Senate Transportation, Commerce and Workforce Committee",To encourage General Motors to keep its Lordstown Complex open by allocating a new vehicle for production there. .,https://www.legislature.ohio.gov/legislation/133/hcr6
HR0006,2019,133,Jim Butler,,As Adopted by the House,,Relative to the appointment of a special committee on Rules.,,,https://www.legislature.ohio.gov/legislation/133/hr6
HB0007,2019,133,Haraz N. Ghanbari; John Patterson,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Nathan H. Manning; Larry Obhof; Bob Peterson; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Steve Wilson; Kenny Yuko",As Enrolled,Agriculture; Agriculture : Fertilizers and Pesticides; Commerce; Commerce : Securities; Environment and Natural Resources; Environment and Natural Resources : Air and Water Pollution Control; Environment and Natural Resources : Conservancy and Other Districts; Finance and Appropriations,Create water quality protection and preservation programs,House Finance Committee; Senate Finance Committee,"To amend sections 905.324, 939.02, 940.06, 5713.30, 6119.06, 6119.09, and 6119.091 and to enact sections 940.36, 940.37, and 940.38 of the Revised Code to create the Statewide Watershed Planning and Management Program under the administration of the Director of Agriculture, to make changes to the law governing regional water and sewer districts, and to modify the CAUV eligibility requirements for land used to produce biofuels.",https://www.legislature.ohio.gov/legislation/133/hb7
HCR0007,2019,133,Larry Householder,,As Enrolled,,"To delegate to the President of the Senate and the Speaker of the House of Representatives authority to designate groups of members to prepare arguments for and against amendments to the Ohio Constitution proposed by the General Assembly, a person or persons to prepare an argument for any law, section, or item submitted to the electors by referendum petition, and a person or persons to prepare an argument against any constitutional amendment proposed by initiative petition.",,,https://www.legislature.ohio.gov/legislation/133/hcr7
HR0007,2019,133,Jena Powell,,As Adopted by the House,,Honoring Jianna Nichols for her performance at the 2018 National Invention Convention and Entrepreneurship Expo.,,,https://www.legislature.ohio.gov/legislation/133/hr7
HB0008,2019,133,Susan Manchester; Tavia Galonski,"Nickie J. Antonio; Louis W. Blessing, III; Dave Burke; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Juvenile and Family Law; Occupational Licensing and Regulation,Regards foster caregiver training,"House Health Committee; Senate Health, Human Services and Medicaid Committee","To amend sections 2151.353, 5103.03, 5103.031, 5103.032, 5103.033, 5103.035, 5103.038, 5103.0313, 5103.0314, 5103.0316, 5103.0317, and 5103.31 and to repeal sections 5103.039 and 5103.0311 of the Revised Code regarding foster caregiver training.",https://www.legislature.ohio.gov/legislation/133/hb8
HCR0008,2019,133,Tim Schaffer,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; Hearcel F. Craig; Teresa Fedor; Frank Hoagland; Jay Hottinger; Stephen A. Huffman; Terry Johnson; Peggy Lehner; Tina Maharath; Nathan H. Manning; Sean J. O'Brien; Kristina D. Roegner; Michael A. Rulli; Vernon Sykes; Cecil Thomas; Steve Wilson; Kenny Yuko",As Enrolled,National or International Resolution; Transportation,Urge Congress-change crash indicator-show only if driver at fault.,"House Transportation and Public Safety Committee; Senate Local Government, Public Safety and Veterans Affairs Committee", To urge Congress to encourage the Administrator of the FMCSA to change the crash indicator BASIC regulation standards to consider only crashes in which the driver was at fault for the crash.,https://www.legislature.ohio.gov/legislation/133/hcr8
HR0008,2019,133,Larry Householder,,As Adopted by the House,,Honoring the New Lexington High School FFA novice parli pro team as the 2018 State FFA Novice Parliamentary Procedure Champion.,,,https://www.legislature.ohio.gov/legislation/133/hr8
HB0009,2019,133,Don Jones; Bride Rose Sweeney,"Louis W. Blessing, III; Matt Dolan; John Eklund; Matt Huffman; Stephen A. Huffman",As Passed by the Senate,Education; Education : Higher Education,Regards student degree completion and general ed requirements ,Senate Conference Committee on H.B. 9; House Higher Education Committee; Senate Higher Education Committee,"To amend sections 3310.03, 3310.032, 3333.16, and 3345.81 and to enact sections 3302.103, 3310.033, 3345.351, and 3345.481 of the Revised Code and to amend Sections 265.10 and 265.210 of H.B. 166 of the 133rd General Assembly with regard to student degree completion at state institutions of higher education, to modify eligibility criteria for the Educational Choice Scholarship program, to dissolve certain academic distress commissions, to make an appropriation, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/133/hb9
HCR0009,2019,133,Michael J. Skindell,,As Introduced,Commerce : Financial Institutions,Urge reinstating separation commercial and investment banking.,House Financial Institutions Committee,To urge the United States Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking function that was in effect under the Glass-Steagall Act.,https://www.legislature.ohio.gov/legislation/133/hcr9
HR0009,2019,133,Larry Householder,,As Adopted by the House,,Relative to the election of Adam Holmes to fill the vacancy in the membership of the House of Representatives created by the failure of member-elect Brian Hill of the 97th House District to qualify for office.,,,https://www.legislature.ohio.gov/legislation/133/hr9
HCR0010,2019,133,Scott Wiggam; Phil Plummer,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Larry Obhof; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,"Crimes, Corrections, and Law Enforcement; Health and Human Services : Substance Abuse & Addiction; National or International Resolution; Public Safety",Designate drug cartels as foreign terrorist organizations,House Criminal Justice Committee; Senate Judiciary Committee,To urge the federal government to designate certain drug cartels operating as foreign terrorist organizations.,https://www.legislature.ohio.gov/legislation/133/hcr10
HB0010,2019,133,Richard D. Brown; Reggie Stoltzfus,Kirk Schuring,As Re-referred to the Senate Finance Committee,Finance and Appropriations; Health and Human Services : Substance Abuse & Addiction; State and Local Government : State Government,Establish Governor's Office of Drug Policy,House Finance Committee; House Health Committee; House Rules and Reference Committee; Senate Finance Committee; Senate General Government and Agency Review Committee,To enact section 107.64 of the Revised Code to establish the Governor's Office of Drug Policy and to make an appropriation.,https://www.legislature.ohio.gov/legislation/133/hb10
HR0010,2019,133,Scott Oelslager,,As Adopted by the House,,"Relative to the election of the speaker pro tempore, the majority floor leader, the assistant majority floor leader, the majority whip, the assistant majority whip, the minority leader, the assistant minority leader, the minority whip, and the assistant minority whip for the 133rd General Assembly of Ohio.",,,https://www.legislature.ohio.gov/legislation/133/hr10
HB0011,2019,133,Gayle Manning; Stephanie D. Howse,"Nickie J. Antonio; Louis W. Blessing, III; Dave Burke; Hearcel F. Craig; Matt Dolan; John Eklund; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Terry Johnson; Stephanie Kunze; Tina Maharath; Nathan H. Manning; Sean J. O'Brien; Larry Obhof; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Medicaid,Regards tobacco cessation and prenatal initiatives,"House Finance Committee; House Health Committee; House Rules and Reference Committee; Senate Health, Human Services and Medicaid Committee","To amend sections 5162.20 and 5167.12; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 5164.10 (5164.16); and to enact new section 5164.10 and sections 124.825, 3701.614, 3701.615, and 5164.17 of the Revised Code; and to amend Section 333.10 of H.B. 166 of the 133rd General Assembly to address tobacco cessation and prenatal initiatives and to make an appropriation.",https://www.legislature.ohio.gov/legislation/133/hb11
HR0011,2019,133,Jamie Callender,,As Adopted by the House,,To adopt Rules of the House of Representatives for the 133rd General Assembly.,,,https://www.legislature.ohio.gov/legislation/133/hr11
HCR0011,2019,133,Candice Keller; Darrell Kick,Niraj J. Antani; John Becker; Jim Butler; Dave Greenspan; James M. Hoops; George F. Lang; Craig S. Riedel; Mark J. Romanchuk; Bill Seitz; Reggie Stoltzfus; Scott Wiggam; Paul Zeltwanger,As Reported by the House Federalism Committee,National or International Resolution,Recognize Jerusalem as the capital of Israel,House Federalism Committee, To recognize Jerusalem as the capital of the  State of Israel.,https://www.legislature.ohio.gov/legislation/133/hcr11
HB0012,2019,133,Don Manning; Thomas West,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Hearcel F. Craig; John Eklund; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Tina Maharath; Nathan H. Manning; Sean J. O'Brien; Larry Obhof; Bob Peterson; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Enrolled,Health and Human Services : Mental Health and Disabilities; Health and Human Services : Public Health,Create Children's Behavioral Health Prevention Network Group,"House Health Committee; Senate Health, Human Services and Medicaid Committee",To create the Ohio Children's Behavioral Health Prevention Network Stakeholder Group. ,https://www.legislature.ohio.gov/legislation/133/hb12
HR0012,2019,133,Kristin Boggs,,As Adopted by the House,,Honoring The Ohio State University football team as the 2019 Rose Bowl Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/133/hr12
HCR0012,2019,133,James M. Hoops; Reggie Stoltzfus,John Becker; P. Scott Lipps; Riordan T. McClain; Craig S. Riedel; Ryan Smith; Thomas West,As Introduced,Commerce; Utilities  : Telecommunications,Stop unwanted robocalls and call spoofing,House Public Utilities Committee,"To urge the Congress of the United States to grant additional authority to the Federal Communications Commission to stop unwanted robocalls and ""call spoofing"" and to urge the Commission to educate the public on how to report illegal telephone calls.",https://www.legislature.ohio.gov/legislation/133/hcr12
HB0013,2019,133,Rick Carfagna; Michael J. O'Brien,"Steven M. Arndt; Brian Baldridge; Kristin Boggs; Jack Cera; Randi Clites; Jeffrey A. Crossman; Robert R. Cupp; Jay Edwards; Mark Fraizer; Tavia Galonski; Haraz N. Ghanbari; Timothy E. Ginter; Doug Green; Dave Greenspan; Diane V. Grendell; Brett Hudson Hillyer; Adam Holmes; Ron Hood; James M. Hoops; Don Jones; Darrell Kick; J. Kyle Koehler; Jeff LaRe; Laura Lanese; Michele Lepore-Hagan; P. Scott Lipps; Susan Manchester; Riordan T. McClain; Joseph A. Miller, III; John Patterson; Thomas F. Patton; Rick Perales; Bill Reineke; Tracy M. Richardson; Craig S. Riedel; Phillip M. Robinson, Jr.; John M. Rogers; Scott Ryan; Gary Scherer; Bill Seitz; Kent Smith; Ryan Smith; Dick Stein; Jason Stephens; Fred Strahorn; D. J. Swearingen; Casey Weinstein; Thomas West",As Passed by the House,Economic Development; State and Local Government; Utilities  : Telecommunications,Establish residential broadband expansion program,House Finance Committee; Senate Energy and Public Utilities Committee,"To amend sections 133.13, 727.01, and 4928.17 and to enact sections 188.01, 188.03, 188.05, 188.06, 188.07, 188.08, 188.09, 188.10, 188.13, 188.15, 188.16, 188.17, 188.18, 188.19, 188.20, 188.21, 188.23, 188.24, 188.25, 188.30, 188.31, 188.33, 188.34, 188.35, 188.36, 188.37, 188.40, 188.41, 188.43, 188.44, 188.45, 188.46, 188.50, 188.51, 188.53, 188.55, 188.60, 188.61, 188.63, 188.70, 188.71, 188.73, 188.75, 188.76, 188.77, 188.80, 188.81, 188.83, 188.84, 188.85, 188.87, 188.88, 188.89, 188.91, 188.93, 188.95, 303.251, 505.881, 4926.01, 4926.02, 4926.03, 4926.04, 4926.05, 4926.06, 4926.07, 4926.09, 4926.10, 4926.13, 4926.15, 4926.16, 4926.20, 4926.21, 4926.26, 4926.27, 4926.29, 4926.31, 4926.311, 4926.33, 4926.35, 4926.36, 4926.37, 4926.38, 4926.39, 4926.40, 4926.50, 4926.51, 4926.52, 4926.54, 4926.56, 4926.58, 4926.60, 4926.63, 4926.64, 4926.65, 4926.70, 4926.71, 4926.72, 4926.85, 4926.86, 4926.88, 4926.90, 4926.91, 4926.92, 4926.93, and 4926.95 of the Revised Code regarding broadband expansion, including access to electric cooperative easements and facilities and railroad rights of way, to repeal sections 4926.01, 4926.03, 4926.04, 4926.05, 4926.06, 4926.07, 4926.09, 4926.10, 4926.13, 4926.15, 4926.16, 4926.20, 4926.21, 4926.26, 4926.27, 4926.29, 4926.31, 4926.33, 4926.35, 4926.36, 4926.37, 4926.38, 4926.39, and 4926.40 of the Revised Code on the date that is three years after the act's effective date, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/133/hb13
HR0013,2019,133,Brigid Kelly,,As Adopted by the House,,Honoring the University of Cincinnati football team as the 2018 Military Bowl Champion.,House Rules and Reference Committee,,https://www.legislature.ohio.gov/legislation/133/hr13
HCR0013,2019,133,Thomas West; Sara P. Carruthers,Kristin Boggs; Juanita O. Brent; Rick Carfagna; Erica C. Crawley; Sedrick Denson; Brigid Kelly; George F. Lang; Michele Lepore-Hagan; Mary Lightbody; Beth Liston; Adam C. Miller; Jessica E. Miranda; John Patterson; Tracy M. Richardson; John M. Rogers; C. Allison Russo; Kent Smith; Bride Rose Sweeney; Terrence Upchurch,As Introduced,Commerce,Encourage equity and diversity in Ohio corporate government,House Civil Justice Committee,To encourage equitable and diverse gender representation on the boards and in senior management of Ohio companies and institutions. ,https://www.legislature.ohio.gov/legislation/133/hcr13
