bill_number,session_year,session_num,action_date,chamber,action,committee,order
HB0136,2019,133,2021-04-12,,Effective,,23
HB0136,2019,133,2021-01-09,,Signed By The Governor,,22
HB0136,2019,133,2020-12-17,House,Concurred in Senate amendments,,21
HB0136,2019,133,2020-12-16,House,Amendments laid over under the rule,,20
HB0136,2019,133,2020-12-09,Senate,Informally passed,,19
HB0136,2019,133,2020-12-09,Senate,Passed - Amended,,18
HB0136,2019,133,2020-12-08,Senate,Informally passed,,17
HB0136,2019,133,2020-12-03,Senate,Informally passed,,16
HB0136,2019,133,2020-12-02,Senate,Informally passed,,15
HB0136,2019,133,2020-12-01,Senate,Informally passed,,14
HB0136,2019,133,2020-11-30,Senate,Informally passed,,13
HB0136,2019,133,2020-11-24,Senate,Informally passed,,12
HB0136,2019,133,2020-11-19,Senate,Informally passed,,11
HB0136,2019,133,2020-11-18,Senate,Informally passed,,10
HB0136,2019,133,2020-06-03,Senate,Reported - Substitute,Judiciary,9
HB0136,2019,133,2019-06-11,Senate,Referred to committee,Judiciary,8
HB0136,2019,133,2019-06-06,Senate,Introduced,,7
HB0136,2019,133,2019-06-05,House,Passed - Amended,,6
HB0136,2019,133,2019-06-05,House,Motion to reconsider,,5
HB0136,2019,133,2019-06-05,House,Passed - Amended,,4
HB0136,2019,133,2019-05-30,House,Reported - Substitute,Criminal Justice,3
HB0136,2019,133,2019-03-26,House,Referred to committee,Criminal Justice,2
HB0136,2019,133,2019-03-19,House,Introduced,,1
HR0136,2019,133,2019-05-23,House,Adopted,,1
HB0137,2019,133,2019-09-11,Senate,Referred to committee,"Transportation, Commerce and Workforce",6
HB0137,2019,133,2019-05-30,Senate,Introduced,,5
HB0137,2019,133,2019-05-29,House,Passed,,4
HB0137,2019,133,2019-05-23,House,Reported,Commerce and Labor,3
HB0137,2019,133,2019-03-26,House,Referred to committee,Commerce and Labor,2
HB0137,2019,133,2019-03-19,House,Introduced,,1
HR0137,2019,133,2019-05-23,House,Adopted,,1
HB0138,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0138,2019,133,2019-03-19,House,Introduced,,1
HR0138,2019,133,2019-05-14,House,Adopted,Rules and Reference,1
HB0139,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0139,2019,133,2019-03-19,House,Introduced,,1
HR0139,2019,133,2019-05-14,House,Adopted,Rules and Reference,1
HB0140,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0140,2019,133,2019-03-19,House,Introduced,,1
HR0140,2019,133,2019-05-21,House,Introduced and Referred to Committee,Federalism,1
HB0141,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0141,2019,133,2019-03-19,House,Introduced,,1
HR0141,2019,133,2019-05-21,House,Adopted,Rules and Reference,1
HB0142,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0142,2019,133,2019-03-19,House,Introduced,,1
HR0142,2019,133,2019-05-21,House,Adopted,Rules and Reference,1
HB0143,2019,133,2019-03-26,House,Referred to committee,Ways and Means,2
HB0143,2019,133,2019-03-19,House,Introduced,,1
HR0143,2019,133,2019-05-22,House,Adopted,Rules and Reference,1
HB0144,2019,133,2020-02-12,Senate,Referred to committee,"Transportation, Commerce and Workforce",6
HB0144,2019,133,2019-12-17,Senate,Introduced,,5
HB0144,2019,133,2019-12-11,House,Passed,,4
HB0144,2019,133,2019-11-26,House,Reported,Commerce and Labor,3
HB0144,2019,133,2019-03-26,House,Referred to committee,Commerce and Labor,2
HB0144,2019,133,2019-03-19,House,Introduced,,1
HR0144,2019,133,2019-05-22,House,Adopted,Rules and Reference,1
HB0145,2019,133,2019-03-26,House,Referred to committee,Agriculture and Rural Development,2
HB0145,2019,133,2019-03-19,House,Introduced,,1
HR0145,2019,133,2019-05-22,House,Adopted,Rules and Reference,1
HB0146,2019,133,2019-03-26,House,Referred to committee,Agriculture and Rural Development,2
HB0146,2019,133,2019-03-19,House,Introduced,,1
HR0146,2019,133,2019-05-22,House,Adopted,Rules and Reference,1
HB0147,2019,133,2019-03-26,House,Referred to committee,Transportation and Public Safety,2
HB0147,2019,133,2019-03-19,House,Introduced,,1
HR0147,2019,133,2019-05-22,House,Adopted,Rules and Reference,1
HB0148,2019,133,2019-03-26,House,Referred to committee,Transportation and Public Safety,2
HB0148,2019,133,2019-03-19,House,Introduced,,1
HR0148,2019,133,2019-05-22,House,Adopted,,1
HB0149,2019,133,2019-03-26,House,Referred to committee,Economic and Workforce Development,2
HB0149,2019,133,2019-03-19,House,Introduced,,1
HR0149,2019,133,2019-05-28,House,Adopted,Rules and Reference,1
HB0150,2019,133,2021-04-12,,Effective,,24
HB0150,2019,133,2021-01-09,,Signed By The Governor,,23
HB0150,2019,133,2020-12-22,House,Concurred in Senate amendments,,22
HB0150,2019,133,2020-12-22,Senate,Passed,,21
HB0150,2019,133,2020-12-18,Senate,Informally passed,,20
HB0150,2019,133,2020-12-17,Senate,Informally passed,,19
HB0150,2019,133,2020-12-16,Senate,Informally passed,,18
HB0150,2019,133,2020-12-15,Senate,Informally passed,,17
HB0150,2019,133,2020-12-14,Senate,Informally passed,,16
HB0150,2019,133,2020-12-10,Senate,Informally passed,,15
HB0150,2019,133,2020-12-09,Senate,Informally passed,,14
HB0150,2019,133,2020-12-08,Senate,Informally passed,,13
HB0150,2019,133,2020-12-03,Senate,Informally passed,,12
HB0150,2019,133,2020-12-02,Senate,Informally passed,,11
HB0150,2019,133,2020-12-02,Senate,Reported - Amended,Insurance and Financial Institutions,10
HB0150,2019,133,2020-05-27,Senate,Referred to committee,Insurance and Financial Institutions,9
HB0150,2019,133,2020-02-14,Senate,Introduced,,8
HB0150,2019,133,2020-02-12,House,Passed,,7
HB0150,2019,133,2020-02-11,House,Informally passed,,6
HB0150,2019,133,2020-02-10,House,Informally passed,,5
HB0150,2019,133,2020-02-06,House,Informally passed,,4
HB0150,2019,133,2020-01-30,House,Reported - Substitute,Financial Institutions,3
HB0150,2019,133,2019-03-26,House,Referred to committee,Financial Institutions,2
HB0150,2019,133,2019-03-19,House,Introduced,,1
HR0150,2019,133,2019-05-29,House,Adopted,,1
HR0151,2019,133,2019-06-04,House,Adopted,Rules and Reference,1
HB0151,2019,133,2020-11-22,,EffectiveSections 4 and 5 effective 12/16/2020,,16
HB0151,2019,133,2020-11-22,,Signed By The Governor,,15
HB0151,2019,133,2020-11-21,,Sent To The Governor,,14
HB0151,2019,133,2020-11-19,House,Concurred in Senate amendments,,13
HB0151,2019,133,2020-11-18,House,Amendments laid over under the rule,,12
HB0151,2019,133,2020-11-18,Senate,Passed,,11
HB0151,2019,133,2020-11-18,Senate,Reported - Substitute,"Health, Human Services and Medicaid",10
HB0151,2019,133,2020-05-13,Senate,Referred to committee,"Health, Human Services and Medicaid",9
HB0151,2019,133,2020-02-14,Senate,Introduced,,8
HB0151,2019,133,2020-02-12,House,Passed,,7
HB0151,2019,133,2020-02-11,House,Informally passed,,6
HB0151,2019,133,2020-02-10,House,Informally passed,,5
HB0151,2019,133,2020-02-06,House,Informally passed,,4
HB0151,2019,133,2020-02-05,House,Reported - Substitute,Health,3
HB0151,2019,133,2019-03-26,House,Referred to committee,Health,2
HB0151,2019,133,2019-03-20,House,Introduced,,1
HR0152,2019,133,2019-06-04,House,Adopted,Rules and Reference,1
HB0152,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0152,2019,133,2019-03-20,House,Introduced,,1
HB0153,2019,133,2019-03-26,House,Referred to committee,State and Local Government,2
HB0153,2019,133,2019-03-20,House,Introduced,,1
HR0153,2019,133,2019-06-05,House,Adopted,,1
HB0154,2019,133,2019-05-15,Senate,Referred to committee,Education,6
HB0154,2019,133,2019-05-02,Senate,Introduced,,5
HB0154,2019,133,2019-05-01,House,Passed,,4
HB0154,2019,133,2019-05-01,House,Reported - Substitute,Primary and Secondary Education,3
HB0154,2019,133,2019-03-26,House,Referred to committee,Primary and Secondary Education,2
HB0154,2019,133,2019-03-20,House,Introduced,,1
HR0154,2019,133,2019-06-06,House,Adopted,Rules and Reference,1
HB0155,2019,133,2019-10-24,House,Reported - Substitute,Armed Services and Veterans Affairs,3
HB0155,2019,133,2019-03-26,House,Referred to committee,Armed Services and Veterans Affairs,2
HB0155,2019,133,2019-03-21,House,Introduced,,1
HR0155,2019,133,2019-06-06,House,Adopted,Rules and Reference,1
HB0156,2019,133,2019-03-26,House,Referred to committee,Civil Justice,2
HB0156,2019,133,2019-03-21,House,Introduced,,1
HR0156,2019,133,2019-06-06,House,Adopted,Rules and Reference,1
HB0157,2019,133,2019-03-26,House,Referred to committee,Finance,2
HB0157,2019,133,2019-03-21,House,Introduced,,1
HR0157,2019,133,2019-06-06,House,Adopted,Rules and Reference,1
HB0158,2019,133,2020-06-10,,Effective,,12
HB0158,2019,133,2020-03-10,,Signed By The Governor,,11
HB0158,2019,133,2020-03-02,,Sent To The Governor,,10
HB0158,2019,133,2020-02-12,Senate,Manually Generate Message Element,,9
HB0158,2019,133,2020-02-12,Senate,Reported,"Local Government, Public Safety and Veterans Affairs",8
HB0158,2019,133,2020-02-12,Senate,Passed,,7
HB0158,2019,133,2019-10-09,Senate,Referred to committee,"Local Government, Public Safety and Veterans Affairs",6
HB0158,2019,133,2019-10-07,Senate,Introduced,,5
HB0158,2019,133,2019-10-02,House,Passed,,4
HB0158,2019,133,2019-06-26,House,Reported,Transportation and Public Safety,3
HB0158,2019,133,2019-03-26,House,Referred to committee,Transportation and Public Safety,2
HB0158,2019,133,2019-03-21,House,Introduced,,1
HR0158,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0159,2019,133,2020-12-09,Senate,Introduced,,5
HB0159,2019,133,2020-12-08,House,Passed,,4
HB0159,2019,133,2020-11-18,House,Reported - Substitute,Civil Justice,3
HB0159,2019,133,2019-03-26,House,Referred to committee,Civil Justice,2
HB0159,2019,133,2019-03-21,House,Introduced,,1
HR0159,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0160,2019,133,2020-10-13,,EffectiveEmergency: effective 10/13/20,,2
HB0160,2019,133,2020-10-13,,Signed By The Governor,,1
HR0160,2019,133,2019-06-11,House,Adopted,,1
HR0161,2019,133,2019-06-11,House,Adopted,,1
HB0161,2019,133,2019-06-28,House,Reported - Substitute,Criminal Justice,3
HB0161,2019,133,2019-03-26,House,Referred to committee,Criminal Justice,2
HB0161,2019,133,2019-03-25,House,Introduced,,1
HB0162,2019,133,2019-03-26,House,Referred to committee,Finance,2
HB0162,2019,133,2019-03-25,House,Introduced,,1
HR0162,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HR0163,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0163,2019,133,2020-07-21,Senate,Referred to committee,Energy and Public Utilities,6
HB0163,2019,133,2020-06-12,Senate,Introduced,,5
HB0163,2019,133,2020-06-10,House,Passed,,4
HB0163,2019,133,2020-05-19,House,Reported - Substitute,Public Utilities,3
HB0163,2019,133,2019-04-02,House,Referred to committee,Public Utilities,2
HB0163,2019,133,2019-03-25,House,Introduced,,1
HB0164,2019,133,2020-09-18,,EffectiveEmergency and appropriations: effective 6/19/2020; certain provisions effective 9/18/2020,,12
HB0164,2019,133,2020-06-19,,Signed By The Governor,,11
HB0164,2019,133,2020-06-18,,Sent To The Governor,,10
HB0164,2019,133,2020-06-11,House,Concurred in Senate amendments,,9
HB0164,2019,133,2020-06-10,Senate,Passed,,8
HB0164,2019,133,2020-06-10,Senate,Reported - Substitute,Education,7
HB0164,2019,133,2019-12-04,Senate,Referred to committee,Education,6
HB0164,2019,133,2019-11-14,Senate,Introduced,,5
HB0164,2019,133,2019-11-13,House,Passed,,4
HB0164,2019,133,2019-06-27,House,Reported,Primary and Secondary Education,3
HB0164,2019,133,2019-03-26,House,Referred to committee,Primary and Secondary Education,2
HB0164,2019,133,2019-03-25,House,Introduced,,1
HR0164,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HR0165,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0165,2019,133,2019-04-02,House,Referred to committee,Primary and Secondary Education,2
HB0165,2019,133,2019-03-25,House,Introduced,,1
HB0166,2019,133,2019-07-18,,"EffectiveOperating appropriations and tax levy generally effective July 18, 2019. Other provisions generally effective October 17, 2019. Some provisions subject to special effective dates.",,16
HB0166,2019,133,2019-07-18,,Signed By The Governor,,15
HB0166,2019,133,2019-07-17,Senate,Conference report agreed to,,14
HB0166,2019,133,2019-07-17,House,Conference report agreed to,Conference Committee on H.B. 166,13
HB0166,2019,133,2019-06-20,Senate,"Conference managers: Sens. - Dolan, Burke, O'Brien",Conference Committee on H.B. 166,12
HB0166,2019,133,2019-06-20,House,"Conference managers: Reps. - Oelslager, Butler, Cera",,11
HB0166,2019,133,2019-06-20,Senate,Insist on amendments; asks for committee of conference,,10
HB0166,2019,133,2019-06-20,House,Refused to concur in Senate amendments,,9
HB0166,2019,133,2019-06-20,Senate,Passed - Amended,,8
HB0166,2019,133,2019-06-20,Senate,Reported - Substitute,Finance,7
HB0166,2019,133,2019-05-14,Senate,Referred to committee,Finance,6
HB0166,2019,133,2019-05-13,Senate,Introduced,,5
HB0166,2019,133,2019-05-09,House,Passed - Amended,,4
HB0166,2019,133,2019-05-09,House,Reported - Substitute,Finance,3
HB0166,2019,133,2019-03-26,House,Referred to committee,Finance,2
HB0166,2019,133,2019-03-25,House,Introduced,,1
HR0166,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0167,2019,133,2019-04-02,House,Referred to committee,Commerce and Labor,2
HB0167,2019,133,2019-03-26,House,Introduced,,1
HR0167,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0168,2019,133,2020-09-15,,Effective,,14
HB0168,2019,133,2020-06-16,,Signed By The Governor,,13
HB0168,2019,133,2020-06-09,,Sent To The Governor,,12
HB0168,2019,133,2020-05-13,House,Concurred in Senate amendments,,11
HB0168,2019,133,2020-05-06,Senate,Passed,,10
HB0168,2019,133,2020-05-06,Senate,Reported - Amended,Agriculture and Natural Resources,9
HB0168,2019,133,2020-03-04,Senate,Recommitted,Agriculture and Natural Resources,8
HB0168,2019,133,2019-12-04,Senate,Reported - Amended,Agriculture and Natural Resources,7
HB0168,2019,133,2019-06-19,Senate,Referred to committee,Agriculture and Natural Resources,6
HB0168,2019,133,2019-06-04,Senate,Introduced,,5
HB0168,2019,133,2019-05-30,House,Passed,,4
HB0168,2019,133,2019-05-08,House,Reported,Civil Justice,3
HB0168,2019,133,2019-04-02,House,Referred to committee,Civil Justice,2
HB0168,2019,133,2019-03-26,House,Introduced,,1
HR0168,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0169,2019,133,2019-04-02,House,Referred to committee,Criminal Justice,2
HB0169,2019,133,2019-03-26,House,Introduced,,1
HR0169,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HR0170,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0170,2019,133,2019-04-02,House,Referred to committee,Financial Institutions,2
HB0170,2019,133,2019-03-27,House,Introduced,,1
HB0171,2019,133,2019-04-10,House,Reported,Transportation and Public Safety,3
HB0171,2019,133,2019-04-02,House,Referred to committee,Transportation and Public Safety,2
HB0171,2019,133,2019-03-27,House,Introduced,,1
HR0171,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0172,2019,133,2020-12-10,Senate,Reported - Substitute,"Transportation, Commerce and Workforce",7
HB0172,2019,133,2019-09-18,Senate,Referred to committee,"Transportation, Commerce and Workforce",6
HB0172,2019,133,2019-05-23,Senate,Introduced,,5
HB0172,2019,133,2019-05-22,House,Passed - Amended,,4
HB0172,2019,133,2019-05-15,House,Reported,Civil Justice,3
HB0172,2019,133,2019-04-02,House,Referred to committee,Civil Justice,2
HB0172,2019,133,2019-03-27,House,Introduced,,1
HR0172,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HR0173,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0173,2019,133,2019-04-10,House,Reported,Transportation and Public Safety,3
HB0173,2019,133,2019-04-02,House,Referred to committee,Transportation and Public Safety,2
HB0173,2019,133,2019-03-27,House,Introduced,,1
HR0174,2019,133,2019-06-18,House,Adopted,Rules and Reference,1
HB0174,2019,133,2019-03-27,House,Introduced,,1
HR0175,2019,133,2019-06-19,House,Adopted,Rules and Reference,1
HB0175,2019,133,2019-04-02,House,Referred to committee,Ways and Means,2
HB0175,2019,133,2019-03-27,House,Introduced,,1
HB0176,2019,133,2019-04-02,House,Referred to committee,State and Local Government,2
HB0176,2019,133,2019-03-28,House,Introduced,,1
HR0176,2019,133,2019-06-19,House,Adopted,Rules and Reference,1
HR0177,2019,133,2019-06-19,House,Adopted,Rules and Reference,1
HB0177,2019,133,2019-04-02,House,Referred to committee,Health,2
HB0177,2019,133,2019-03-28,House,Introduced,,1
HB0178,2019,133,2019-06-30,House,Reported - Re-referred to Criminal Justice,Criminal Justice,5
HB0178,2019,133,2019-06-28,House,Re-referred,Rules and Reference,4
HB0178,2019,133,2019-06-26,House,Reported - Substitute,Federalism,3
HB0178,2019,133,2019-04-04,House,Referred to committee,Federalism,2
HB0178,2019,133,2019-03-29,House,Introduced,,1
HR0178,2019,133,2019-06-19,House,Adopted,Rules and Reference,1
HR0179,2019,133,2019-06-19,House,Adopted,Rules and Reference,1
HB0179,2019,133,2019-04-04,House,Referred to committee,Health,2
HB0179,2019,133,2019-04-01,House,Introduced,,1
HB0180,2019,133,2019-04-04,House,Referred to committee,Commerce and Labor,2
HB0180,2019,133,2019-04-01,House,Introduced,,1
HR0180,2019,133,2019-06-30,House,Introduced and Referred to Committee,Health,1
HR0181,2019,133,2019-06-20,House,Adopted,,1
HB0181,2019,133,2019-04-04,House,Referred to committee,Agriculture and Rural Development,2
HB0181,2019,133,2019-04-02,House,Introduced,,1
HR0182,2019,133,2019-06-26,House,Adopted,,1
HB0182,2019,133,2019-04-04,House,Referred to committee,Insurance,2
HB0182,2019,133,2019-04-03,House,Introduced,,1
HR0183,2019,133,2019-06-25,House,Adopted,Rules and Reference,1
HB0183,2019,133,2019-11-19,House,Reported - Substitute,Agriculture and Rural Development,3
HB0183,2019,133,2019-04-04,House,Referred to committee,Agriculture and Rural Development,2
HB0183,2019,133,2019-04-03,House,Introduced,,1
HR0184,2019,133,2019-06-25,House,Adopted,Rules and Reference,1
HB0184,2019,133,2019-04-10,House,Referred to committee,Health,2
HB0184,2019,133,2019-04-04,House,Introduced,,1
HR0185,2019,133,2019-06-25,House,Adopted,Rules and Reference,1
HB0185,2019,133,2019-04-10,House,Referred to committee,Economic and Workforce Development,2
HB0185,2019,133,2019-04-04,House,Introduced,,1
HR0186,2019,133,2019-06-25,House,Adopted,Rules and Reference,1
HB0186,2019,133,2019-04-10,House,Referred to committee,Transportation and Public Safety,2
HB0186,2019,133,2019-04-04,House,Introduced,,1
HR0187,2019,133,2019-06-25,House,Adopted,Rules and Reference,1
HB0187,2019,133,2019-04-10,House,Referred to committee,State and Local Government,2
HB0187,2019,133,2019-04-04,House,Introduced,,1
HR0188,2019,133,2019-06-25,House,Adopted,Rules and Reference,1
HB0188,2019,133,2020-12-09,Senate,Referred to committee,"Health, Human Services and Medicaid",6
HB0188,2019,133,2020-12-03,Senate,Introduced,,5
HB0188,2019,133,2020-12-02,House,Passed,,4
HB0188,2019,133,2020-01-23,House,Reported - Amended,Health,3
HB0188,2019,133,2019-04-10,House,Referred to committee,Health,2
HB0188,2019,133,2019-04-09,House,Introduced,,1
HR0189,2019,133,2019-06-26,House,Adopted,Rules and Reference,1
HB0189,2019,133,2019-11-06,,"EffectiveEmergency: effective November 6, 2019",,11
HB0189,2019,133,2019-11-06,,Signed By The Governor,,10
HB0189,2019,133,2019-10-23,Senate,Passed,,9
HB0189,2019,133,2019-10-23,Senate,Manually Generate Message Element,,8
HB0189,2019,133,2019-10-22,Senate,Reported,Agriculture and Natural Resources,7
HB0189,2019,133,2019-06-19,Senate,Referred to committee,Agriculture and Natural Resources,6
HB0189,2019,133,2019-06-06,Senate,Introduced,,5
HB0189,2019,133,2019-06-05,House,Passed,,4
HB0189,2019,133,2019-06-05,House,Reported - Substitute,Transportation and Public Safety,3
HB0189,2019,133,2019-04-10,House,Referred to committee,Transportation and Public Safety,2
HB0189,2019,133,2019-04-09,House,Introduced,,1
HR0190,2019,133,2019-06-26,House,Adopted,,1
HB0190,2019,133,2019-04-10,House,Referred to committee,Finance,2
HB0190,2019,133,2019-04-09,House,Introduced,,1
HR0191,2019,133,2019-06-27,House,Adopted,,1
HB0191,2019,133,2019-05-01,House,Reported - Amended,Transportation and Public Safety,3
HB0191,2019,133,2019-04-10,House,Referred to committee,Transportation and Public Safety,2
HB0191,2019,133,2019-04-09,House,Introduced,,1
HB0192,2019,133,2019-05-01,House,Reported,Transportation and Public Safety,3
HB0192,2019,133,2019-04-10,House,Referred to committee,Transportation and Public Safety,2
HB0192,2019,133,2019-04-09,House,Introduced,,1
HR0192,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0193,2019,133,2019-04-10,House,Referred to committee,Ways and Means,2
HB0193,2019,133,2019-04-09,House,Introduced,,1
HR0193,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0194,2019,133,2020-06-02,Senate,Introduced,,5
HB0194,2019,133,2020-05-28,House,Passed,,4
HB0194,2019,133,2020-05-28,House,Reported - Substitute,Finance,3
HB0194,2019,133,2019-04-10,House,Referred to committee,Finance,2
HB0194,2019,133,2019-04-09,House,Introduced,,1
HR0194,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0195,2019,133,2019-04-10,House,Referred to committee,Armed Services and Veterans Affairs,2
HB0195,2019,133,2019-04-09,House,Introduced,,1
HR0195,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0196,2019,133,2019-12-11,House,Reported - Amended,Ways and Means,3
HB0196,2019,133,2019-04-16,House,Referred to committee,Ways and Means,2
HB0196,2019,133,2019-04-10,House,Introduced,,1
HR0196,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0197,2019,133,2020-03-27,,Effective,,12
HB0197,2019,133,2020-03-27,,Signed By The Governor,,11
HB0197,2019,133,2020-03-26,,Sent To The Governor,,10
HB0197,2019,133,2020-03-25,House,Concurred in Senate amendments,,9
HB0197,2019,133,2020-03-25,Senate,Passed - Amended,,8
HB0197,2019,133,2020-02-26,Senate,Reported - Substitute,Ways and Means,7
HB0197,2019,133,2019-11-06,Senate,Referred to committee,Ways and Means,6
HB0197,2019,133,2019-11-04,Senate,Introduced,,5
HB0197,2019,133,2019-10-30,House,Passed,,4
HB0197,2019,133,2019-10-23,House,Reported - Substitute,Ways and Means,3
HB0197,2019,133,2019-04-16,House,Referred to committee,Ways and Means,2
HB0197,2019,133,2019-04-11,House,Introduced,,1
HR0197,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0198,2019,133,2019-04-30,House,Referred to committee,Civil Justice,2
HB0198,2019,133,2019-04-12,House,Introduced,,1
HR0198,2019,133,2019-06-30,House,Adopted,Rules and Reference,1
HB0199,2019,133,2020-12-02,Senate,Referred to committee,"Transportation, Commerce and Workforce",8
HB0199,2019,133,2020-11-24,Senate,Introduced,,7
HB0199,2019,133,2020-11-18,House,Passed,,6
HB0199,2019,133,2020-09-24,House,Informally passed,,5
HB0199,2019,133,2020-09-22,House,Informally passed,,4
HB0199,2019,133,2020-02-06,House,Reported,Commerce and Labor,3
HB0199,2019,133,2019-04-30,House,Referred to committee,Commerce and Labor,2
HB0199,2019,133,2019-04-16,House,Introduced,,1
HR0199,2019,133,2019-07-10,House,Adopted,,1
HB0200,2019,133,2019-04-30,House,Referred to committee,Health,2
HB0200,2019,133,2019-04-16,House,Introduced,,1
HR0200,2019,133,2019-07-10,House,Adopted,,1
HB0201,2019,133,2019-05-22,House,Reported,Transportation and Public Safety,3
HB0201,2019,133,2019-04-30,House,Referred to committee,Transportation and Public Safety,2
HB0201,2019,133,2019-04-16,House,Introduced,,1
HR0201,2019,133,2019-07-10,House,Adopted,,1
HB0202,2019,133,2020-12-02,House,Reported - Amended,Transportation and Public Safety,3
HB0202,2019,133,2019-04-30,House,Referred to committee,Transportation and Public Safety,2
HB0202,2019,133,2019-04-16,House,Introduced,,1
HR0202,2019,133,2019-07-10,House,Adopted,,1
HB0203,2019,133,2020-12-16,,Effective,,14
HB0203,2019,133,2020-09-16,,Signed By The Governor,,13
HB0203,2019,133,2020-09-09,,Sent To The Governor,,12
HB0203,2019,133,2020-09-01,House,Concurred in Senate amendments,,11
HB0203,2019,133,2020-08-31,House,Amendments laid over under the rule,,10
HB0203,2019,133,2020-05-20,Senate,Manually Generate Message Element,,9
HB0203,2019,133,2020-05-20,Senate,Passed - Amended,,8
HB0203,2019,133,2020-05-15,Senate,Reported,"Health, Human Services and Medicaid",7
HB0203,2019,133,2019-11-13,Senate,Referred to committee,"Health, Human Services and Medicaid",6
HB0203,2019,133,2019-11-07,Senate,Introduced,,5
HB0203,2019,133,2019-11-06,House,Passed,,4
HB0203,2019,133,2019-06-26,House,Reported - Amended,Health,3
HB0203,2019,133,2019-04-30,House,Referred to committee,Health,2
HB0203,2019,133,2019-04-16,House,Introduced,,1
HR0203,2019,133,2019-07-10,House,Adopted,,1
HB0204,2019,133,2019-04-30,House,Referred to committee,State and Local Government,2
HB0204,2019,133,2019-04-16,House,Introduced,,1
HR0204,2019,133,2019-07-10,House,Adopted,,1
HB0205,2019,133,2019-04-30,House,Referred to committee,Criminal Justice,2
HB0205,2019,133,2019-04-16,House,Introduced,,1
HR0205,2019,133,2019-07-10,House,Adopted,,1
HB0206,2019,133,2019-04-30,House,Referred to committee,Ways and Means,2
HB0206,2019,133,2019-04-18,House,Introduced,,1
HR0206,2019,133,2019-07-16,House,Adopted,,1
HB0207,2019,133,2019-05-15,House,Reported,Transportation and Public Safety,3
HB0207,2019,133,2019-04-30,House,Referred to committee,Transportation and Public Safety,2
HB0207,2019,133,2019-04-18,House,Introduced,,1
HR0207,2019,133,2019-07-16,House,Adopted,,1
HB0208,2019,133,2020-12-02,Senate,Referred to committee,Judiciary,8
HB0208,2019,133,2020-11-24,Senate,Introduced,,7
HB0208,2019,133,2020-11-18,House,Passed,,6
HB0208,2019,133,2020-09-24,House,Informally passed,,5
HB0208,2019,133,2020-09-22,House,Informally passed,,4
HB0208,2019,133,2020-05-19,House,Reported - Substitute,Criminal Justice,3
HB0208,2019,133,2019-04-30,House,Referred to committee,Criminal Justice,2
HB0208,2019,133,2019-04-18,House,Introduced,,1
HR0208,2019,133,2019-07-16,House,Adopted,,1
HB0209,2019,133,2019-11-13,Senate,Referred to committee,Judiciary,6
HB0209,2019,133,2019-10-28,Senate,Introduced,,5
HB0209,2019,133,2019-10-24,House,Passed,,4
HB0209,2019,133,2019-10-09,House,Reported,Civil Justice,3
HB0209,2019,133,2019-04-30,House,Referred to committee,Civil Justice,2
HB0209,2019,133,2019-04-18,House,Introduced,,1
HR0209,2019,133,2019-07-18,House,Adopted,,1
HB0210,2019,133,2021-04-12,,Effective,,11
HB0210,2019,133,2021-01-07,,Signed By The Governor,,10
HB0210,2019,133,2020-12-22,House,Concurred in Senate amendments,,9
HB0210,2019,133,2020-12-09,Senate,Reported - Substitute,"Health, Human Services and Medicaid",8
HB0210,2019,133,2020-12-09,Senate,Passed,,7
HB0210,2019,133,2019-12-11,Senate,Referred to committee,"Health, Human Services and Medicaid",6
HB0210,2019,133,2019-11-14,Senate,Introduced,,5
HB0210,2019,133,2019-11-13,House,Passed,,4
HB0210,2019,133,2019-10-30,House,Reported,Health,3
HB0210,2019,133,2019-04-30,House,Referred to committee,Health,2
HB0210,2019,133,2019-04-18,House,Introduced,,1
HR0210,2019,133,2019-08-07,House,Adopted,,1
HB0211,2019,133,2021-01-29,,Effective,,11
