bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0003,2017,132,Kirk Schuring,,As Adopted by the House,,"Relative to the election of the assistant minority leader, the minority whip, and the assistant minority whip for the 132nd General Assembly of Ohio.",,"Relative to the election of the assistant minority leader, the minority whip, and the assistant minority whip for the 132nd General Assembly of Ohio.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-3
HJR0003,2017,132,Andrew Brenner,,As Introduced,Constitutional Amendment; Education : Primary and Secondary Education; Finance and Appropriations,Authorize revisions in school funding,House Finance Committee,"Proposing to enact Section 12 of Article VIII of the Constitution of the State of Ohio to conditionally authorize the issuance of state obligations to refund pending school district obligations, to conditionally waive, beginning in 2020, the requirement that schools levy property taxes to pay debt charges on their obligations, and to conditionally authorize a treasury fund that is restricted exclusively to educational purposes.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-3
HB0004,2017,132,Robert R. Cupp; John M. Rogers,REPRESENTATIVES Marlene Anielski; Niraj J. Antani; Nickie J. Antonio; Steven Arndt; Michael Ashford; John Barnes; John Becker; Louis W. Blessing III; Janine R. Boyd; Andrew Brenner; Jim Butler; Rick Carfagna; Margaret Conditt; Anthony DeVitis; Bill Dean; Jonathan Dever; Jay Edwards; Keith Faber; Teresa Fedor; Theresa Gavarone; Timothy Ginter; Wesley Goodman; Doug Green; Dave Greenspan; Christina Hagan; Stephen D. Hambley; Michael Henne; Brian Hill; Glenn W. Holmes; Larry Householder; Stephen A. Huffman; Jim Hughes; Catherine D. Ingram; Greta Johnson; Terry Johnson; J. Kyle Koehler; Sarah LaTourette; Al Landis; Laura Lanese; David Leland; Michele Lepore-Hagan; P. Scott Lipps; Nathan H. Manning; Robert McColley; Adam C. Miller; Michael J. O'Brien; John Patterson; Thomas F. Patton; Dorothy Pelanda; Rick Perales; Bill Reineke; Jeff Rezabek; Craig S. Riedel; Mark J. Romanchuk; Cliff Rosenberger; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; William Seitz; Marilyn Slaby; Ryan Smith; Robert Sprague; Dick Stein; Martin J. Sweeney; Andy Thompson; Thomas West; Scott Wiggam; Ron Young,As Passed by the House,"Crimes, Corrections, and Law Enforcement : Crime and Punishment",Prescribe how cocaine is to be measured for offense,Senate Judiciary Committee; House Criminal Justice Committee,"To amend sections 2925.03 and 2925.11 of the Revised Code to provide that in determining the amount of cocaine for trafficking and possession offenses, it also includes a compound, mixture, preparation, or substance containing cocaine, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HB-4
HR0004,2017,132,Kirk Schuring,,As Adopted by the House,,Relative to the election of officials of the House of Representatives and empowering the Chief Administrative Officer to sign vouchers.,,Relative to the election of officials of the House of Representatives and empowering the Chief Administrative Officer to sign vouchers.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-4
HJR0004,2017,132,Kirk Schuring,,As Introduced,Employment : Unemployment,Authorize issuance of bonds to pay unemployment benefits,House Government Accountability and Oversight Committee,Proposing to enact Section 2t of Article VIII of the Constitution of the State of Ohio to allow the General Assembly to provide by law for the issuance of bonds to pay unemployment compensation benefits when the fund created for that purpose is or will be depleted or to repay outstanding advances made by the federal government to the unemployment compensation program.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-4
HCR0004,2017,132,Ron Young,,As Introduced,Environment and Natural Resources; Environment and Natural Resources : Air and Water Pollution Control,Reduce burden of e-check and explore alternatives to it,House Federalism and Interstate Relations Committee,"To urge Congress to amend the Federal Clean Air Act to eliminate the requirement to implement the E-Check Program, to urge the Administrator of USEPA to alleviate burdensome requirements of the E-Check Program and the Clean Air Act if Congress fails to act, and to encourage OEPA to explore alternatives to E-Check.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-4
HB0005,2017,132,Dorothy Pelanda; Theresa Gavarone,REPRESENTATIVES Marlene Anielski; Nickie J. Antonio; Steven Arndt; Michael Ashford; John Barnes; Heather Bishoff; Louis W. Blessing III; Kristin Boggs; Janine R. Boyd; Andrew Brenner; Rick Carfagna; Nicholas J. Celebrezze; Kathleen Clyde; Hearcel F. Craig; Anthony DeVitis; Jonathan Dever; Mike Duffey; Jay Edwards; Keith Faber; Timothy Ginter; Anne Gonzales; Doug Green; Dave Greenspan; Christina Hagan; Stephen D. Hambley; Michael Henne; Brian Hill; Glenn W. Holmes; Larry Householder; Stephanie Howse; Jim Hughes; Terry Johnson; Candice R. Keller; Bernadine Kennedy Kent; Darrell Kick; Sarah LaTourette; Al Landis; Laura Lanese; David Leland; Michele Lepore-Hagan; P. Scott Lipps; Nathan H. Manning; Robert McColley; Michael J. O'Brien; John Patterson; Thomas F. Patton; Rick Perales; Alicia Reece; Bill Reineke; Wes Retherford; Craig S. Riedel; John M. Rogers; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; William Seitz; Marilyn Slaby; Kent Smith; Ryan Smith; Robert Sprague; Dick Stein; Martin J. Sweeney; Emilia Strong Sykes; Thomas West; Scott Wiggam; Ron Young,As Passed by the House,Economic Development,"Define ""microbusiness.""","Senate Transportation, Commerce and Workforce Committee; House State and Local Government Committee","To enact section 166.50 of the Revised Code to create a statutory definition of ""microbusiness.""",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HB-5
HR0005,2017,132,Kirk Schuring,,As Adopted by the House,,Relative to employment and compensation of employees of the House of Representatives preparatory to and during House organization.,,Relative to employment and compensation of employees of the House of Representatives preparatory to and during House organization.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-5
HJR0005,2017,132,Niraj J. Antani,,As Introduced,Constitutional Amendment,Modify requirements for initiative and referendum,House Government Accountability and Oversight Committee,"Proposing to amend Sections 1a, 1b, 1e, and 1g of Article II of the Constitution of the State of Ohio to modify the requirements for the initiative and referendum processes.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-5
HCR0005,2017,132,Emilia Strong Sykes,REPRESENTATIVES Nickie J. Antonio; John A. Boccieri; Janine R. Boyd; Nicholas J. Celebrezze; Stephanie Howse; Catherine D. Ingram; Brigid Kelly; David Leland; Michele Lepore-Hagan; Dan Ramos; John M. Rogers; Michael Sheehy; Thomas West,As Introduced,Commerce : Financial Institutions; Health and Human Services : Health Care,Urge Congress to continue Affordable Care Act,House Insurance Committee,"To urge the Congress of the United States, and in particular the Ohio Congressional delegation, to support the preservation of the Patient Protection and Affordable Care Act of 2010.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-5
HB0006,2017,132,John Barnes,REPRESENTATIVES Marlene Anielski; Steven Arndt; Hearcel F. Craig; Robert R. Cupp; Anthony DeVitis; Jonathan Dever; Mike Duffey; Teresa Fedor; Theresa Gavarone; Timothy Ginter; Doug Green; Larry Householder; Stephanie Howse; Catherine D. Ingram; Bernadine Kennedy Kent; Al Landis; Nathan H. Manning; Robert McColley; Adam C. Miller; Michael J. O'Brien; Bill Patmon; John Patterson; Thomas F. Patton; Rick Perales; Dan Ramos; Alicia Reece; Bill Reineke; Jeff Rezabek; John M. Rogers; Tim Schaffer; Gary Scherer; William Seitz; Ryan Smith; Robert Sprague; Thomas West; Ron Young; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Bill Coley; Matt Dolan; John Eklund; Bob D. Hackett; Cliff Hite; Frank Hoagland; Matt Huffman; Kris Jordan; Stephanie Kunze; Frank LaRose; Peggy Lehner; Gayle Manning; Sean O'Brien; Scott Oelslager; Joe Schiavoni; Michael J. Skindell; Vernon Sykes; Charleta B. Tavares; Lou Terhar; Cecil Thomas; Joe Uecker; Steve Wilson,As Enrolled,"Crimes, Corrections, and Law Enforcement : Criminal Records Checks",Prohibit fees for correcting criminal record information,Senate Judiciary Committee; House Criminal Justice Committee,"To enact section 2927.22 of the Revised Code to prohibit a person who publishes or disseminates criminal record information from soliciting or accepting a fee to remove, correct, modify, or refrain from publishing or otherwise disseminating the information and to provide criminal and civil remedies for a violation of the prohibition.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HB-6
HR0006,2017,132,Kirk Schuring,,As Adopted by the House,,To provide for the offering of the pledge of allegiance to the flag by the members of the House of Representatives at the opening session of each week.,,To provide for the offering of the pledge of allegiance to the flag by the members of the House of Representatives at the opening session of each week.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-6
HJR0006,2017,132,Martin J. Sweeney,,As Introduced,Constitutional Amendment; Elections,Revise General Assembly term limits,House Government Accountability and Oversight Committee,"Proposing to amend Section 2 of Article II and Section 9 of Article V of the Constitution of the State of Ohio to impose term limits prohibiting a person from holding office longer than eight years in the Ohio Senate, eight years in the Ohio House of Representatives, and more than sixteen years in total in the General Assembly.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-6
HCR0006,2017,132,Wesley Goodman; Keith Faber,REPRESENTATIVES Niraj J. Antani; John Becker; Louis W. Blessing III; Andrew Brenner; Tom Brinkman; Bill Dean; Michael Henne; Ron Hood; Candice R. Keller; Derek Merrin; Wes Retherford; Craig S. Riedel; Kristina Roegner; Mark J. Romanchuk; Tim Schaffer; Dick Stein; Andy Thompson; A. Nino Vitale; Scott Wiggam; Ron Young; Paul Zeltwanger,As Introduced,Commerce : Insurance; Health and Human Services : Health Care,Urge repeal and replacement of Affordable Care Act,House Government Accountability and Oversight Committee,"To urge Congress to continue its efforts to fully repeal the Affordable Care Act and to recommend that future federal health care policies restore power to the states, fund the Medicaid program through block grants to individual states, and permit the sale of health insurance across state lines.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-6
HB0007,2017,132,Robert R. Cupp,REPRESENTATIVES Marlene Anielski; John Becker; Timothy Ginter; Doug Green; Stephen D. Hambley; Stephen A. Huffman; George F. Lang; Dorothy Pelanda; Bill Reineke; Kristina Roegner; Mark J. Romanchuk; Tim Schaffer; Gary Scherer; Kirk Schuring; William Seitz; Ryan Smith; Dick Stein; Scott Wiggam; Ron Young; SENATORS Kevin Bacon; Dave Burke; John Eklund; Randy Gardner; Bob D. Hackett; Stephanie Kunze; Lou Terhar; Joe Uecker; Steve Wilson,As Enrolled,Courts and Civil Law; Courts and Civil Law : Civil Law; Courts and Civil Law : Courts; Health and Human Services : Health Care; Health and Human Services : Mental Health and Disabilities,Address medical claims and provider immunities,Senate Judiciary Committee; House Civil Justice Committee,"To amend sections 2305.113, 2305.51, and 2317.43 and to enact sections 2305.2311, 2317.44, 2317.45, and 2323.451 of the Revised Code to grant qualified civil immunity to certain medical providers and emergency medical technicians who provide emergency medical services as a result of a disaster and through its duration; to provide that certain communications made regarding an unanticipated outcome of medical care, the development or implementation of standards under federal laws, and an insurer's reimbursement policies on health care are inadmissible as evidence in a medical claim; to specify the manner of sending a notice of intent to file a medical claim and provide a procedure for the discovery of other potential claims within a specified period after the filing of a medical claim; to provide civil immunity to certain medical providers regarding the discharge of a patient with a mental condition that threatens the safety of the patient or others; and to clarify the definition of ""medical claim.""",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HB-7
HR0007,2017,132,Kirk Schuring,,As Adopted by the House,,Relative to attendance at conferences and meetings.,,Relative to attendance at conferences and meetings.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-7
HJR0007,2017,132,John Becker; Craig S. Riedel,REPRESENTATIVES Niraj J. Antani; Tom Brinkman; Bill Dean; Kristina Roegner; Andy Thompson; A. Nino Vitale; Paul Zeltwanger,As Introduced,Constitutional Amendment; Employment : Collective Bargaining; State and Local Government; State and Local Government : Public Officials and Employees,Prohibit public sector union shops,House Government Accountability and Oversight Committee,"Proposing to enact Section 22 of Article I of the Constitution of the State of Ohio to prohibit laws, rules, and agreements that require employees of public sector employers to join or pay dues to an employee organization and to prohibit employee organizations from representing nonmember public sector employees in employment-related matters.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-7
HCR0007,2017,132,Dan Ramos; Michael Sheehy,REPRESENTATIVES Nickie J. Antonio; Michael Ashford; Kristin Boggs; Michael Henne; David Leland; Michele Lepore-Hagan; Kent Smith; Thomas West,As Introduced,Commerce : Consumer Finance; Commerce : Financial Institutions; Housing and Real Property : Foreclosures,Restore separation of commercial and investment banking,House Federalism and Interstate Relations Committee,To urge the United States Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking function that was in effect under the Glass- Steagall Act.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-7
HB0008,2017,132,Stephen D. Hambley; Jeff Rezabek,REPRESENTATIVES Marlene Anielski; Nickie J. Antonio; Steven Arndt; John Barnes; Louis W. Blessing III; John A. Boccieri; Janine R. Boyd; Andrew Brenner; Margaret Conditt; Bill Dean; Jonathan Dever; Jay Edwards; Keith Faber; Teresa Fedor; Tavia Galonski; Theresa Gavarone; Wesley Goodman; Doug Green; Dave Greenspan; Glenn W. Holmes; Larry Householder; Catherine D. Ingram; Darrell Kick; J. Kyle Koehler; Al Landis; David Leland; Nathan H. Manning; Michael J. O'Brien; Bill Patmon; John Patterson; Thomas F. Patton; Dorothy Pelanda; Rick Perales; Dan Ramos; Bill Reineke; Craig S. Riedel; John M. Rogers; Scott K. Ryan; Tim Schaffer; Marilyn Slaby; Kent Smith; Dick Stein; Martin J. Sweeney; Andy Thompson; Thomas West; Ron Young; SENATORS Troy Balderson; Edna Brown; Dave Burke; Bob D. Hackett; Matt Huffman; Stephanie Kunze; Peggy Lehner; Gayle Manning; Scott Oelslager; Joe Schiavoni; Charleta B. Tavares; Cecil Thomas; Joe Uecker; Kenny Yuko,As Enrolled,Health and Human Services : Health Care; State and Local Government : Public Records; Transportation,Prohibit disclosing injuries to minors in school vehicles,"Senate Local Government, Public Safety and Veterans Affairs Committee; House Government Accountability and Oversight Committee","To amend section 149.43 and to enact section 149.436 of the Revised Code to exempt from the Public Records Law certain information concerning a minor that is included in a record related to a traffic accident involving a school vehicle in which the minor was an occupant at the time of the accident, to allow the parent or guardian of the minor to request a record of the accident containing the exempted information, and to exempt certain protected health information from the Public Records Law.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HB-8
HR0008,2017,132,Kirk Schuring,,As Adopted by the House,,Relative to certain letters to be signed by the Speaker of the House on behalf of the House and sent to persons or groups in lieu of any resolutions on the subject.,,Relative to certain letters to be signed by the Speaker of the House on behalf of the House and sent to persons or groups in lieu of any resolutions on the subject.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-8
HJR0008,2017,132,John Becker; Craig S. Riedel,REPRESENTATIVES Tom Brinkman; Bill Dean; J. Kyle Koehler; George F. Lang; Kristina Roegner; Andy Thompson; Paul Zeltwanger,As Introduced,Constitutional Amendment; Employment; Employment : Collective Bargaining,Prohibit private sector union shops,House Government Accountability and Oversight Committee,"Proposing to enact Section 22 of Article I of the Constitution of the State of Ohio to prohibit laws, rules, and agreements that require employees of private sector employers to join or pay dues to an employee organization and to prohibit employee organizations from representing nonmember private sector employees in employment-related matters.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-8
HCR0008,2017,132,Jack Cera,REPRESENTATIVES Nickie J. Antonio; Heather Bishoff; John A. Boccieri; Timothy Ginter; Stephanie Howse; David Leland; Michele Lepore-Hagan; Dan Ramos; Kent Smith; Robert Sprague; Fred Strahorn; Martin J. Sweeney,As Introduced,Environment and Natural Resources : Mining; Health and Human Services : Health Care; National or International Resolution; Retirement,Enact Miners Protection Act,House Federalism and Interstate Relations Committee,To urge the Congress of the United States to enact the Miners Protection Act of 2017.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-8
HB0009,2017,132,J. Kyle Koehler,REPRESENTATIVES Niraj J. Antani; Steven Arndt; Michael Ashford; Keith Faber; Theresa Gavarone; Timothy Ginter; Doug Green; Stephen D. Hambley; Glenn W. Holmes; Terry Johnson; Adam C. Miller; Michael J. O'Brien; John Patterson; Thomas F. Patton; Craig S. Riedel; John M. Rogers; Michael Sheehy; Martin J. Sweeney; Andy Thompson; Thomas West; SENATORS Bill Beagle; Scott Oelslager; Charleta B. Tavares; Joe Uecker; Steve Wilson,As Enrolled,Transportation; Transportation : Motor Vehicles; Transportation : Traffic Offenses,Limit scope of protocol for malfunctioning traffic signals,"Senate Local Government, Public Safety and Veterans Affairs Committee; House Transportation and Public Safety Committee","To amend section 4511.132 of the Revised Code to specify that the alternative protocol for proceeding into an intersection with malfunctioning traffic lights due to a failure of a vehicle detector applies only to bicycles, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HB-9
HCR0009,2017,132,Glenn W. Holmes,REPRESENTATIVES Marlene Anielski; Nickie J. Antonio; John Barnes; John A. Boccieri; Andrew Brenner; Nicholas J. Celebrezze; Hearcel F. Craig; Teresa Fedor; Doug Green; Dave Greenspan; Bernadine Kennedy Kent; Michele Lepore-Hagan; Michael J. O'Brien; John Patterson; Dan Ramos; Craig S. Riedel; John M. Rogers; Michael Sheehy; Kent Smith; Martin J. Sweeney; Andy Thompson; Thomas West,As Adopted by the House,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; National or International Resolution",Compel Brazil to extradite Claudia Hoerig to answer for murder,Senate Judiciary Committee; House Federalism and Interstate Relations Committee,"To urge the President of the United States, the United States Secretary of State, and the Congress of the United States to compel Brazil to extradite Claudia Hoerig to stand trial for the aggravated murder of her husband, Major Karl Hoerig, and to request that the United States terminate foreign aid payments to Brazil if Claudia Hoerig is not extradited.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-9
HR0009,2017,132,Kirk Schuring,,As Adopted by the House,,Relative to the appointment and salaries of the officials and employees of the House of Representatives.,,Relative to the appointment and salaries of the officials and employees of the House of Representatives.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HR-9
HJR0009,2017,132,John Becker; Craig S. Riedel,REPRESENTATIVES Tom Brinkman; Bill Dean; J. Kyle Koehler; George F. Lang; Kristina Roegner; Andy Thompson; Paul Zeltwanger,As Introduced,Constitutional Amendment; Employment; State and Local Government,Prohibit requiring public contractors to pay prevailing wage,House Government Accountability and Oversight Committee,Proposing to enact Section 43 of Article II of the Constitution of the State of Ohio to prohibit a public authority from requiring a contractor on a public improvement to pay the contractor's workers the prevailing rate of wages for work performed on the public improvement.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HJR-9
HCR0010,2017,132,Andy Thompson; Dave Greenspan,REPRESENTATIVES Niraj J. Antani; Nickie J. Antonio; John Becker; Andrew Brenner; Jim Butler; Rick Carfagna; Nicholas J. Celebrezze; Margaret Conditt; Hearcel F. Craig; Jonathan Dever; Keith Faber; Theresa Gavarone; Timothy Ginter; Wesley Goodman; Doug Green; Christina Hagan; Ron Hood; Larry Householder; Jim Hughes; Terry Johnson; Candice R. Keller; Darrell Kick; Sarah LaTourette; Laura Lanese; David Leland; P. Scott Lipps; Robert McColley; Derek Merrin; Bill Patmon; Thomas F. Patton; Rick Perales; Wes Retherford; Craig S. Riedel; Kristina Roegner; John M. Rogers; Mark J. Romanchuk; Cliff Rosenberger; Scott K. Ryan; Tim Schaffer; Kirk Schuring; William Seitz; Michael Sheehy; Kent Smith; Ryan Smith; Robert Sprague; Dick Stein; Fred Strahorn; Martin J. Sweeney; Emilia Strong Sykes; Thomas West; Scott Wiggam; Ron Young; Paul Zeltwanger; SENATORS Kevin Bacon; Bill Beagle; Edna Brown; Dave Burke; Bill Coley; Matt Dolan; John Eklund; Randy Gardner; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephanie Kunze; Frank LaRose; Peggy Lehner; Gayle Manning; Sean O'Brien; Larry Obhof; Scott Oelslager; Bob Peterson; Vernon Sykes; Cecil Thomas; Joe Uecker; Sandra R. Williams; Steve Wilson; Kenny Yuko,As Enrolled,National or International Resolution,Condemn manifestations of anti-semitism,"Senate Transportation, Commerce and Workforce Committee; House Government Accountability and Oversight Committee","To condemn the Boycott, Divestment, and Sanctions movement and increasing incidents of anti-Semitism.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-HCR-10
