bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0083,2015,131,Jim Buchy; Barbara R. Sears; Nathan H. Manning,,As Adopted by the House,,Honoring BASF on its One Hundred Fiftieth Anniversary.,,Honoring BASF on its One Hundred Fiftieth Anniversary.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-83
HB0083,2015,131,Jack Cera,REPRESENTATIVES Ronald V. Gerberry; Michele Lepore-Hagan; Debbie Phillips; John M. Rogers,As Introduced,"Commerce; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Environment and Natural Resources : Oil and Gas",Give statements of oil and gas royalties to interest holder,House Energy and Natural Resources Committee,To amend sections 1509.30 and 1509.99 of the Revised Code to require the owner of an oil or gas well to provide a royalty statement to the holder of the royalty interest when the owner makes payment to the holder.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-83
HR0084,2015,131,Tony Burkley,,As Adopted by the House,,Honoring the Defiance High School boys basketball team on winning the 2015 Division II State Championship.,,Honoring the Defiance High School boys basketball team on winning the 2015 Division II State Championship.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-84
HB0084,2015,131,Robert Sprague; Martin J. Sweeney,REPRESENTATIVES John Becker; Louis W. Blessing III; Michael Henne; David Leland; Margaret Ann Ruhl,As Introduced,State and Local Government : Local Government; Taxation,Specifies municipality is party in municipal income tax cases,House Ways and Means Committee,To amend section 718.37 of the Revised Code to require civil actions by taxpayers related to municipal income taxes be brought against the municipal corporation imposing the tax rather than the municipal corporation's tax administrator.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-84
HB0085,2015,131,Dan Ramos; Christina Hagan,REPRESENTATIVES Nickie J. Antonio; Steven Arndt; Michael Ashford; John Barnes; John Becker; Heather Bishoff; John Boccieri; Kristin Boggs; Janine R. Boyd; Tim W. Brown; Hearcel F. Craig; Denise Driehaus; Mike Duffey; Teresa Fedor; Timothy Ginter; Michael Henne; Christie Bryant Kuhns; David Leland; Michele Lepore-Hagan; Nathan H. Manning; Michael J. O'Brien; Sean O'Brien; Bill Patmon; John Patterson; Rick Perales; Debbie Phillips; Jeff Rezabek; John M. Rogers; Michael Sheehy; Stephen Slesnick; Kent Smith; Martin J. Sweeney,As Passed by the House,Education; Education : Primary and Secondary Education,Instruct students and staff in child sex abuse prevention,Senate Education Committee; House Judiciary Committee,To amend sections 3313.60 and 3319.073 and to enact sections 3314.031 and 3326.091 of the Revised Code with respect to age-appropriate student instruction in child sexual abuse and sexual violence prevention and in-service staff training in child sexual abuse prevention.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-85
HR0085,2015,131,Nan A. Baker; Stephen D. Hambley,,As Adopted by the House,,Honoring James Handwerk as a 2015 Division III State Wrestling Champion.,,Honoring James Handwerk as a 2015 Division III State Wrestling Champion.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-85
HR0086,2015,131,Stephanie Howse,,As Adopted by the House,,Honoring TyShawn Irby on being named the 2014 Ohio Parole Officer of the Year.,,Honoring TyShawn Irby on being named the 2014 Ohio Parole Officer of the Year.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-86
HB0086,2015,131,Cheryl L. Grossman,,As Introduced,Transportation; Transportation : Traffic Offenses,Makes distracted driving a secondary crime,"House Armed Services, Veterans Affairs, and Public Safety Committee","To enact section 4511.206 of the Revised Code to create the offense of ""distracted driving"" and to limit its application and prosecution to persons who also commit a moving violation or a vehicular homicide offense at the same time as the distracted driving offense.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-86
HB0087,2015,131,Stephen Slesnick,REPRESENTATIVES Nickie J. Antonio; Michael Ashford; Janine R. Boyd; Andrew Brenner; Jack Cera; Teresa Fedor; Bob D. Hackett; Stephanie Howse; David Leland; Michele Lepore-Hagan; Rick Perales; Alicia Reece; Scott K. Ryan; Michael Sheehy,As Passed by the House,Special Designations : Observances,Designates Moses Fleetwood Walker Day,Senate State and Local Government Committee; House State Government Committee,To enact section 5.2298 of the Revised Code to designate October 7 as Moses Fleetwood Walker Day.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-87
HR0087,2015,131,Cliff Rosenberger,,As Adopted by the House,,"Designating April 29, 2015, as Make-A-Wish Day in Ohio.",,"Designating April 29, 2015, as Make-A-Wish Day in Ohio.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-87
HR0088,2015,131,Cliff Rosenberger; Mike Duffey,REPRESENTATIVES Nickie J. Antonio; Kevin Boyce; Andrew Brenner; Ron Hood; Stephanie Kunze; Scott K. Ryan; Fred Strahorn,As Adopted by the House,,Honoring Jack Nicklaus on receiving a Congressional Gold Medal.,,Honoring Jack Nicklaus on receiving a Congressional Gold Medal.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-88
HB0088,2015,131,Michael Sheehy,REPRESENTATIVES Michael Ashford; Michele Lepore-Hagan; Michael Stinziano,As Introduced,Transportation; Transportation : Traffic Offenses,Restricts use of wireless communication devices,"House Armed Services, Veterans Affairs, and Public Safety Committee","To amend sections 4511.043, 4511.204, and 4511.205 of the Revised Code to prohibit the use of an electronic wireless communications device while operating a vehicle in a school zone during hours when children are present outside or in a construction zone during hours of actual work, to specify that the offenses related to the use of a handheld electronic wireless communications device while driving apply to the operation of all vehicles rather than all motor vehicles as under current law, and to make driving a vehicle while using a handheld electronic wireless communications device to write, send, or read a text-based communication a primary rather than secondary traffic offense.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-88
HB0089,2015,131,Anthony DeVitis,REPRESENTATIVES Marlene Anielski; Nickie J. Antonio; John Barnes; Heather Bishoff; John Boccieri; Kristin Boggs; Terry Boose; Kevin Boyce; Andrew Brenner; Tony Burkley; Jim Butler; Jack Cera; Hearcel F. Craig; Mike Duffey; Teresa Fedor; Timothy Ginter; Anne Gonzales; Cheryl L. Grossman; Christina Hagan; Stephanie Howse; Greta Johnson; Christie Bryant Kuhns; Michele Lepore-Hagan; Robert McColley; Michael J. O'Brien; Sean O'Brien; John Patterson; Rick Perales; Alicia Reece; Jeff Rezabek; John M. Rogers; Mark J. Romanchuk; Margaret Ann Ruhl; Stephen Slesnick; Kent Smith; Robert Sprague; Fred Strahorn; Emilia Strong Sykes; Louis Terhar; SENATORS Troy Balderson; Dave Burke; John Eklund; Bob D. Hackett; Shannon Jones; Frank LaRose; Gayle Manning; Scott Oelslager; Tom Sawyer; Joe Schiavoni; Bill Seitz; Michael J. Skindell; Kenny Yuko,As Enrolled,Education : Primary and Secondary Education; Health and Human Services : Medicaid,Creates Medicaid school program,Senate Education Committee; House Health and Aging Committee,"To amend sections 5162.01, 5162.36, 5162.361, and 5162.363 and to enact section 5162.366 of the Revised Code to authorize certain Medicaid providers to make referrals for certain services under the Medicaid School Program.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-89
HR0089,2015,131,Cliff Rosenberger; Fred Strahorn; Ron Amstutz; Marlene Anielski; Niraj J. Antani; Nickie J. Antonio; Michael Ashford; Nan A. Baker; John Barnes; John Becker; Heather Bishoff; Louis W. Blessing III; Terry Boose; Kevin Boyce; Janine R. Boyd; Andrew Brenner; Tom Brinkman; Tim W. Brown; Jim Buchy; Tony Burkley; Jim Butler; Nicholas J. Celebrezze; Jack Cera; Kathleen Clyde; Margaret Conditt; Hearcel F. Craig; Robert R. Cupp; Michael F. Curtin; Anthony DeVitis; Timothy Derickson; Jonathan Dever; Mike Dovilla; Denise Driehaus; Mike Duffey; Teresa Fedor; Ronald V. Gerberry; Timothy Ginter; Anne Gonzales; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; David Hall; Stephen D. Hambley; Bill Hayes; Michael Henne; Brian Hill; Ron Hood; Stephanie Howse; Stephen A. Huffman; Greta Johnson; Terry Johnson; J. Kyle Koehler; Steven W. Kraus; Christie Bryant Kuhns; Stephanie Kunze; Sarah LaTourette; Al Landis; David Leland; Michele Lepore-Hagan; Ron Maag; Nathan H. Manning; Jeff McClain; Robert McColley; Michael J. O'Brien; Sean O'Brien; Bill Patmon; John Patterson; Dorothy Pelanda; Rick Perales; Debbie Phillips; Dan Ramos; Alicia Reece; Bill Reineke; Wes Retherford; Jeff Rezabek; Kristina Roegner; John M. Rogers; Mark J. Romanchuk; Margaret Ann Ruhl; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; Barbara R. Sears; Michael Sheehy; Marilyn Slaby; Stephen Slesnick; Kent Smith; Ryan Smith; Robert Sprague; Michael Stinziano; Martin J. Sweeney; Emilia Strong Sykes; Louis Terhar; Andy Thompson; A. Nino Vitale; Ron Young; Paul Zeltwanger,,As Adopted by the House,,In memory of Frank Sawyer.,,In memory of Frank Sawyer.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-89
HR0090,2015,131,Andrew Brenner; Tim Schaffer; Louis W. Blessing III,,As Adopted by the House,,"Recognizing National Charter Schools Week, May 3-9, 2015.",,"Recognizing National Charter Schools Week, May 3-9, 2015.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-90
HB0090,2015,131,Bob D. Hackett; Heather Bishoff,REPRESENTATIVES Cheryl L. Grossman; David Leland; Sean O'Brien; Stephen Slesnick; Michael Stinziano; Andy Thompson,As Introduced,Commerce : Insurance; Occupational Licensing and Regulation; Transportation,Regulates insurance of transportation networks,House Government Accountability and Oversight Committee,"To enact sections 3938.01, 3938.02, 3938.03, 3938.04, 3938.05, 3938.06, 3938.07, and 3938.99 of the Revised Code to regulate insurance requirements for transportation network companies and transportation network company drivers.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-90
HR0091,2015,131,Michael Stinziano; David Leland,REPRESENTATIVES Kevin Boyce; Ron Hood; Stephanie Kunze; Fred Strahorn,As Adopted by the House,,Honoring The Ohio State University synchronized swimming team on winning the 2015 U.S. Collegiate National Championship.,,Honoring The Ohio State University synchronized swimming team on winning the 2015 U.S. Collegiate National Championship.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-91
HB0091,2015,131,Doug Green,REPRESENTATIVES Marlene Anielski; Louis W. Blessing III; Terry Boose; Andrew Brenner; Rick Perales; Michael Sheehy,As Introduced,Taxation,Extends term of cemetery tax levy,House Ways and Means Committee,To amend section 5705.19 of the Revised Code to lengthen the maximum term of a property tax levied for the purpose of operating a cemetery.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-91
HB0092,2015,131,Christina Hagan,REPRESENTATIVES John Becker; Andrew Brenner; Teresa Fedor; Cheryl L. Grossman; Ron Hood; Ron Maag; Jeff Rezabek; Marilyn Slaby; Andy Thompson,As Passed by the House,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Education",Prohibits sexual conduct with minor students,Senate Government Oversight and Reform Committee; House Judiciary Committee,To amend section 2907.03 of the Revised Code to prohibit an employee of a public or nonpublic school or institution of higher education who is not in a position of authority from engaging in sexual conduct with a minor at least four years younger than the employee who is enrolled in or attends that public or nonpublic school or who is enrolled in or attends that institution of higher education.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-92
HR0092,2015,131,Kirk Schuring,,As Adopted by the House,,"Designating Historic Preservation Month in Ohio, May 2015.",,"Designating Historic Preservation Month in Ohio, May 2015.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-92
HB0093,2015,131,Nan A. Baker; Al Landis,REPRESENTATIVES Ron Amstutz; Marlene Anielski; Nickie J. Antonio; John Barnes; Louis W. Blessing III; Terry Boose; Kevin Boyce; Andrew Brenner; Tim W. Brown; Jim Buchy; Tony Burkley; Jim Butler; Nicholas J. Celebrezze; Kathleen Clyde; Hearcel F. Craig; Michael F. Curtin; Anthony DeVitis; Timothy Derickson; Jonathan Dever; Mike Dovilla; Denise Driehaus; Mike Duffey; Ronald V. Gerberry; Timothy Ginter; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; David Hall; Stephen D. Hambley; Bill Hayes; Michael Henne; Brian Hill; Stephanie Howse; Stephen A. Huffman; Greta Johnson; Terry Johnson; Steven W. Kraus; Christie Bryant Kuhns; Stephanie Kunze; Sarah LaTourette; David Leland; Michele Lepore-Hagan; Ron Maag; Jeff McClain; Robert McColley; Michael J. O'Brien; Sean O'Brien; Bill Patmon; John Patterson; Dorothy Pelanda; Rick Perales; Alicia Reece; Bill Reineke; Wes Retherford; John M. Rogers; Mark J. Romanchuk; Cliff Rosenberger; Margaret Ann Ruhl; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; Barbara R. Sears; Michael Sheehy; Marilyn Slaby; Stephen Slesnick; Kent Smith; Ryan Smith; Robert Sprague; Michael Stinziano; Fred Strahorn; Martin J. Sweeney; Emilia Strong Sykes; Louis Terhar; Ron Young; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Dave Burke; Capri S. Cafaro; Bill Coley; John Eklund; Keith Faber; Randy Gardner; Lou Gentile; Cliff Hite; Jim Hughes; Shannon Jones; Kris Jordan; Frank LaRose; Peggy Lehner; Gayle Manning; Larry Obhof; Scott Oelslager; Tom Patton; Bob Peterson; Tom Sawyer; Joe Schiavoni; Michael J. Skindell; Charleta B. Tavares; Cecil Thomas; Joe Uecker; Chris Widener; Sandra R. Williams; Kenny Yuko,As Enrolled,Transportation; Transportation : Vehicle Registration and Titling,Issues breast cancer awareness license plates for motorcycles,"Senate Transportation, Commerce and Labor Committee; House Transportation and Infrastructure Committee","To amend section 4503.491 of the Revised Code to specify that ""Breast Cancer Awareness"" license plates may be issued to motorcycle owners.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-93
HR0093,2015,131,Timothy Derickson,REPRESENTATIVES Bill Hayes; Dorothy Pelanda; Scott K. Ryan,As Adopted by the House,,Honoring the Miami University collegiate synchronized skating team as the 2015 U.S. National Champion.,,Honoring the Miami University collegiate synchronized skating team as the 2015 U.S. National Champion.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-93
HR0094,2015,131,Robert McColley,,As Adopted by the House,,Honoring the St. Paul Lutheran School seventh- and eighth-grade girls basketball team as the 2015 All-Ohio Lutheran Basketball Tournament Champion.,,Honoring the St. Paul Lutheran School seventh- and eighth-grade girls basketball team as the 2015 All-Ohio Lutheran Basketball Tournament Champion.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-94
HB0094,2015,131,John Barnes,REPRESENTATIVES Mike Duffey; Michele Lepore-Hagan; Margaret Ann Ruhl,As Introduced,"Agriculture : Animals; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement",Restricts outdoor tethering of animal,House Agriculture and Rural Development Committee,To amend section 959.99 and to enact section 959.133 of the Revised Code to prohibit a person from negligently allowing an animal to be tethered outdoors under specified circumstances.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-94
HB0095,2015,131,Anthony DeVitis,REPRESENTATIVES Ron Amstutz; Louis W. Blessing III; Jim Buchy; Jack Cera; Mike Duffey; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; Ron Hood; Terry Johnson; Rick Perales; Wes Retherford; Kristina Roegner; Gary Scherer; Kirk Schuring; Louis Terhar; Ron Young,As Passed by the House,Commerce : Insurance; Health and Human Services : Health Care,Permits dental insurer to fee schedule only covered services,Senate Insurance Committee; House Health and Aging Committee,"To amend sections 1753.07, 1753.09, 3901.21, 3963.01, 3963.02, and 3963.03 of the Revised Code to prohibit a health insurer from establishing a fee schedule for dental providers for services that are not covered by any contract or participating provider agreement between the health insurer and the dental provider.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-95
HR0095,2015,131,Robert McColley,,As Adopted by the House,,Honoring Advanced Rehabilitation Technology on its 2015 Excellence in Entrepreneurship Award.,,Honoring Advanced Rehabilitation Technology on its 2015 Excellence in Entrepreneurship Award.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-95
HR0096,2015,131,Al Landis,,As Adopted by the House,,Honoring Eric Toukonen as the 2015 Ohio Division II Wrestling Coach of the Year.,,Honoring Eric Toukonen as the 2015 Ohio Division II Wrestling Coach of the Year.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-96
HB0096,2015,131,Dorothy Pelanda; Heather Bishoff,REPRESENTATIVES John Becker; Louis W. Blessing III; Andrew Brenner; Ron Hood; Michele Lepore-Hagan; John M. Rogers; Kirk Schuring,As Introduced,Health and Human Services : Health Care; Occupational Licensing and Regulation,Authorizes prescribing nurses to delegate authority,House Health and Aging Committee,To amend sections 4723.07 and 4723.48 and to enact section 4723.489 of the Revised Code to authorize a person not otherwise authorized to do so to administer certain drugs pursuant to delegation by an advanced practice registered nurse who holds a certificate to prescribe.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-96
HR0097,2015,131,Al Landis,,As Adopted by the House,,Honoring Tyler Warner as a 2015 Division II State Wrestling Champion.,,Honoring Tyler Warner as a 2015 Division II State Wrestling Champion.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-97
HB0097,2015,131,John M. Rogers,REPRESENTATIVES Michael F. Curtin; Dan Ramos; Michael Sheehy; Michael Stinziano,As Introduced,"Transportation; Transportation : Highways, Roads, and Bridges",Includes bear arrowhead sign on national park signs,House Transportation and Infrastructure Committee,To enact section 5511.10 of the Revised Code to require all signs that indicate an area that is part of the National Park System and are erected on highways that are part of the state highway system to bear the arrowhead symbol of the National Park Service next to the name of the area.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-97
HB0098,2015,131,Tim W. Brown,REPRESENTATIVES Marlene Anielski; Nickie J. Antonio; Nan A. Baker; John Barnes; Heather Bishoff; Louis W. Blessing III; Janine R. Boyd; Andrew Brenner; Jim Buchy; Jim Butler; Nicholas J. Celebrezze; Kathleen Clyde; Hearcel F. Craig; Anthony DeVitis; Timothy Derickson; Jonathan Dever; Mike Dovilla; Denise Driehaus; Mike Duffey; Cheryl L. Grossman; Bob D. Hackett; Bill Hayes; Stephen A. Huffman; Greta Johnson; Terry Johnson; Christie Bryant Kuhns; Stephanie Kunze; Sarah LaTourette; David Leland; Michele Lepore-Hagan; Michael J. O'Brien; John Patterson; Dorothy Pelanda; Dan Ramos; Alicia Reece; John M. Rogers; Scott K. Ryan; Tim Schaffer; Barbara R. Sears; Michael Sheehy; Ryan Smith; Michael Stinziano; Fred Strahorn; Martin J. Sweeney; Emilia Strong Sykes; Ron Young; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Dave Burke; Bill Coley; John Eklund; Randy Gardner; Lou Gentile; Cliff Hite; Jim Hughes; Shannon Jones; Frank LaRose; Peggy Lehner; Gayle Manning; Tom Patton; Bob Peterson; Tom Sawyer; Joe Schiavoni; Charleta B. Tavares; Cecil Thomas; Chris Widener; Kenny Yuko,As Enrolled,Health and Human Services : Health Care; Health and Human Services : Public Health; Special Designations; Special Designations : Observances,Designates an awareness day,Senate Health and Human Services Committee; House Health and Aging Committee,"To amend section 5.2281 of the Revised Code to designate the fourteenth day of May as ""Childhood Apraxia of Speech Awareness Day.""",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-98
HR0098,2015,131,David Leland,,As Adopted by the House,,Honoring Katie Brosmer as the 2015 Ohio Big Sister of the Year.,,Honoring Katie Brosmer as the 2015 Ohio Big Sister of the Year.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-98
HR0099,2015,131,Rick Perales,,As Adopted by the House,,Honoring David Borden on being named the 2015 Ohio Big Brother of the Year.,,Honoring David Borden on being named the 2015 Ohio Big Brother of the Year.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-99
HB0099,2015,131,Michael F. Curtin,REPRESENTATIVES David Leland; Michele Lepore-Hagan; Debbie Phillips,As Introduced,Education : Primary and Secondary Education; Taxation,Requires equal amount of income tax to schools,House Ways and Means Committee,"To amend sections 5747.02 and 5747.03 of the Revised Code to require that an amount equal to state income tax collections, less amounts contributed to the Ohio political party fund via the income tax checkoff, be distributed for the support of elementary, secondary, vocational, and special education programs.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-99
HR0100,2015,131,Jim Butler,,As Adopted by the House,,Honoring the Archbishop Alter High School girls basketball team on winning the 2015 Division II State Championship.,,Honoring the Archbishop Alter High School girls basketball team on winning the 2015 Division II State Championship.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-100
HB0100,2015,131,Marilyn Slaby; Bill Patmon,REPRESENTATIVES Louis W. Blessing III; Jonathan Dever; Cheryl L. Grossman; Stephen D. Hambley; Michele Lepore-Hagan; Ron Maag; Sean O'Brien; Mark J. Romanchuk; Tim Schaffer,As Introduced,Transportation; Transportation : Traffic Offenses,Requires heavier vehicles to drive to right-hand side,House Transportation and Infrastructure Committee,"To amend section 4511.25 of the Revised Code to require that a vehicle with a gross vehicle weight rating or an actual gross vehicle weight of more than 10,000 pounds be driven only in either of the two right-hand lanes of a freeway with three lanes of travel in the same direction, except in limited circumstances.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-100
HR0101,2015,131,Marlene Anielski,,As Adopted by the House,,Honoring the Hawken School girls swimming and diving team as the 2015 Division II State Champion.,,Honoring the Hawken School girls swimming and diving team as the 2015 Division II State Champion.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-101
HB0101,2015,131,David Hall,REPRESENTATIVES Nan A. Baker; Louis W. Blessing III; Terry Boose; Stephen D. Hambley; Rick Perales; Tim Schaffer; Andy Thompson,As Introduced,Agriculture : Fertilizers and Pesticides; Environment and Natural Resources; Environment and Natural Resources : Air and Water Pollution Control; Health and Human Services : Public Health; State and Local Government : Local Government,Addresses harmful algae,House Agriculture and Rural Development Committee,"To enact sections 6109.40, 6109.41, and 6111.33 of the Revised Code to establish requirements governing the training of employees of publicly owned treatment works and public water systems to monitor and test for harmful algae, the development of emergency plans by certain public water systems to respond to harmful algal blooms, and the development of an early warning system for harmful algal blooms, and to require the Director of Natural Resources to study the impact of certain species on Lake Erie.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-101
HR0102,2015,131,Marlene Anielski,,As Adopted by the House,,Honoring the Brecksville-Broadview Heights High School gymnastics team on winning the 2015 State Championship.,,Honoring the Brecksville-Broadview Heights High School gymnastics team on winning the 2015 State Championship.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-102
HB0102,2015,131,Hearcel F. Craig; Niraj J. Antani,REPRESENTATIVES Teresa Fedor; Alicia Reece; Fred Strahorn,As Introduced,Economic Development; Military and Veterans; State and Local Government : State Government; Taxation,Grants bid preferences and tax credits relating to veterans,House Ways and Means Committee,"To amend sections 125.01, 125.09, 125.11, 3772.033, 5747.98, and 5751.98 and to enact sections 5747.61 and 5751.55 of the Revised Code to provide a bid preference for state contracts to a veteran-owned business and to authorize a personal income and commercial activity tax credit for a business that hires and employs a veteran for at least one year.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-102
HB0103,2015,131,Dorothy Pelanda; Stephanie Kunze,REPRESENTATIVES Nickie J. Antonio; Nan A. Baker; John Barnes; Heather Bishoff; Louis W. Blessing III; Kevin Boyce; Tim W. Brown; Nicholas J. Celebrezze; Kathleen Clyde; Jonathan Dever; Denise Driehaus; Mike Duffey; Teresa Fedor; Cheryl L. Grossman; Bob D. Hackett; Stephanie Howse; Steven W. Kraus; Christie Bryant Kuhns; David Leland; Michele Lepore-Hagan; Nathan H. Manning; Jeff McClain; Sean O'Brien; Bill Patmon; John Patterson; Alicia Reece; Bill Reineke; John M. Rogers; Cliff Rosenberger; Margaret Ann Ruhl; Gary Scherer; Kirk Schuring; Michael Sheehy; Stephen Slesnick; Ryan Smith; Robert Sprague; Michael Stinziano; Andy Thompson,As Passed by the House,Economic Development; Education : Adult Education; Education : Higher Education; Education : Primary and Secondary Education; Special Designations : Observances; State and Local Government : State Government,Establishes a week for women's policy and entrepreneurship,Senate Government Oversight and Reform Committee; House Economic and Workforce Development Committee,"To enact sections 5.2298, 125.66, and 125.67 of the Revised Code to designate the second week of March as Ohio Women's Week for Policy and Entrepreneurship, to create the Ohio Women's Policy and Entrepreneurship Committee, and to require the state, in collaboration with the private sector, to conduct a two-day competition and forum each even-numbered year during the designated week.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-103
HR0103,2015,131,Marlene Anielski; Nicholas J. Celebrezze,,As Adopted by the House,,Honoring the Brecksville-Broadview Heights High School wrestling team as the 2015 Division I State Dual Champion.,,Honoring the Brecksville-Broadview Heights High School wrestling team as the 2015 Division I State Dual Champion.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-103
HR0104,2015,131,Mike Dovilla; Martin J. Sweeney,,As Adopted by the House,,Honoring the Polaris Career Center culinary team on placing first at the 2015 Gordon Food Service ProStart Invitational Culinary Competition.,,Honoring the Polaris Career Center culinary team on placing first at the 2015 Gordon Food Service ProStart Invitational Culinary Competition.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-104
HB0104,2015,131,Anthony DeVitis,REPRESENTATIVES John Becker; Louis W. Blessing III; Jim Butler; Jack Cera; Ron Hood; Terry Johnson; J. Kyle Koehler; Ron Maag; Rick Perales; Kristina Roegner; Mark J. Romanchuk; Stephen Slesnick; Martin J. Sweeney,"As Reported by the House Armed Services, Veterans Affairs, and Public Safety Committee",Transportation; Transportation : Traffic Offenses; Transportation : Vehicle Equipment; Transportation : Vehicle Registration and Titling,Makes failure to display front license plate a secondary offense,"House Armed Services, Veterans Affairs, and Public Safety Committee","To amend sections 4503.21 and 4511.043 of the Revised Code to specify that failure to display a license plate on the front of a motor vehicle that is required to display a license plate on the front and rear of the vehicle is a secondary traffic offense, to establish a maximum fine of $25 for such an offense, and to amend the version of section 4503.21 of the Revised Code that is scheduled to take effect January 1, 2017, to continue the provisions of this act on and after that effective date.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-104
HR0105,2015,131,Stephanie Kunze,,As Adopted by the House,,Honoring the Upper Arlington High School Cycling Club as the 2014 Division III Club of the Year.,,Honoring the Upper Arlington High School Cycling Club as the 2014 Division III Club of the Year.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-105
HB0105,2015,131,Hearcel F. Craig; Rick Perales,REPRESENTATIVES Michael Ashford; Jack Cera; Teresa Fedor; Michele Lepore-Hagan; Debbie Phillips; Alicia Reece; Jeff Rezabek,As Introduced,Commerce; Commerce : Insurance; Employment; Employment : Unemployment; Military and Veterans,Grants spouse accompanying military transferee unemployment benefits,"House Armed Services, Veterans Affairs, and Public Safety Committee",To amend section 4141.29 of the Revised Code to permit persons who quit work to accompany the person's spouse on a military transfer to be eligible for unemployment compensation benefits.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-105
HR0106,2015,131,Marlene Anielski,,As Adopted by the House,,Honoring the Cuyahoga Valley Career Center culinary arts team on winning the 2015 Ohio ProStart Invitational Championship.,,Honoring the Cuyahoga Valley Career Center culinary arts team on winning the 2015 Ohio ProStart Invitational Championship.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-106
