bill_id,session,title,summary,commem
H1466,193rd,"An Act related to Down syndrome
Section 1.  This chapter shall be known and may be cited as the â€śUnborn Victims of Down Syndrome Act ... Section 2. As used in this section, the following words shall have the ...","By Representative DeCoste of Norwell, a petition (accompanied by bill, House, No. 1466) of David F. DeCoste, Joseph D. McKenna and Alyson M. Sullivan-Almeida relative to performing or attempting to perform abortions sought because of Down syndrome.  The Judiciary.",0
S1467,193rd,"An Act establishing a commission on quality patient outcomes and nurse staffing
SECTION 1. Chapter 6 of the General Laws is hereby amended by adding the following section:-
Section 220 ... (a) There shall be a commission on nurse staffing in hospitals located ...","By Mr. Tarr, a petition (accompanied by bill, Senate, No. 1467) of Bruce E. Tarr for legislation to establish a commission on quality patient outcomes and nurse staffing.  Public Health.",0
H1467,193rd,"An Act to prevent aiding, supporting, or enticing a child to runaway
Chapter 265 of the General Laws is hereby amended by inserting after section 26D the following section:-

Section 26E ... (a) As used in this section, the term â€śenticeâ€ť shall mean to ...","By Representative D'Emilia of Bridgewater, a petition (accompanied by bill, House, No. 1467) of Angelo L. D'Emilia and others relative to penalties for aiding, supporting, or enticing children to runaway.  The Judiciary.",0
S1468,193rd,"An Act relative to certified medication aides
SECTION 1. Chapter 111, as appearing in the Massachusetts General Laws 2020 Edition, is hereby amended by inserting, after section 72BB the following new section:-
Section 72CC ...","By Mr. Tarr, a petition (accompanied by bill, Senate, No. 1468) of Bruce E. Tarr, Barry R. Finegold, Mathew J. Muratore and Angelo J. Puppolo, Jr. for legislation relative to certified medication aides.  Public Health.",0
H1468,193rd,"An Act relative to prison mitigation
SECTION 1. Chapter 29 of the General Laws is hereby amended by inserting after section 71 the following:-

Section 72 ... There shall be established and set upon the books of the ...","By Representative D'Emilia of Bridgewater, a petition (accompanied by bill, House, No. 1468) of Angelo L. D'Emilia and Jonathan D. Zlotnik for legislation to establish a prison mitigation fund for cities and towns hosting Department of Correction facilities.  The Judiciary.",0
S1469,193rd,"An Act relative to environmental public health
Massachusetts General Laws Chapter 17 as appearing in the 2020 Edition is hereby amended by adding the following new section 
Section 22:  There shall be established and set up ...","By Mr. Tarr, a petition (accompanied by bill, Senate, No. 1469) of Bruce E. Tarr and Barry R. Finegold for legislation relative to environmental public health.  Public Health.",0
H1469,193rd,"An Act relative to the repeal or reform of certain unenforceable or unconstitutional archaic laws on religion, piety, and morality
SECTION 1. Section 30 of Chapter 71 of the General Laws is hereby repealed ... SECTION 3. Section 15 of Chapter 233 is hereby amended by striking the wording in its entirety and ...","By Representative Donaghue of Westborough, a petition (accompanied by bill, House, No. 1469) of Kate Donaghue, Lindsay N. Sabadosa and Patrick Joseph Kearney relative to the repeal or reform of certain archaic laws on religion, piety, and morality.  The Judiciary.",0
S1470,193rd,"An Act relative to personal health information portability and accessibility
SECTION 1. Section 1 of Chapter 111 as appearing in the 2020 Official Edition is hereby amended by inserting at the end thereof the following:-
â€śHospital/Clinicâ€ť shall mean any ...","By Mr. Tarr, a petition (accompanied by bill, Senate, No. 1470) of Bruce E. Tarr for legislation relative to personal health information portability and accessibility.  Public Health.",0
H1470,193rd,"An Act designating right of disposition
Title XVI

Chapter 115

Section 1. A person, who is 18 years of age or older and of sound mind, by entering into a pre-need funeral service contract as defined in 239 CMR 4.01 ...","By Representative Donahue of Worcester, a petition (accompanied by bill, House, No. 1470) of Daniel M. Donahue relative to certain funeral service contracts.  The Judiciary.",0
S1471,193rd,"An Act to require the Department of Public Health to conduct a study of the health impacts of airplane flights on the resident communities that are r...
The Commissioner of the Department of Public Health of the Commonwealth of Massachusetts shall commission a study of the health and noise impacts of airplane flights on affected ...","By Mr. Timilty, a petition (accompanied by bill, Senate, No. 1471) of Walter F. Timilty for legislation to require the Department of Public Health to conduct a study of the health impacts of airplane flights on the resident communities that are represented on the Massachusetts Port Authority Community Advisory Committee.  Public Health.",0
H1471,193rd,"An Act relative to home confinement during parole and probation for habitual criminals
Subsection (a) of section 25 of chapter 279 of the General Laws, as appearing in the 2018 Official Edition, is hereby amended by adding the following sentence:- An individual ...","By Representative Driscoll of Milton (by request), a petition (accompanied by bill, House, No. 1471) of Jessica Nohmy relative to home confinement during parole and probation for habitual criminals.  The Judiciary.",0
S1472,193rd,"An Act providing safeguards for home healthcare workers
SECTION 1. Chapter 111 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by adding the following section:-
Section 243: (a) As used in this ...","By Mr. Timilty, a petition (accompanied by bill, Senate, No. 1472) of Walter F. Timilty, Jack Patrick Lewis, John F. Keenan, Michael O. Moore and others for legislation to provide safeguards for home healthcare workers.  Public Health.",0
H1472,193rd,"An Act relative to consanguinity as a defense to the crime of accessory after the fact
Section 4 of chapter 274 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out the second and third sentences and inserting in place ...","By Representative Driscoll of Milton (by request), a petition (accompanied by bill, House, No. 1472) of Jessica Nohmy relative to consanguinity as a defense to the crime of accessory after the fact.  The Judiciary.",0
S1473,193rd,"An Act relative to licensure demographics
SECTION 1. Chapter 13 of the General Laws is hereby amended by inserting after section 109 the following section:-
Section 110 ... (a) The department of public health shall annually ...","By Mr. Velis, a petition (accompanied by bill, Senate, No. 1473) of John C. Velis for legislation relative to licensure demographics.  Public Health.",0
H1473,193rd,"An Act to advance hate-crime protections for victims who are targeted due to their gender
SECTION 1.  Section 39 of Chapter 265 of the General Laws as appearing in the 2020 Official Edition, is hereby amended in line 4 by inserting after the words â€śnational origin ...","By Representative DuBois of Brockton, a petition (accompanied by bill, House, No. 1473) of Michelle M. DuBois relative to hate-crime protections for victims targeted due to gender.  The Judiciary.",0
S1474,193rd,"An Act relative to sudden cardiac arrest awareness
Chapter 111 of the General Laws, as appearing in the 2022 Official Edition, is hereby amended by inserting after section 222 the following section:- 
Section 222A ...","By Mr. Velis, a petition (accompanied by bill, Senate, No. 1474) of John C. Velis, Patrick M. O'Connor, Anne M. Gobi, Bruce E. Tarr and other members of the Senate for legislation relative to sudden cardiac arrest awareness.  Public Health.",0
H1474,193rd,"An Act to respect and protect domestic violence and sexual assault victims and survivors
Section 97D, of Chapter 41, as so appearing in the 2020 General Laws, is hereby amended by inserting the following after ""performance of their duties"" in line 14:-

and (iii ...","By Representative DuBois of Brockton, a petition (accompanied by bill, House, No. 1474) of Michelle M. DuBois for legislation to protect domestic violence and sexual assault victims and survivors.  The Judiciary.",0
H1475,193rd,"An Act to prevent assaults on sports officials
Chapter 265 of the General Laws is hereby amended by adding the following section:-

Section 13O ... (a) For the purposes of this section, the following term shall, unless the context ...","By Representative Elliott of Lowell, a petition (accompanied by bill, House, No. 1475) of Rodney M. Elliott and James C. Arena-DeRosa for legislation to prevent assaults on sports officials.  The Judiciary.",0
S1475,193rd,"An Act establishing the Lead Poisoning Prevention Trust Fund
Chapter 111 of the General Laws, as so appearing in the 2022 Official Edition, is amended by adding after Section 197E the following new section:- 
SECTION 197F ...","By Mr. Velis, a petition (accompanied by bill, Senate, No. 1475) of John C. Velis for legislation to establish the Lead Poisoning Prevention Trust Fund.  Public Health.",0
H1476,193rd,"An Act relating to threats of suicide while in court custody (Stavriâ€™s Law)
SECTION 1: This act shall be known as â€śStavriâ€™s Lawâ€ť

SECTION 2: Chapter 40 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after ...","By Representatives Farley-Bouvier of Pittsfield and Ashe of Longmeadow, a petition (accompanied by bill, House, No. 1476) of Tricia Farley-Bouvier, Brian M. Ashe and others relative to threats of suicide while in court custody.  The Judiciary.",0
S1476,193rd,"An Act to require liability insurance for gun ownership
Chapter 140 of the General Laws is hereby amended by adding the following section:- 
Section 207 ... (a) Whoever possess, carries or owns a firearm, rifle or shotgun without a ...","By Mr. Barrett, a petition (accompanied by bill, Senate, No. 1476) of Michael J. Barrett for legislation to require liability insurance for gun ownership.  Public Safety and Homeland Security.",0
H1477,193rd,"An Act updating and clarifying the statute relating to â€śupskirtingâ€ť
Chapter 272 Section 105 of the 2020 General Laws, as appearing in the 2020 edition, is here by amended by striking subsections (a) and (b) and inserting in their place the ...","By Representative Farley-Bouvier of Pittsfield, a petition (accompanied by bill, House, No. 1477) of Tricia Farley-Bouvier and others relative to photographing, videotaping or electronically surveilling certain persons.  The Judiciary.",0
S1477,193rd,"An Act to improve transparency and accountability in correctional facilities
SECTION 1. Chapter 127 of the General Laws is hereby amended by inserting after section 36C the following section:- Section 36D ... (a) For the purpose of this section, â€śnews media ...","By Mr. Barrett, a petition (accompanied by bill, Senate, No. 1477) of Michael J. Barrett, Rebecca L. Rausch and Patricia D. Jehlen for legislation to improve transparency and accountability in correctional facilities.  Public Safety and Homeland Security.",0
S1478,193rd,"An Act relative to military grade controlled property
SECTION 1.  Section 1 of chapter 29 of the General Laws, as so appearing, is hereby amended by inserting after the definition of â€śDirect debtâ€ť the following definition ...","By Mr. Barrett, a petition (accompanied by bill, Senate, No. 1478) of Michael J. Barrett and Jack Patrick Lewis for legislation relative to military grade controlled property.  Public Safety and Homeland Security.",0
H1478,193rd,"An Act to amend the civil rights law, in relation to reporting a non-emergency incident involving a member of a protected class
SECTION 1. Chapter 265 of the General Laws is hereby amended by inserting after Section 59 the following section:-

SECTION 60 ... FALSE POLICE CLAIMS RELATING TO A MEMBER OF THE ...","By Representative Farley-Bouvier of Pittsfield, a petition (accompanied by bill, House, No. 1478) of Tricia Farley-Bouvier and Vanna Howard relative to reporting non-emergency incidents involving members of protected classes.  The Judiciary.",0
H1479,193rd,"An Act relative to the Head Injury Treatment Services Trust Fund
SECTION 1. Section 59 of Chapter 10 of the General Laws, as appearing in the 2020 Official Edition is hereby amended by striking out the word â€śandâ€ť, in line 4, and inserting after ...","By Representative Ferguson of Holden, a petition (accompanied by bill, House, No. 1479) of Kimberly N. Ferguson and others relative to making deposits to the Head Injury Treatment Services Trust Fund from certain judicial fines and fees.  The Judiciary.",0
S1479,193rd,"An Act protecting inmate safety and the expenditure of state funds
Chapter 127 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by adding the following section:- 
Section 170 ... No inmate or prisoner placed in the ...","By Mr. Barrett, a petition (accompanied by bill, Senate, No. 1479) of Michael J. Barrett for legislation to protect inmate safety and the expenditure of state funds.  Public Safety and Homeland Security.",0
S1480,193rd,"An Act creating the public safety building authority
(a) There is hereby created a body politic and corporate and a public instrumentality to be known as the Massachusetts Municipal Public Safety Building Authority, which shall be an ...","By Mr. Brady, a petition (accompanied by bill, Senate, No. 1480) of Michael D. Brady and Colleen M. Garry for legislation to create the public safety building authority.  Public Safety and Homeland Security.",0
H1480,193rd,"An Act relative to a commission to study the intentional misrepresentation of a service animal
SECTION 1.	(a) There shall be a special commission established pursuant to section 2A of chapter 4 of the General Laws to study the use of service animals in the Commonwealth ...","By Representative Ferguson of Holden, a petition (accompanied by bill, House, No. 1480) of Kimberly N. Ferguson and others for an investigation by a special commission (including members of the General Court) relative to the intentional misrepresentation of a service animal.  The Judiciary.",0
S1481,193rd,"An Act relative to access to community corrections
SECTION 1. Chapter 211F of the General Laws, as appearing in the 2020 Official Edition, is hereby stricken and inserting in place thereof the following:-
Â§ 1. Definitions
The ...","By Mr. Brownsberger, a petition (accompanied by bill, Senate, No. 1481) of William N. Brownsberger for legislation relative to access to community corrections.  Public Safety and Homeland Security.",0
H1481,193rd,"An Act relative to the misrepresentation of a service animal
SECTION 1. Chapter 272 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 98A the following:-
Section 98A Â˝ ...","By Representative Ferguson of Holden, a petition (accompanied by bill, House, No. 1481) of Kimberly N. Ferguson and others relative to the misrepresentation of a service animal.  The Judiciary.",0
H1482,193rd,"An Act relative to equitable court staffing
SECTION 1. Chapter 218 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended in Section 10 by adding after the words â€śnorthern Berkshire ...","By Representative Fernandes of Falmouth, a petition (accompanied by bill, House, No. 1482) of Dylan A. Fernandes and Julian Cyr relative to court staffing at the Edgartown and Nantucket district courts.  The Judiciary.",0
S1482,193rd,"An Act relative to American Sign Language training
SECTION 1. Section 165 of chapter 6 of the General Laws, as appearing in the 2012 Official Edition, is hereby amended by inserting after clause (6) the following clause:-
(7) the ...","By Mr. Brownsberger, a petition (accompanied by bill, Senate, No. 1482) of William N. Brownsberger for legislation to provide sign language training for public safety personnel and emergency medical personnel.  Public Safety and Homeland Security.",0
S1483,193rd,"An Act for an equitable ten community pilot program to improve traffic safety
SECTION 1. Clause Twenty-sixth of section 7 of chapter 4 of the General Laws, as appearing in the 2018 Official Edition, is hereby amended by adding the following subclause ...","By Mr. Brownsberger, a petition (accompanied by bill, Senate, No. 1483) of William N. Brownsberger for legislation for an equitable ten community pilot program to improve traffic safety.  Public Safety and Homeland Security.",0
H1483,193rd,"An Act protecting buyers from unknowingly purchasing property in a flood zone
Chapter 183 of the General Laws is hereby amended by adding the following section:-
Section 70 ... (a) As used in this section the following terms shall, unless the context clearly ...","By Representative Fernandes of Falmouth, a petition (accompanied by bill, House, No. 1483) of Dylan A. Fernandes, Michelle M. DuBois and Patrick Joseph Kearney relative to protecting buyers from unknowingly purchasing property in flood zones.  The Judiciary.",0
S1484,193rd,"An Act implementing the recommendations of the Walsh-Kennedy Commission Report
SECTION 1. Notwithstanding and general or special law to the contrary, all certifications and training programs for cutting, welding, and hot works processes shall be performed ...","By Mr. Collins, a petition (accompanied by bill, Senate, No. 1484) of Nick Collins for legislation to implement the recommendations of the Walsh-Kennedy Commission Report.  Public Safety and Homeland Security.",0
S1485,193rd,"An Act relative to violation of regulation regarding hot work processes
Notwithstanding any general or special law to the contrary, the Department of Professional Licensure shall establish a recording and public notification system of non-compliance ...","By Mr. Collins, a petition (accompanied by bill, Senate, No. 1485) of Nick Collins for legislation relative to violation of regulation regarding hot work processes.  Public Safety and Homeland Security.",0
H1485,193rd,"An Act relative to authorizing supported decision-making agreements for certain adults with disabilities
SECTION 1. Chapter 190B, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 5-507 the following section:- 

Section 5-508 ...","By Representatives Finn of West Springfield and Garballey of Arlington, a petition (accompanied by bill, House, No. 1485) of Michael J. Finn, Sean Garballey and others relative to authorizing supported probate law decision-making agreements for certain adults with disabilities.  The Judiciary.",0
S1486,193rd,"An Act relative to the POST Commission
Section 2 of Chapter 6E of the Massachusetts General Laws, as appearing in the 2020 official edition, is hereby amended by striking the first sentence in Section 2 and replacing ...","By Mr. Collins, a petition (accompanied by bill, Senate, No. 1486) of Nick Collins for legislation relative to the membership of the Massachusetts Peace Officer Standards and Training Commission.  Public Safety and Homeland Security.",0
H1486,193rd,"An Act clarifying the child advocateâ€™s authority to access juvenile records
SECTION 1. Section 172 of chapter 6 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting in line 175 after the word â€śsafetyâ€ť the ...","By Representative Finn of West Springfield, a petition (accompanied by bill, House, No. 1486) of Michael J. Finn, Lindsay N. Sabadosa and Tricia Farley-Bouvier relative to clarifying the child advocateâ€™s authority to access juvenile records.  The Judiciary.",0
H1487,193rd,"An Act relative to juvenile court reporting requirements
SECTION 1. Chapter 18C of the General Laws, as appearing in the 2018 official edition, is hereby amended by inserting after section 7, the following section:- 

Section 7A ...","By Representative Finn of West Springfield, a petition (accompanied by bill, House, No. 1487) of Michael J. Finn and Paul J. Donato relative to juvenile court reporting requirements.  The Judiciary.",0
H1488,193rd,"An Act relative to unmanned aerial vehicles
Chapter 269 of the General Laws is hereby amended by adding the following section:-
Section 20 ... (a) As used in this section, the following words shall, unless context clearly ...","By Representative Finn of West Springfield, a petition (accompanied by bill, House, No. 1488) of Michael J. Finn relative to penalties for unauthorized use of unmanned aerial vehicles.  The Judiciary.",0
S1489,193rd,"An Act creating a Municipal and Public Safety Building Authority
SECTION 1. Chapter 10 of the General Laws is hereby amended by inserting after section 35SSS the following section:-?
Section 35TTT ... (a) As used in this section, the following words ...","By Ms. Comerford, a petition (accompanied by bill, Senate, No. 1489) (subject to Joint Rule 9) of Joanne M. Comerford, Susannah M. Whipps and Colleen M. Garry for legislation to create a Municipal and Public Safety Building Authority.  Public Safety and Homeland Security.",0
H1489,193rd,"An Act improving medical decision making
Section 1. Purpose:
The legislature hereby finds and declares that
A. The Commonwealth of Massachusetts recognizes the fundamental right of an adult to determine the nature and ...","By Representative Fiola of Fall River, a petition (accompanied by bill, House, No. 1489) of Carole A. Fiola, Paul A. Schmid, III and Alan Silvia relative to health care decisions during periods of incapacity.  The Judiciary.",0
S1490,193rd,"An Act relative to a fresh start
SECTION 1. Section 98F of Chapter 41 is herby amended by striking out in the last sentence the word ""18"" and inserting in place thereof the following word:- ""25 ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1490) of Cynthia Stone Creem and Vanna Howard for legislation relative to a fresh start.  Public Safety and Homeland Security.",0
H1490,193rd,"An Act relative to authorizing electronic signatures for criminal complaints
SECTION 1. Section 22 of chapter 276 of the General Laws, as appearing in the 2018 Official Edition, is hereby amended by inserting after the word â€śsubscribedâ€ť, in line 4, the ...","By Representative Fiola of Fall River, a petition (accompanied by bill, House, No. 1490) of Carole A. Fiola and Paul A. Schmid, III relative to authorizing electronic signatures for criminal complaints.  The Judiciary.",0
S1491,193rd,"An Act relative to preventing illegal trafficking of firearms 
SECTION 1. Subclause (j) of clause twenty-sixth of section 7 of chapter 4 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1491) of Cynthia Stone Creem for legislation to prevent illegal trafficking of firearms.  Public Safety and Homeland Security.",0
H1491,193rd,"An Act to improve the administration of justice in probate and family court
Section 3C of chapter 217 of the General Laws as appearing in the 2018 Official Edition is hereby amended by striking out, in line 1, the number â€ś11â€ť and inserting in place ...","By Representative Fiola of Fall River, a petition (accompanied by bill, House, No. 1491) of Carole A. Fiola and others for legislation to increase the number of associate justices in Probate and Family Court.  The Judiciary.",0
S1492,193rd,"An Act relative to crime gun data reporting and analysis  
SECTION 1. Section 18 Âľ of Chapter 6A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking paragraph (10) and inserting in place thereof ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1492) of Cynthia Stone Creem, Michael J. Barrett and Patrick M. O'Connor for legislation relative to crime gun data reporting and analysis.  Public Safety and Homeland Security.",0
H1492,193rd,"An Act relative to dangerousness offenses
Section 1. Section 58A of Chapter 276 of the General Laws is hereby amended by striking out the first paragraph and inserting the following:-
Section 58A ...","By Representative Fiola of Fall River, a petition (accompanied by bill, House, No. 1492) of Carole A. Fiola, Alan Silvia and Paul A. Schmid, III relative to dangerousness offenses.  The Judiciary.",0
S1493,193rd,"An Act relative to rehabilitation, re-entry, and human rights for incarcerated persons
SECTION 1. Chapter 127, as appearing in the 2020 Official Edition, is hereby amended by inserting the following new section immediately after section 48B:-
Section 48C:
(a ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1493) of Cynthia Stone Creem, Joanne M. Comerford, John J. Cronin, Lindsay N. Sabadosa and other members of the General Court for legislation relative to rehabilitation, re-entry, and human rights for incarcerated persons.  Public Safety and Homeland Security.",0
H1493,193rd,"An Act to remove collateral consequences and protect the presumption of innocence
SECTION 1. Section 172(a)(3) of chapter 6, as appearing in the 2020 Official Edition, is hereby amended by striking the number â€ś10â€ť in the second sentence in subsection (i) and ...","By Representative Fluker Oakley of Boston, a petition (accompanied by bill, House, No. 1493) of Brandy Fluker Oakley and others for legislation to remove collateral consequences and protect the presumption of innocence.  The Judiciary.",0
S1494,193rd,"An Act to keep families connected
Chapter 127 of the General Laws is hereby amended by inserting after section 87 the following section:-
Section 87A ... (a) For the purposes of this section, the terms â€śstate ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1494) of Cynthia Stone Creem, Joanne M. Comerford, Michael J. Barrett, Rebecca L. Rausch and other members of the Senate for legislation relative to inmate telephone calls.  Public Safety and Homeland Security.",0
H1494,193rd,"An Act updating bail procedures for justice-involved youth
SECTION 1. Section 67 of chapter 119 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by striking out subsections (a) and (b) and inserting in ...","By Representative Fluker Oakley of Boston, a petition (accompanied by bill, House, No. 1494) of Brandy Fluker Oakley and others for legislation to update bail procedures for justice-involved youth.  The Judiciary.",0
S1495,193rd,"An Act relative to firearms and firearms violence
SECTION 1. Chapter 29 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 2OOOOO, the following new section:-
2PPPPP ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1495) of Cynthia Stone Creem for legislation relative to firearms and firearms violence.  Public Safety and Homeland Security.",0
H1495,193rd,"An Act promoting diversion of juveniles to community supervision and services
SECTION 1. Section 54A of chapter 119 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the word â€śassessmentâ€ť, in line 16, the ...","By Representative Fluker Oakley of Boston, a petition (accompanied by bill, House, No. 1495) of Brandy Fluker Oakley and others relative to promoting diversion of juveniles to community supervision and services.  The Judiciary.",0
S1496,193rd,"An Act relative to ghost guns
SECTION 1. Section 121 of chapter 140 of the General laws is hereby amended by inserting the following new definitions:
â€śFederal licensee authorized to serialize firearmsâ€ť means ...","By Ms. Creem, a petition (accompanied by bill, Senate, No. 1496) of Cynthia Stone Creem for legislation relative to ghost guns.  Public Safety and Homeland Security.",0
H1496,193rd,"An Act relative to noise reduction devices
Section 10A of Chapter 269 of the Massachusetts General Laws is hereby amended by deleting the section in its entirety and inserting in its place the following:
Section 10A ...","By Representative Frost of Auburn, a petition (accompanied by bill, House, No. 1496) of Paul K. Frost relative to penalties for the possession of silencers or firearm noise reduction devices.  The Judiciary.",0
S1497,193rd,"An Act to connect veterans with earned benefits
SECTION 1. Section 3 of said chapter 276A, as so appearing, is hereby amended by striking out the first paragraph and inserting in place thereof the following paragraph:-  
The ...","By Mr. Cronin, a petition (accompanied by bill, Senate, No. 1497) of John J. Cronin for legislation to connect veterans with earned benefits.  Public Safety and Homeland Security.",0
H1497,193rd,"An Act relative to drug distribution causing death
Chapter 265 of the General Laws is hereby amended by adding the following section:-

Section 59 ... Any person who, in violation of chapter 94C, manufactures, distributes, or ...","By Representative Frost of Auburn, a petition (accompanied by bill, House, No. 1497) of Paul K. Frost relative to drug distribution causing death.  The Judiciary.",0
S1498,193rd,"An Act to improve public health and safety standards in communities around aging nuclear power plants and high-level nuclear waste dump sites
Section 2B of chapter 639 of the acts of 1950 is hereby amended by striking the first paragraph and inserting the following:-
The director shall designate certain areas of the ...","By Mr. Cyr (by request), a petition (accompanied by bill, Senate, No. 1498) of Diane Turco, Executive Director of the Cape Downwinders, Lindsay N. Sabadosa and Michael O. Moore for legislation to improve public health and safety standards in communities around aging nuclear power plants and high-level nuclear waste dump sites.  Public Safety and Homeland Security.",0
H1498,193rd,"An Act relative to sex offenders
SECTION 1.  Paragraph (b) of subsection (2) of section 178K of chapter 6 of the General Laws, as so amended by chapter 38 of the Acts of 2013, is hereby amended by inserting, in ...","By Representative Frost of Auburn, a petition (accompanied by bill, House, No. 1498) of Paul K. Frost relative to sex offenders.  The Judiciary.",0
S1499,193rd,"An Act to promote rehabilitation including guaranteed health, treatment, and safety for incarcerated LGBTQI+ People
SECTION 1. Section 13 of chapter 125 of the General Laws is hereby amended by adding the following paragraph ... The superintendent of each state correctional facility and ...","By Mr. Cyr, a petition (accompanied by bill, Senate, No. 1499) of Julian Cyr, Jack Patrick Lewis, Lindsay N. Sabadosa and Rebecca L. Rausch for legislation to promote rehabilitation including guaranteed health, treatment, and safety for incarcerated LGBTQI+ people.  Public Safety and Homeland Security.",0
H1499,193rd,"An Act permitting the adoption of embryos
Section 1 of chapter 210 of the General Laws, as appearing in the 2012 Official Edition, is hereby amended by inserting after the first paragraph the following paragraph :â€”
A ...","By Representative Frost of Auburn, a petition (accompanied by bill, House, No. 1499) of Paul K. Frost for legislation to authorize persons of full age to petition the probate court for the adoption of an embryo.  The Judiciary.",0
S1500,193rd,"An Act relative to firearms in certain public buildings
SECTION 1. Section 10 of Chapter 269 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting the following paragraphs:- 
(p) For the ...","By Mr. Cyr, a petition (accompanied by bill, Senate, No. 1500) of Julian Cyr for legislation relative to firearms in certain public buildings.  Public Safety and Homeland Security.",0
H1500,193rd,"An Act relative to throwing objects at motor vehicles
Section 104 of chapter 159 of the General Laws, as appearing in the 2012 Official Edition, is hereby amended by striking out the first sentence and inserting in place thereof the ...","By Representative Frost of Auburn, a petition (accompanied by bill, House, No. 1500) of Paul K. Frost relative to the penalties for throwing or shooting objects at motor vehicles.  The Judiciary.",0
H1501,193rd,"An Act relative to patient care access
SECTION 1.  Section 1 of chapter 111 is hereby amended by striking out the definition of â€śMedical peer review committeeâ€ť or â€ścommitteeâ€ť, and inserting in place thereof the ...","By Representative Galvin of Canton, a petition (accompanied by bill, House, No. 1501) of William C. Galvin relative to patient safety, medical error reporting and medical malpractice.  The Judiciary.",0
S1501,193rd,"An Act relative to the membership of the forensic science oversight board
Chapter 6 Section 184A(a) is hereby amended by striking the following words: â€śand 13 members who shall be appointed by the governorâ€ť and inserting in place thereof the following ...","By Mr. Cyr, a petition (accompanied by bill, Senate, No. 1501) of Julian Cyr for legislation relative to the membership of the forensic science oversight board.  Public Safety and Homeland Security.",0
H1502,193rd,"An Act to encourage quality reviews and reduce costs in health care
Section (1)
Chapter 111 of the General Laws is hereby amended by inserting at the end of section 204 the following :

(f) The provisions of this section shall apply to any ...","By Representative Galvin of Canton, a petition (accompanied by bill, House, No. 1502) of William C. Galvin for legislation to encourage quality reviews and reduce costs in health care.  The Judiciary.",0
S1502,193rd,"An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment
SECTION 1. Chapter 111 of the General Laws is hereby amended by adding the following section:- 
Section 237 ... (a) The following terms shall have the following meanings, unless the ...","By Mr. Cyr, a petition (accompanied by bill, Senate, No. 1502) of Julian Cyr, Vanna Howard, Susannah M. Whipps, Angelo J. Puppolo, Jr. and other members of the General Court for legislation to reduce certain toxic chemicals in firefighter personal protective equipment.  Public Safety and Homeland Security.",0
H1503,193rd,"An Act relative to the reckless evasion of a police officer
SECTION 1. Chapter 90 of the General Laws, as appearing in the 2016 Official Edition, is hereby amended by inserting after section 25 the following section:-
Section 25A ...","By Representative Galvin of Canton, a petition (accompanied by bill, House, No. 1503) of William C. Galvin relative to the reckless evasion of police officers.  The Judiciary.",0
S1503,193rd,"An Act regulating access to the disclosure of certain police reports
Section 97D of chapter 41 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after the second sentence the following sentence:- ""If a ...","By Mr. DiDomenico, a petition (accompanied by bill, Senate, No. 1503) of Sal N. DiDomenico for legislation relative to the disclosure of certain police reports.  Public Safety and Homeland Security.",0
S1504,193rd,"An Act relative to seatbelts on school buses
SECTION 1. Section 7B of chapter 90 of the general laws, as appearing in the 2020 official edition, is hereby amended by adding after criteria (18) the following:- ""(19) Every ...","By Mr. DiDomenico, a petition (accompanied by bill, Senate, No. 1504) of Sal N. DiDomenico for legislation relative to requirements for seatbelts on school buses.  Public Safety and Homeland Security.",0
H1504,193rd,"An Act to further protect children
SECTION 1.	Chapter 269 of the General Laws is hereby amended by adding the following new section:

Section 20: 	A parent, legal guardian or caretaker who willfully fails to ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1504) of Colleen M. Garry relative to the reporting of missing children.  The Judiciary.",0
H1505,193rd,"An Act relative to the concealment of the death of children and the penalties for the sale or purchase of minor children
SECTION 1. Chapter 272 of the General Laws, as so appearing, is hereby amended by striking out Section 22 and inserting in place thereof the following:â€” Section 22 ...","By Representative Garry of Dracut, a petition (accompanied by bill, House, No. 1505) of Colleen M. Garry relative to the concealment of the death of children and the penalties for the sale or purchase of minor children.  The Judiciary.",0
