bill_number,session,chamber,action_date,action,journal_page,order
LR0137,2023_2024,Unicameral,2023-05-09,Date of introduction,1437,1
LR0138,2023_2024,Unicameral,2023-08-09,"Notice of hearing for September 25, 2023",0,6
LR0138,2023_2024,Unicameral,2023-08-09,"Notice of hearing for September 25, 2023 (cancel)",0,5
LR0138,2023_2024,Unicameral,2023-08-09,"Notice of hearing for September 25, 2023",0,4
LR0138,2023_2024,Unicameral,2023-05-23,Referred to Urban Affairs Committee,1672,3
LR0138,2023_2024,Unicameral,2023-05-10,Referred to Executive Board,1447,2
LR0138,2023_2024,Unicameral,2023-05-10,Date of introduction,1446,1
LR0139,2023_2024,Unicameral,2023-08-02,"Notice of hearing for September 26, 2023",0,4
LR0139,2023_2024,Unicameral,2023-05-23,Referred to Urban Affairs Committee,1672,3
LR0139,2023_2024,Unicameral,2023-05-10,Referred to Executive Board,1447,2
LR0139,2023_2024,Unicameral,2023-05-10,Date of introduction,1447,1
LR0140,2023_2024,Unicameral,2023-05-23,Referred to Urban Affairs Committee,1672,3
LR0140,2023_2024,Unicameral,2023-05-10,Referred to Executive Board,1447,2
LR0140,2023_2024,Unicameral,2023-05-10,Date of introduction,1447,1
LR0141,2023_2024,Unicameral,2023-08-09,"Notice of hearing for September 25, 2023",0,6
LR0141,2023_2024,Unicameral,2023-08-09,"Notice of hearing for September 25, 2023 (cancel)",0,5
LR0141,2023_2024,Unicameral,2023-08-09,"Notice of hearing for September 25, 2023",0,4
LR0141,2023_2024,Unicameral,2023-05-23,Referred to Urban Affairs Committee,1672,3
LR0141,2023_2024,Unicameral,2023-05-10,Referred to Executive Board,1448,2
LR0141,2023_2024,Unicameral,2023-05-10,Date of introduction,1447,1
LR0142,2023_2024,Unicameral,2023-08-25,"Notice of hearing for September 29, 2023",0,4
LR0142,2023_2024,Unicameral,2023-05-23,"Referred to Government, Military and Veterans Affairs Committee",1672,3
LR0142,2023_2024,Unicameral,2023-05-10,Referred to Executive Board,1455,2
LR0142,2023_2024,Unicameral,2023-05-10,Date of introduction,1454,1
LR0143,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1672,4
LR0143,2023_2024,Unicameral,2023-05-17,DeBoer name added,1565,3
LR0143,2023_2024,Unicameral,2023-05-10,Referred to Executive Board,1462,2
LR0143,2023_2024,Unicameral,2023-05-10,Date of introduction,1461,1
LR0144,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0144,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1467,2
LR0144,2023_2024,Unicameral,2023-05-11,Date of introduction,1466,1
LR0145,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0145,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1467,2
LR0145,2023_2024,Unicameral,2023-05-11,Date of introduction,1467,1
LR0146,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,6
LR0146,2023_2024,Unicameral,2024-02-13,"Notice of hearing for February 21, 2024",681,5
LR0146,2023_2024,Unicameral,2024-01-03,Title printed. Carryover resolution,137,4
LR0146,2023_2024,Unicameral,2023-05-17,"Referred to Government, Military and Veterans Affairs Committee",1537,3
LR0146,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1469,2
LR0146,2023_2024,Unicameral,2023-05-11,Date of introduction,1467,1
LR0147,2023_2024,Unicameral,2023-07-20,"Notice of hearing for July 31, 2023",0,4
LR0147,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0147,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1469,2
LR0147,2023_2024,Unicameral,2023-05-11,Date of introduction,1469,1
LR0148,2023_2024,Unicameral,2023-07-20,"Notice of hearing for July 31, 2023",0,4
LR0148,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0148,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1470,2
LR0148,2023_2024,Unicameral,2023-05-11,Date of introduction,1469,1
LR0149,2023_2024,Unicameral,2023-07-20,"Notice of hearing for July 31, 2023",0,4
LR0149,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0149,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1470,2
LR0149,2023_2024,Unicameral,2023-05-11,Date of introduction,1470,1
LR0150,2023_2024,Unicameral,2023-11-13,"Notice of hearing for December 06, 2023",0,4
LR0150,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1672,3
LR0150,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1473,2
LR0150,2023_2024,Unicameral,2023-05-11,Date of introduction,1472,1
LR0151,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 11, 2023",0,4
LR0151,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1672,3
LR0151,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1474,2
LR0151,2023_2024,Unicameral,2023-05-11,Date of introduction,1473,1
LR0152,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0152,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1476,2
LR0152,2023_2024,Unicameral,2023-05-11,Date of introduction,1475,1
LR0153,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1672,3
LR0153,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1478,2
LR0153,2023_2024,Unicameral,2023-05-11,Date of introduction,1477,1
LR0154,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 25, 2023",0,4
LR0154,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1672,3
LR0154,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1479,2
LR0154,2023_2024,Unicameral,2023-05-11,Date of introduction,1478,1
LR0155,2023_2024,Unicameral,2023-05-23,Referred to Revenue Committee,1672,3
LR0155,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1480,2
LR0155,2023_2024,Unicameral,2023-05-11,Date of introduction,1479,1
LR0156,2023_2024,Unicameral,2023-08-25,"Notice of hearing for September 29, 2023",0,5
LR0156,2023_2024,Unicameral,2023-05-23,"Referred to Government, Military and Veterans Affairs Committee",1672,4
LR0156,2023_2024,Unicameral,2023-05-17,DeBoer name added,1565,3
LR0156,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1480,2
LR0156,2023_2024,Unicameral,2023-05-11,Date of introduction,1480,1
LR0157,2023_2024,Unicameral,2023-11-07,"Notice of hearing for December 07, 2023",0,4
LR0157,2023_2024,Unicameral,2023-05-23,Referred to Nebraska Retirement Systems Committee,1672,3
LR0157,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1481,2
LR0157,2023_2024,Unicameral,2023-05-11,Date of introduction,1480,1
LR0158,2023_2024,Unicameral,2023-11-07,"Notice of hearing for December 06, 2023",0,4
LR0158,2023_2024,Unicameral,2023-05-23,Referred to Nebraska Retirement Systems Committee,1672,3
LR0158,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1481,2
LR0158,2023_2024,Unicameral,2023-05-11,Date of introduction,1481,1
LR0159,2023_2024,Unicameral,2023-05-23,Referred to Nebraska Retirement Systems Committee,1672,3
LR0159,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1482,2
LR0159,2023_2024,Unicameral,2023-05-11,Date of introduction,1481,1
LR0160,2023_2024,Unicameral,2023-05-23,Referred to Nebraska Retirement Systems Committee,1672,3
LR0160,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1482,2
LR0160,2023_2024,Unicameral,2023-05-11,Date of introduction,1482,1
LR0161,2023_2024,Unicameral,2023-11-07,"Notice of hearing for November 09, 2023",0,4
LR0161,2023_2024,Unicameral,2023-05-23,Referred to Nebraska Retirement Systems Committee,1672,3
LR0161,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1483,2
LR0161,2023_2024,Unicameral,2023-05-11,Date of introduction,1482,1
LR0162,2023_2024,Unicameral,2023-05-23,Referred to Natural Resources Committee,1672,3
LR0162,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1484,2
LR0162,2023_2024,Unicameral,2023-05-11,Date of introduction,1483,1
LR0163,2023_2024,Unicameral,2023-05-23,Referred to Natural Resources Committee,1672,3
LR0163,2023_2024,Unicameral,2023-05-11,Referred to Executive Board,1485,2
LR0163,2023_2024,Unicameral,2023-05-11,Date of introduction,1484,1
LR0164,2023_2024,Unicameral,2023-05-23,Referred to Executive Board,1672,3
LR0164,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1489,2
LR0164,2023_2024,Unicameral,2023-05-16,Date of introduction,1488,1
LR0165,2023_2024,Unicameral,2023-05-24,President/Speaker signed,1698,5
LR0165,2023_2024,Unicameral,2023-05-24,Adopted,1698,4
LR0165,2023_2024,Unicameral,2023-05-17,DeKay name added,1565,3
LR0165,2023_2024,Unicameral,2023-05-16,Laid over,1492,2
LR0165,2023_2024,Unicameral,2023-05-16,Date of introduction,1491,1
LR0166,2023_2024,Unicameral,2023-11-16,"Notice of hearing for November 28, 2023",0,6
LR0166,2023_2024,Unicameral,2023-11-16,"Notice of hearing for November 28, 2023 (cancel)",0,5
LR0166,2023_2024,Unicameral,2023-10-26,"Notice of hearing for November 28, 2023",0,4
LR0166,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0166,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1492,2
LR0166,2023_2024,Unicameral,2023-05-16,Date of introduction,1492,1
LR0167,2023_2024,Unicameral,2023-10-05,"Notice of hearing for October 27, 2023",0,4
LR0167,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1672,3
LR0167,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1493,2
LR0167,2023_2024,Unicameral,2023-05-16,Date of introduction,1492,1
LR0168,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1672,3
LR0168,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1494,2
LR0168,2023_2024,Unicameral,2023-05-16,Date of introduction,1493,1
LR0169,2023_2024,Unicameral,2023-10-05,"Notice of hearing for October 27, 2023",0,4
LR0169,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1672,3
LR0169,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1495,2
LR0169,2023_2024,Unicameral,2023-05-16,Date of introduction,1494,1
LR0170,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1672,3
LR0170,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1496,2
LR0170,2023_2024,Unicameral,2023-05-16,Date of introduction,1495,1
LR0171,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 25, 2023",0,4
LR0171,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1672,3
LR0171,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1496,2
LR0171,2023_2024,Unicameral,2023-05-16,Date of introduction,1496,1
LR0172,2023_2024,Unicameral,2023-05-23,Referred to Transportation and Telecommunications Committee,1672,3
LR0172,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1497,2
LR0172,2023_2024,Unicameral,2023-05-16,Date of introduction,1496,1
LR0173,2023_2024,Unicameral,2023-05-24,President/Speaker signed,1698,4
LR0173,2023_2024,Unicameral,2023-05-24,Adopted,1698,3
LR0173,2023_2024,Unicameral,2023-05-16,Laid over,1497,2
LR0173,2023_2024,Unicameral,2023-05-16,Date of introduction,1497,1
LR0174,2023_2024,Unicameral,2023-05-23,Referred to Business and Labor Committee,1672,3
LR0174,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1498,2
LR0174,2023_2024,Unicameral,2023-05-16,Date of introduction,1497,1
LR0175,2023_2024,Unicameral,2023-05-23,"Referred to Banking, Commerce and Insurance Committee",1672,3
LR0175,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1499,2
LR0175,2023_2024,Unicameral,2023-05-16,Date of introduction,1499,1
LR0176,2023_2024,Unicameral,2023-05-23,Referred to Agriculture Committee,1672,3
LR0176,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1500,2
LR0176,2023_2024,Unicameral,2023-05-16,Date of introduction,1499,1
LR0177,2023_2024,Unicameral,2023-05-24,President/Speaker signed,1698,4
LR0177,2023_2024,Unicameral,2023-05-24,Adopted,1698,3
LR0177,2023_2024,Unicameral,2023-05-16,Laid over,1501,2
LR0177,2023_2024,Unicameral,2023-05-16,Date of introduction,1500,1
LR0178,2023_2024,Unicameral,2023-10-24,"Notice of hearing for October 27, 2023",0,5
LR0178,2023_2024,Unicameral,2023-06-01,Executive Board Report,1869,4
LR0178,2023_2024,Unicameral,2023-05-23,Referred to Executive Board,1672,3
LR0178,2023_2024,Unicameral,2023-05-16,Referred to Executive Board,1510,2
LR0178,2023_2024,Unicameral,2023-05-16,Date of introduction,1509,1
LR0179,2023_2024,Unicameral,2023-05-23,Referred to Executive Board,1672,3
LR0179,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1525,2
LR0179,2023_2024,Unicameral,2023-05-17,Date of introduction,1524,1
LR0180,2023_2024,Unicameral,2023-05-23,"Referred to Banking, Commerce and Insurance Committee",1672,3
LR0180,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1525,2
LR0180,2023_2024,Unicameral,2023-05-17,Date of introduction,1525,1
LR0181,2023_2024,Unicameral,2023-05-23,"Referred to Banking, Commerce and Insurance Committee",1672,3
LR0181,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1526,2
LR0181,2023_2024,Unicameral,2023-05-17,Date of introduction,1525,1
LR0182,2023_2024,Unicameral,2023-10-05,"Notice of hearing for October 27, 2023",0,4
LR0182,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1672,3
LR0182,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1527,2
LR0182,2023_2024,Unicameral,2023-05-17,Date of introduction,1526,1
LR0183,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1673,3
LR0183,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1527,2
LR0183,2023_2024,Unicameral,2023-05-17,Date of introduction,1527,1
LR0184,2023_2024,Unicameral,2023-09-21,"Notice of hearing for December 06, 2023",0,4
LR0184,2023_2024,Unicameral,2023-05-23,Referred to Transportation and Telecommunications Committee,1673,3
LR0184,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1528,2
LR0184,2023_2024,Unicameral,2023-05-17,Date of introduction,1528,1
LR0185,2023_2024,Unicameral,2023-05-23,Referred to Transportation and Telecommunications Committee,1673,3
LR0185,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1529,2
LR0185,2023_2024,Unicameral,2023-05-17,Date of introduction,1528,1
LR0186,2023_2024,Unicameral,2023-05-23,Referred to Revenue Committee,1673,3
LR0186,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1529,2
LR0186,2023_2024,Unicameral,2023-05-17,Date of introduction,1529,1
LR0187,2023_2024,Unicameral,2023-05-24,President/Speaker signed,1698,4
LR0187,2023_2024,Unicameral,2023-05-24,Adopted,1698,3
LR0187,2023_2024,Unicameral,2023-05-17,Laid over,1530,2
LR0187,2023_2024,Unicameral,2023-05-17,Date of introduction,1529,1
LR0188,2023_2024,Unicameral,2023-05-23,Referred to Executive Board,1673,3
LR0188,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1531,2
LR0188,2023_2024,Unicameral,2023-05-17,Date of introduction,1530,1
LR0189,2023_2024,Unicameral,2023-05-23,Referred to Urban Affairs Committee,1673,3
LR0189,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1531,2
LR0189,2023_2024,Unicameral,2023-05-17,Date of introduction,1531,1
LR0190,2023_2024,Unicameral,2023-08-29,"Notice of hearing for September 20, 2023",0,4
LR0190,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0190,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1532,2
LR0190,2023_2024,Unicameral,2023-05-17,Date of introduction,1532,1
LR0191,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 11, 2023",0,4
LR0191,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0191,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1536,2
LR0191,2023_2024,Unicameral,2023-05-17,Date of introduction,1535,1
LR0192,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1673,3
LR0192,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1537,2
LR0192,2023_2024,Unicameral,2023-05-17,Date of introduction,1536,1
LR0193,2023_2024,Unicameral,2023-05-23,Referred to Business and Labor Committee,1673,3
LR0193,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1540,2
LR0193,2023_2024,Unicameral,2023-05-17,Date of introduction,1539,1
LR0194,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0194,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1541,2
LR0194,2023_2024,Unicameral,2023-05-17,Date of introduction,1540,1
LR0195,2023_2024,Unicameral,2023-05-23,Referred to Transportation and Telecommunications Committee,1673,3
LR0195,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1542,2
LR0195,2023_2024,Unicameral,2023-05-17,Date of introduction,1541,1
LR0196,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 11, 2023",0,4
LR0196,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0196,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1542,2
LR0196,2023_2024,Unicameral,2023-05-17,Date of introduction,1542,1
LR0197,2023_2024,Unicameral,2023-05-23,"Referred to Banking, Commerce and Insurance Committee",1673,3
LR0197,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1543,2
LR0197,2023_2024,Unicameral,2023-05-17,Date of introduction,1542,1
LR0198,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1673,3
LR0198,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1544,2
LR0198,2023_2024,Unicameral,2023-05-17,Date of introduction,1543,1
LR0199,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 11, 2023",0,4
LR0199,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0199,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1545,2
LR0199,2023_2024,Unicameral,2023-05-17,Date of introduction,1544,1
LR0200,2023_2024,Unicameral,2023-10-05,"Notice of hearing for October 20, 2023",0,4
LR0200,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1673,3
LR0200,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1546,2
LR0200,2023_2024,Unicameral,2023-05-17,Date of introduction,1546,1
LR0201,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0201,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1547,2
LR0201,2023_2024,Unicameral,2023-05-17,Date of introduction,1546,1
LR0202,2023_2024,Unicameral,2023-08-29,"Notice of hearing for September 20, 2023",0,4
LR0202,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0202,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1548,2
LR0202,2023_2024,Unicameral,2023-05-17,Date of introduction,1547,1
LR0203,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 25, 2023",0,4
LR0203,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0203,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1549,2
LR0203,2023_2024,Unicameral,2023-05-17,Date of introduction,1548,1
LR0204,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0204,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1553,2
LR0204,2023_2024,Unicameral,2023-05-17,Date of introduction,1552,1
LR0205,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0205,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1554,2
LR0205,2023_2024,Unicameral,2023-05-17,Date of introduction,1553,1
LR0206,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1673,3
LR0206,2023_2024,Unicameral,2023-05-17,Referred to Executive Board,1558,2
LR0206,2023_2024,Unicameral,2023-05-17,Date of introduction,1557,1
LR0207,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0207,2023_2024,Unicameral,2023-05-17,Referred to the Executive Board,1559,2
LR0207,2023_2024,Unicameral,2023-05-17,Date of introduction,1558,1
LR0208,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1673,3
LR0208,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1568,2
LR0208,2023_2024,Unicameral,2023-05-18,Date of introduction,1567,1
LR0209,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0209,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1570,2
LR0209,2023_2024,Unicameral,2023-05-18,Date of introduction,1569,1
LR0210,2023_2024,Unicameral,2023-05-23,Referred to Business and Labor Committee,1673,3
LR0210,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1570,2
LR0210,2023_2024,Unicameral,2023-05-18,Date of introduction,1570,1
LR0211,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0211,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1571,2
LR0211,2023_2024,Unicameral,2023-05-18,Date of introduction,1570,1
LR0212,2023_2024,Unicameral,2023-05-23,Referred to Agriculture Committee,1673,3
LR0212,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1571,2
LR0212,2023_2024,Unicameral,2023-05-18,Date of introduction,1571,1
LR0213,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0213,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1576,2
LR0213,2023_2024,Unicameral,2023-05-18,Date of introduction,1575,1
LR0214,2023_2024,Unicameral,2023-05-23,Referred to Transportation and Telecommunications Committee,1673,3
LR0214,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1576,2
LR0214,2023_2024,Unicameral,2023-05-18,Date of introduction,1576,1
LR0215,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0215,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1577,2
LR0215,2023_2024,Unicameral,2023-05-18,Date of introduction,1576,1
LR0216,2023_2024,Unicameral,2023-05-23,Referred to Natural Resources Committee,1673,3
LR0216,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1578,2
LR0216,2023_2024,Unicameral,2023-05-18,Date of introduction,1577,1
LR0217,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0217,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1578,2
LR0217,2023_2024,Unicameral,2023-05-18,Date of introduction,1578,1
LR0218,2023_2024,Unicameral,2023-05-23,Referred to Appropriations Committee,1673,3
LR0218,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1579,2
LR0218,2023_2024,Unicameral,2023-05-18,Date of introduction,1578,1
LR0219,2023_2024,Unicameral,2023-05-23,Referred to Agriculture Committee,1673,3
LR0219,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1579,2
LR0219,2023_2024,Unicameral,2023-05-18,Date of introduction,1579,1
LR0220,2023_2024,Unicameral,2023-09-21,"Notice of hearing for December 01, 2023",0,4
LR0220,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1673,3
LR0220,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1580,2
LR0220,2023_2024,Unicameral,2023-05-18,Date of introduction,1579,1
LR0221,2023_2024,Unicameral,2023-07-26,"Notice of hearing for September 22, 2023",0,4
LR0221,2023_2024,Unicameral,2023-05-23,"Referred to Government, Military and Veterans Affairs Committee",1673,3
LR0221,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1580,2
LR0221,2023_2024,Unicameral,2023-05-18,Date of introduction,1580,1
LR0222,2023_2024,Unicameral,2023-07-26,"Notice of hearing for September 22, 2023",0,4
LR0222,2023_2024,Unicameral,2023-05-23,"Referred to Government, Military and Veterans Affairs Committee",1673,3
LR0222,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1581,2
LR0222,2023_2024,Unicameral,2023-05-18,Date of introduction,1580,1
LR0223,2023_2024,Unicameral,2023-07-26,"Notice of hearing for September 22, 2023",0,4
LR0223,2023_2024,Unicameral,2023-05-23,"Referred to Government, Military and Veterans Affairs Committee",1673,3
LR0223,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1582,2
LR0223,2023_2024,Unicameral,2023-05-18,Date of introduction,1581,1
LR0224,2023_2024,Unicameral,2023-05-23,Referred to Natural Resources Committee,1673,3
LR0224,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1582,2
LR0224,2023_2024,Unicameral,2023-05-18,Date of introduction,1582,1
LR0225,2023_2024,Unicameral,2023-05-23,Referred to Business and Labor Committee,1673,3
LR0225,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1583,2
LR0225,2023_2024,Unicameral,2023-05-18,Date of introduction,1582,1
LR0226,2023_2024,Unicameral,2023-09-29,"Notice of hearing for October 25, 2023 (cancel)",0,5
LR0226,2023_2024,Unicameral,2023-09-19,"Notice of hearing for October 25, 2023",0,4
LR0226,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0226,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1584,2
LR0226,2023_2024,Unicameral,2023-05-18,Date of introduction,1583,1
LR0227,2023_2024,Unicameral,2023-05-23,Referred to Transportation and Telecommunications Committee,1673,3
LR0227,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1584,2
LR0227,2023_2024,Unicameral,2023-05-18,Date of introduction,1584,1
LR0228,2023_2024,Unicameral,2023-11-22,"Notice of hearing for November 28, 2023 (cancel)",0,7
LR0228,2023_2024,Unicameral,2023-11-16,"Notice of hearing for November 28, 2023",0,6
LR0228,2023_2024,Unicameral,2023-11-16,"Notice of hearing for November 28, 2023 (cancel)",0,5
LR0228,2023_2024,Unicameral,2023-10-26,"Notice of hearing for November 28, 2023",0,4
LR0228,2023_2024,Unicameral,2023-05-23,Referred to Education Committee,1673,3
LR0228,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1585,2
LR0228,2023_2024,Unicameral,2023-05-18,Date of introduction,1584,1
LR0229,2023_2024,Unicameral,2023-11-13,"Notice of hearing for December 06, 2023",0,6
LR0229,2023_2024,Unicameral,2023-06-01,DeBoer name added,1868,5
LR0229,2023_2024,Unicameral,2023-05-31,von Gillern name added,1850,4
LR0229,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0229,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1585,2
LR0229,2023_2024,Unicameral,2023-05-18,Date of introduction,1585,1
LR0230,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0230,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1586,2
LR0230,2023_2024,Unicameral,2023-05-18,Date of introduction,1585,1
LR0231,2023_2024,Unicameral,2023-05-23,Referred to Judiciary Committee,1673,3
LR0231,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1586,2
LR0231,2023_2024,Unicameral,2023-05-18,Date of introduction,1586,1
LR0232,2023_2024,Unicameral,2023-08-29,"Notice of hearing for September 20, 2023",0,4
LR0232,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1673,3
LR0232,2023_2024,Unicameral,2023-05-18,Referred to Executive Board,1586,2
LR0232,2023_2024,Unicameral,2023-05-18,Date of introduction,1586,1
LR0233,2023_2024,Unicameral,2023-08-29,"Notice of hearing for September 20, 2023",0,4
LR0233,2023_2024,Unicameral,2023-05-23,Referred to Health and Human Services Committee,1674,3
