bill_number,session,chamber,action_date,action,journal_page,order
H3045,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 49,4
H3046,2023-2024,House,2022-12-08,Prefiled,,1
H3046,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3046,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 50,3
H3046,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 50,4
H3047,2023-2024,House,2022-12-08,Prefiled,,1
H3047,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3047,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 50,3
H3047,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 50,4
H3048,2023-2024,House,2022-12-08,Prefiled,,1
H3048,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3048,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 51,3
H3048,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 51,4
H3049,2023-2024,House,2022-12-08,Prefiled,,1
H3049,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3049,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 51,3
H3049,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 51,4
H3050,2023-2024,House,2022-12-08,Prefiled,,1
H3050,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3050,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 51,3
H3050,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 51,4
H3051,2023-2024,House,2022-12-08,Prefiled,,1
H3051,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3051,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 51,3
H3051,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 51,4
H3052,2023-2024,House,2022-12-08,Prefiled,,1
H3052,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3052,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 52,3
H3052,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 52,4
H3092,2023-2024,House,2022-12-08,Prefiled,,1
H3092,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3092,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 63,3
H3092,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 63,4
H3092,2023-2024,,2023-01-31,Scrivener's error corrected,,5
H3093,2023-2024,House,2022-12-08,Prefiled,,1
H3093,2023-2024,House,2022-12-08,"Referred to Committee on Medical, Military, Public and Municipal Affairs",,2
H3093,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 63,3
H3093,2023-2024,House,2023-01-10,"Referred to Committee on Medical, Military, Public and Municipal Affairs",House Journal-page 63,4
H3094,2023-2024,House,2022-12-08,Prefiled,,1
H3094,2023-2024,House,2022-12-08,Referred to Committee on Ways and Means,,2
H3094,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 63,3
H3094,2023-2024,House,2023-01-10,Referred to Committee on Ways and Means,House Journal-page 63,4
H3095,2023-2024,House,2022-12-08,Prefiled,,1
H3095,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3095,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 63,3
H3095,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 63,4
H3095,2023-2024,,2023-01-31,Scrivener's error corrected,,5
H3135,2023-2024,House,2022-12-08,Prefiled,,1
H3135,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3135,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 74,3
H3135,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 74,4
H3144,2023-2024,House,2022-12-08,Prefiled,,1
H3144,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3144,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 75,3
H3144,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 75,4
H3145,2023-2024,House,2022-12-08,Prefiled,,1
H3145,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3145,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 75,3
H3145,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 75,4
H3146,2023-2024,House,2022-12-08,Prefiled,,1
H3146,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3146,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 76,3
H3146,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 76,4
H3158,2023-2024,House,2022-12-08,Prefiled,,1
H3158,2023-2024,House,2022-12-08,"Referred to Committee on Labor, Commerce and Industry",,2
H3158,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 80,3
H3158,2023-2024,House,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 80,4
H3180,2023-2024,House,2022-12-08,Prefiled,,1
H3180,2023-2024,House,2022-12-08,"Referred to Committee on Labor, Commerce and Industry",,2
H3180,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 87,3
H3180,2023-2024,House,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 87,4
H3180,2023-2024,House,2024-03-06,Member(s) request name added as sponsor: Taylor,,5
H3180,2023-2024,House,2024-03-27,"Committee report: Favorable with amendment Labor, Commerce and Industry",House Journal-page 2,6
H3180,2023-2024,House,2024-03-28,Amended,House Journal-page 24,7
H3180,2023-2024,House,2024-03-28,Member(s) request name removed as sponsor: Taylor,,8
H3180,2023-2024,House,2024-04-09,Read second time,House Journal-page 40,9
H3180,2023-2024,House,2024-04-09,Roll call Yeas-99  Nays-0 (House Journal-page 42),,10
H3180,2023-2024,House,2024-04-10,Read third time and sent to Senate,House Journal-page 11,11
H3180,2023-2024,Senate,2024-04-10,Introduced and read first time,Senate Journal-page 2,12
H3180,2023-2024,Senate,2024-04-10,Referred to Committee on Judiciary,Senate Journal-page 2,13
H3181,2023-2024,House,2022-12-08,Prefiled,,1
H3181,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3181,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 87,3
H3181,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 87,4
H3182,2023-2024,House,2022-12-08,Prefiled,,1
H3182,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3182,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 88,3
H3182,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 88,4
H3226,2023-2024,House,2022-12-08,Prefiled,,1
H3226,2023-2024,House,2022-12-08,"Referred to Committee on Medical, Military, Public and Municipal Affairs",,2
H3226,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 99,3
H3226,2023-2024,House,2023-01-10,"Referred to Committee on Medical, Military, Public and Municipal Affairs",House Journal-page 99,4
H3226,2023-2024,House,2023-01-12,Member(s) request name removed as sponsor: Kilmartin,,5
H3227,2023-2024,House,2022-12-08,Prefiled,,1
H3227,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3227,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 100,3
H3227,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 100,4
H3227,2023-2024,House,2023-02-28,"Member(s) request name added as sponsor: Crawford, Gagnon",,5
H3227,2023-2024,House,2024-03-27,Member(s) request name added as sponsor: Mitchell,,6
H3227,2023-2024,House,2024-03-27,Committee report: Favorable Judiciary,House Journal-page 6,7
H3227,2023-2024,House,2024-03-28,"Member(s) request name added as sponsor: Taylor, Guffey, O'Neal, Pope, Felder, Ligon",,8
H3227,2023-2024,House,2024-03-28,Read second time,House Journal-page 42,9
H3227,2023-2024,House,2024-03-28,Roll call Yeas-111  Nays-0 (House Journal-page 43),,10
H3227,2023-2024,House,2024-03-28,Unanimous consent for third reading on next legislative day,House Journal-page 44,11
H3227,2023-2024,House,2024-03-29,Read third time and sent to Senate,House Journal-page 4,12
H3227,2023-2024,Senate,2024-04-02,Introduced and read first time,Senate Journal-page 10,13
H3227,2023-2024,Senate,2024-04-02,Referred to Committee on Judiciary,Senate Journal-page 10,14
H3228,2023-2024,House,2022-12-08,Prefiled,,1
H3228,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3228,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 100,3
H3228,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 100,4
H3229,2023-2024,House,2022-12-08,Prefiled,,1
H3229,2023-2024,House,2022-12-08,"Referred to Committee on Labor, Commerce and Industry",,2
H3229,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 100,3
H3229,2023-2024,House,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 100,4
H3230,2023-2024,House,2022-12-08,Prefiled,,1
H3230,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3230,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 101,3
H3230,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 101,4
H3274,2023-2024,House,2022-12-08,Prefiled,,1
H3274,2023-2024,House,2022-12-08,"Referred to Committee on Labor, Commerce and Industry",,2
H3274,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 116,3
H3274,2023-2024,House,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 116,4
H3275,2023-2024,House,2022-12-08,Prefiled,,1
H3275,2023-2024,House,2022-12-08,"Referred to Committee on Labor, Commerce and Industry",,2
H3275,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 116,3
H3275,2023-2024,House,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 116,4
H3276,2023-2024,House,2022-12-08,Prefiled,,1
H3276,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3276,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 116,3
H3276,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 116,4
H3328,2023-2024,House,2022-12-08,Prefiled,,1
H3328,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3328,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 135,3
H3328,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 135,4
H3329,2023-2024,House,2022-12-08,Prefiled,,1
H3329,2023-2024,House,2022-12-08,"Referred to Committee on Medical, Military, Public and Municipal Affairs",,2
H3329,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 135,3
H3329,2023-2024,House,2023-01-10,"Referred to Committee on Medical, Military, Public and Municipal Affairs",House Journal-page 135,4
H3330,2023-2024,House,2022-12-08,Prefiled,,1
H3330,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3330,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 136,3
H3330,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 136,4
H3331,2023-2024,House,2022-12-08,Prefiled,,1
H3331,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3331,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 137,3
H3331,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 137,4
H3332,2023-2024,House,2022-12-08,Prefiled,,1
H3332,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3332,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 137,3
H3332,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 137,4
H3333,2023-2024,House,2022-12-08,Prefiled,,1
H3333,2023-2024,House,2022-12-08,Referred to Committee on Ways and Means,,2
H3333,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 137,3
H3333,2023-2024,House,2023-01-10,Referred to Committee on Ways and Means,House Journal-page 137,4
H3362,2023-2024,House,2022-12-08,Prefiled,,1
H3362,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3362,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 148,3
H3362,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 148,4
H3364,2023-2024,House,2022-12-08,Prefiled,,1
H3364,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3364,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 149,3
H3364,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 149,4
H3365,2023-2024,House,2022-12-08,Prefiled,,1
H3365,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3365,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 149,3
H3365,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 149,4
H3366,2023-2024,House,2022-12-08,Prefiled,,1
H3366,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3366,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 149,3
H3366,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 149,4
H3367,2023-2024,House,2022-12-08,Prefiled,,1
H3367,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3367,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 150,3
H3367,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 150,4
H3368,2023-2024,House,2022-12-08,Prefiled,,1
H3368,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3368,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 150,3
H3368,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 150,4
H3369,2023-2024,House,2022-12-08,Prefiled,,1
H3369,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3369,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 150,3
H3369,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 150,4
H3370,2023-2024,House,2022-12-08,Prefiled,,1
H3370,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3370,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 150,3
H3370,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 150,4
H3371,2023-2024,House,2022-12-08,Prefiled,,1
H3371,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3371,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 150,3
H3371,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 150,4
H3372,2023-2024,House,2022-12-08,Prefiled,,1
H3372,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3372,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 151,3
H3372,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 151,4
H3373,2023-2024,House,2022-12-08,Prefiled,,1
H3373,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3373,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 151,3
H3373,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 151,4
H3374,2023-2024,House,2022-12-08,Prefiled,,1
H3374,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3374,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 151,3
H3374,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 151,4
H3375,2023-2024,House,2022-12-08,Prefiled,,1
H3375,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3375,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 152,3
