Date,State,Bill No,Title,Action
"March 2, 2023",WY,SF 133,Requires Transgender Student Athletes Play Against Those of Their Biological Sex,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (27 - 3)"
"March 2, 2023",WY,SF 151,Prohibits Certain Actions By Pharmacy Benefits Managers,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (19 - 11)"
"March 2, 2023",WY,SF 109,Prohibits Chemical Abortions,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (26 - 4)"
"March 1, 2023",WY,SF 94,Authorizes the Federal Indian Child Welfare Act,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (22 - 7)"
"March 1, 2023",WY,SF 174,Establishes a State Charter School Review Board,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (20 - 11)"
"March 1, 2023",WY,SF 146,Appropriates State Funding for Various New Construction Projects,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (18 - 13)"
"March 1, 2023",WY,SF 94,Authorizes the Federal Indian Child Welfare Act,"Bill Passed
                           - House
                      

                      
                          (39 - 21)"
"March 1, 2023",WY,SF 151,Prohibits Certain Actions By Pharmacy Benefits Managers,"Bill Passed
                           - House
                      

                      
                          (40 - 21)"
"March 1, 2023",WY,SF 133,Requires Transgender Student Athletes Play Against Those of Their Biological Sex,"Bill Passed
                           - House
                      

                      
                          (51 - 10)"
"March 1, 2023",WY,HB 152,Expands Abortion Restrictions,"Bill Passed
                           - Senate
                      

                      
                          (25 - 5)"
"March 1, 2023",WY,SF 127,Authorizes a State Digital Currency,"Bill Passed
                           - House
                      

                      
                          (36 - 25)"
"March 1, 2023",WY,HB 4,Extends Postpartum Medicaid Coverage from 2 to 12 Months,"Bill Passed
                           - Senate
                      

                      
                          (16 - 14)"
"Feb. 28, 2023",WY,SF 131,Prohibits the Distribution of Unsolicited Absentee Ballot Forms,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (20 - 10)"
"Feb. 28, 2023",WY,SF 146,Appropriates State Funding for Various New Construction Projects,"Bill Passed
                           - House
                      

                      
                          (38 - 24)"
"Feb. 28, 2023",WY,SF 131,Prohibits the Distribution of Unsolicited Absentee Ballot Forms,"Bill Passed
                           - House
                      

                      
                          (54 - 5)"
"Feb. 24, 2023",WY,HB 103,Specifies Process for Declaration or Change of Voter Party Affiliation,"Bill Passed
                           - Senate
                      

                      
                          (19 - 11)"
"Feb. 15, 2023",WY,HB 86,Prohibits Forced Disclosure of Private Digital Keys,"Concurrence Vote Passed
                           - House
                      

                      
                          (41 - 13)"
"Feb. 8, 2023",WY,HB 152,Expands Abortion Restrictions,"Bill Passed
                           - House
                      

                      
                          (46 - 16)"
"Feb. 8, 2023",WY,HB 4,Extends Postpartum Medicaid Coverage from 2 to 12 Months,"Bill Passed
                           - House
                      

                      
                          (34 - 28)"
"Feb. 2, 2023",WY,HB 103,Specifies Process for Declaration or Change of Voter Party Affiliation,"Bill Passed
                           - House
                      

                      
                          (51 - 9)"
"Feb. 2, 2023",WY,SF 127,Authorizes a State Digital Currency,"Bill Passed
                           - Senate
                      

                      
                          (20 - 11)"
"Jan. 20, 2023",WY,HB 33,Establishes Competitive Public School Grants to Purchase Career and Technical Education Supplies,"Bill Passed
                           - House
                      

                      
                          (37 - 24)"
"Jan. 13, 2023",WY,SF 49,Amends State Anti-Bullying Laws,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
