"state","term","sponsor","legiscan_id","chamber","party","district","not_actually_in_chamber","notes"
"MO","2023_2024","Darrell Atchison","22383","H","R","HD-153",FALSE,"Served full term - included with LES=0"
"MO","2023_2024","Dean Plocher","17818","H","R","HD-089",FALSE,"Served full term - included with LES=0"
"MO","2023_2024","Ken Waller","24149","H","R","HD-114",FALSE,"Served full term - included with LES=0"
"MO","2023_2024","Rob Vescovo","16895","H","R","HD-112",TRUE,"Leak from prior term"
