bill_number,session_year,sponsors,sponsors_on_bill,title,lsr,local_gov,chapter_num,S_status,S_floor_date,S_comm,H_status,H_floor_date,H_comm,bill_url,hist_url,vote_url
HB258,2023,Diane Kelley (R),"SPONSORS:	Rep. D. Kelley, Hills. 32",(New Title) relative to animal chiropractors.,0239,N,None,INEXPEDIENT TO LEGISLATE,2023-05-11,Executive Departments and Administration,PASSED/ADOPTED WITH AMENDMENT,2023-03-16,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0239&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0239&sy=2023&sortoption=&txtsessionyear=2023,
HB259,2023,Nicholas Germana (D),"SPONSORS:	Rep. Germana, Ches. 1",relative to a study about making working at polling places on election day a civic responsibility and legal obligation for citizens.,0269,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0269&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0269&sy=2023&sortoption=&txtsessionyear=2023,
HB260-FN,2023,Jennifer Rhodes (R); Mike Bordes (R); Daniel Eaton (D),"SPONSORS:	Rep. Rhodes, Ches. 17; Rep. Bordes, Belk. 5; Rep. Eaton, Ches. 9",prohibiting the operation of motor vehicles by drivers with animals on their laps.,0268,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Transportation,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0268&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0268&sy=2023&sortoption=&txtsessionyear=2023,
HB262,2023,Jess Edwards (R); Leah Cushman (R),"SPONSORS:	Rep. Edwards, Rock. 31; Rep. Cushman, Hills. 28",relative to laboratory testing by licensed naturopaths,0230,N,0032,PASSED/ADOPTED,2023-04-13,Executive Departments and Administration,PASSED/ADOPTED,2023-02-22,"Health, Human Services and Elderly Affairs",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0230&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0230&sy=2023&sortoption=&txtsessionyear=2023,
HB263-FN,2023,Rebecca McWilliams (D); Ned Raynolds (D),"SPONSORS:	Rep. McWilliams, Merr. 30; Rep. Raynolds, Rock. 39",requiring notification to renewable energy customer-generators of issues related to renewable energy credits.,0274,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-16,"Science, Technology and Energy",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0274&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0274&sy=2023&sortoption=&txtsessionyear=2023,
HB265-L,2023,Anita Burroughs (D); Jim Maggiore (D); John MacDonald (R),"SPONSORS:	Rep. Burroughs, Carr. 2; Rep. Maggiore, Rock. 23; Rep. J. MacDonald, Carr. 6",relative to municipal property tax relief for installation of fire suppression systems.,0236,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-09,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0236&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0236&sy=2023&sortoption=&txtsessionyear=2023,
HB266,2023,Carol McGuire (R); Jeffrey Goley (D); Timothy Lang (R); Jordan Ulery (R); Sharon Carson (R),"SPONSORS:	Rep. C. McGuire, Merr. 27; Rep. Ulery, Hills. 13; Rep. Goley, Hills. 21; Sen. Carson, Dist 14; Sen. Lang, Dist 2",relative to notice and public access requirements for hybrid and virtual agency public comment hearings for rulemaking.,0225,N,0125,PASSED/ADOPTED,2023-05-11,Judiciary,PASSED/ADOPTED,2023-02-14,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0225&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0225&sy=2023&sortoption=&txtsessionyear=2023,
HB268-FN,2023,Douglas Trottier (R); Timothy Lang (R),"SPONSORS:	Rep. Trottier, Belk. 8; Sen. Lang, Dist 2","(New Title) relative to the furnishing of special number plates to the liquor commission, division of enforcement and licensing, and official cover plates for the house and senate clerks.",0255,N,0150,PASSED/ADOPTED WITH AMENDMENT,2023-04-13,Transportation,CONCURRED,2023-02-14,Transportation,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0255&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0255&sy=2023&sortoption=&txtsessionyear=2023,
HB269-FN,2023,Susan Porcelli (R); Brandon Phinney (R); Claudine Burnham (R); JD Bernardy (R); Tom Ploszaj (R); James Summers (R); Deb Hobson (R),"SPONSORS:	Rep. Porcelli, Rock. 19; Rep. Bernardy, Rock. 36; Rep. Hobson, Rock. 14; Rep. Phinney, Straf. 9; Rep. Ploszaj, Belk. 1; Rep. Burnham, Straf. 2; Rep. Summers, Rock. 20",relative to limiting the authority of New Hampshire delegates to policymaking conventions.,0276,N,None,INEXPEDIENT TO LEGISLATE,2023-05-18,Rules and Enrolled Bills,PASSED/ADOPTED WITH AMENDMENT,2023-04-06,State-Federal Relations and Veterans Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0276&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0276&sy=2023&sortoption=&txtsessionyear=2023,
HB271-FN,2023,Marjorie Smith (D),"SPONSORS:	Rep. M. Smith, Straf. 10",repealing the fetal life protection act.,0278,N,None,,,,DIED ON THE TABLE,2023-03-22,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0278&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0278&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0278&sy=2023&sortoption=&txtsessionyear=2023
HB273,2023,Eric Gallager (D); Ellen Read (D); Tony Caplan (D),"SPONSORS:	Rep. Gallager, Merr. 20; Rep. Read, Rock. 10; Rep. Caplan, Merr. 8",requiring composting and waste recycling to be made available to residents of public housing.,0182,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0182&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0182&sy=2023&sortoption=&txtsessionyear=2023,
HB275-L,2023,Rick Ladd (R); Alicia Lekas (R); Ruth Ward (R); Matthew Coulon (R); Julius Soti (R); Kevin Avard (R); Michael Moffett (R); Deb Hobson (R),"SPONSORS:	Rep. Ladd, Graf. 5; Rep. Coulon, Graf. 5; Rep. Moffett, Merr. 4; Rep. A. Lekas, Hills. 38; Rep. Soti, Rock. 35; Rep. Hobson, Rock. 14; Sen. Ward, Dist 8; Sen. Avard, Dist 12",relative to schools approved for a school tuition program by a school board.,0156,N,0185,CONFERENCE REPORT ADOPTED,2023-06-29,Education,CONFERENCE REPORT ADOPTED,2023-03-22,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0156&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0156&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0156&sy=2023&sortoption=&txtsessionyear=2023
HB277,2023,Ellen Read (D); Robin Vogt (D); James Roesener (D); Cam Kenney (D); Dan Hynes (I); Daniel Popovici-Muller (R); Cassandra  Levesque (D); Jodi Newell (D),"SPONSORS:	Rep. Read, Rock. 10; Rep. Kenney, Straf. 10; Rep. Levesque, Straf. 4; Rep. Vogt, Rock. 21; Rep. Hynes, Hills. 2; Rep. Newell, Ches. 4; Rep. Roesener, Merr. 22; Rep. Popovici-Muller, Rock. 17",relative to patients' right to sterilization treatment.,0028,N,None,,,,DIED ON THE TABLE,2023-03-22,"Health, Human Services and Elderly Affairs",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0028&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0028&sy=2023&sortoption=&txtsessionyear=2023,
HB278-FN,2023,Tracy Emerick (R),"SPONSORS:	Rep. Emerick, Rock. 29",(New Title) relative to retirement system employer reports.,0217,N,0063,PASSED/ADOPTED,2023-04-13,Executive Departments and Administration,PASSED/ADOPTED WITH AMENDMENT,2023-03-09,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0217&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0217&sy=2023&sortoption=&txtsessionyear=2023,
HB280-FN,2023,John Potucek (R); Leah Cushman (R); Michael Costable (R),"SPONSORS:	Rep. Potucek, Rock. 13; Rep. Cushman, Hills. 28; Rep. Costable, Carr. 8",relative to the sale of freeze-dried food.,0027,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0027&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0027&sy=2023&sortoption=&txtsessionyear=2023,
HB281-FN,2023,Fred Plett (R); Jeanine Notter (R); Michael Harrington (R),"SPONSORS:	Rep. Plett, Hills. 29; Rep. Notter, Hills. 12; Rep. Harrington, Straf. 18",(New Title) relative to least cost integrated resource plans of utilities; municipal hosts for purposes of limited electrical energy producers; the cost of compliance with disclosure of electric renewable portfolio standards; repealing the energy efficiency and sustainable energy board; and procedures for energy facility siting by the site evaluation committee.,0172,N,0233,CONFERENCE REPORT ADOPTED,2023-06-29,Energy and Natural Resources,CONFERENCE REPORT ADOPTED,2023-03-09,"Science, Technology and Energy",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0172&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0172&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0172&sy=2023&sortoption=&txtsessionyear=2023
HB284,2023,Judy Aron (R); Skip Rollins (R); Walter Stapleton (R); John Potucek (R); Fred Plett (R),"SPONSORS:	Rep. Aron, Sull. 4; Rep. Potucek, Rock. 13; Rep. Rollins, Sull. 3; Rep. Plett, Hills. 29; Rep. Stapleton, Sull. 6",(New Title) relative to financial information regarding requests for bids and proposals and to raise the minimum value of county purchases of equipment or materials which are subject to competitive bidding.,0140,N,0126,PASSED/ADOPTED,2023-05-11,Election Law and Municipal Affairs,PASSED/ADOPTED WITH AMENDMENT,2023-03-16,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0140&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0140&sy=2023&sortoption=&txtsessionyear=2023,
HB285,2023,Carol McGuire (R); Peter Schmidt (D); Timothy Lang (R),"SPONSORS:	Rep. C. McGuire, Merr. 27; Rep. Schmidt, Straf. 14; Sen. Lang, Dist 2",(New Title) authorizing the department of revenue administration to incorporate the New Hampshire equalization manual into the administrative rules and relative to the development of forms or returns by the department.,0222,N,0033,PASSED/ADOPTED,2023-04-13,Ways and Means,PASSED/ADOPTED WITH AMENDMENT,2023-03-09,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0222&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0222&sy=2023&sortoption=&txtsessionyear=2023,
HB286,2023,Gerri Cannon (D); Lucius Parshall (D); Sallie Fellows (D); Jess Edwards (R); Cassandra  Levesque (D); Amanda Bouldin (D),"SPONSORS:	Rep. Cannon, Straf. 12; Rep. Edwards, Rock. 31; Rep. Parshall, Ches. 8; Rep. Levesque, Straf. 4; Rep. Fellows, Graf. 8; Rep. Bouldin, Hills. 25",relative to the removal of political advertising.,0277,N,0041,PASSED/ADOPTED,2023-04-13,Election Law and Municipal Affairs,PASSED/ADOPTED,2023-03-16,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0277&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0277&sy=2023&sortoption=&txtsessionyear=2023,
HB287-FN,2023,Jodi Newell (D); Daniel Popovici-Muller (R); Christine Seibert (D); Ellen Read (D); Jonah Wheeler (D),"SPONSORS:	Rep. Newell, Ches. 4; Rep. Read, Rock. 10; Rep. Popovici-Muller, Rock. 17; Rep. Wheeler, Hills. 33; Rep. Seibert, Hills. 21",(New Title) removing fentanyl and xylazine testing equipment from the definition of drug paraphernalia in the controlled drug act.,0541,N,0186,PASSED/ADOPTED WITH AMENDMENT,2023-06-01,Judiciary,CONCURRED,2023-03-22,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0541&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0541&sy=2023&sortoption=&txtsessionyear=2023,
HB288-FN,2023,Travis Corcoran (R),"SPONSORS:	Rep. Corcoran, Hills. 44",relative to taxation of sole proprietorship businesses.,0540,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Ways and Means,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0540&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0540&sy=2023&sortoption=&txtsessionyear=2023,
HB289-FN,2023,Travis Corcoran (R),"SPONSORS:	Rep. Corcoran, Hills. 44",relative to consultation with legal counsel under the right to know law.,0537,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0537&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0537&sy=2023&sortoption=&txtsessionyear=2023,
HB290-FN,2023,Jason Janvrin (R),"SPONSORS:	Rep. Janvrin, Rock. 40",relative to service of writs and precepts by a constable.,0532,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0532&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0532&sy=2023&sortoption=&txtsessionyear=2023,
HB291-FN,2023,William Infantine (R),"SPONSORS:	Rep. Infantine, Hills. 16",relative to false reports to certain departments.,0530,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0530&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0530&sy=2023&sortoption=&txtsessionyear=2023,
HB292-FN,2023,Travis Corcoran (R),"SPONSORS:	Rep. Corcoran, Hills. 44",establishing a criminal penalty for theft by a public servant.,0525,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0525&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0525&sy=2023&sortoption=&txtsessionyear=2023,
HB293-A-L,2023,Gregory Hill (R); Thomas Walsh (R); Rick Ladd (R); Len Turcotte (R); Glenn Cordelli (R); Kevin Avard (R),"SPONSORS:	Rep. Hill, Merr. 2; Rep. L. Turcotte, Straf. 4; Rep. T. Walsh, Merr. 10; Rep. Cordelli, Carr. 7; Rep. Ladd, Graf. 5; Sen. Avard, Dist 12",allowing a town to appropriate funds to create a town scholarship fund.,0519,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0519&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0519&sy=2023&sortoption=&txtsessionyear=2023,
HB294,2023,Matthew Simon (R); Linda Massimilla (D); Maureen Mooney (R); David Rochefort (R),"SPONSORS:	Rep. Simon, Graf. 1; Rep. Rochefort, Graf. 1; Rep. Massimilla, Graf. 1; Rep. Mooney, Hills. 12",enabling municipalities to adopt a child tax credit.,0512,N,None,,,,DIED ON THE TABLE,2023-03-09,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0512&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0512&sy=2023&sortoption=&txtsessionyear=2023,
HB295-FN,2023,Hope Damon (D); John Cloutier (D); William Palmer (D); Linda Tanner (D); Gary Merchant (D); Brian Sullivan (D),"SPONSORS:	Rep. Damon, Sull. 8; Rep. Tanner, Sull. 5; Rep. Cloutier, Sull. 6; Rep. Merchant, Sull. 6; Rep. Palmer, Sull. 2; Rep. B. Sullivan, Sull. 1",relative to requiring all selectboard and school board meetings to be recorded and broadcast live online.,0511,N,None,,,,DIED ON THE TABLE,2023-02-02,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0511&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0511&sy=2023&sortoption=&txtsessionyear=2023,
HB296,2023,Thomas Walsh (R); Gregory Hill (R); Steven Smith (R); Carol McGuire (R),"SPONSORS:	Rep. T. Walsh, Merr. 10; Rep. C. McGuire, Merr. 27; Rep. Hill, Merr. 2; Rep. Steven Smith, Sull. 3",relative to local authority for granting driveway permits.,0510,N,0187,PASSED/ADOPTED WITH AMENDMENT,2023-04-13,Election Law and Municipal Affairs,CONCURRED,2023-03-16,Public Works and Highways,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0510&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0510&sy=2023&sortoption=&txtsessionyear=2023,
HB297,2023,Susan Almy (D); James Gray (R); Lou D'Allesandro (D); Jess Edwards (R),"SPONSORS:	Rep. Almy, Graf. 17; Rep. Edwards, Rock. 31; Sen. Gray, Dist 6; Sen. D'Allesandro, Dist 20",relative to the state's dedicated funds review.,0507,N,0127,PASSED/ADOPTED,2023-05-11,Ways and Means,PASSED/ADOPTED WITH AMENDMENT,2023-03-09,Ways and Means,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0507&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0507&sy=2023&sortoption=&txtsessionyear=2023,
HB298,2023,Lucius Parshall (D); Denise Ricciardi (R),"SPONSORS:	Rep. Parshall, Ches. 8; Sen. Ricciardi, Dist 9",relative to placement of personal wireless service facilities.,0500,N,None,,,,DIED ON THE TABLE,2023-03-09,"Science, Technology and Energy",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0500&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0500&sy=2023&sortoption=&txtsessionyear=2023,
HB299-FN,2023,Mike Belcher (R); Sheila Seidel (R),"SPONSORS:	Rep. Belcher, Carr. 4; Rep. Seidel, Hills. 29",prohibiting discrimination in medical care.,0494,N,None,,,,DIED ON THE TABLE,2023-03-22,"Health, Human Services and Elderly Affairs",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0494&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0494&sy=2023&sortoption=&txtsessionyear=2023,
HB302-FN-A,2023,David Love (R); Dan Hynes (I); Keith Murphy (R),"SPONSORS:	Rep. Love, Rock. 13; Rep. Hynes, Hills. 2; Sen. Murphy, Dist 16","relative to including education in the United States Constitution, the Bill of Rights, and the New Hampshire constitution for New Hampshire law enforcement.",0478,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0478&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0478&sy=2023&sortoption=&txtsessionyear=2023,
HB304-FN,2023,Tim McGough (R),"SPONSORS:	Rep. McGough, Hills. 12",relative to advanced driver assistance system disclosures by auto glass repair or replacement facilities.,0475,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0475&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0475&sy=2023&sortoption=&txtsessionyear=2023,
HB305,2023,Tom Mannion (R),"SPONSORS:	Rep. T. Mannion, Hills. 1",relative to exceptions for violations related to Presidential Executive Orders governing the keeping or bearing of arms.,0472,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0472&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0472&sy=2023&sortoption=&txtsessionyear=2023,
HB308,2023,Frances Nutter-Upham (D); Ellen Read (D); Wendy Thomas (D); Nancy Murphy (D),"SPONSORS:	Rep. Nutter-Upham, Hills. 8; Rep. N. Murphy, Hills. 12; Rep. Read, Rock. 10; Rep. W. Thomas, Hills. 12",relative to a quorum for meetings open to the public to include remote presence.,0468,N,0188,PASSED/ADOPTED WITH AMENDMENT,2023-05-11,Judiciary,CONCURRED,2023-02-22,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0468&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0468&sy=2023&sortoption=&txtsessionyear=2023,
HB309-FN,2023,Jordan Ulery (R); Glenn Cordelli (R); Alicia Lekas (R),"SPONSORS:	Rep. Ulery, Hills. 13; Rep. Cordelli, Carr. 7; Rep. A. Lekas, Hills. 38",relative to civil rights education in public elementary and secondary schools.,0466,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0466&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0466&sy=2023&sortoption=&txtsessionyear=2023,
HB310,2023,Kat McGhee (D); Jessica Grill (D); Carry Spier (d),"SPONSORS:	Rep. McGhee, Hills. 35; Rep. Grill, Hills. 18; Rep. Spier, Hills. 6",requiring developers to secure hydrology analysis certifying adequate water capacity and potability when building new subdivisions.,0458,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,"Resources, Recreation and Development",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0458&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0458&sy=2023&sortoption=&txtsessionyear=2023,
HB312,2023,Dennis Malloy (D); Jaci Grote (D); Jim Maggiore (D); Peggy Balboni (D),"SPONSORS:	Rep. Malloy, Rock. 24; Rep. Balboni, Rock. 38; Rep. Grote, Rock. 24; Rep. Maggiore, Rock. 23",relative to petitions for warrant articles at a special meeting.,0454,N,None,,,,DIED ON THE TABLE,2023-02-22,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0454&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0454&sy=2023&sortoption=&txtsessionyear=2023,
HB315,2023,Shaun Filiault (i); Katelyn Kuttab (R); Rebecca Perkins Kwoka (D); Amanda Toll (D),"SPONSORS:	Rep. Filiault, Ches. 7; Rep. Toll, Ches. 15; Rep. Kuttab, Rock. 17; Sen. Perkins Kwoka, Dist 21","(Second New Title) prohibiting provocations based on a victim's actual or perceived gender, gender identity, gender expression, or sexual orientation from being used as a defense in a criminal case.",0449,N,0234,CONFERENCE REPORT ADOPTED,2023-06-29,Judiciary,CONFERENCE REPORT ADOPTED,2023-03-22,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0449&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0449&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0449&sy=2023&sortoption=&txtsessionyear=2023
HB316,2023,Erica Layon (R); Sandra Panek (R); Daniel Popovici-Muller (R); John Potucek (R); Douglas Thomas (R); Katherine Prudhomme-O'Brien (R),"SPONSORS:	Rep. Layon, Rock. 13; Rep. Potucek, Rock. 13; Rep. Panek, Hills. 1; Rep. D. Thomas, Rock. 16; Rep. Popovici-Muller, Rock. 17; Rep. Prudhomme-O'Brien, Rock. 13",relative to meetings of supervisors of the checklist.,0445,N,None,,,,DIED ON THE TABLE,2023-03-22,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0445&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0445&sy=2023&sortoption=&txtsessionyear=2023,
HB320-FN,2023,Peter Schmidt (D),"SPONSORS:	Rep. Schmidt, Straf. 14",relative to free speech in interactive computer services.,0427,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0427&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0427&sy=2023&sortoption=&txtsessionyear=2023,
