bill_number,session_year,sponsors,sponsors_on_bill,title,lsr,local_gov,chapter_num,S_status,S_floor_date,S_comm,H_status,H_floor_date,H_comm,bill_url,hist_url,vote_url
HB1085,2024,Gregory Hill (R); Keith Ammon (R),"SPONSORS:	Rep. Hill, Merr. 2; Rep. Ammon, Hills. 42",relative to public inspection of absentee ballot lists.,2418,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-21,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2418&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2418&sy=2024&txtsessionyear=2024&sortoption=,
HB1086,2024,Andrew Renzullo (R); Lisa Post (R),"SPONSORS:	Rep. Renzullo, Hills. 13; Rep. Post, Hills. 42",relative to public notice of zoning board of adjustment hearings.,2421,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-07,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2421&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2421&sy=2024&txtsessionyear=2024&sortoption=,
HB1087,2024,David Paige (d); Matthew Wilhelm (D); Corinne Cascadden (D); Angela Brennan (D); Linda Tanner (D); Rebecca Whitley (D); Nicholas Germana (D); Hope Damon (D),"SPONSORS:	Rep. D. Paige, Carr. 1; Rep. Brennan, Merr. 9; Rep. Germana, Ches. 1; Rep. Wilhelm, Hills. 40; Rep. Tanner, Sull. 5; Rep. Damon, Sull. 8; Rep. Cascadden, Coos 5; Sen. Whitley, Dist 15",establishing a commission to study information literacy and media literacy instruction in public schools.,2424,N,None,,,,LAID ON TABLE,2024-03-28,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2424&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2424&sy=2024&txtsessionyear=2024&sortoption=,
HB1088,2024,Jodi Nelson (R); Lorie Ball (R); Glenn Cordelli (R); Katelyn Kuttab (R); Debra DeSimone (R),"SPONSORS:	Rep. J. Nelson, Rock. 13; Rep. Kuttab, Rock. 17; Rep. Ball, Rock. 25; Rep. DeSimone, Rock. 18; Rep. Cordelli, Carr. 7",enabling schools to maintain a supply of epinephrine auto-injectors.,2429,N,0012,PASSED/ADOPTED,2024-04-18,Health and Human Services,PASSED/ADOPTED,2024-02-08,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2429&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2429&sy=2024&txtsessionyear=2024&sortoption=,
HB1089,2024,Suzanne Vail (D),"SPONSORS:	Rep. Vail, Hills. 6",relative to the statute of limitations on civil actions involving PFAS.,2434,N,None,,,,INTERIM STUDY,2024-03-07,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2434&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2434&sy=2024&txtsessionyear=2024&sortoption=,
HB1090-FN,2024,Deborah Aylward (R),"SPONSORS:	Rep. Aylward, Merr. 5","repealing the requirement to register ""farmers' market"" as a trade name.",2436,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-28,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2436&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2436&sy=2024&txtsessionyear=2024&sortoption=,
HB1091,2024,Connie Lane (D); Gerald Ward (D); Ross Berry (R); Russell Muirhead (D),"SPONSORS:	Rep. Lane, Merr. 16; Rep. Muirhead, Graf. 12; Rep. Ward, Rock. 27; Rep. Berry, Hills. 39",relative to the financing of political campaigns.,2442,N,0365,CONFERENCE REPORT ADOPTED,2024-06-13,Election Law and Municipal Affairs,CONFERENCE REPORT ADOPTED,2024-03-28,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2442&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2442&sy=2024&txtsessionyear=2024&sortoption=,
HB1092,2024,Heath Howard (D); Robert Wherry (R); Joan Hamblet (D); Aidan Ankarberg (R); Clayton Wood (R); Jonah Wheeler (D); Claudine Burnham (R); Russell Muirhead (D),"SPONSORS:	Rep. H. Howard, Straf. 4; Rep. Ankarberg, Straf. 7; Rep. Burnham, Straf. 2; Rep. Wherry, Hills. 13; Rep. Wood, Merr. 13; Rep. Muirhead, Graf. 12; Rep. Hamblet, Rock. 26; Rep. Wheeler, Hills. 33",creating a period for the placing of and removal of political advertising on public property.,2445,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-21,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2445&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2445&sy=2024&txtsessionyear=2024&sortoption=,
HB1093,2024,Kristin Noble (R); Emily Phillips (R); Aidan Ankarberg (R); Arlene Quaratiello (R); Kelley Potenza (R); Keith Murphy (R); Mike Belcher (R),"SPONSORS:	Rep. Noble, Hills. 2; Rep. Quaratiello, Rock. 18; Rep. Belcher, Carr. 4; Rep. Phillips, Rock. 7; Rep. Potenza, Straf. 19; Rep. Ankarberg, Straf. 7; Sen. Murphy, Dist 16",prohibiting mandatory mask policies in schools.,2450,N,None,PASSED/ADOPTED,2024-05-22,Health and Human Services,PASSED/ADOPTED WITH AMENDMENT,2024-03-28,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2450&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2450&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2450&sy=2024&txtsessionyear=2024&sortoption=
HB1094,2024,Rebecca McBeath (D),"SPONSORS:	Rep. McBeath, Rock. 28",relative to insurance coverage for pediatric autoimmune neuropsychiatric disorders.,2452,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-28,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2452&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2452&sy=2024&txtsessionyear=2024&sortoption=,
HB1095,2024,Eric Gallager (D),"SPONSORS:	Rep. Gallager, Merr. 20",(New Title) relative to the administration of occupational boards by the office of professional licensure and certification.,2453,N,0327,PASSED/ADOPTED WITH AMENDMENT,2024-05-15,Executive Departments and Administration,CONCURRED,2024-03-28,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2453&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2453&sy=2024&txtsessionyear=2024&sortoption=,
HB1096,2024,Eric Gallager (D),"SPONSORS:	Rep. Gallager, Merr. 20",enabling the state house visitors center to sell state symbols that may have intellectual property right holders.,2455,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-02-08,Legislative Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2455&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2455&sy=2024&txtsessionyear=2024&sortoption=,
HB1097-FN,2024,Ron Dunn (R),"SPONSORS:	Rep. Dunn, Rock. 16",replacing two-party recording of conversations with one-party recording of conversations.,2463,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-14,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2463&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2463&sy=2024&txtsessionyear=2024&sortoption=,
HB1098,2024,Jess Edwards (R),"SPONSORS:	Rep. Edwards, Rock. 31",relative to ballots delivered to elder care facilities.,2041,N,0185,PASSED/ADOPTED WITH AMENDMENT,2024-05-16,Election Law and Municipal Affairs,CONCURRED,2024-03-21,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2041&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2041&sy=2024&txtsessionyear=2024&sortoption=,
HB1099,2024,Diane Pauer (R); Ralph Boehm (R); Deborah Aylward (R); Robert Wherry (R); Kristin Noble (R); Kevin Avard (R); Richard Brown (R),"SPONSORS:	Rep. Pauer, Hills. 36; Rep. Wherry, Hills. 13; Rep. R. Brown, Carr. 3; Rep. Boehm, Hills. 14; Rep. Noble, Hills. 2; Rep. Aylward, Merr. 5; Sen. Avard, Dist 12",relative to partisan school district elections.,2045,N,None,,,,LAID ON TABLE,2024-03-21,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2045&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2045&sy=2024&txtsessionyear=2024&sortoption=,
HB1100,2024,Ellen Read (D); Diane Kelley (R); David Watters (D); Cam Kenney (D); Wendy Thomas (D),"SPONSORS:	Rep. Read, Rock. 10; Rep. Kenney, Straf. 10; Rep. D. Kelley, Hills. 32; Rep. W. Thomas, Hills. 12; Sen. Watters, Dist 4",relative to coyote hunting.,2042,N,None,,,,LAID ON TABLE,2024-03-07,Fish and Game and Marine Resources,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2042&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2042&sy=2024&txtsessionyear=2024&sortoption=,
HB1101,2024,Ellen Read (D); Hope Damon (D); Amanda Bouldin (D); Loren Selig (D); Merryl Gibbs (D); Linda Harriott-Gathright (D); Efstathia Booras (D); Connie Lane (D),"SPONSORS:	Rep. Read, Rock. 10; Rep. Selig, Straf. 10; Rep. Booras, Hills. 8; Rep. Damon, Sull. 8; Rep. Gibbs, Merr. 23; Rep. Lane, Merr. 16; Rep. Bouldin, Hills. 25; Rep. Harriott-Gathright, Hills. 10",establishing a committee to study a potential state program to make loans to low-to-moderate income households for the purpose of buying a home or for the purpose of consolidating student loans.,2632,N,None,,,,INDEFINITELY POSTPONED,2024-03-21,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2632&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2632&sy=2024&txtsessionyear=2024&sortoption=,
HB1102-FN,2024,Ellen Read (D),"SPONSORS:	Rep. Read, Rock. 10",relative to the definition of animal cruelty.,2719,N,None,,,,LAID ON TABLE,2024-03-28,Environment and Agriculture,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2719&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2719&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2719&sy=2024&txtsessionyear=2024&sortoption=
HB1103-FN,2024,Rosemarie Rung (D); Matthew Coker (R); Dan Wolf (R); John MacDonald (R); Linda Tanner (D); David Watters (D); Karel Crawford (R); Karen Ebel (D),"SPONSORS:	Rep. Rung, Hills. 12; Rep. J. MacDonald, Carr. 6; Rep. Crawford, Carr. 3; Rep. Coker, Belk. 2; Rep. Tanner, Sull. 5; Rep. Ebel, Merr. 7; Rep. Wolf, Merr. 7; Sen. Watters, Dist 4",relative to revising the penalties of the shoreland protection act.,2048,N,0218,PASSED/ADOPTED WITH AMENDMENT,2024-05-15,Energy and Natural Resources,CONCURRED,2024-02-08,"Resources, Recreation and Development",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2048&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2048&sy=2024&txtsessionyear=2024&sortoption=,
HB1104-FN,2024,Bob Lynn (R); Marjorie Smith (D); Mark Pearson (R); Katelyn Kuttab (R),"SPONSORS:	Rep. Lynn, Rock. 17; Rep. Kuttab, Rock. 17; Rep. M. Smith, Straf. 10; Rep. M. Pearson, Rock. 34",relative to the review of decisions in cases involving judicial misconduct.,2055,N,0060,PASSED/ADOPTED,2024-05-02,Judiciary,PASSED/ADOPTED WITH AMENDMENT,2024-03-07,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2055&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2055&sy=2024&txtsessionyear=2024&sortoption=,
HB1105-FN-L,2024,Diane Pauer (R); Skip Rollins (R); John Lewicke (R); Tony Piemonte (R); Tom Mannion (R); Richard Brown (R); Jacob Brouillard (R); Steven Smith (R); Keith Murphy (R),"SPONSORS:	Rep. Pauer, Hills. 36; Rep. Piemonte, Rock. 9; Rep. Brouillard, Rock. 1; Rep. Rollins, Sull. 3; Rep. T. Mannion, Hills. 1; Rep. S. Smith, Sull. 3; Rep. Lewicke, Hills. 36; Rep. R. Brown, Carr. 3; Sen. Murphy, Dist 16",relative to application of a local tax cap.,2057,N,0106,PASSED/ADOPTED,2024-05-23,Election Law and Municipal Affairs,PASSED/ADOPTED WITH AMENDMENT,2024-02-22,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2057&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2057&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2057&sy=2024&txtsessionyear=2024&sortoption=
HB1106-L,2024,Jordan Ulery (R); David Rochefort (R); Susan Porcelli (R),"SPONSORS:	Rep. Ulery, Hills. 13; Rep. Rochefort, Graf. 1; Rep. Porcelli, Rock. 19",relative to net asset limits under the elderly property tax exemption.,2058,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-21,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2058&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2058&sy=2024&txtsessionyear=2024&sortoption=,
HB1107,2024,Rick Ladd (R); Alicia Lekas (R); Hope Damon (D); Corinne Cascadden (D),"SPONSORS:	Rep. Ladd, Graf. 5; Rep. Cascadden, Coos 5; Rep. A. Lekas, Hills. 38; Rep. Damon, Sull. 8",relative to public school curriculum frameworks.,2066,N,0186,PASSED/ADOPTED WITH AMENDMENT,2024-05-02,Education,CONCURRED,2024-02-08,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2066&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2066&sy=2024&txtsessionyear=2024&sortoption=,
HB1108,2024,Mike Belcher (R); Kristin Noble (R); Travis Corcoran (R),"SPONSORS:	Rep. Belcher, Carr. 4; Rep. Noble, Hills. 2; Rep. Corcoran, Hills. 44",relative to establishing a committee to study the role of colleges and universities in contributing to the student loan crisis.,2068,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-14,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2068&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2068&sy=2024&txtsessionyear=2024&sortoption=,
HB1109,2024,Rosemarie Rung (D); Bill Boyd (R); Valerie McDonnell (R); Heath Howard (D); Hope Damon (D); Shannon Chandley (D); Nancy Murphy (D); Linda Tanner (D),"SPONSORS:	Rep. Rung, Hills. 12; Rep. H. Howard, Straf. 4; Rep. N. Murphy, Hills. 12; Rep. B. Boyd, Hills. 12; Rep. Damon, Sull. 8; Rep. Tanner, Sull. 5; Rep. McDonnell, Rock. 25; Sen. Chandley, Dist 11",(New Title) relative to requiring student identification cards to include the helpline for the National Alliance for Eating Disorders and the 988 Suicide and Crisis Lifeline.,2069,N,0061,PASSED/ADOPTED,2024-05-02,Education,PASSED/ADOPTED WITH AMENDMENT,2024-03-07,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2069&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2069&sy=2024&txtsessionyear=2024&sortoption=,
HB1110,2024,Tim McGough (R); Tina Harley (R); Jess Edwards (R); JD Bernardy (R); Michael Moffett (R); Jacob Brouillard (R),"SPONSORS:	Rep. McGough, Hills. 12; Rep. Bernardy, Rock. 36; Rep. Harley, Rock. 30; Rep. Moffett, Merr. 4; Rep. Edwards, Rock. 31; Rep. Brouillard, Rock. 1",relative to requiring certain employers to use the federal E-Verify system of the United States Citizenship and Immigration Services.,2070,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-21,"Labor, Industrial and Rehabilitative Services",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2070&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2070&sy=2024&txtsessionyear=2024&sortoption=,
HB1111-FN,2024,James Spillane (R); Jeanine Notter (R); Alicia Lekas (R); Leah Cushman (R); Jim Kofalt (R); J.R. Hoell (r); Cyril Aures (R); James Summers (R); Debra DeSimone (R),"SPONSORS:	Rep. Spillane, Rock. 2; Rep. Cushman, Hills. 28; Rep. Aures, Merr. 13; Rep. Notter, Hills. 12; Rep. Kofalt, Hills. 32; Rep. Summers, Rock. 20; Rep. A. Lekas, Hills. 38; Rep. Hoell, Merr. 27; Rep. DeSimone, Rock. 18","relative to the penalty for false reports of suspected abuse and neglect made to the division for children, youth, and families.",2071,N,None,INEXPEDIENT TO LEGISLATE,2024-05-02,Judiciary,PASSED/ADOPTED WITH AMENDMENT,2024-02-22,Children and Family Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2071&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2071&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2071&sy=2024&txtsessionyear=2024&sortoption=
HB1112,2024,David Rochefort (R); Linda Massimilla (D),"SPONSORS:	Rep. Rochefort, Graf. 1; Rep. Massimilla, Graf. 1",relative to establishing a continuing education requirement regarding human trafficking for individuals licensed by the office of professional licensure and certification.,2072,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-02-15,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2072&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2072&sy=2024&txtsessionyear=2024&sortoption=,
HB1113,2024,Rosemarie Rung (D); David Rochefort (R); David Watters (D); Matthew Coker (R); Karen Ebel (D),"SPONSORS:	Rep. Rung, Hills. 12; Rep. Coker, Belk. 2; Rep. Rochefort, Graf. 1; Rep. Ebel, Merr. 7; Sen. Watters, Dist 4",relative to shoreland septic systems.,2079,N,0107,PASSED/ADOPTED,2024-05-15,Energy and Natural Resources,PASSED/ADOPTED WITH AMENDMENT,2024-03-28,"Resources, Recreation and Development",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2079&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2079&sy=2024&txtsessionyear=2024&sortoption=,
HB1114,2024,Nancy Murphy (D); Catherine Rombeau (D); Jeb Bradley (R); Rosemarie Rung (D); Wayne MacDonald (R); Shannon Chandley (D); Wendy Thomas (D); Richard Lascelles (R); Donna Soucy (D); Karen Ebel (D); Ron Dunn (R); Denise Ricciardi (R); David Meuse (D); Kristine Perez (R); Sharon Carson (R),"SPONSORS:	Rep. N. Murphy, Hills. 12; Rep. Rung, Hills. 12; Rep. W. Thomas, Hills. 12; Rep. Ebel, Merr. 7; Rep. Meuse, Rock. 37; Rep. Rombeau, Hills. 2; Rep. W. MacDonald, Rock. 16; Rep. Lascelles, Hills. 14; Rep. Dunn, Rock. 16; Rep. K. Perez, Rock. 16; Sen. Bradley, Dist 3; Sen. Chandley, Dist 11; Sen. Soucy, Dist 18; Sen. Ricciardi, Dist 9; Sen. Carson, Dist 14","(New Title) extending the commission to investigate and analyze the environmental and public health impacts relating to releases of perfluorinated chemicals in the air, soil, and groundwater in Merrimack, Bedford, Londonderry, Hudson and Litchfield.",2085,N,0187,PASSED/ADOPTED,2024-05-22,Energy and Natural Resources,PASSED/ADOPTED WITH AMENDMENT,2024-02-22,"Resources, Recreation and Development",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2085&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2085&sy=2024&txtsessionyear=2024&sortoption=,
HB1115,2024,Bob Lynn (R),"SPONSORS:	Rep. Lynn, Rock. 17",relative to the termination of tenancy at the expiration of the tenancy or lease term.,2089,N,None,INTERIM STUDY,2024-05-02,Commerce,PASSED/ADOPTED,2024-03-21,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2089&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2089&sy=2024&txtsessionyear=2024&sortoption=,
HB1116,2024,James Spillane (R); Tony Lekas (R); J.R. Hoell (r); Terry Roy (R); Carroll Brown (R); Brian Cole (R); David Love (R); Jonathan Smith (R); Timothy Lang (R); Jim Kofalt (R),"SPONSORS:	Rep. Spillane, Rock. 2; Rep. Roy, Rock. 31; Rep. Love, Rock. 13; Rep. Kofalt, Hills. 32; Rep. T. Lekas, Hills. 38; Rep. C. Brown, Graf. 10; Rep. Jonathan Smith, Carr. 5; Rep. Hoell, Merr. 27; Rep. Cole, Hills. 26; Sen. Lang, Dist 2",relative to certain firearms to be used for taking of game.,2090,N,0108,PASSED/ADOPTED,2024-05-15,Energy and Natural Resources,PASSED/ADOPTED WITH AMENDMENT,2024-02-08,Fish and Game and Marine Resources,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2090&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2090&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2090&sy=2024&txtsessionyear=2024&sortoption=
HB1117,2024,Jerry Stringham (D),"SPONSORS:	Rep. Stringham, Graf. 3",relative to creating a committee to study the protection of business operators against requests to accommodate customers with fraudulent or untrained service animals.,2092,N,None,,,,INTERIM STUDY,2024-03-28,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2092&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2092&sy=2024&txtsessionyear=2024&sortoption=,
HB1118,2024,Steven Smith (R),"SPONSORS:	Rep. S. Smith, Sull. 3",relative to the issuance of drivers' licenses for aliens temporarily residing in New Hampshire.,2525,N,None,INTERIM STUDY,2024-05-23,Judiciary,PASSED/ADOPTED WITH AMENDMENT,2024-03-07,Transportation,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2525&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2525&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2525&sy=2024&txtsessionyear=2024&sortoption=
HB1119,2024,Katherine Prudhomme-O'Brien (R),"SPONSORS:	Rep. Prudhomme-O'Brien, Rock. 13",relative to absentee ballots.,2533,N,None,INTERIM STUDY,2024-05-22,Election Law and Municipal Affairs,PASSED/ADOPTED WITH AMENDMENT,2024-03-21,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2533&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2533&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2533&sy=2024&txtsessionyear=2024&sortoption=
HB1120,2024,Ron Dunn (R); Jason Gerhard (R); Tom Mannion (R); Kristine Perez (R); Cyril Aures (R); Sharon Carson (R),"SPONSORS:	Rep. Dunn, Rock. 16; Rep. K. Perez, Rock. 16; Rep. Gerhard, Merr. 25; Rep. Aures, Merr. 13; Rep. T. Mannion, Hills. 1; Sen. Carson, Dist 14",repealing the provision that requires the reflection of municipal body votes on warrant articles.,2544,N,None,,,,INEXPEDIENT TO LEGISLATE,2024-03-07,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2544&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2544&sy=2024&txtsessionyear=2024&sortoption=,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=2544&sy=2024&txtsessionyear=2024&sortoption=
HB1121,2024,Judy Aron (R); Juliet Harvey-Bolia (R); Brian Sullivan (D); Jason Janvrin (R); Jim Creighton (R); Ruth Ward (R); Tony Lekas (R); John Cloutier (D); Kevin Avard (R); Scott Wallace (R); Thomas Buco (D); David Watters (D),"SPONSORS:	Rep. Aron, Sull. 4; Rep. Janvrin, Rock. 40; Rep. T. Lekas, Hills. 38; Rep. Wallace, Rock. 8; Rep. J. Harvey-Bolia, Belk. 3; Rep. Creighton, Hills. 30; Rep. Cloutier, Sull. 6; Rep. Buco, Carr. 1; Rep. B. Sullivan, Sull. 1; Sen. Ward, Dist 8; Sen. Avard, Dist 12; Sen. Watters, Dist 4",relative to creating certain wetlands permit exemptions after a natural disaster or flooding event.,2548,N,0219,PASSED/ADOPTED WITH AMENDMENT,2024-05-22,Energy and Natural Resources,CONCURRED,2024-03-28,"Resources, Recreation and Development",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=2548&sy=2024&txtsessionyear=2024&sortoption=,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2548&sy=2024&txtsessionyear=2024&sortoption=,
