bill_number,session_year,chamber,action_date,action,order
SB83,2023,H,2023-05-23,Enrolled (in recess of) 05/18/2023 HJ 14,10
SB83,2023,S,2023-05-23,"Enrolled Adopted, VV, (In recess 05/18/2023); SJ 16",11
SB83,2023,S,2023-06-02,Signed by the Governor on 06/01/2023; Chapter 0061; Effective 07/31/2023,12
SB85-FN-A,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Health and Human Services; SJ 4,1
SB85-FN-A,2023,S,2023-01-19,"Hearing: 01/25/2023, Room 101, LOB, 09:30 am; SC 7",2
SB85-FN-A,2023,S,2023-02-17,"Committee Report: Ought to Pass with Amendment #2023-0584s, 02/22/2023; Vote 5-0; CC; SC 11",3
SB85-FN-A,2023,S,2023-02-22,"Committee Amendment #2023-0584s, AA, VV; 02/22/2023; SJ 8",4
SB85-FN-A,2023,S,2023-02-22,"Ought to Pass with Amendment 2023-0584s, MA, VV; Refer to Finance Rule 4-5; 02/22/2023; SJ 8",5
SB85-FN-A,2023,S,2023-03-08,"Committee Report: Ought to Pass with Amendment #2023-0838s, 03/16/2023; SC 13",6
SB85-FN-A,2023,S,2023-03-16,"Committee Amendment #2023-0838s, AA, VV; 03/16/2023; SJ 10",7
SB85-FN-A,2023,S,2023-03-16,"Ought to Pass with Amendment 2023-0838s, MA, VV; OT3rdg; 03/16/2023; SJ 10",8
SB85-FN-A,2023,H,2023-03-21,"Introduced (in recess of) 03/16/2023 and referred to Health, Human Services and Elderly Affairs",9
SB85-FN-A,2023,H,2023-03-23,Public Hearing: 03/29/2023 01:00 pm LOB 201-203,10
SB85-FN-A,2023,H,2023-04-19,Executive Session: 04/26/2023 09:30 am LOB 205-207,11
SB85-FN-A,2023,H,2023-05-08,Majority Committee Report: Inexpedient to Legislate 04/26/2023 (Vote 10-9; RC),12
SB85-FN-A,2023,H,2023-05-08,Minority Committee Report: Ought to Pass,13
SB85-FN-A,2023,H,2023-05-18,Inexpedient to Legislate: MF DV 159-223 05/18/2023 HJ 14 P. 39,14
SB85-FN-A,2023,H,2023-05-18,Ought to Pass: MA DV 271-112 05/18/2023 HJ 14 P. 39,15
SB85-FN-A,2023,H,2023-05-18,Referred to Commerce and Consumer Affairs 05/18/2023 HJ 14 P. 39,16
SB85-FN-A,2023,H,2023-05-19,Public Hearing: 05/23/2023 11:30 am LOB 302-304,17
SB85-FN-A,2023,H,2023-05-23,Subcommittee Work Session: 05/30/2023 09:30 am LOB 302-304,18
SB85-FN-A,2023,H,2023-05-23,Executive Session: 05/30/2023 11:00 am LOB 302-304,19
SB85-FN-A,2023,H,2023-06-01,Committee Report: Ought to Pass with Amendment #2023-2025h 05/30/2023 (Vote 19-0; CC),20
SB85-FN-A,2023,H,2023-06-08,Amendment #2023-2025h: AA VV 06/08/2023 HJ 15 P. 3,21
SB85-FN-A,2023,H,2023-06-08,Ought to Pass with Amendment 2023-2025h: MA VV 06/08/2023 HJ 15 P. 3,22
SB85-FN-A,2023,S,2023-06-15,"Sen. Birdsell Moved to Concur with the House Amendment, MA, VV; 06/15/2023; SJ 19",23
SB85-FN-A,2023,H,2023-07-17,Enrolled Bill Amendment #2023-2245e: AA VV (in recess of) 06/29/2023 HJ 17 P. 17,24
SB85-FN-A,2023,S,2023-07-18,"Enrolled Bill Amendment #2023-2245e Adopted, VV, (In recess of 06/29/2023); SJ 20",25
SB85-FN-A,2023,H,2023-07-28,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,26
SB85-FN-A,2023,S,2023-07-27,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",27
SB85-FN-A,2023,S,2023-08-10,Signed by the Governor on 08/08/2023; Chapter 0240,28
SB85-FN-A,2023,S,2023-08-10,I. Section 6 Effective 11/01/2024,29
SB85-FN-A,2023,S,2023-08-10,II. Remainder Effective 08/08/2023,30
SB86-FN,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Health and Human Services; SJ 4,1
SB86-FN,2023,S,2023-01-24,"Hearing: 02/01/2023, Room 101, LOB, 09:00 am; SC 8",2
SB86-FN,2023,S,2023-03-08,"Committee Report: Ought to Pass with Amendment #2023-0857s, 03/16/2023; SC 13",3
SB86-FN,2023,S,2023-03-16,"Committee Amendment #2023-0857s, AA, VV; 03/16/2023; SJ 10",4
SB86-FN,2023,S,2023-03-16,"Ought to Pass with Amendment 2023-0857s, MA, VV; Refer to Finance Rule 4-5; 03/16/2023; SJ 10",5
SB86-FN,2023,S,2023-03-22,"Committee Report: Ought to Pass, 03/30/2023; SC 15",6
SB86-FN,2023,S,2023-03-30,"Ought to Pass: MA, VV; 03/30/2023; SJ 12",7
SB86-FN,2023,S,2023-03-30,"Sen. Gray Moved Laid on Table, MA, VV; 03/30/2023; SJ 12",8
SB86-FN,2023,S,2023-03-30,Pending Motion OT3rdg; 03/30/2023; SJ 12,9
SB86-FN,2023,S,2023-12-20,"Inexpedient to Legislate, Senate Rule 3-23, Adjournment 10/26/2023; SJ 21",10
SB87-FN,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Executive Departments and Administration; SJ 4,1
SB87-FN,2023,S,2023-01-19,"Hearing: 01/25/2023, Room 103, SH, 09:00 am; SC 7",2
SB87-FN,2023,S,2023-02-23,"Committee Report: Ought to Pass with Amendment #2023-0667s, 03/09/2023; Vote 5-0; CC; SC 12",3
SB87-FN,2023,S,2023-03-09,"Committee Amendment #2023-0667s, AA, VV; 03/09/2023; SJ 9",4
SB87-FN,2023,S,2023-03-09,"Ought to Pass with Amendment 2023-0667s, MA, VV; OT3rdg; 03/09/2023; SJ 9",5
SB87-FN,2023,H,2023-03-20,"Introduced (in recess of) 03/16/2023 and referred to Health, Human Services and Elderly Affairs",6
SB87-FN,2023,H,2023-03-29,Public Hearing: 04/04/2023 10:15 am LOB 205-207,7
SB87-FN,2023,H,2023-04-19,Executive Session: 04/26/2023 09:30 am LOB 205-207,8
SB87-FN,2023,H,2023-05-08,Committee Report: Ought to Pass with Amendment #2023-1458h 04/26/2023 (Vote 19-0; CC),9
SB87-FN,2023,H,2023-05-18,Amendment #2023-1458h: AA VV 05/18/2023 HJ 14 P. 5,10
SB87-FN,2023,H,2023-05-18,Ought to Pass with Amendment 2023-1458h: MA VV 05/18/2023 HJ 14 P. 5,11
SB87-FN,2023,S,2023-06-01,"Sen. Pearl Moved to Concur with the House Amendment, MA, VV; 06/01/2023; SJ 16",12
SB87-FN,2023,H,2023-06-01,Enrolled Bill Amendment #2023-2084e: AA VV (in recess of) 05/18/2023,13
SB87-FN,2023,S,2023-06-01,"Enrolled Bill Amendment #2023-2084e Adopted, VV, (In recess of 06/01/2023); SJ 17",14
SB87-FN,2023,H,2023-06-02,Enrolled (in recess of) 05/18/2023,15
SB87-FN,2023,S,2023-06-02,"Enrolled Adopted, VV, (In recess 06/01/2023); SJ 17",16
SB87-FN,2023,S,2023-06-08,Signed by the Governor on 06/07/2023; Chapter 0067; Effective 06/07/2023,17
SB88,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Election Law and Municipal Affairs; SJ 4,1
SB88,2023,S,2023-02-15,"Hearing: 02/21/2023, Room 103, LOB, 09:00 am; SC 11",2
SB88,2023,S,2023-02-21,"Committee Report: Ought to Pass, 03/09/2023; Vote 5-0; CC; SC 12",3
SB88,2023,S,2023-03-09,"Ought to Pass: MA, VV; OT3rdg; 03/09/2023; SJ 9",4
SB88,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Municipal and County Government,5
SB88,2023,H,2023-04-11,Public Hearing: 04/20/2023 10:00 am LOB 301-303,6
SB88,2023,H,2023-04-25,Executive Session: 05/10/2023 10:30 am LOB 301-303,7
SB88,2023,H,2023-05-15,Committee Report: Ought to Pass with Amendment #2023-1711h 05/10/2023 (Vote 20-0; CC),8
SB88,2023,H,2023-06-08,Amendment #2023-1711h: AA VV 06/08/2023 HJ 15 P. 13,9
SB88,2023,H,2023-06-08,Ought to Pass with Amendment 2023-1711h: MA VV 06/08/2023 HJ 15 P. 13,10
SB88,2023,S,2023-06-15,"Sen. Gray Moved Nonconcur with the House Amendment; Requests C of C, MA, VV; 06/15/2023; SJ 19",11
SB88,2023,S,2023-06-15,"President Appoints: Senators Gray, Birdsell, Perkins Kwoka; 06/15/2023; SJ 19",12
SB88,2023,H,2023-06-15,House Accedes to Senate Request for CofC (Rep. L. Turcotte): MA VV 06/15/2023 HJ 16 P. 11,13
SB88,2023,H,2023-06-15,"Speaker Appoints: Reps. L. Turcotte, Pauer, Yokela, Maggiore 06/15/2023 HJ 16 P. 11",14
SB88,2023,S,2023-06-20,"Committee of Conference Meeting: 06/20/2023, 10:00 a.m., Room 103, SH",15
SB88,2023,H,2023-06-27,Conference Committee Report; Not Signed Off; HJ 16,16
SB89,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Election Law and Municipal Affairs; SJ 4,1
SB89,2023,S,2023-02-15,"Hearing: 02/21/2023, Room 103, LOB, 09:15 am; SC 11",2
SB89,2023,S,2023-03-08,"Committee Report: Ought to Pass with Amendment #2023-0825s, 03/16/2023; Vote 5-0; CC; SC 13",3
SB89,2023,S,2023-03-16,"Committee Amendment #2023-0825s, AA, VV; 03/16/2023; SJ 10",4
SB89,2023,S,2023-03-16,"Ought to Pass with Amendment 2023-0825s, MA, VV; OT3rdg; 03/16/2023; SJ 10",5
SB89,2023,H,2023-03-21,Introduced (in recess of) 03/16/2023 and referred to Judiciary,6
SB89,2023,H,2023-03-29,Public Hearing: 04/12/2023 11:00 am LOB 206-208,7
SB89,2023,H,2023-04-11,Executive Session: 05/03/2023 09:00 am LOB 206-208,8
SB89,2023,H,2023-05-10,Committee Report: Ought to Pass with Amendment #2023-1605h 05/03/2023 (Vote 20-0; CC),9
SB89,2023,H,2023-05-18,Amendment #2023-1605h: AA VV 05/18/2023 HJ 14 P. 7,10
SB89,2023,H,2023-05-18,Ought to Pass with Amendment 2023-1605h: MA VV 05/18/2023 HJ 14 P. 7,11
SB89,2023,S,2023-06-01,"Sen. Gray Moved to Concur with the House Amendment, MA, VV; 06/01/2023; SJ 16",12
SB89,2023,H,2023-06-30,Enrolled (in recess of) 06/29/2023 HJ 17 P. 16,13
SB89,2023,S,2023-06-30,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",14
SB89,2023,S,2023-08-01,Signed by the Governor on 07/28/2023; Chapter 0159; Effective 09/26/2023,15
SB90-A,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Ways and Means; SJ 4,1
SB90-A,2023,S,2023-01-19,"Hearing: 01/25/2023, Room 100, SH, 10:00 am; SC 7",2
SB90-A,2023,S,2023-01-25,"Committee Report: Inexpedient to Legislate, 02/09/2023; SC 9",3
SB90-A,2023,S,2023-02-09,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 02/09/2023; SJ 6",4
SB92-FN,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Election Law and Municipal Affairs; SJ 4,1
SB92-FN,2023,S,2023-01-19,"Hearing: 01/24/2023, Room 103, LOB, 09:00 am; SC 7",2
SB92-FN,2023,S,2023-02-07,"Committee Report: Ought to Pass with Amendment #2023-0398s, 02/09/2023; Vote 5-0; CC; SC 9A",3
SB92-FN,2023,S,2023-02-09,"Committee Amendment #2023-0398s, AA, VV; 02/09/2023; SJ 6",4
SB92-FN,2023,S,2023-02-09,"Ought to Pass with Amendment 2023-0398s, MA, VV; OT3rdg; 02/09/2023; SJ 6",5
SB92-FN,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Judiciary,6
SB92-FN,2023,H,2023-03-29,Public Hearing: 04/12/2023 11:30 am LOB 206-208,7
SB92-FN,2023,H,2023-05-10,Executive Session: 05/03/2023 09:00 am LOB 206-208,8
SB92-FN,2023,H,2023-05-10,Committee Report: Inexpedient to Legislate 05/03/2023 (Vote 20-0; CC),9
SB92-FN,2023,H,2023-05-18,Inexpedient to Legislate: MA VV 05/18/2023 HJ 14 P. 7,10
SB94,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Executive Departments and Administration; SJ 4,1
SB94,2023,S,2023-01-26,"Hearing: 02/01/2023, Room 103, SH, 09:45 am; SC 8",2
SB94,2023,S,2023-02-07,"Committee Report: Ought to Pass with Amendment #2023-0307s, 02/09/2023; Vote 5-0; CC; SC 9A",3
SB94,2023,S,2023-02-09,"Committee Amendment #2023-0307s, AA, VV; 02/09/2023; SJ 6",4
SB94,2023,S,2023-02-09,"Ought to Pass with Amendment 2023-0307s, MA, VV; OT3rdg; 02/09/2023; SJ 6",5
SB94,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Special Committee on Childcare,6
SB94,2023,H,2023-05-04,Public Hearing: 05/10/2023 10:00 am LOB 104,7
SB94,2023,H,2023-05-04,Full Committee Work Session: 05/10/2023 11:15 am LOB 104,8
SB94,2023,H,2023-05-10,Full Committee Work Session: 05/17/2023 10:00 am LOB 104,9
SB94,2023,H,2023-05-11,Executive Session: 05/17/2023 10:15 am LOB 104,10
SB94,2023,H,2023-05-24,Committee Report: Ought to Pass with Amendment #2023-1810h 05/17/2023 (Vote 9-0; RC),11
SB94,2023,H,2023-06-08,Amendment #2023-1810h: AA VV 06/08/2023 HJ 15,12
SB94,2023,H,2023-06-08,Ought to Pass with Amendment 2023-1810h: MA DV 329-34 06/08/2023 HJ 15,13
SB94,2023,S,2023-06-15,"Sen. Pearl Moved to Concur with the House Amendment, MA, VV; 06/15/2023; SJ 19",14
SB94,2023,H,2023-07-19,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,15
SB94,2023,S,2023-07-18,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",16
SB94,2023,S,2023-08-09,Signed by the Governor on 08/04/2023; Chapter 0209; Effective 10/03/2023,17
SB96,2023,S,2023-01-18,Introduced 01/05/2023 and Referred to Energy and Natural Resources; SJ 4,1
SB96,2023,S,2023-02-16,"Hearing: 02/21/2023, Room 103, SH, 09:30 am; SC 11",2
SB96,2023,S,2023-03-08,"Committee Report: Ought to Pass with Amendment #2023-0856s, 03/16/2023; Vote 5-0; CC; SC 13",3
SB96,2023,S,2023-03-16,"Committee Amendment #2023-0856s, AA, VV; 03/16/2023; SJ 10",4
SB96,2023,S,2023-03-16,"Ought to Pass with Amendment 2023-0856s, MA, VV; OT3rdg; 03/16/2023; SJ 10",5
SB96,2023,H,2023-03-21,Introduced (in recess of) 03/16/2023 and referred to Executive Departments and Administration,6
SB96,2023,H,2023-03-21,Public Hearing: 03/29/2023 10:30 am LOB 306-308,7
SB96,2023,H,2023-04-14,Executive Session: 03/29/2023 10:30 am LOB 306-308,8
SB96,2023,H,2023-03-30,Committee Report: Ought to Pass 03/29/2023 (Vote 16-0; CC),9
SB96,2023,H,2023-05-04,Ought to Pass: MA VV 05/04/2023 HJ 13 P. 12,10
SB96,2023,H,2023-05-25,Enrolled Bill Amendment #2023-1846e: AA VV (in recess of) 05/18/2023,11
SB96,2023,S,2023-05-25,"Enrolled Bill Amendment #2023-1846e Adopted, VV, (In recess of 05/18/2023); SJ 16",12
SB96,2023,H,2023-06-21,Enrolled (in recess of) 06/15/2023 HJ 16 P. 15,13
SB96,2023,S,2023-06-21,"Enrolled Adopted, VV, (In recess 06/15/2023); SJ 20",14
SB96,2023,S,2023-07-11,Signed by the Governor on 06/30/2023; Chapter 0143; Effective 08/29/2023,15
SB98-FN,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Commerce; SJ 4,1
SB98-FN,2023,S,2023-01-19,"Hearing: 01/24/2023, Room 100, SH, 09:15 am; SC 7",2
SB98-FN,2023,S,2023-01-24,"Committee Report: Ought to Pass, 01/26/2023; Vote 5-0; CC; SC 7A",3
SB98-FN,2023,S,2023-01-26,"Ought to Pass: MA, VV; OT3rdg; 01/26/2023; SJ 5",4
SB98-FN,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Commerce and Consumer Affairs,5
SB98-FN,2023,H,2023-04-05,Public Hearing: 04/12/2023 01:45 pm LOB 302-304,6
SB98-FN,2023,H,2023-04-27,Subcommittee Work Session: 05/03/2023 10:00 am LOB 302-304,7
SB98-FN,2023,H,2023-05-03,==RECESSED== Executive Session: 05/10/2023 10:00 am LOB 302-304,8
SB98-FN,2023,H,2023-05-17,==RECESSED== Executive Session: 05/23/2023 10:00 am LOB 302-304,9
SB98-FN,2023,H,2023-05-17,Public Hearing on non-germane Amendment #2023-1892h: 05/23/2023 10:30 am LOB 302-304,10
SB98-FN,2023,H,2023-05-17,Subcommittee Work Session: 05/30/2023 10:00 am LOB 302-304,11
SB98-FN,2023,H,2023-05-23,==CONTINUED== Executive Session: 05/30/2023 11:00 am LOB 302-304,12
SB98-FN,2023,H,2023-05-31,Committee Report: Ought to Pass 05/30/2023 (Vote 19-0; CC),13
SB98-FN,2023,H,2023-06-08,Ought to Pass: MA VV 06/08/2023 HJ 15 P. 4,14
SB98-FN,2023,H,2023-06-21,Enrolled (in recess of) 06/15/2023 HJ 16 P. 15,15
SB98-FN,2023,S,2023-06-21,"Enrolled Adopted, VV, (In recess 06/15/2023); SJ 20",16
SB98-FN,2023,S,2023-07-11,Signed by the Governor on 06/30/2023; Chapter 0144; Effective 07/01/2023,17
SB99,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Commerce; SJ 4,1
SB99,2023,S,2023-01-19,"Hearing: 01/24/2023, Room 100, SH, 10:00 am; SC 7",2
SB99,2023,S,2023-01-24,"Committee Report: Ought to Pass, 01/26/2023; Vote 5-0; CC; SC 7A",3
SB99,2023,S,2023-01-26,"Ought to Pass: MA, VV; OT3rdg; 01/26/2023; SJ 5",4
SB99,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Commerce and Consumer Affairs,5
SB99,2023,H,2023-04-12,Public Hearing: 04/19/2023 10:30 am LOB 302-304,6
SB99,2023,H,2023-04-27,Subcommittee Work Session: 05/03/2023 01:15 pm LOB 302-304,7
SB99,2023,H,2023-05-03,Executive Session: 05/10/2023 10:00 am LOB 302-304,8
SB99,2023,H,2023-05-12,Committee Report: Ought to Pass with Amendment #2023-1456h 05/10/2023 (Vote 18-0; CC),9
SB99,2023,H,2023-06-08,Amendment #2023-1456h: AA VV 06/08/2023 HJ 15,10
SB99,2023,H,2023-06-08,Ought to Pass with Amendment 2023-1456h: MA VV 06/08/2023 HJ 15 P. 4,11
SB99,2023,S,2023-06-15,"Sen. Gannon Moved to Concur with the House Amendment, MA, VV; 06/15/2023; SJ 19",12
SB99,2023,H,2023-07-19,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,13
SB99,2023,S,2023-07-18,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",14
SB99,2023,S,2023-08-09,Signed by the Governor on 08/04/2023; Chapter 0210; Effective 10/03/2023,15
SB100,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Commerce; SJ 4,1
SB100,2023,S,2023-01-19,"Hearing: 01/24/2023, Room 100, SH, 09:30 am; SC 7",2
SB100,2023,S,2023-01-24,"Committee Report: Inexpedient to Legislate, 01/26/2023; SC 7A",3
SB100,2023,S,2023-01-26,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 01/26/2023; SJ 5",4
SB102,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Commerce; SJ 4,1
SB102,2023,S,2023-01-19,"Hearing: 01/24/2023, Room 100, SH, 09:45 am; SC 7",2
SB102,2023,S,2023-01-25,"Committee Report: Ought to Pass with Amendment #2023-0127s, 01/26/2023; Vote 5-0; CC; SC 7A",3
SB102,2023,S,2023-01-26,"Committee Amendment #2023-0127s, AA, VV; 01/26/2023; SJ 5",4
SB102,2023,S,2023-01-26,"Ought to Pass with Amendment 2023-0127s, MA, VV; OT3rdg; 01/26/2023; SJ 5",5
SB102,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Commerce and Consumer Affairs,6
SB102,2023,H,2023-04-05,Public Hearing: 04/12/2023 02:15 pm LOB 302-304,7
SB102,2023,H,2023-04-27,Subcommittee Work Session: 05/03/2023 10:10 am LOB 302-304,8
SB102,2023,H,2023-05-03,Executive Session: 05/10/2023 10:00 am LOB 302-304,9
SB102,2023,H,2023-05-25,Committee Report: Inexpedient to Legislate 05/10/2023 (Vote 18-0; CC),10
SB102,2023,H,2023-06-08,Inexpedient to Legislate: MA VV 06/08/2023 HJ 15 P. 4,11
SB103,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Executive Departments and Administration; SJ 4,1
SB103,2023,S,2023-01-26,"Hearing: 02/01/2023, Room 103, SH, 09:15 am; SC 8",2
SB103,2023,S,2023-02-03,"Committee Report: Ought to Pass with Amendment #2023-0303s, 02/09/2023; Vote 5-0; CC; SC 9A",3
SB103,2023,S,2023-02-09,"Committee Amendment #2023-0303s, AA, VV; 02/09/2023; SJ 6",4
SB103,2023,S,2023-02-09,"Ought to Pass with Amendment 2023-0303s, MA, VV; OT3rdg; 02/09/2023; SJ 6",5
SB103,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to State-Federal Relations and Veterans Affairs,6
SB103,2023,H,2023-04-19,Public Hearing: 04/28/2023 10:30 am LOB 206-208,7
SB103,2023,H,2023-05-09,Executive Session: 04/28/2023 10:30 am LOB 206-208,8
SB103,2023,H,2023-05-09,Committee Report: Ought to Pass with Amendment #2023-1569h (Vote 12-0; CC),9
SB103,2023,H,2023-05-18,Amendment #2023-1569h: AA VV 05/18/2023 HJ 14 P. 9,10
SB103,2023,H,2023-05-18,Ought to Pass with Amendment 2023-1569h: MA VV 05/18/2023 HJ 14 P. 9,11
SB103,2023,S,2023-06-01,"Sen. Pearl Moved to Concur with the House Amendment, MA, VV; 06/01/2023; SJ 16",12
SB103,2023,H,2023-06-30,Enrolled (in recess of) 06/29/2023 HJ 17 P. 16,13
SB103,2023,S,2023-06-30,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",14
SB103,2023,S,2023-08-01,Signed by the Governor on 07/28/2023; Chapter 0160; Effective 07/28/2023,15
SB104-FN-A,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Ways and Means; SJ 4,1
SB104-FN-A,2023,S,2023-01-19,"Hearing: 01/25/2023, Room 100, SH, 10:30 am; SC 7",2
SB104-FN-A,2023,S,2023-02-09,"Committee Report: Ought to Pass with Amendment #2023-0438s, 02/22/2023; SC 11",3
SB104-FN-A,2023,S,2023-02-22,"Committee Amendment #2023-0438s, AA, VV; 02/22/2023; SJ 8",4
SB104-FN-A,2023,S,2023-02-22,"Ought to Pass with Amendment 2023-0438s, RC 13Y-11N, MA; Refer to Finance Rule 4-5; 02/22/2023; SJ 8",5
SB104-FN-A,2023,S,2023-03-22,"Committee Report: Ought to Pass with Amendment #2023-1145s, 03/30/2023; SC 15",6
SB104-FN-A,2023,S,2023-03-30,"Committee Amendment #2023-1145s, AA, VV; 03/30/2023; SJ 12",7
SB104-FN-A,2023,S,2023-03-30,"Ought to Pass with Amendment 2023-1145s, RC 11Y-12N, MF; 03/30/2023; SJ 12",8
SB104-FN-A,2023,S,2023-03-30,"Sen. Avard Moved Reconsideration on the vote on Ought to Pass as Amended, MA, VV; 03/30/2023; SJ 12",9
SB104-FN-A,2023,S,2023-03-30,"Ought to Pass with Amendment 2023-1145s, RC 12Y-11N, MA; OT3rdg; 03/30/2023; SJ 12",10
SB104-FN-A,2023,H,2023-04-07,Introduced (in recess of) 04/06/2023 and referred to Ways and Means,11
SB104-FN-A,2023,H,2023-04-19,Public Hearing: 04/25/2023 10:30 am LOB 202-204,12
SB104-FN-A,2023,H,2023-04-19,Executive Session: 04/26/2023 01:30 pm LOB 202-204,13
SB104-FN-A,2023,H,2023-04-27,Committee Report: Inexpedient to Legislate 04/26/2023 (Vote 20-0; RC),14
SB104-FN-A,2023,H,2023-05-04,Indefinitely Postpone (Rep. Almy): MA VV 05/04/2023 HJ 13 P. 45,15
SB105-FN,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Executive Departments and Administration; SJ 4,1
SB105-FN,2023,S,2023-01-26,"Hearing: 02/01/2023, Room 103, SH, 09:30 am; SC 8",2
SB105-FN,2023,S,2023-02-23,"Committee Report: Ought to Pass, 03/09/2023; Vote 5-0; CC; SC 12",3
SB105-FN,2023,S,2023-03-09,Sen. Whitley Moved to Remove SB 105 from the Consent Calendar; 03/09/2023; SJ 9,4
SB105-FN,2023,S,2023-03-09,"Ought to Pass: RC 21Y-3N, MA; Refer to Finance Rule 4-5; 03/09/2023; SJ 9",5
SB105-FN,2023,S,2023-03-16,"Committee Report: Ought to Pass with Amendment #2023-1037s, 03/23/2023; SC 14",6
SB105-FN,2023,S,2023-03-23,"Committee Amendment #2023-1037s, AA, VV; 03/23/2023; SJ 11",7
SB105-FN,2023,S,2023-03-23,"Ought to Pass with Amendment 2023-1037s, RC 18Y-5N, MA; OT3rdg; 03/23/2023; SJ 11",8
SB105-FN,2023,H,2023-03-28,Introduced (in recess of) 03/23/2023 and referred to Executive Departments and Administration,9
SB105-FN,2023,H,2023-04-12,Public Hearing: 04/26/2023 11:30 am LOB 306-308,10
SB105-FN,2023,H,2023-04-27,Subcommittee Work Session: 05/10/2023 09:30 am LOB 306-308,11
SB105-FN,2023,H,2023-05-30,Executive Session: 05/24/2023 10:30 am LOB 306-308,12
SB105-FN,2023,H,2023-05-30,Committee Report: Ought to Pass with Amendment #2023-1728h 05/23/2023 (Vote 20-0; CC),13
SB105-FN,2023,H,2023-06-08,Amendment #2023-1728h: AA VV 06/08/2023 HJ 15 P. 6,14
SB105-FN,2023,H,2023-06-08,Ought to Pass with Amendment 2023-1728h: MA VV 06/08/2023 HJ 15 P. 6,15
SB105-FN,2023,S,2023-06-15,"Sen. Pearl Moved to Concur with the House Amendment, MA, VV; 06/15/2023; SJ 19",16
SB105-FN,2023,H,2023-07-19,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,17
SB105-FN,2023,S,2023-07-18,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",18
SB105-FN,2023,S,2023-08-09,Signed by the Governor on 08/04/2023; Chapter 0211; Effective 08/04/2023,19
SB107,2023,S,2023-01-19,Introduced 01/05/2023 and Referred to Executive Departments and Administration; SJ 4,1
SB107,2023,S,2023-02-08,"Hearing: 02/16/2023, Room 103, SH, 09:00 am; SC 10",2
SB107,2023,S,2023-02-16,"Committee Report: Ought to Pass with Amendment #2023-0587s, 02/22/2023; Vote 5-0; CC; SC 11",3
SB107,2023,S,2023-02-22,"Committee Amendment #2023-0587s, AA, VV; 02/22/2023; SJ 8",4
SB107,2023,S,2023-02-22,"Ought to Pass with Amendment 2023-0587s, MA, VV; OT3rdg; 02/22/2023; SJ 8",5
SB107,2023,H,2023-03-20,Introduced (in recess of) 03/16/2023 and referred to Executive Departments and Administration,6
SB107,2023,H,2023-03-28,Public Hearing: 04/05/2023 01:30 am LOB 306-308,7
SB107,2023,H,2023-05-19,Public Hearing on non-germane Amendment #2023-1943h: 05/22/2023 11:00 am LOB 306-308,8
SB107,2023,H,2023-05-01,Executive Session: 05/24/2023 10:30 am LOB 306-308,9
SB107,2023,H,2023-05-31,Committee Report: Ought to Pass with Amendment #2023-2012h 05/24/2023 (Vote 20-0; CC),10
SB107,2023,H,2023-06-05,"Removed from Consent (Reps. C. McGuire, Grote, Schuett, Simon, F. Davis, T. Lekas, Post, Gerhard, A. Lekas, D. McGuire) 06/05/2023 HJ 15 P. 2",11
SB107,2023,H,2023-06-08,Amendment #2023-2012h: AA VV 06/08/2023 HJ 15 P. 66,12
SB107,2023,H,2023-06-08,FLAM #2023-2075h (Rep. C. McGuire): AA VV 06/08/2023 HJ 15 P. 72,13
