bill_number,session_year,chamber,action_date,action,order
HB1490,2024,S,2024-04-17,"Hearing: 04/25/2024, Room 103, SH, 09:40 am; SC 16",7
HB1490,2024,S,2024-05-14,"Committee Report: Ought to Pass, 05/22/2024; Vote 5-0; CC; SC 20",8
HB1490,2024,S,2024-05-22,"Ought to Pass: MA, VV; OT3rdg; 05/22/2024; SJ 14",9
HB1490,2024,S,2024-06-27,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",10
HB1490,2024,H,2024-06-27,Enrolled (in recess of) 06/13/2024 HJ 16,11
HB1490,2024,H,2024-07-22,Signed by Governor Sununu 07/12/2024; Chapter 199; eff. 09/10/2024,12
HB1491,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Commerce and Consumer Affairs HJ 1 P. 22,1
HB1491,2024,H,2024-01-17,Public Hearing: 01/25/2024 11:00 am LOB 302-304,2
HB1491,2024,H,2024-03-07,Subcommittee Work Session: 03/13/2024 01:15 pm LOB 302-304,3
HB1491,2024,H,2024-03-13,==CANCELLED== Subcommittee Work Session: 03/19/2024 10:00 am LOB 307,4
HB1491,2024,H,2024-03-13,Executive Session: 03/20/2024 10:00 am LOB 302-304,5
HB1491,2024,H,2024-03-20,Committee Report: Inexpedient to Legislate 03/20/2024 (Vote 17-; CC) HC 12 P. 8,6
HB1491,2024,H,2024-03-28,Inexpedient to Legislate: MA VV 03/28/2024 HJ 10 P. 16,7
HB1492-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Ways and Means HJ 1 P. 22,1
HB1492-FN,2024,H,2024-01-05,Public Hearing: 01/16/2024 10:30 am LOB 202-204,2
HB1492-FN,2024,H,2024-01-31,Executive Session: 02/06/2024 01:00 pm LOB 202-204,3
HB1492-FN,2024,H,2024-02-08,Committee Report: Refer for Interim Study 02/06/2024 (Vote 20-0; CC) HC 6 P. 10,4
HB1492-FN,2024,H,2024-02-15,Refer for Interim Study: MA VV 02/15/2024 HJ 5 P. 17,5
HB1492-FN,2024,H,2024-08-14,Full Committee Work Session: 09/17/2024 10:00 am LOB 202-204,6
HB1492-FN,2024,H,2024-08-14,Executive Session: 09/17/2024 10:30 am LOB 202-204,7
HB1493,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Education HJ 1 P. 22,1
HB1493,2024,H,2024-01-17,Public Hearing: 01/22/2024 12:45 pm LOB 205-207,2
HB1493,2024,H,2024-03-06,Full Committee Work Session: 03/11/2024 10:00 am LOB 205-207,3
HB1493,2024,H,2024-03-07,Executive Session: 03/13/2024 10:00 am LOB 205-207,4
HB1493,2024,H,2024-03-19,Committee Report: Refer for Interim Study 03/13/2024 (Vote 20-0; CC) HC 12 P. 11,5
HB1493,2024,H,2024-03-28,Refer for Interim Study: MA VV 03/28/2024 HJ 10 P. 20,6
HB1493,2024,H,2024-09-11,Full Committee Work Session: 10/03/2024 10:00 am LOB 205-207,7
HB1493,2024,H,2024-09-11,Executive Session: 10/03/2024 10:30 am LOB 205-207,8
HB1494,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Resources, Recreation and Development HJ 1 P. 22",1
HB1494,2024,H,2024-02-14,Public Hearing: 02/21/2024 11:00 am LOB 305,2
HB1494,2024,H,2024-03-06,Executive Session: 03/13/2024 10:30 am LOB 305,3
HB1494,2024,H,2024-03-20,Committee Report: Ought to Pass with Amendment #2024-1038h 03/13/2024 (Vote 20-0; CC) HC 12 P. 17,4
HB1494,2024,H,2024-03-28,Amendment #2024-1038h: AA VV 03/28/2024 HJ 10 P. 93,5
HB1494,2024,H,2024-03-28,Ought to Pass with Amendment 2024-1038h: MA VV 03/28/2024 HJ 10 P. 93,6
HB1494,2024,S,2024-04-02,Introduced 03/21/2024 and Referred to Energy and Natural Resources; SJ 8,7
HB1494,2024,S,2024-04-09,"Hearing: 04/16/2024, Room 103, SH, 09:00 am; SC 15",8
HB1494,2024,S,2024-05-14,"Committee Report: Ought to Pass, 05/22/2024; Vote 5-0; CC; SC 20",9
HB1494,2024,S,2024-05-22,"Ought to Pass: MA, VV; OT3rdg; 05/22/2024; SJ 14",10
HB1494,2024,S,2024-06-27,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",11
HB1494,2024,H,2024-06-27,Enrolled (in recess of) 06/13/2024 HJ 16,12
HB1494,2024,H,2024-07-22,Signed by Governor Sununu 07/12/2024; Chapter 200; eff. 01/01/2025,13
HB1495,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Legislative Administration HJ 1 P. 22,1
HB1495,2024,H,2024-01-05,Public Hearing: 01/10/2024 09:00 am LOB 301-303,2
HB1495,2024,H,2024-01-17,Executive Session: 01/25/2024 10:00 am LOB 203,3
HB1495,2024,H,2024-01-29,Committee Report: Inexpedient to Legislate 01/25/2024 (Vote 16-0; CC),4
HB1495,2024,H,2024-02-08,Inexpedient to Legislate: MA VV 02/08/2024 HJ 4 P. 11,5
HB1496,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Education HJ 1 P. 22,1
HB1496,2024,H,2024-01-31,Public Hearing: 02/05/2024 01:45 pm LOB 205-207,2
HB1496,2024,H,2024-02-05,Executive Session: 02/13/2024 09:45 am LOB 205-207,3
HB1496,2024,H,2024-02-20,Committee Report: Inexpedient to Legislate 02/13/2024 (Vote 20-0; CC) HC 9 P. 7,4
HB1496,2024,H,2024-03-07,Inexpedient to Legislate: MA VV 03/07/2024 HJ 7 P. 9,5
HB1497-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Judiciary HJ 1 P. 22,1
HB1497-FN,2024,H,2024-01-17,Public Hearing: 02/14/2024 11:15 am LOB 206-208,2
HB1497-FN,2024,H,2024-02-27,Executive Session: 03/06/2024 10:00 am LOB 206-208,3
HB1497-FN,2024,H,2024-03-12,Committee Report: Inexpedient to Legislate 03/06/2024 (Vote 19-1; CC),4
HB1497-FN,2024,H,2024-03-21,Inexpedient to Legislate: MA VV 03/21/2024 HJ 9 P. 10,5
HB1498-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Commerce and Consumer Affairs HJ 1 P. 22,1
HB1498-FN,2024,H,2024-01-17,Public Hearing: 01/25/2024 02:15 pm LOB 302-304,2
HB1498-FN,2024,H,2024-03-07,Subcommittee Work Session: 03/13/2024 01:15 pm LOB 302-304,3
HB1498-FN,2024,H,2024-03-13,==CANCELLED== Subcommittee Work Session: 03/19/2024 10:00 am LOB 307,4
HB1498-FN,2024,H,2024-03-13,Executive Session: 03/20/2024 10:00 am LOB 302-304,5
HB1498-FN,2024,H,2024-03-20,Committee Report: Inexpedient to Legislate 03/20/2024 (Vote 17-0; CC) HC 12 P. 8,6
HB1498-FN,2024,H,2024-03-28,Inexpedient to Legislate: MA VV 03/28/2024 HJ 10 P. 16,7
HB1499,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Science, Technology and Energy HJ 1 P. 22",1
HB1499,2024,H,2024-01-03,Public Hearing: 01/08/2024 01:00 pm LOB 302-304,2
HB1499,2024,H,2024-01-03,Full Committee Work Session: 01/09/2024 10:00 am LOB 302-304,3
HB1499,2024,H,2024-01-03,Executive Session: 01/09/2024 02:00 pm LOB 302-304,4
HB1499,2024,H,2024-01-17,Committee Report: Ought to Pass with Amendment #2024-0102h 01/09/2024 (Vote 18-2; RC) HC 4 P. 16,5
HB1499,2024,H,2024-02-01,Amendment #2024-0102h: AA VV 02/01/2024 HJ 3 P. 29,6
HB1499,2024,H,2024-02-01,Ought to Pass with Amendment 2024-0102h: MA VV 02/01/2024 HJ 3 P. 29,7
HB1499,2024,S,2024-02-22,Introduced 02/21/2024 and Referred to Energy and Natural Resources; SJ 6,8
HB1499,2024,S,2024-04-17,"Hearing: 04/25/2024, Room 103, SH, 09:50 am; SC 16",9
HB1499,2024,S,2024-05-14,"Committee Report: Ought to Pass, 05/22/2024; Vote 5-0; CC; SC 20",10
HB1499,2024,S,2024-05-22,Sen. Carson Moved to Remove HB 1499 from the Consent Calendar; 05/22/2024; SJ 14,11
HB1499,2024,S,2024-05-22,"Special Order to the end of the calendar on 05/23/2024, Without Objection, MA; 05/22/2024; SJ 14",12
HB1499,2024,S,2024-05-23,"Sen. Carson Floor Amendment #2024-2120s, AA, VV; 05/23/2024; SJ 15",13
HB1499,2024,S,2024-05-23,"Ought to Pass with Amendment 2024-2120s, MA, VV; OT3rdg; 05/23/2024; SJ 15",14
HB1499,2024,H,2024-05-31,House Concurs with Senate Amendment 2024-2120s (Rep. Vose): MA VV 05/30/2024 HJ 15 P. 22,15
HB1499,2024,S,2024-07-11,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",16
HB1499,2024,H,2024-07-15,Enrolled (in recess of) 06/13/2024,17
HB1499,2024,H,2024-07-30,Signed by Governor Sununu 07/26/2024; Chapter 269; eff. 07/26/2024,18
HB1500-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety HJ 1 P. 22,1
HB1500-FN,2024,H,2024-01-09,Public Hearing: 01/24/2024 12:00 pm LOB 202-204,2
HB1500-FN,2024,H,2024-02-14,Executive Session: 02/23/2024 09:30 am LOB 202-204,3
HB1500-FN,2024,H,2024-02-29,Committee Report: Refer for Interim Study 02/23/2024 (Vote 20-0; CC),4
HB1500-FN,2024,H,2024-03-14,Refer for Interim Study: MA VV 03/14/2024 HJ 8 P. 5,5
HB1500-FN,2024,H,2024-09-12,Full Committee Work Session: 09/19/2024 10:00 am LOB 202-204,6
HB1500-FN,2024,H,2024-09-12,Executive Session: 09/19/2024 01:00 pm LOB 202-204,7
HB1501-FN-L,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Environment and Agriculture HJ 1 P. 22,1
HB1501-FN-L,2024,H,2024-02-14,Public Hearing: 02/21/2024 02:00 pm LOB 301-303,2
HB1501-FN-L,2024,H,2024-02-21,Full Committee Work Session: 03/05/2024 10:45 am LOB 301-303,3
HB1501-FN-L,2024,H,2024-03-08,Executive Session: 03/13/2024 10:00 am LOB 301-303,4
HB1501-FN-L,2024,H,2024-03-19,Committee Report: Inexpedient to Legislate 03/13/2024 (Vote 20-0; CC) HC 12 P. 13,5
HB1501-FN-L,2024,H,2024-03-28,Inexpedient to Legislate: MA VV 03/28/2024 HJ 10 P. 23,6
HB1502-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety HJ 1 P. 22,1
HB1502-FN,2024,H,2024-01-30,Public Hearing: 02/07/2024 11:30 am LOB 202-204,2
HB1502-FN,2024,H,2024-02-12,Executive Session: 02/07/2024 10:00 am LOB 202-204,3
HB1502-FN,2024,H,2024-02-12,Committee Report: Inexpedient to Legislate 02/07/2024 (Vote 17-0; CC),4
HB1502-FN,2024,H,2024-02-22,Inexpedient to Legislate: MA VV 02/22/2024 HJ 6 P. 5,5
HB1503-FN,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Resources, Recreation and Development HJ 1 P. 22",1
HB1503-FN,2024,H,2024-02-14,Public Hearing: 02/21/2024 01:00 pm LOB 305,2
HB1503-FN,2024,H,2024-03-06,Executive Session: 03/13/2024 10:30 am LOB 305,3
HB1503-FN,2024,H,2024-03-18,Committee Report: Inexpedient to Legislate 03/13/2024 (Vote 20-0; CC) HC 12 P. 17,4
HB1503-FN,2024,H,2024-03-28,Inexpedient to Legislate: MA VV 03/28/2024 HJ 10 P. 94,5
HB1504-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Environment and Agriculture HJ 1 P. 22,1
HB1504-FN,2024,H,2024-01-31,Public Hearing: 02/06/2024 03:30 pm LOB 301-303,2
HB1504-FN,2024,H,2024-02-06,Full Committee Work Session: 02/13/2024 10:00 am LOB 210-211,3
HB1504-FN,2024,H,2024-02-16,Subcommittee Work Session: 02/20/2024 09:00 am LOB 301-303,4
HB1504-FN,2024,H,2024-02-21,Full Committee Work Session: 03/05/2024 10:45 am LOB 301-303,5
HB1504-FN,2024,H,2024-03-08,Full Committee Work Session: 03/13/2024 11:30 am LOB 301-303,6
HB1504-FN,2024,H,2024-03-13,Full Committee Work Session: 03/19/2024 10:00 am LOB 301-303,7
HB1504-FN,2024,H,2024-03-13,Executive Session: 03/19/2024 10:30 am LOB 301-303,8
HB1504-FN,2024,H,2024-03-20,Committee Report: Ought to Pass with Amendment #2024-1210h 03/19/2024 (Vote 20-0; CC) HC 12 P. 13,9
HB1504-FN,2024,H,2024-03-28,Amendment #2024-1210h: AA VV 03/28/2024 HJ 10 P. 23,10
HB1504-FN,2024,H,2024-03-28,Ought to Pass with Amendment 2024-1210h: MA VV 03/28/2024 HJ 10 P. 23,11
HB1504-FN,2024,S,2024-04-02,Introduced 03/21/2024 and Referred to Energy and Natural Resources; SJ 8,12
HB1504-FN,2024,S,2024-04-11,"Hearing: 04/18/2024, Room 103, SH, 01:00 pm; SC 15",13
HB1504-FN,2024,S,2024-05-01,"Committee Report: Referred to Interim Study, 05/16/2024, Vote 3-1; SC 19",14
HB1504-FN,2024,S,2024-05-15,"Special Order to Beginning of Calendar, Without Objection, MA; 05/15/2024; SJ 12",15
HB1504-FN,2024,S,2024-05-15,"Refer to Interim Study, MA, VV; 05/15/2024; SJ 12",16
HB1505,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Environment and Agriculture HJ 1 P. 22,1
HB1505,2024,H,2024-02-14,Public Hearing: 02/20/2024 02:45 pm LOB 301-303,2
HB1505,2024,H,2024-02-14,Full Committee Work Session: 02/21/2024 10:00 am LOB 301-303,3
HB1505,2024,H,2024-02-21,Executive Session: 03/05/2024 10:00 am LOB 301-303,4
HB1505,2024,H,2024-03-13,Committee Report: Inexpedient to Legislate 03/05/2024 (Vote 19-0; CC),5
HB1505,2024,H,2024-03-21,Inexpedient to Legislate: MA VV 03/21/2024 HJ 9 P. 4,6
HB1506-L,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Municipal and County Government HJ 1 P. 22,1
HB1506-L,2024,H,2024-02-15,Public Hearing: 02/21/2024 01:20 pm LOB 307,2
HB1506-L,2024,H,2024-03-06,Executive Session: 03/11/2024 09:30 am LOB 301-303,3
HB1506-L,2024,H,2024-03-15,Committee Report: Inexpedient to Legislate 03/11/2024 (Vote 18-0; CC),4
HB1506-L,2024,H,2024-03-21,Inexpedient to Legislate: MA VV 03/21/2024 HJ 9 P. 17,5
HB1507,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Commerce and Consumer Affairs HJ 1 P. 23,1
HB1507,2024,H,2024-01-31,Public Hearing: 02/07/2024 11:30 am LOB 302-304,2
HB1507,2024,H,2024-02-21,Subcommittee Work Session: 03/06/2024 01:15 pm LOB 302-304,3
HB1507,2024,H,2024-03-07,Executive Session: 03/13/2024 10:00 am LOB 302-304,4
HB1507,2024,H,2024-03-20,Committee Report: Refer for Interim Study 03/13/2024 (Vote 18-0; CC) HC 12 P. 8,5
HB1507,2024,H,2024-03-28,Refer for Interim Study: MA VV 03/28/2024 HJ 10 P. 16,6
HB1507,2024,H,2024-08-14,Full Committee Work Session: 09/11/2024 10:00 am LOB 302-304,7
HB1508,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Science, Technology and Energy HJ 1 P. 23",1
HB1508,2024,H,2024-01-17,Public Hearing: 01/29/2024 10:30 am LOB 302-304,2
HB1508,2024,H,2024-01-31,Full Committee Work Session: 02/06/2024 09:00 am LOB 302-304,3
HB1508,2024,H,2024-01-31,Executive Session: 02/06/2024 01:00 pm LOB 302-304,4
HB1508,2024,H,2024-02-07,Committee Report: Refer for Interim Study 02/06/2024 (Vote 20-0; CC) HC 6 P. 9,5
HB1508,2024,H,2024-02-15,Refer for Interim Study: MA VV 02/15/2024 HJ 5 P. 16,6
HB1509-L,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Education HJ 1 P. 23,1
HB1509-L,2024,H,2024-01-17,Public Hearing: 01/25/2024 01:00 pm LOB 205-207,2
HB1509-L,2024,H,2024-01-25,==RECESSED== Executive Session: 01/30/2024 10:00 am LOB 205-207,3
HB1509-L,2024,H,2024-01-25,==CONTINUED== Executive Session: 01/31/2024 10:00 am LOB 205-207,4
HB1509-L,2024,H,2024-01-31,Executive Session: 02/07/2024 09:30 am LOB 205-207,5
HB1509-L,2024,H,2024-02-14,Subcommittee Work Session: 02/20/2024 01:00 pm LOB 104,6
HB1509-L,2024,H,2024-02-15,Executive Session: 02/20/2024 09:15 am LOB 205-207,7
HB1509-L,2024,H,2024-02-29,Committee Report: Refer for Interim Study 02/20/2024 (Vote 19-0; CC),8
HB1509-L,2024,H,2024-03-14,Refer for Interim Study: MA VV 03/14/2024 HJ 8 P. 5,9
HB1509-L,2024,H,2024-09-11,Full Committee Work Session: 10/03/2024 10:00 am LOB 205-207,10
HB1509-L,2024,H,2024-09-11,Executive Session: 10/03/2024 10:30 am LOB 205-207,11
HB1510,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Public Works and Highways HJ 1 P. 23,1
HB1510,2024,H,2024-01-12,Public Hearing: 01/24/2024 03:00 pm LOB 201,2
HB1510,2024,H,2024-01-29,Public Hearing: 02/07/2024 02:10 pm LOB 201,3
HB1510,2024,H,2024-01-29,==RECESSED== Executive Session: 02/07/2024 02:40 pm LOB 201,4
HB1510,2024,H,2024-02-08,==CONTINUED== Executive Session: 02/14/2024 09:30 am LOB 201,5
HB1510,2024,H,2024-02-14,Committee Report: Inexpedient to Legislate 02/14/2024 (Vote 12-6; RC) HC 9 P. 28,6
HB1510,2024,H,2024-03-07,Inexpedient to Legislate: MA VV 03/07/2024 HJ 7 P. 88,7
HB1511,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Children and Family Law HJ 1 P. 23,1
HB1511,2024,H,2024-01-05,Public Hearing: 01/16/2024 10:30 am LOB 206-208,2
HB1511,2024,H,2024-01-24,Executive Session: 02/06/2024 10:35 am LOB 206-208,3
HB1511,2024,H,2024-02-09,Committee Report: Ought to Pass 02/06/2024 (Vote 13-0; CC),4
HB1511,2024,H,2024-02-22,Ought to Pass: MA VV 02/22/2024 HJ 6 P. 2,5
HB1511,2024,S,2024-03-06,Introduced 02/21/2024 and Referred to Judiciary; SJ 6,6
HB1511,2024,S,2024-04-24,"Hearing: 04/30/2024, Room 100, SH, 01:45 pm; SC 17",7
HB1511,2024,S,2024-05-09,"Committee Report: Ought to Pass, 05/16/2024; Vote 5-0; CC; SC 19",8
HB1511,2024,S,2024-05-09,"Ought to Pass: MA, VV; OT3rdg; 05/15/2024; SJ 12",9
HB1511,2024,S,2024-06-19,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",10
HB1511,2024,H,2024-06-19,Enrolled (in recess of) 06/13/2024,11
HB1511,2024,H,2024-07-22,Signed by Governor Sununu 07/03/2024; Chapter 138; eff. 07/01/2024,12
HB1512-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Education HJ 1 P. 23,1
HB1512-FN,2024,H,2024-02-05,Public Hearing: 02/12/2024 10:45 am LOB 205-207,2
HB1512-FN,2024,H,2024-02-15,Executive Session: 02/20/2024 09:15 am LOB 205-207,3
HB1512-FN,2024,H,2024-02-29,Committee Report: Without Recommendation 02/20/2024 (Vote 10-10; RC),4
HB1512-FN,2024,H,2024-03-14,Ought to Pass: MF RC 186-187 03/14/2024 HJ 8 P. 40,5
HB1512-FN,2024,H,2024-03-14,Indefinitely Postpone (Rep. Sweeney): MA RC 187-185 03/14/2024 HJ 8 P. 42,6
HB1513,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Resources, Recreation and Development HJ 1 P. 23",1
HB1513,2024,H,2024-01-31,Public Hearing: 02/07/2024 02:30 pm LOB 305,2
HB1513,2024,H,2024-03-06,Public Hearing: 03/13/2024 10:00 am LOB 305,3
HB1513,2024,H,2024-03-06,Executive Session: 03/13/2024 10:30 am LOB 305,4
HB1513,2024,H,2024-03-18,Committee Report: Inexpedient to Legislate 03/13/2024 (Vote 20-0; CC) HC 12 P. 18,5
HB1513,2024,H,2024-03-28,Inexpedient to Legislate: MA VV 03/28/2024 HJ 10 P. 94,6
HB1514-FN-A-L,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Ways and Means HJ 1 P. 23,1
HB1514-FN-A-L,2024,H,2024-01-05,Public Hearing: 01/17/2024 11:00 am LOB 202-204,2
HB1514-FN-A-L,2024,H,2024-01-31,==RECESSED== Executive Session: 02/06/2024 01:00 pm LOB 202-204,3
HB1514-FN-A-L,2024,H,2024-02-28,Full Committee Work Session: 03/06/2024 09:30 am LOB 202-204,4
HB1514-FN-A-L,2024,H,2024-02-28,==RECESSED== Executive Session: 03/06/2024 01:30 pm LOB 202-204,5
HB1514-FN-A-L,2024,H,2024-03-07,Executive Session: 03/11/2024 10:30 am LOB 202-204,6
HB1514-FN-A-L,2024,H,2024-03-07,Full Committee Work Session: 03/11/2024 09:30 am LOB 202-204,7
HB1514-FN-A-L,2024,H,2024-03-15,Committee Report: Refer for Interim Study 03/11/2024 (Vote 18-0; CC),8
HB1514-FN-A-L,2024,H,2024-03-21,Refer for Interim Study: MA VV 03/21/2024 HJ 9 P. 18,9
HB1514-FN-A-L,2024,H,2024-08-14,Full Committee Work Session: 09/17/2024 10:00 am LOB 202-204,10
HB1514-FN-A-L,2024,H,2024-08-14,Executive Session: 09/17/2024 10:30 am LOB 202-204,11
HB1515-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Ways and Means HJ 1 P. 23,1
HB1515-FN,2024,H,2024-01-05,Public Hearing: 01/09/2024 12:00 pm LOB 202-204,2
HB1515-FN,2024,H,2024-01-31,Full committee Work Session: 02/05/2024 10:00 am LOB 202-204,3
HB1515-FN,2024,H,2024-01-31,Executive Session: 02/06/2024 01:00 pm LOB 202-204,4
HB1515-FN,2024,H,2024-02-09,Committee Report: Inexpedient to Legislate 02/06/2024 (Vote 19-0; CC),5
HB1515-FN,2024,H,2024-02-22,Inexpedient to Legislate: MA VV 02/22/2024 HJ 6 P. 20,6
HB1516-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Education HJ 1 P. 23,1
HB1516-FN,2024,H,2024-01-05,Public Hearing: 01/16/2024 11:30 am LOB 205-207,2
HB1516-FN,2024,H,2024-01-17,Executive Session: 01/24/2024 09:15 am LOB 205-207,3
HB1516-FN,2024,H,2024-01-25,==RECESSED== Executive Session: 01/30/2024 10:00 am LOB 205-207,4
HB1516-FN,2024,H,2024-01-25,==CONTINUED== Executive Session: 01/31/2024 10:00 am LOB 205-207,5
HB1516-FN,2024,H,2024-02-06,Committee Report: Refer for Interim Study 01/31/2024 (Vote 20-0; CC) HC 6 P. 4,6
HB1516-FN,2024,H,2024-02-15,Refer for Interim Study: MA VV 02/15/2024 HJ 5 P. 6,7
HB1516-FN,2024,H,2024-09-11,Full Committee Work Session: 10/03/2024 10:00 am LOB 205-207,8
HB1516-FN,2024,H,2024-09-11,Executive Session: 10/03/2024 10:30 am LOB 205-207,9
HB1517-FN,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Education HJ 1 P. 23,1
HB1517-FN,2024,H,2024-01-25,Public Hearing: 01/29/2024 09:30 am LOB 205-207,2
HB1517-FN,2024,H,2024-01-25,==RECESSED== Executive Session: 01/30/2024 10:00 am LOB 205-207,3
HB1517-FN,2024,H,2024-01-25,==CONTINUED== Executive Session: 01/31/2024 10:00 am LOB 205-207,4
HB1517-FN,2024,H,2024-01-31,==RECESSED== Executive Session: 02/07/2024 09:30 am LOB 205-207,5
HB1517-FN,2024,H,2024-02-05,Full Committee Work Session: 02/13/2024 09:15 am LOB 205-207,6
HB1517-FN,2024,H,2024-02-05,==CONTINUED== Executive Session: 02/14/2024 09:30 am LOB 205-207,7
HB1517-FN,2024,H,2024-02-15,Committee Report: Without Recommendation 02/14/2024 (Vote 10-10; RC),8
HB1517-FN,2024,H,2024-02-22,Ought to Pass: MA RC 196-184 02/22/2024 HJ 6 P. 75,9
HB1517-FN,2024,H,2024-02-22,Referred to Ways and Means 02/22/2024 HJ 6 P. 78,10
HB1517-FN,2024,H,2024-02-28,Public Hearing: 03/05/2024 11:45 am LOB 202-204,11
HB1517-FN,2024,H,2024-02-28,Full Committee Work Session: 03/06/2024 09:30 am LOB 202-204,12
HB1517-FN,2024,H,2024-02-28,Executive Session: 03/06/2024 01:30 pm LOB 202-204,13
HB1517-FN,2024,H,2024-03-15,Committee Report: Inexpedient to Legislate 03/06/2024 (Vote 20-0; CC),14
HB1517-FN,2024,H,2024-03-21,Inexpedient to Legislate: MA VV 03/21/2024 HJ 9 P. 19,15
HB1518,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Legislative Administration HJ 1 P. 23,1
HB1518,2024,H,2024-01-25,Public Hearing: 01/31/2024 10:40 am LOB 203,2
HB1518,2024,H,2024-01-31,==CANCELLED== Executive Session: 02/07/2024 01:00 pm LOB 203,3
HB1518,2024,H,2024-02-07,Executive Session: 02/14/2024 10:00 am LOB 203,4
HB1518,2024,H,2024-02-21,Committee Report: Inexpedient to Legislate 02/14/2024 (Vote 14-1; CC) HC 9 P. 12,5
HB1518,2024,H,2024-03-07,Inexpedient to Legislate: MA VV 03/07/2024 HJ 7 P. 20,6
HB1519,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Labor, Industrial and Rehabilitative Services HJ 1 P. 23",1
HB1519,2024,H,2024-01-22,==CANCELLED== Public Hearing: 01/25/2024 02:00 pm LOB 307,2
HB1519,2024,H,2024-01-24,==RESCHEDULED== Public Hearing: 01/25/2024 02:00 pm LOB 307,3
HB1519,2024,H,2024-02-23,Executive Session: 03/06/2024 01:00 pm LOB 305,4
HB1519,2024,H,2024-03-13,Committee Report: Inexpedient to Legislate 03/06/2024 (Vote 20-0; CC),5
HB1519,2024,H,2024-03-21,Inexpedient to Legislate: MA VV 03/21/2024 HJ 9 P. 12,6
HB1520-FN-A,2024,H,2023-12-11,"Introduced 01/03/2024 and referred to Health, Human Services and Elderly Affairs HJ 1 P. 23",1
HB1520-FN-A,2024,H,2024-01-05,Public Hearing: 01/10/2024 01:45 pm LOB 210-211,2
HB1520-FN-A,2024,H,2024-01-05,Executive Session: 01/18/2024 11:00 am LOB 210-211,3
HB1520-FN-A,2024,H,2024-01-25,Committee Report: Without Recommendation 01/18/2024 (Vote 10-10; RC) HC 4 P. 14,4
HB1520-FN-A,2024,H,2024-02-01,Ought to Pass: MF DV 184-193 02/01/2024 HJ 3 P. 20,5
HB1520-FN-A,2024,H,2024-02-01,Inexpedient to Legislate: MA VV 02/01/2024 HJ 3 P. 20,6
HB1521,2024,H,2023-12-11,Introduced 01/03/2024 and referred to Executive Departments and Administration HJ 1 P. 23,1
HB1521,2024,H,2024-02-06,Public Hearing: 02/14/2024 10:30 am LOB 306-308,2
HB1521,2024,H,2024-03-06,Executive Session: 03/13/2024 10:00 am LOB 306-308,3
HB1521,2024,H,2024-03-15,Committee Report: Ought to Pass with Amendment #2024-0902h (NT) 03/13/2024 (Vote 20-0; CC) HC 12 P. 16,4
HB1521,2024,H,2024-03-28,Amendment #2024-0902h (NT): AA VV 03/28/2024 HJ 10 P. 87,5
HB1521,2024,H,2024-03-28,Ought to Pass with Amendment 2024-0902h: MA VV 03/28/2024 HJ 10 P. 87,6
HB1521,2024,S,2024-04-02,Introduced 03/21/2024 and Referred to Election Law and Municipal Affairs; SJ 8,7
HB1521,2024,S,2024-05-02,"Hearing: 05/07/2024, Room 103, LOB, 10:30 am; SC 18",8
HB1521,2024,S,2024-05-14,"Committee Report: Ought to Pass with Amendment #2024-1968s, 05/22/2024, Vote 3-2; SC 20",9
HB1521,2024,S,2024-05-22,"Committee Amendment #2024-1968s, RC 14Y-10N, AA; 05/22/2024; SJ 14",10
HB1521,2024,S,2024-05-22,"Ought to Pass with Amendment 2024-1968s, MA, VV; OT3rdg; 05/22/2024; SJ 14",11
