bill_number,session_year,chamber,action_date,action,order
HB157,2024,H,2023-10-03,==CANCELLED== Executive Session: 10/11/2023 01:00 pm LOB 301-303 HC 43,6
HB157,2024,H,2023-10-25,Executive Session: 11/01/2023 11:00 am LOB 301-303 HC 43,7
HB157,2024,H,2023-11-15,Committee Report: Refer for Interim Study HB157 11/01/2023 (Vote 13-0; CC) HC 49 P. 18,8
HB157,2024,H,2024-01-03,Refer for Interim Study: MA VV 01/03/2024 HJ 1 P. 61,9
HB157,2024,H,2024-09-18,Executive Session: 10/10/2024 01:00 pm LOB 203,10
HB159,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Science, Technology and Energy",1
HB159,2024,H,2023-02-09,Public Hearing: 02/16/2023 10:00 am LOB 302-304,2
HB159,2024,H,2023-02-16,Executive Session: 02/21/2023 09:30 am LOB 302-304,3
HB159,2024,H,2023-02-21,Retained in Committee,4
HB159,2024,H,2023-09-05,Full Committee Work Session: 09/26/2023 01:00 pm LOB 302-304 HC 36,5
HB159,2024,H,2023-09-28,Subcommittee Work Session: 10/16/2023 10:00 am LOB 302-304 HC 39,6
HB159,2024,H,2023-10-25,Executive Session: 11/06/2023 10:00 am LOB 302-304 HC 43,7
HB159,2024,H,2023-11-14,Committee Report: Inexpedient to Legislate HB159 11/06/2023 (Vote 19-0; CC) HC 49 P. 20,8
HB159,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 66,9
HB166,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Science, Technology and Energy",1
HB166,2024,H,2023-01-25,Public Hearing: 01/31/2023 02:30 pm LOB 302-304,2
HB166,2024,H,2023-02-01,Executive Session: 02/06/2023 01:30 pm LOB 302-304,3
HB166,2024,H,2023-02-09,Retained in Committee,4
HB166,2024,H,2023-09-05,Full Committee Work Session: 09/26/2023 01:00 pm LOB 302-304 HC 36,5
HB166,2024,H,2023-10-25,Executive Session: 11/06/2023 10:00 am LOB 302-304 HC 43,6
HB166,2024,H,2023-11-14,Majority Committee Report: Inexpedient to Legislate HB166 11/06/2023 (Vote 19-1; RC) HC 49 P. 44,7
HB166,2024,H,2023-11-14,Minority Committee Report: Ought to Pass,8
HB166,2024,H,2024-01-04,Inexpedient to Legislate: MA DV 319-53 01/04/2024 HJ 2 P. 38,9
HB172,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Commerce and Consumer Affairs,1
HB172,2024,H,2023-01-19,Public Hearing: 01/26/2023 10:00 am LOB 302-304,2
HB172,2024,H,2023-02-01,Subcommittee Work Session: 02/08/2023 10:45 am LOB 302-304,3
HB172,2024,H,2023-02-23,Subcommittee Work Session: 03/08/2023 10:00 am LOB 302-304,4
HB172,2024,H,2023-02-23,Executive Session: 03/08/2023 01:15 pm LOB 302-304,5
HB172,2024,H,2023-03-13,Retained in Committee,6
HB172,2024,H,2023-08-30,==CANCELLED== Subcommittee Work Session: 09/06/2023 01:15 pm LOB 302-304,7
HB172,2024,H,2023-09-06,==RESCHEDULED== Subcommittee Work Session: 09/20/2023 01:15 pm LOB 302-304 HC 36,8
HB172,2024,H,2023-10-17,==RECESSED== Executive Session: 11/08/2023 01:30 pm LOB 302-304 HC 42,9
HB172,2024,H,2023-11-08,==CANCELLED== Executive Session: 11/15/2023 11:00 am LOB 302-304 HC 42,10
HB172,2024,H,2023-11-16,Committee Report: Inexpedient to Legislate HB172 11/08/2023 (Vote 19-0; CC) HC 49 P. 3,11
HB172,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 34,12
HB173,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Commerce and Consumer Affairs,1
HB173,2024,H,2023-01-05,Public Hearing: 01/12/2023 11:00 am LOB 302-304,2
HB173,2024,H,2023-01-25,Subcommittee Work Session: 02/01/2023 10:00 am LOB 302-304,3
HB173,2024,H,2023-01-26,Executive Session: 02/02/2023 01:30 pm LOB 302-304,4
HB173,2024,H,2023-02-23,Subcommittee Work Session: 03/07/2023 10:00 am LOB210-211,5
HB173,2024,H,2023-02-23,Executive Session: 03/08/2023 01:15 pm LOB 302-304,6
HB173,2024,H,2023-02-09,Retained in Committee,7
HB173,2024,H,2023-08-30,==CANCELLED== Subcommittee Work Session: 09/06/2023 10:00 am LOB 302-304,8
HB173,2024,H,2023-09-06,==RESCHEDULED== Subcommittee Work Session: 09/20/2023 10:00 am LOB 302-304 HC 36,9
HB173,2024,H,2023-10-04,Subcommittee Work Session: 10/17/2023 10:00 am LOB 302-304 HC 40,10
HB173,2024,H,2023-10-17,==RECESSED== Executive Session: 11/08/2023 01:30 pm LOB 302-304 HC 42,11
HB173,2024,H,2023-11-08,==CANCELLED== Executive Session: 11/15/2023 11:00 am LOB 302-304 HC 42,12
HB173,2024,H,2023-11-17,Committee Report: Ought to Pass with Amendment #2023-2330h 11/08/2023 (Vote 19-0; CC) HC 49 P. 4,13
HB173,2024,H,2024-01-03,Amendment #2023-2330h: AA VV 01/03/2024 HJ 1 P. 34,14
HB173,2024,H,2024-01-03,Ought to Pass with Amendment 2023-2330h: MA VV 01/03/2024 HJ 1 P. 34,15
HB173,2024,S,2024-02-16,Introduced 02/15/2024 and Referred to Commerce; SJ 5,16
HB173,2024,S,2024-03-26,"Hearing: 04/02/2024, Room 100, SH, 10:00 am; SC 13",17
HB173,2024,S,2024-04-23,Committee Report: Inexpedient to Legislate; Vote 5-0; CC; 05/02/2024; SC 17,18
HB173,2024,S,2024-04-26,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 05/02/2024; SJ 11",19
HB175,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Science, Technology and Energy",1
HB175,2024,H,2023-01-25,Public Hearing: 01/30/2023 09:00 am LOB 302-304,2
HB175,2024,H,2023-10-10,Executive Session: 01/30/2023 09:00 am LOB 302-304 HC 39,3
HB175,2024,H,2023-02-15,Retained in Committee,4
HB175,2024,H,2023-09-05,Full Committee Work Session: 09/26/2023 01:00 pm LOB 302-304 HC 36,5
HB175,2024,H,2023-10-25,Executive Session: 11/06/2023 10:00 am LOB 302-304 HC 43,6
HB175,2024,H,2023-11-16,Committee Report: Inexpedient to Legislate HB175 11/06/2023 (Vote 20-0; CC) HC 49 P. 20,7
HB175,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 66,8
HB176,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Science, Technology and Energy",1
HB176,2024,H,2023-01-25,Public Hearing: 01/30/2023 10:00 am LOB 302-304,2
HB176,2024,H,2023-10-10,Executive Session: 01/30/2023 10:00 am LOB 302-304 HC 39,3
HB176,2024,H,2023-02-15,Retained in Committee,4
HB176,2024,H,2023-09-05,Full Committee Work Session: 09/26/2023 01:00 pm LOB 302-304 HC 36,5
HB176,2024,H,2023-10-25,Executive Session: 11/06/2023 10:00 am LOB 302-304 HC 43,6
HB176,2024,H,2023-11-14,Committee Report: Inexpedient to Legislate HB176 11/06/2023 (Vote 20-0; CC) HC 49 P. 20,7
HB176,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 66,8
HB178,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Commerce and Consumer Affairs,1
HB178,2024,H,2023-01-11,Public Hearing: 01/18/2023 10:00 am LOB 302-304,2
HB178,2024,H,2023-01-25,Subcommittee Work Session: 02/01/2023 10:00 am LOB 302-304,3
HB178,2024,H,2023-01-26,Executive Session: 02/02/2023 01:30 pm LOB 302-304,4
HB178,2024,H,2023-02-09,Retained in Committee,5
HB178,2024,H,2023-08-30,==CANCELLED== Subcommittee Work Session: 09/06/2023 10:00 am LOB 302-304,6
HB178,2024,H,2023-09-06,==RESCHEDULED== Subcommittee Work Session: 09/20/2023 10:00 am LOB 302-304 HC 36,7
HB178,2024,H,2023-10-17,==RECESSED== Executive Session: 11/08/2023 01:30 pm LOB 302-304 HC 42,8
HB178,2024,H,2023-11-08,==CANCELLED== Executive Session: 11/15/2023 11:00 am LOB 302-304 HC 42,9
HB178,2024,H,2023-11-16,Committee Report: Inexpedient to Legislate HB178 11/08/2023 (Vote 19-0; CC) HC 49 P. 4,10
HB178,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 34,11
HB182-FN,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB182-FN,2024,H,2023-01-11,Public Hearing: 01/26/2023 10:00 am LOB 305-307,2
HB182-FN,2024,H,2023-02-09,Executive Session: 02/16/2023 11:00 am LOB 307,3
HB182-FN,2024,H,2023-03-03,Executive Session: 03/15/2023 02:30 pm LOB 305-307,4
HB182-FN,2024,H,2023-03-16,Retained in Committee,5
HB182-FN,2024,H,2023-06-07,Full Committee Work Session: 06/23/2023 11:00 am LOB 305-307,6
HB182-FN,2024,H,2023-10-16,==CANCELLED== Executive Session: 10/24/2023 02:00 pm LOB 302-304,7
HB182-FN,2024,H,2023-10-24,Executive Session: 11/02/2023 02:00 pm LOB 301-303 HC 43,8
HB182-FN,2024,H,2023-11-17,Committee Report: Ought to Pass with Amendment #2023-2404 11/02/2023 (Vote 19-1; CC) HC 49 P. 17,9
HB182-FN,2024,H,2024-01-03,Amendment #2023-2404h: AA VV 01/03/2024 HJ 1 P. 61,10
HB182-FN,2024,H,2024-01-03,Ought to Pass with Amendment 2023-2404h: MA VV 01/03/2024 HJ 1 P. 61,11
HB182-FN,2024,S,2024-02-16,Introduced 02/15/2024 and Referred to Commerce; SJ 5,12
HB182-FN,2024,S,2024-03-19,"Hearing: 03/26/2024, Room 100, SH, 10:45 am; SC 12",13
HB182-FN,2024,S,2024-04-24,"Committee Report: Ought to Pass, 05/02/2024; Vote 5-0; CC; SC 17",14
HB182-FN,2024,S,2024-04-26,"Ought to Pass: MA, VV; OT3rdg; 05/02/2024; SJ 11",15
HB182-FN,2024,H,2024-05-30,Enrolled 05/30/2024 HJ 15 P. 10,16
HB182-FN,2024,S,2024-05-30,"Enrolled Adopted, VV, (In recess 05/23/2024); SJ 15",17
HB182-FN,2024,H,2024-06-20,Signed by Governor Sununu 06/14/2024; Chapter 45; eff. 8/13/2024 HJ 16,18
HB183-FN,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB183-FN,2024,H,2023-01-05,Public Hearing: 01/12/2023 10:45 am LOB 306-308,2
HB183-FN,2024,H,2023-01-19,Subcommittee Work Session: 01/25/2023 09:00 am LOB 306,3
HB183-FN,2024,H,2023-01-31,Subcommittee Work Session: 02/01/2023 09:15 am LOB 306-308,4
HB183-FN,2024,H,2023-02-02,Executive Session: 02/08/2023 01:30 pm LOB 306-308,5
HB183-FN,2024,H,2023-02-09,Retained in Committee,6
HB183-FN,2024,H,2023-09-18,Executive Session: 11/08/2023 10:00 am LOB 306-308,7
HB183-FN,2024,H,2023-11-13,Committee Report: Inexpedient to Legislate HB183-FN 11/09/2023 (Vote 19-0; CC) HC 49 P. 11,8
HB183-FN,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 52,9
HB185-FN,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Children and Family Law,1
HB185-FN,2024,H,2023-02-09,Public Hearing: 02/21/2023 02:00 pm LOB 206-208,2
HB185-FN,2024,H,2023-02-16,Executive Session: 03/07/2023 09:30 am LOB 206-208,3
HB185-FN,2024,H,2023-03-08,Retained in Committee,4
HB185-FN,2024,H,2023-08-30,Subcommittee Work Session: 10/03/2023 01:00 pm LOB 206-208,5
HB185-FN,2024,H,2023-10-25,Public Hearing on non-germane Amendment #2023-2351h: 10/31/2023 09:30 am LOB 206-208,6
HB185-FN,2024,H,2023-10-12,Executive Session: 10/31/2023 10:00 am LOB 206-208 HC 41,7
HB185-FN,2024,H,2023-11-06,Majority Committee Report: Ought to Pass with Amendment #2023-2378h (NT) 10/31/2023 (Vote 9-7; RC) HC 49 P. 24,8
HB185-FN,2024,H,2023-11-06,Minority Committee Report: Inexpedient to Legislate,9
HB185-FN,2024,H,2024-01-03,Amendment #2023-2378h: AA VV 01/03/2024 HJ 1 P. 70,10
HB185-FN,2024,H,2024-01-04,Ought to Pass with Amendment 2023-2378h: MA RC 202-172 01/03/2024 HJ 1 P. 70,11
HB185-FN,2024,S,2024-02-26,Introduced 02/21/2024 and Referred to Judiciary; SJ 6,12
HB185-FN,2024,S,2024-03-20,"Hearing: 03/28/2024, Room 100, SH, 09:00 am; SC 12",13
HB185-FN,2024,S,2024-04-25,"Committee Report: Referred to Interim Study, 05/02/2024, Vote 4-1; SC 17",14
HB185-FN,2024,S,2024-05-02,"Special Order to 05/23/2024, Without Objection, MA; 05/02/2024 SJ 11",15
HB185-FN,2024,S,2024-05-02,"Committee Report: Referred to Interim Study, 05/23/2024, Vote 4-1; SC 20",16
HB185-FN,2024,S,2024-05-22,"Special Order to the end of the calendar on 05/23/2024, Without Objection, MA; 05/22/2024; SJ 14",17
HB185-FN,2024,S,2024-05-23,"Special Order to after HB 1292, Without Objection, MA; 05/23/2024; SJ 15",18
HB185-FN,2024,S,2024-05-23,"Refer to Interim Study, MF, VV; 05/23/2024; SJ 15",19
HB185-FN,2024,S,2024-05-23,Sen. Carson Moved Ought to Pass; 05/23/2024; SJ 15,20
HB185-FN,2024,S,2024-05-23,"Sen. Carson Floor Amendment #2024-1973s, AA, VV; 05/23/2024; SJ 15",21
HB185-FN,2024,S,2024-05-23,"Sen. Carson Floor Amendment #2024-2189s, AA, VV; 05/23/2024; SJ 15",22
HB185-FN,2024,S,2024-05-23,"Sen. Birdsell Floor Amendment #2024-2141s, AA, VV; 05/23/2024; SJ 15",23
HB185-FN,2024,S,2024-05-24,Senator Soucy moved to divide the question on the motion of Ought to Pass with Amendment: Original bill and Floor Amendment 2024-1973s and then Floor Amendments 2024-2189s and 2024-2141s; 05/23/2024; SJ 15,24
HB185-FN,2024,S,2024-05-24,The Chair ruled the Question Divisible; 05/23/2024; SJ 15,25
HB185-FN,2024,S,2024-05-24,"Ought to Pass with Amendment: Original bill and Floor Amendment 2024-1973s, MA, VV; 05/23/2024; SJ 15",26
HB185-FN,2024,S,2024-05-24,"Ought to Pass with Amendment: Floor Amendments 2024-2189s and 2024-2141s and the effective date, MA, VV; OT3rdg; 05/23/2024; SJ 15",27
HB185-FN,2024,S,2024-05-24,"Without Objection, the Clerk is authorized to make technical and administrative corrections which are necessary to reflect the intent of the Senate, MA; 05/23/2024; SJ 15",28
HB185-FN,2024,H,2024-05-30,House Concurs with Senate Amendment 2024-2189s and 2024-2141s (Rep. M. Pearson): MA DV 191-171 05/30/2024 HJ 15 P. 2,29
HB185-FN,2024,H,2024-05-30,Reconsider Concur (Rep. Gibbons): MF RC 178-191 05/30/2024 HJ 15 P. 5,30
HB185-FN,2024,S,2024-06-27,"Enrolled Bill Amendment #2024-2328e Adopted, VV, (In recess of 06/13/2024); SJ 18",31
HB185-FN,2024,H,2024-06-27,Enrolled Bill Amendment #2024-2328e(NT): AA VV (in recess of) 06/13/2024 HJ 16,32
HB185-FN,2024,S,2024-07-02,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",33
HB185-FN,2024,H,2024-07-02,Enrolled (in recess of) 06/13/2024 HJ 16,34
HB185-FN,2024,H,2024-07-30,Signed by Governor Sununu 07/26/2024; Chapter 262; eff. I. Sec 1-2 eff 1/1/25 II. Sec 3 eff 9/24/24 III. Rem eff 7/1/24,35
HB186,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Resources, Recreation and Development",1
HB186,2024,H,2023-01-25,Public Hearing: 02/01/2023 10:00 am LOB 305-307,2
HB186,2024,H,2023-01-30,Executive Session: 02/08/2023 10:30 am LOB 305-307,3
HB186,2024,H,2023-02-15,Retained in Committee,4
HB186,2024,H,2023-09-28,Full Committee Work Session: 10/11/2023 10:00 am LOB 306-308 HC 39,5
HB186,2024,H,2023-10-11,Executive Session: 11/01/2023 10:00 am LOB 306-308 HC 41,6
HB186,2024,H,2023-11-13,Committee Report: Inexpedient to Legislate HB186 11/01/2023 (Vote 20-0; CC) HC 49 P. 19,7
HB186,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 64,8
HB190-FN,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB190-FN,2024,H,2023-01-11,Public Hearing: 01/26/2023 10:45 am LOB 305-307,2
HB190-FN,2024,H,2023-03-03,Executive Session: 03/15/2023 02:00 pm LOB 305-307,3
HB190-FN,2024,H,2023-03-16,Retained in Committee,4
HB190-FN,2024,H,2023-06-07,Full Committee Work Session: 06/23/2023 10:00 am LOB 305-307,5
HB190-FN,2024,H,2023-10-16,==CANCELLED== Executive Session: 10/24/2023 02:00 pm LOB 302-304 HC 42,6
HB190-FN,2024,H,2023-10-24,Executive Session: 11/02/2023 02:00 pm LOB 301-303 HC 43,7
HB190-FN,2024,H,2023-11-17,Majority Committee Report: Inexpedient to Legislate HB190-FN 11/02/2023 (Vote 19-1; RC) HC 49 P. 42,8
HB190-FN,2024,H,2023-11-17,Minority Committee Report: Ought to Pass,9
HB190-FN,2024,H,2024-01-04,Inexpedient to Legislate: MA VV 01/04/2024 HJ 2 P. 29,10
HB192-FN,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Ways and Means,1
HB192-FN,2024,H,2023-01-19,Public Hearing: 01/24/2023 01:00 pm LOB 202-204,2
HB192-FN,2024,H,2023-03-01,Executive Session: 03/08/2023 01:15 pm LOB 202-204,3
HB192-FN,2024,H,2023-03-08,Retained in Committee,4
HB192-FN,2024,H,2023-08-09,Full Committee Work Session: 09/19/2023 10:00 am LOB 202-204,5
HB192-FN,2024,H,2023-09-13,Executive Session: 09/19/2023 10:30 am LOB 202-204 HC 37,6
HB192-FN,2024,H,2023-10-23,Full Work Session: 11/09/2023 10:00 am LOB 202-204 HC 43,7
HB192-FN,2024,H,2023-10-23,Executive Session: 11/09/2023 10:30 am LOB 202-204 HC 43,8
HB192-FN,2024,H,2023-11-13,Committee Report: Inexpedient to Legislate HB192-FN 11/09/2023 (Vote 19-0; CC) HC 49 P. 22,9
HB192-FN,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 69,10
HB194-FN,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Resources, Recreation and Development",1
HB194-FN,2024,H,2023-01-11,Public Hearing: 01/18/2023 10:15 am LOB 305-307,2
HB194-FN,2024,H,2023-01-30,Executive Session: 02/08/2023 10:30 am LOB 305-307,3
HB194-FN,2024,H,2023-02-15,Retained in Committee,4
HB194-FN,2024,H,2023-09-28,Full Committee Work Session: 10/11/2023 10:00 am LOB 306-308 HC 39,5
HB194-FN,2024,H,2023-10-11,Subcommittee Work Session: 10/18/2023 01:00 pm LOB 306-308 HC 41,6
HB194-FN,2024,H,2023-10-11,Executive Session: 11/01/2023 10:00 am LOB 306-308 HC 41,7
HB194-FN,2024,H,2023-11-15,Majority Committee Report: Ought to Pass with Amendment #2023-0037h (NT) 11/01/2023 (Vote 13-7; RC) HC 49 P. 43,8
HB194-FN,2024,H,2023-11-15,Minority Committee Report: Inexpedient to Legislate,9
HB194-FN,2024,H,2024-01-04,Ought to Pass with Amendment 2023-0037h: MA RC 194-179 01/04/2024 HJ 2 P. 35,10
HB194-FN,2024,H,2024-01-04,Ought to Pass with Amendment 2023-0037h: MA RC 194-179 01/04/2024 HJ 2 P. 35,11
HB194-FN,2024,H,2024-01-04,Referred to Finance 01/03/2024 HJ 1 P. 37,12
HB194-FN,2024,H,2024-01-09,Division I Work Session: 01/16/2024 10:00 am LOB 212,13
HB194-FN,2024,H,2024-02-28,Referral Waived by Committee Chair per House Rule 47(f) 02/27/2024 HJ 7 P. 27,14
HB194-FN,2024,S,2024-03-13,Introduced 03/07/2024 and Referred to Energy and Natural Resources; SJ 7,15
HB194-FN,2024,S,2024-03-20,"Hearing: 03/26/2024, Room 103, SH, 09:30 am; SC 12",16
HB194-FN,2024,S,2024-05-08,"Committee Report: Ought to Pass with Amendment #2024-1822s, 05/16/2024; Vote 5-0; CC; SC 19",17
HB194-FN,2024,S,2024-05-14,Sen. Pearl Moved to Remove HB 194-FN from the Consent Calendar; 05/15/2024; SJ 12,18
HB194-FN,2024,S,2024-05-16,"Special Order to 05/16/2024, Without Objection, MA; 05/15/2024 SJ 12",19
HB194-FN,2024,S,2024-05-16,"Special Order to the beginning of the regular calendar next session, Without Objection, MA; 05/16/2024; SJ 13",20
HB194-FN,2024,S,2024-05-16,"Committee Report: Ought to Pass with Amendment #2024-1822s, 05/22/2024, Vote 5-0; SC 20",21
HB194-FN,2024,S,2024-05-22,"Committee Amendment #2024-1822s, AA, VV; 05/22/2024; SJ 14",22
HB194-FN,2024,S,2024-05-22,"Sen. Pearl Floor Amendment #2024-1969s, AA, VV; 05/22/2024; SJ 14",23
HB194-FN,2024,S,2024-05-22,"Ought to Pass with Amendments 2024-1822s and 2024-1969s, MA, VV; OT3rdg; 05/22/2024; SJ 14",24
HB194-FN,2024,H,2024-05-29,"House Non-Concurs with Senate Amendment 2024-1822s and 2024-1969s and Requests CofC (Reps. Renzullo, Hill, M. Smith, Shurtleff): MA VV 05/28/2024 HJ 14",25
HB194-FN,2024,S,2024-05-30,"Sen. Avard Accedes to House Request for Committee of Conference, MA, VV; 05/30/2024; SJ 16",26
HB194-FN,2024,S,2024-05-30,"President Appoints: Senators Pearl, Carson, Watters; 05/30/2024; SJ 16",27
HB194-FN,2024,H,2024-06-04,Conference Committee Meeting: 06/04/2024 10:30 am LOB 202-204,28
HB194-FN,2024,S,2024-06-06,"Conference Committee Report Filed, #2024-2241c; 06/13/2024",29
HB194-FN,2024,S,2024-06-12,"Conference Committee Report #2024-2241c, Adopted, VV; 06/13/2024; SJ 17",30
HB194-FN,2024,H,2024-06-13,"Conference Committee Report 2024-2241c: Adopted, VV 06/13/2024 HJ 16",31
HB194-FN,2024,S,2024-07-18,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",32
HB194-FN,2024,H,2024-07-23,Enrolled (in recess of) 06/13/2024 HJ 16,33
HB194-FN,2024,H,2024-08-06,Vetoed by Governor Sununu 08/02/2024 HJ 16,34
HB198-FN,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Transportation,1
HB198-FN,2024,H,2023-02-01,Public Hearing: 02/07/2023 01:30 pm LOB 201-203,2
HB198-FN,2024,H,2023-02-03,==CANCELLED== Executive Session: 02/07/2023 02:00 pm LOB 201-203,3
HB198-FN,2024,H,2023-02-16,Executive Session: 02/21/2023 02:00 pm LOB 201-203,4
HB198-FN,2024,H,2023-03-01,Executive Session: 03/07/2023 10:00 am LOB 201-203,5
HB198-FN,2024,H,2023-03-08,Committee Report: Without Recommendation 03/07/2023 (Vote ; RC) HC 15 P. 18,6
HB198-FN,2024,H,2023-03-16,Ought to Pass: MA DV 187-182 03/16/2023 HJ 9 P. 69,7
HB198-FN,2024,H,2023-03-16,Reconsider HB198 (Rep. Sweeney): MF DV 181-188 03/16/2023 HJ 9 P. 69,8
HB198-FN,2024,S,2023-03-21,Introduced 03/16/2023 and Referred to Transportation; SJ 11,9
HB198-FN,2024,S,2023-03-30,"Hearing: 04/04/2023, Room 101, LOB, 01:20 pm; SC 16",10
HB198-FN,2024,S,2023-04-13,"Committee Report: Rereferred to Committee, 04/13/2023; Vote 5-0; CC; SC 17A",11
HB198-FN,2024,S,2023-04-13,"Rereferred to Committee, MA, VV; 04/13/2023; SJ 13",12
HB198-FN,2024,S,2023-12-18,"Committee Report: Referred to Interim Study, 01/03/2024; Vote 5-0; CC; SC 49",13
HB198-FN,2024,S,2024-01-03,"Refer to Interim Study, MA, VV; 01/03/2024; SJ 1",14
HB199,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Public Works and Highways,1
HB199,2024,H,2023-01-11,Public Hearing: 01/25/2023 02:30 pm LOB 201-203,2
HB199,2024,H,2023-02-01,Executive Session: 01/25/2023 02:30 pm LOB 201-203,3
HB199,2024,H,2023-02-15,Retained in Committee,4
HB199,2024,H,2023-10-09,==CANCELLED== Full Committee Work Session: 11/03/2023 01:00 pm LOB 201-203 HC 41,5
HB199,2024,H,2023-10-23,Executive Session: 11/03/2023 01:00 pm LOB 201-203 HC 43,6
HB199,2024,H,2023-11-14,Committee Report: Inexpedient to Legislate HB199 11/03/2023 (Vote 18-0; CC) HC 49 P. 19,7
HB199,2024,H,2024-01-03,Inexpedient to Legislate: MA VV 01/03/2024 HJ 1 P. 64,8
HB200,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Children and Family Law,1
HB200,2024,H,2023-01-05,Public Hearing: 01/10/2023 01:45 pm LOB 206-208,2
HB200,2024,H,2023-01-18,Executive Session: 01/24/2023 10:30 am LOB 206-208,3
HB200,2024,H,2023-01-27,Committee Report: Ought to Pass with Amendment #2023-0010h 01/24/2023 (Vote 15-0; CC) HC 11 P. 2,4
HB200,2024,H,2023-02-14,Amendment #2023-0010h: AA VV 02/14/2023 HJ 5,5
HB200,2024,H,2023-02-14,Ought to Pass with Amendment 2023-0010h: MA VV 02/14/2023 HJ 5,6
HB200,2024,S,2023-03-07,Introduced 02/22/2023 and Referred to Judiciary; SJ 9,7
HB200,2024,S,2023-04-12,"Hearing: 04/25/2023, Room 100, SH, 01:45 pm; SC 18",8
HB200,2024,S,2023-05-03,"Committee Report: Rereferred to Committee, 05/11/2023; Vote 5-0; CC; SC 21",9
HB200,2024,S,2023-05-11,"Rereferred to Committee, MA, VV; 05/11/2023; SJ 14",10
HB200,2024,S,2023-12-18,"Committee Report: Referred to Interim Study, 01/03/2024; Vote 5-0; CC; SC 49",11
HB200,2024,S,2024-01-03,"Refer to Interim Study, MA, VV; 01/03/2024; SJ 1",12
HB202,2024,H,2023-01-03,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB202,2024,H,2023-01-25,Public Hearing: 02/01/2023 10:30 am LOB 301-303,2
HB202,2024,H,2023-02-08,Executive Session: 02/15/2023 10:30 am LOB 301,3
HB202,2024,H,2023-02-13,==CONTINUED== Executive Session: 02/16/2023 10:30 am LOB 301-303,4
HB202,2024,H,2023-02-21,Retained in Committee,5
HB202,2024,H,2023-09-21,Executive Session: 10/18/2023 10:00 am LOB 301-303 HC 38,6
HB202,2024,H,2023-11-02,Committee Report: Ought to Pass 10/18/2023 (Vote 18-1; CC) HC 49 P. 18,7
HB202,2024,H,2024-01-03,Ought to Pass: MA VV 01/03/2024 HJ 1 P. 64,8
HB202,2024,S,2024-02-16,Introduced 02/15/2024 and Referred to Election Law and Municipal Affairs; SJ 5,9
HB202,2024,S,2024-03-14,"Hearing: 03/19/2024, Room 103, LOB, 09:30 am; SC 11",10
HB202,2024,S,2024-05-14,"Committee Report: Ought to Pass with Amendment #2024-1952s, 05/22/2024, Vote 4-1; SC 20",11
HB202,2024,S,2024-05-22,"Committee Amendment #2024-1952s, AA, VV; 05/22/2024; SJ 14",12
HB202,2024,S,2024-05-22,"Ought to Pass with Amendment 2024-1952s, MA, VV; OT3rdg; 05/22/2024; SJ 14",13
HB202,2024,H,2024-05-31,House Concurs with Senate Amendment 2024-1952s (Rep. L. Turcotte): MA VV 05/30/2024 HJ 15 P. 22,14
HB202,2024,S,2024-07-02,"Enrolled Adopted, VV, (In recess 06/13/2024); SJ 18",15
HB202,2024,H,2024-07-02,Enrolled (in recess of) 06/13/2024 HJ 16,16
HB202,2024,H,2024-07-26,Signed by Governor Sununu 07/19/2024; Chapter 210; eff. 04/01/2025,17
HB212-FN-A,2024,H,2023-01-03,"Introduced 01/04/2023 and referred to Resources, Recreation and Development",1
