Date,State,Bill No,Title,Action
"April 15, 2024",KY,HB 575,Establishes Acquisitions for Agricultural Land,"Bill Passed
                           - House
                      

                      
                          (83 - 14)"
"April 12, 2024",KY,SB 299,Requires the Kentucky Horse Racing Commission be an Independent Organization,"Veto Override Passed
                           - Senate
                      

                      
                          (26 - 12)"
"April 12, 2024",KY,HB 5,Increases Penalties for Violent Crimes and Camping on Public Property Without Permission,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 10)"
"April 12, 2024",KY,SB 299,Requires the Kentucky Horse Racing Commission be an Independent Organization,"Veto Override Passed
                           - House
                      

                      
                          (57 - 38)"
"April 12, 2024",KY,SB 349,Establishes and Creates a Fossil Fuel State Commission,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 11)"
"April 12, 2024",KY,HB 6,Appropriates Funds for the 2024 State Operational Budget,"Veto Override Passed
                           - Senate
                      

                      
                          (31 - 6)"
"April 12, 2024",KY,HB 5,Increases Penalties for Violent Crimes and Camping on Public Property Without Permission,"Veto Override Passed
                           - House
                      

                      
                          (73 - 22)"
"April 12, 2024",KY,HB 622,Repeals the Governor's Authority to Fill a Vacant U.S. Senate Seat and Instead Require a Special Election,"Veto Override Passed
                           - Senate
                      

                      
                          (29 - 5)"
"April 12, 2024",KY,SB 349,Establishes and Creates a Fossil Fuel State Commission,"Veto Override Passed
                           - House
                      

                      
                          (61 - 36)"
"April 12, 2024",KY,HB 622,Repeals the Governor's Authority to Fill a Vacant U.S. Senate Seat and Instead Require a Special Election,"Veto Override Passed
                           - House
                      

                      
                          (81 - 17)"
"April 12, 2024",KY,HB 6,Appropriates Funds for the 2024 State Operational Budget,"Veto Override Passed
                           - House
                      

                      
                          (72 - 27)"
"March 28, 2024",KY,HB 388,Amends Various Authorities of Louisville Local Government,"Concurrence Vote Passed
                           - House
                      

                      
                          (73 - 26)"
"March 28, 2024",KY,SB 299,Requires the Kentucky Horse Racing Commission be an Independent Organization,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (25 - 11)"
"March 28, 2024",KY,SB 299,Requires the Kentucky Horse Racing Commission be an Independent Organization,"Bill Passed
                           - House
                      

                      
                          (64 - 28)"
