Date,State,Bill No,Title,Action
"April 14, 2023",WA,HB 1317,Expands Reporting Rules Regarding Grassroots Lobbying,"Bill Passed
                           - House
                      

                      
                          (61 - 35)"
"April 14, 2023",WA,SB 5768,Authorizes the Department of Corrections to Acquire and Dispense Abortion Medications,"Bill Passed
                           - Senate
                      

                      
                          (28 - 18)"
"April 13, 2023",WA,SB 5006,Amends Firearm Waiver Rights for At-Risk Individuals,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (33 - 14)"
"April 13, 2023",WA,HB 1346,Establishes the Purple Star Award,"Concurrence Vote Passed
                           - House
                      

                      
                          (94 - 2)"
"April 12, 2023",WA,HB 1317,Expands Reporting Rules Regarding Grassroots Lobbying,"Bill Passed
                           - Senate
                      

                      
                          (29 - 19)"
"April 12, 2023",WA,SB 5599,"Authorizes Discretion for Homeless Shelter Reporting of ""At-Risk"" Youth Seeking Healthcare Services","Bill Passed
                           - House
                      

                      
                          (57 - 39)"
"April 12, 2023",WA,SB 5593,Authorizes Institutions of Higher Education Access to K-12 Student Data,"Bill Passed
                           - House
                      

                      
                          (89 - 8)"
"April 12, 2023",WA,HB 1791,Repeals and Restarts the Process of Selecting a Site for the New State International Airport,"Bill Passed
                           - Senate
                      

                      
                          (31 - 17)"
"April 12, 2023",WA,HB 1020,Establishes Suciasaurus Rex as the Official State Dinosaur,"Bill Passed
                           - Senate
                      

                      
                          (39 - 10)"
"April 12, 2023",WA,SB 5069,Authorizes Interstate Cannabis Agreements,"Bill Passed
                           - House
                      

                      
                          (71 - 26)"
"April 12, 2023",WA,HB 1626,Requires the State Health Care Authority to Provide Coverage for Colonoscopies,"Bill Passed
                           - Senate
                      

                      
                          (39 - 9)"
"April 12, 2023",WA,HB 1477,Amends the State Working Families' Tax Credit,"Bill Passed
                           - Senate
                      

                      
                          (46 - 3)"
"April 12, 2023",WA,SB 5583,Expands Young Driver Training and Education,"Bill Passed
                           - House
                      

                      
                          (93 - 4)"
"April 11, 2023",WA,HB 1470,Establishes New Regulations Concerning Private Prisons,"Bill Passed
                           - Senate
                      

                      
                          (29 - 20)"
"April 11, 2023",WA,SB 5280,Requires Clergy Members in the State be Designated as Mandatory Reporters,"Bill Passed
                           - House
                      

                      
                          (75 - 20)"
"April 11, 2023",WA,HB 1238,Expands Washington's Free School Lunch Program,"Bill Passed
                           - Senate
                      

                      
                          (44 - 5)"
"April 11, 2023",WA,HB 1110,"Authorizes Duplexes, Triplexes and Fourplexes on Single-Family Housing Lots","Bill Passed
                           - Senate
                      

                      
                          (35 - 14)"
"April 10, 2023",WA,SB 5231,Amends Legal Process for Emergency No Contact Orders,"Bill Passed
                           - House
                      

                      
                          (63 - 33)"
"April 10, 2023",WA,SB 5352,Expands Police Chase Protections for Law Enforcement,"Bill Passed
                           - House
                      

                      
                          (57 - 40)"
"April 10, 2023",WA,HB 1394,Establishes a Developmentally Appropriate Response to Youth Who Commit Sexual Offenses,"Bill Passed
                           - Senate
                      

                      
                          (28 - 21)"
"April 10, 2023",WA,SB 5459,Authorizes County Elections Offices to not Produce Records if a Request is Received and Requires all Election Requ ...,"Bill Passed
                           - House
                      

                      
                          (58 - 40)"
"April 10, 2023",WA,HB 1469,Prohibits the State from Cooperating with Out-of-State Abortion and Gender Affirming Care Lawsuits,"Bill Passed
                           - Senate
                      

                      
                          (29 - 20)"
"April 7, 2023",WA,SB 5112,Amends the Voter Registration Process,"Bill Passed
                           - House
                      

                      
                          (57 - 40)"
"April 7, 2023",WA,SB 5515,Prohibits Child Abuse and Neglect at Disorder Treatment Facilities,"Bill Passed
                           - House
                      

                      
                          (93 - 4)"
"April 7, 2023",WA,HB 1564,Prohibits the Sale of Over-the-Counter Sexual Assault Kits,"Bill Passed
                           - Senate
                      

                      
                          (42 - 7)"
"April 7, 2023",WA,SB 5242,Prohibits Cost-Sharing for Patients Seeking Abortion Care,"Bill Passed
                           - House
                      

                      
                          (57 - 39)"
"April 6, 2023",WA,HB 1340,Prohibits Medical Licensing Boards from Retaliating Against Clinicians for Providing Reproductive Health Services  ...,"Bill Passed
                           - Senate
                      

                      
                          (28 - 19)"
"April 6, 2023",WA,SB 5144,Requires Battery Producers to Implement Battery Stewardship Programs,"Bill Passed
                           - House
                      

                      
                          (57 - 40)"
"April 6, 2023",WA,HB 1850,Expands the Hospital Safety Net Program,"Bill Passed
                           - House
                      

                      
                          (92 - 4)"
"April 5, 2023",WA,SB 5702,Expands the Students Experiencing Homelessness and Foster Youth Pilot Program Permanently,"Bill Passed
                           - House
                      

                      
                          (59 - 39)"
"April 5, 2023",WA,HB 1155,Prohibits the Collection and Sharing of Consumer Health Data Without Consumer's Consent,"Bill Passed
                           - Senate
                      

                      
                          (27 - 21)"
"March 24, 2023",WA,SB 5006,Amends Firearm Waiver Rights for At-Risk Individuals,"Bill Passed
                           - House
                      

                      
                          (61 - 35)"
"March 24, 2023",WA,SB 5028,Amends Process for Legal Name Change,"Bill Passed
                           - House
                      

                      
                          (64 - 32)"
"March 16, 2023",WA,HB 1756,"Amends Tax Rules Concerning Clean Energies and Increased Revenue to Local Governments, Schools, and Communities","Bill Passed
                           - House
                      

                      
                          (81 - 12)"
"March 8, 2023",WA,HB 1240,"Prohibits the Sale, Manufacture, Delivery and Purchase of Assault Weapons Across the State","Bill Passed
                           - House
                      

                      
                          (55 - 42)"
"March 8, 2023",WA,HB 1241,Establishes Harassing Election Workers as a Felony Crime,"Bill Passed
                           - House
                      

                      
                          (90 - 7)"
"March 8, 2023",WA,SB 5352,Expands Police Chase Protections for Law Enforcement,"Bill Passed
                           - Senate
                      

                      
                          (26 - 23)"
"March 8, 2023",WA,HB 1112,Authorizes New Penalties for Negligent Driving,"Bill Passed
                           - House
                      

                      
                          (86 - 11)"
"March 7, 2023",WA,HB 1479,Prohibits Restraint or Isolation of Students in Public Schools and Educational Programs,"Bill Passed
                           - House
                      

                      
                          (63 - 31)"
"March 7, 2023",WA,SB 5171,Repeals Gender-Based Pricing,"Bill Passed
                           - Senate
                      

                      
                          (27 - 21)"
"March 7, 2023",WA,HB 1143,Establishes a 10-Day Waiting Period for Buying or Transferring Firearms,"Bill Passed
                           - House
                      

                      
                          (52 - 44)"
"March 6, 2023",WA,HB 1508,Establishes the Healthcare Transparency Board,"Bill Passed
                           - House
                      

                      
                          (57 - 38)"
"March 3, 2023",WA,HB 1394,Establishes a Developmentally Appropriate Response to Youth Who Commit Sexual Offenses,"Bill Passed
                           - House
                      

                      
                          (60 - 38)"
"March 2, 2023",WA,HB 1565,Establishes a Teacher State Residency Program,"Bill Passed
                           - House
                      

                      
                          (59 - 37)"
"March 2, 2023",WA,HB 1570,Expands Social Insurance Programs Applicable to Transportation Network Companies and Drivers,"Bill Passed
                           - House
                      

                      
                          (87 - 9)"
"March 1, 2023",WA,SB 5120,Establishes 23-Hour Mental Health and Substance Use Crisis Relief Centers,"Bill Passed
                           - Senate
                      

                      
                          (47 - 0)"
"March 1, 2023",WA,SB 5614,Amends Safety Measures and Prohibits Unfair Contract Terminations for Exotic Dancers,"Bill Passed
                           - Senate
                      

                      
                          (40 - 8)"
"Feb. 28, 2023",WA,SB 5242,Prohibits Cost-Sharing for Patients Seeking Abortion Care,(29 - 19)
"Feb. 28, 2023",WA,HB 1469,Prohibits the State from Cooperating with Out-of-State Abortion and Gender Affirming Care Lawsuits,"Bill Passed
                           - House
                      

                      
                          (59 - 38)"
"Feb. 27, 2023",WA,HB 1170,Amends State Climate Response Strategies,"Bill Passed
                           - House
                      

                      
                          (82 - 14)"
"Feb. 22, 2023",WA,SB 5123,Prohibits Employers from Denying Employment Due to Positive Cannabis Drug Test,"Bill Passed
                           - Senate
                      

                      
                          (28 - 21)"
"Feb. 8, 2023",WA,SB 5082,Amends Local Election Laws Repealing Non-Binding Ballot Votes if Taxes are Increased,"Bill Passed
                           - Senate
                      

                      
                          (30 - 18)"
"Feb. 1, 2023",WA,SB 5208,Amends Online Voter Registration to Allow the Last 4 Digits of Social Security Numbers be Used for Authentication,"Bill Passed
                           - Senate
                      

                      
                          (29 - 18)"
"Feb. 1, 2023",WA,SB 5028,Amends Process for Legal Name Change,"Bill Passed
                           - Senate
                      

                      
                          (45 - 3)"
