Date,State,Bill No,Title,Action
"May 16, 2023",WA,SB 5536,Establishes Possession of a Controlled Substance as a Gross Misdemeanor,(83 - 13)
"May 16, 2023",WA,SB 5536,Establishes Possession of a Controlled Substance as a Gross Misdemeanor,"Bill Passed
                           - Senate
                      

                      
                          (43 - 6)"
"April 23, 2023",WA,SB 5187,Appropriates Funding for the Fiscal Year 2023-2025 State Budget,"Conference Report Adopted
                           - House
                      

                      
                          (48 - 40)"
"April 23, 2023",WA,SB 5187,Appropriates Funding for the Fiscal Year 2023-2025 State Budget,"Conference Report Adopted
                           - Senate
                      

                      
                          (37 - 12)"
"April 22, 2023",WA,HB 1125,Appropriates Funding for the Fiscal Year 2023-2025 State Transportation Budget,"Conference Report Adopted
                           - Senate
                      

                      
                          (46 - 3)"
"April 22, 2023",WA,SB 5440,Establishes Timely Competency Evaluations and Restoration Services to Persons Suffering from Behavioral Health Dis ...,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (43 - 6)"
"April 22, 2023",WA,HB 1447,Expands Assistance Programs,"Concurrence Vote Passed
                           - House
                      

                      
                          (62 - 36)"
"April 21, 2023",WA,HB 1470,Establishes New Regulations Concerning Private Prisons,"Concurrence Vote Passed
                           - House
                      

                      
                          (56 - 40)"
"April 21, 2023",WA,SB 5440,Establishes Timely Competency Evaluations and Restoration Services to Persons Suffering from Behavioral Health Dis ...,"Bill Passed
                           - House
                      

                      
                          (79 - 18)"
"April 21, 2023",WA,HB 1447,Expands Assistance Programs,"Bill Passed
                           - Senate
                      

                      
                          (31 - 18)"
"April 20, 2023",WA,SB 5316,"Amends Rules Concerning Background Checks and Application Fees for Programs Run by the Department of Children, You ...","Concurrence Vote Passed
                           - Senate
                      

                      
                          (30 - 17)"
"April 20, 2023",WA,HB 1559,Appropriates Funding for Student Basic Needs,"Concurrence Vote Passed
                           - House
                      

                      
                          (55 - 40)"
"April 20, 2023",WA,HB 1559,Appropriates Funding for Student Basic Needs,"Bill Passed
                           - Senate
                      

                      
                          (28 - 20)"
"April 20, 2023",WA,SB 5768,Authorizes the Department of Corrections to Acquire and Dispense Abortion Medications,"Bill Passed
                           - House
                      

                      
                          (55 - 40)"
"April 19, 2023",WA,SB 5702,Expands the Students Experiencing Homelessness and Foster Youth Pilot Program Permanently,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (42 - 7)"
"April 19, 2023",WA,SB 5599,"Authorizes Discretion for Homeless Shelter Reporting of ""At-Risk"" Youth Seeking Healthcare Services","Concurrence Vote Passed
                           - Senate
                      

                      
                          (29 - 20)"
"April 19, 2023",WA,SB 5593,Authorizes Institutions of Higher Education Access to K-12 Student Data,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (41 - 8)"
"April 19, 2023",WA,HB 1756,"Amends Tax Rules Concerning Clean Energies and Increased Revenue to Local Governments, Schools, and Communities","Bill Passed
                           - Senate
                      

                      
                          (33 - 15)"
"April 19, 2023",WA,SB 5583,Expands Young Driver Training and Education,"Bill Passed
                           - Senate
                      

                      
                          (38 - 11)"
"April 18, 2023",WA,HB 1791,Repeals and Restarts the Process of Selecting a Site for the New State International Airport,"Concurrence Vote Passed
                           - House
                      

                      
                          (91 - 6)"
"April 18, 2023",WA,HB 1110,"Authorizes Duplexes, Triplexes and Fourplexes on Single-Family Housing Lots","Concurrence Vote Passed
                           - House
                      

                      
                          (79 - 18)"
"April 18, 2023",WA,HB 1238,Expands Washington's Free School Lunch Program,"Concurrence Vote Passed
                           - House
                      

                      
                          (92 - 4)"
"April 18, 2023",WA,HB 1134,Establishes a Behavioral Health Crisis Response and Suicide Prevention System,"Concurrence Vote Passed
                           - House
                      

                      
                          (70 - 27)"
"April 17, 2023",WA,SB 5371,Authorizes Protections for Orca Whales,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (30 - 18)"
"April 17, 2023",WA,SB 5352,Expands Police Chase Protections for Law Enforcement,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (26 - 22)"
"April 17, 2023",WA,HB 1020,Establishes Suciasaurus Rex as the Official State Dinosaur,"Concurrence Vote Passed
                           - House
                      

                      
                          (87 - 9)"
"April 17, 2023",WA,HB 1155,Prohibits the Collection and Sharing of Consumer Health Data Without Consumer's Consent,"Concurrence Vote Passed
                           - House
                      

                      
                          (57 - 40)"
"April 14, 2023",WA,SB 5231,Amends Legal Process for Emergency No Contact Orders,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (32 - 13)"
"April 14, 2023",WA,HB 1340,Prohibits Medical Licensing Boards from Retaliating Against Clinicians for Providing Reproductive Health Services  ...,"Concurrence Vote Passed
                           - House
                      

                      
                          (57 - 39)"
"April 14, 2023",WA,SB 5112,Amends the Voter Registration Process,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (33 - 13)"
"April 14, 2023",WA,SB 5144,Requires Battery Producers to Implement Battery Stewardship Programs,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (40 - 6)"
"April 14, 2023",WA,SB 5069,Authorizes Interstate Cannabis Agreements,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (38 - 8)"
