Date,State,Bill No,Title,Action
"June 2, 2025",NJ,A 2390,Specifies that Grant Preferences Given to Municipalities that Meet Housing Requirements Do Not Apply to Municipalities Seeking to Meet Those Requirements,"Bill Passed
                           - Senate
                      

                      
                          (23 - 15)"
"June 2, 2025",NJ,A 3035,Prohibits Vehicles From Being Parked in Electric Vehicle Charging Spaces if They are Not Being Charged,"Bill Passed
                           - Senate
                      

                      
                          (28 - 10)"
"June 2, 2025",NJ,A 4544,Expands Eligibility Requirements of State's Child Care Assistance Program to Include Full-Time Graduate and Post-Graduate Students,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"June 2, 2025",NJ,S 3992,Amends Capital Reserve Funding Requirements for Certain Real Estate Developments,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"June 2, 2025",NJ,S 4377,Authorizes New Jersey Infrastructure Bank to Expend Sums to Make Loans for Financing Transportation Infrastructure Projects,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"May 22, 2025",NJ,A 3361,Establishes a Limit on Rent Increases for Certain Dwelling Sites for Modular or Industrialized Buildings or Manufactured Homes,"Concurrence Vote Passed
                           - House
                      

                      
                          (54 - 23)"
"May 22, 2025",NJ,S 862,Requires the Department of Transportation to Include Information about Potholes and Pothole Repair Projects in its Annual Roadway Pavement System Report,"Bill Passed
                           - House
                      

                      
                          (77 - 0)"
"May 22, 2025",NJ,S 3928,Limits the Applicability of Consumer Contracts,"Bill Passed
                           - House
                      

                      
                          (60 - 13)"
"May 22, 2025",NJ,A 5442,Requires Board of Public Utilities Members to Have Certain Experience,"Bill Passed
                           - House
                      

                      
                          (74 - 2)"
"May 22, 2025",NJ,A 3424,Establishes Program Requirements for School Counselor Certification,"Bill Passed
                           - House
                      

                      
                          (72 - 2)"
"May 22, 2025",NJ,A 5463,Requires Electric Public Utilities to File an Annual Report with the Board of Public Utilities,"Bill Passed
                           - House
                      

                      
                          (61 - 12)"
"May 22, 2025",NJ,A 5432,"Establishes Standards for Determining an ""Unconscionable Rent Increase""","Bill Passed
                           - House
                      

                      
                          (50 - 25)"
"May 22, 2025",NJ,A 4331,Establishes a Licensing System for Cosmetic Retail Services,"Bill Passed
                           - House
                      

                      
                          (78 - 0)"
"May 22, 2025",NJ,A 5358,Expands RetireReady NJ to Include Businesses with One or More Employees,"Bill Passed
                           - House
                      

                      
                          (49 - 28)"
"May 22, 2025",NJ,A 5733,Expands Eligibility for State Utility Assistance and Energy Efficiency Programs,"Bill Passed
                           - House
                      

                      
                          (58 - 18)"
"May 22, 2025",NJ,A 4899,Limits Residential Rental Application Fees,"Bill Passed
                           - House
                      

                      
                          (49 - 27)"
"May 22, 2025",NJ,A 5466,Requires the Board of Public Utilities to Carry out a Study on the Effect of Electricity Usage by Data Centers on Electricity Costs in the State,"Bill Passed
                           - House
                      

                      
                          (75 - 2)"
"May 22, 2025",NJ,A 5424,Increases Housing Availability and Prohibits Speculation,"Bill Passed
                           - House
                      

                      
                          (49 - 26)"
"May 22, 2025",NJ,A 5264,Requires the Establishment of an Automated Platform to Expedite Approval to Build Residential Solar Units,"Bill Passed
                           - House
                      

                      
                          (78 - 0)"
"May 22, 2025",NJ,A 4913,Establishes Certain State Funding Preferences for Municipalities that Enhance Opportunities to Develop Housing,"Bill Passed
                           - House
                      

                      
                          (50 - 27)"
"May 22, 2025",NJ,A 4969,Requires that Boards of Elections have Discretion to Make Initial Determination of Validity of Cast Ballots and Requires Secretary of State to Establish Uniform Guidelines for Assessing Validity of Ballots,(76 - 2)
"March 24, 2025",NJ,A 3540,Establishes Criminal Penalties for Production or Dissemination of Deceptive Audio or Visual Media (Deepfakes),"Concurrence Vote Passed
                           - House
                      

                      
                          (64 - 13)"
"March 24, 2025",NJ,A 1675,Amends the Standards for Pension Reduction for Retired State Employees,"Bill Passed
                           - Senate
                      

                      
                          (31 - 5)"
"March 24, 2025",NJ,A 3361,Establishes a Limit on Rent Increases for Certain Dwelling Sites for Modular or Industrialized Buildings or Manufactured Homes,"Bill Passed
                           - Senate
                      

                      
                          (25 - 13)"
"March 24, 2025",NJ,S 3199,Establishes the New Jersey-Haiti Commission,"Bill Passed
                           - House
                      

                      
                          (63 - 3)"
"March 24, 2025",NJ,S 3850,Authorizes County Boards of Elections to Extend the Distance Within Which Electioneering is Prohibited,"Bill Passed
                           - Senate
                      

                      
                          (31 - 8)"
"March 24, 2025",NJ,S 2947,Prohibits Monetary Compensation for Mail-in Ballot Messengers or Bearers,"Bill Passed
                           - Senate
                      

                      
                          (30 - 8)"
"March 24, 2025",NJ,A 3025,Exempts Poll Worker Wages from Affecting Unemployment Compensation,"Bill Passed
                           - House
                      

                      
                          (70 - 7)"
"March 24, 2025",NJ,S 1400,Establishes an Alternative Process for Handling Court Proceedings Regarding Inherited Property,"Bill Passed
                           - Senate
                      

                      
                          (39 - 0)"
"Feb. 25, 2025",NJ,S 3418,Authorizes Preserved Farms to Host Special Occasions,"Bill Passed
                           - Senate
                      

                      
                          (36 - 0)"
"Feb. 25, 2025",NJ,S 2886,Requires Pharmacies to Share Information on Insulin Assistance Programs,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"Feb. 25, 2025",NJ,S 3052,Authorizes Final Grades for Individuals Unable to Complete a Course of Higher Education Due to Military Obligation,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"Feb. 25, 2025",NJ,S 3773,Specifies that a Client Company is Solely Responsible for Complying with the Reporting Requirements Concerning a Separation from Employment Imposed by Employers,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"Feb. 25, 2025",NJ,S 364,Authorizes Fusion Energy Projects to Receive Funding from the Clean Energy Fund,"Bill Passed
                           - Senate
                      

                      
                          (38 - 0)"
"Jan. 30, 2025",NJ,A 5117,Increases the Signature Threshold for State Office-Seekers,"Concurrence Vote Passed
                           - House
                      

                      
                          (49 - 26)"
"Jan. 30, 2025",NJ,A 5117,Increases the Signature Threshold for State Office-Seekers,"Bill Passed
                           - Senate
                      

                      
                          (24 - 13)"
"Jan. 30, 2025",NJ,A 5130,Requires the Enforcing Agency to Conduct an Inspection of Construction Within a Specified Time Window,"Bill Passed
                           - House
                      

                      
                          (71 - 4)"
"Jan. 30, 2025",NJ,A 1682,Requires Labor Movement History be Included in Social Studies Curriculum for Grades 6-12,"Bill Passed
                           - House
                      

                      
                          (64 - 3)"
"Jan. 14, 2025",NJ,A 1672,Extends and Expands the Senior Freeze Program to Include Disabled Railroad Workers,"Bill Passed
                           - Senate
                      

                      
                          (35 - 0)"
"Jan. 14, 2025",NJ,S 3695,Requires Each School District to Adopt Cell Phone and Social Media Guidelines,"Bill Passed
                           - Senate
                      

                      
                          (35 - 0)"
