Date,State,Bill No,Title,Action
"June 28, 2024",NJ,S 3097,Amends Requirements for Certain Projects under the Economic Redevelopment and Growth Grant Program,"Bill Passed
                           - House
                      

                      
                          (55 - 16)"
"June 28, 2024",NJ,S 3368,Increases State Laws Protecting Residential Tenants from Lead-Based Paint Hazards,"Bill Passed
                           - Senate
                      

                      
                          (40 - 0)"
"June 28, 2024",NJ,S 3006,Amends and Increases Penalties for Home Invasions,"Bill Passed
                           - Senate
                      

                      
                          (36 - 1)"
"June 28, 2024",NJ,A 4533,Amends Certain Sections of Law Concerning Financing Mechanisms for School Facilities Projects,"Bill Passed
                           - House
                      

                      
                          (67 - 10)"
"June 28, 2024",NJ,S 3407,Requires Payment of Prevailing Wage for Projects Financed Through Commercial Property Assessed Clean Energy Program,"Bill Passed
                           - Senate
                      

                      
                          (35 - 5)"
"June 28, 2024",NJ,S 2188,"Requires DEP, DOH, Owners or Operators of Certain Public Community Water Systems to Take Certain Actions to Preven ...","Bill Passed
                           - House
                      

                      
                          (64 - 7)"
"June 28, 2024",NJ,S 3452,Requires Health Insurance and Medicaid Coverage for Reproductive Health Care Services,"Bill Passed
                           - Senate
                      

                      
                          (23 - 14)"
"June 28, 2024",NJ,S 3235,Establishes Regulations Regarding the Distribution and Sale of Hemp Products,"Bill Passed
                           - Senate
                      

                      
                          (34 - 5)"
"June 28, 2024",NJ,A 3446,"Establishes Requirements for Library Material in Public Schools and Libraries under the ""Freedom to Read Act""","Bill Passed
                           - House
                      

                      
                          (53 - 20)"
"June 28, 2024",NJ,S 226,Prohibits Usage by Certain Retailers of Shipping Boxes Greater than Two Times Volume of Product Being Shipped,"Bill Passed
                           - Senate
                      

                      
                          (21 - 15)"
"June 28, 2024",NJ,A 4700,Appropriates $56.6 Billion in Annual State Spending,"Bill Passed
                           - House
                      

                      
                          (55 - 22)"
"May 20, 2024",NJ,A 2280,Prohibits Discriminatory Practices in Real Estate Appraisals and Requires Appraisers Complete Anti-Bias Training,"Bill Passed
                           - Senate
                      

                      
                          (26 - 10)"
"May 20, 2024",NJ,S 2652,Amends Statutory Terms Pertaining to Sexual Exploitation or Abuse of Children,"Bill Passed
                           - Senate
                      

                      
                          (37 - 0)"
"May 13, 2024",NJ,S 2930,Amends Process for Access to Government Records,"Bill Passed
                           - House
                      

                      
                          (42 - 27)"
"May 13, 2024",NJ,S 2930,Amends Process for Access to Government Records,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"April 15, 2024",NJ,A 2294,Establishes Foreclosure Protections for Residents Whose Homes were Damaged by Hurricane Ida,"Bill Passed
                           - House
                      

                      
                          (71 - 1)"
"April 15, 2024",NJ,A 4161,Establishes Stabilized School Budget Aid Grant Program,"Bill Passed
                           - House
                      

                      
                          (52 - 20)"
"March 18, 2024",NJ,A 4,Establishes a New Framework for Determining and Enforcing Municipalities' Affordable Housing Obligations,"Concurrence Vote Passed
                           - House
                      

                      
                          (50 - 25)"
"March 18, 2024",NJ,S 1313,Establishes a State Certification Process for LGBTQ+ Businesses,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (31 - 3)"
"March 18, 2024",NJ,A 2267,Requires the New Jersey Housing Mortgage and Finance Agency Establishes a Pilot Program to Support Insurance Premi ...,"Concurrence Vote Passed
                           - House
                      

                      
                          (63 - 14)"
"March 18, 2024",NJ,A 4,Establishes a New Framework for Determining and Enforcing Municipalities' Affordable Housing Obligations,"Bill Passed
                           - Senate
                      

                      
                          (23 - 14)"
"March 18, 2024",NJ,A 2267,Requires the New Jersey Housing Mortgage and Finance Agency Establishes a Pilot Program to Support Insurance Premi ...,"Bill Passed
                           - Senate
                      

                      
                          (34 - 1)"
"March 18, 2024",NJ,S 1313,Establishes a State Certification Process for LGBTQ+ Businesses,"Bill Passed
                           - House
                      

                      
                          (61 - 8)"
"March 18, 2024",NJ,A 2296,Authorizes Municipal Governing Body to Delegate to the Municipal Clerk the Authority to Issue Certain Approvals of ...,"Bill Passed
                           - Senate
                      

                      
                          (33 - 3)"
"March 18, 2024",NJ,A 3337,Exempts Certain Projects for Affordable Housing from Property Tax,"Bill Passed
                           - Senate
                      

                      
                          (28 - 8)"
"March 18, 2024",NJ,S 1422,Authorizes Taxpayers to Accelerate Depreciation of Eligible Property Expenditures in Connection with Construction  ...,"Bill Passed
                           - House
                      

                      
                          (67 - 8)"
"March 18, 2024",NJ,A 1495,"Exempts Receipts from Sales to Contractors or Repairmen of Materials, Supplies, or Services Related to the Constru ...","Bill Passed
                           - Senate
                      

                      
                          (31 - 6)"
"March 18, 2024",NJ,S 1422,Authorizes Taxpayers to Accelerate Depreciation of Eligible Property Expenditures in Connection with Construction  ...,"Bill Passed
                           - Senate
                      

                      
                          (32 - 4)"
"Feb. 12, 2024",NJ,S 1602,Prohibits Discrimination Based On Height and Weight,"Bill Passed
                           - Senate
                      

                      
                          (22 - 14)"
"Feb. 12, 2024",NJ,S 912,Increases Access to Personalized Care Plans as Part of Postpartum Support,"Bill Passed
                           - Senate
                      

                      
                          (37 - 0)"
"Feb. 12, 2024",NJ,S 1425,Expands Culpability Requirements for Firearms Tracking,"Bill Passed
                           - Senate
                      

                      
                          (21 - 15)"
"Feb. 12, 2024",NJ,S 349,Prohibits Motor Vehicles Overtaking Certain Pedestrians and Persons Operating Bicycles,"Bill Passed
                           - Senate
                      

                      
                          (37 - 0)"
"Feb. 12, 2024",NJ,A 3337,Exempts Certain Projects for Affordable Housing from Property Tax,"Bill Passed
                           - House
                      

                      
                          (64 - 12)"
"Feb. 12, 2024",NJ,A 2296,Authorizes Municipal Governing Body to Delegate to the Municipal Clerk the Authority to Issue Certain Approvals of ...,"Bill Passed
                           - House
                      

                      
                          (74 - 5)"
"Feb. 12, 2024",NJ,A 1495,"Exempts Receipts from Sales to Contractors or Repairmen of Materials, Supplies, or Services Related to the Constru ...","Bill Passed
                           - House
                      

                      
                          (70 - 8)"
"Feb. 12, 2024",NJ,SJR 14,Establishes the Third Sunday of November as the World Day of Remembrance for Road Traffic Victims,"Joint Resolution Passed
                           - Senate
                      

                      
                          (37 - 0)"
"Jan. 8, 2024",NJ,S 332,Establishes Consumer Data Privacy into State Law,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (21 - 14)"
"Jan. 8, 2024",NJ,S 723,Establishes a Domestic Bill of Rights,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (24 - 7)"
"Jan. 8, 2024",NJ,S 2841,Increases the Minimum Liability Insurance Requirements for Motor Carriers,"Bill Passed
                           - House
                      

                      
                          (48 - 26)"
"Jan. 8, 2024",NJ,S 723,Establishes a Domestic Bill of Rights,"Bill Passed
                           - House
                      

                      
                          (48 - 26)"
"Jan. 8, 2024",NJ,S 332,Establishes Consumer Data Privacy into State Law,"Bill Passed
                           - House
                      

                      
                          (46 - 27)"
"Jan. 8, 2024",NJ,A 5910,Increases Annual Legislature Salaries Starting in 2026,"Bill Passed
                           - Senate
                      

                      
                          (26 - 7)"
"Jan. 8, 2024",NJ,S 4265,Establishes New Licenses and Restrictions Over Breweries,"Bill Passed
                           - Senate
                      

                      
                          (36 - 0)"
"Jan. 8, 2024",NJ,A 5910,Increases Annual Legislature Salaries Starting in 2026,"Bill Passed
                           - House
                      

                      
                          (48 - 24)"
