Date,State,Bill No,Title,Action
"Oct. 28, 2024",NJ,S 3608,Extends Outdoor Dining at Bars and Restaurants Permanently,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (39 - 0)"
"Oct. 28, 2024",NJ,A 4706,Amends Previous Tax Law to Reduce Property Tax Rates for Seniors 65 and Older,"Concurrence Vote Passed
                           - House
                      

                      
                          (73 - 1)"
"Oct. 28, 2024",NJ,A 3446,"Establishes Requirements for Library Material in Public Schools and Libraries under the ""Freedom to Read Act""","Bill Passed
                           - Senate
                      

                      
                          (24 - 15)"
"Oct. 28, 2024",NJ,S 3670,Authorizes Mortgage Payment Relief and Foreclosure Protection for Certain Homeowners Impacted by the Remnants of H ...,"Bill Passed
                           - Senate
                      

                      
                          (40 - 0)"
"Oct. 28, 2024",NJ,S 3838,Authorizes Director of Division of Pensions and Benefits to Initiate a Temporary Transfer of Funds in Certain Circ ...,"Bill Passed
                           - House
                      

                      
                          (54 - 13)"
"Oct. 28, 2024",NJ,A 1848,Prohibits Certain Weight Loss and Dietary Supplements to Individuals Under 18 Years of Age,"Bill Passed
                           - House
                      

                      
                          (56 - 17)"
"Oct. 28, 2024",NJ,S 3838,Authorizes Director of Division of Pensions and Benefits to Initiate a Temporary Transfer of Funds in Certain Circ ...,"Bill Passed
                           - Senate
                      

                      
                          (28 - 12)"
"Sept. 30, 2024",NJ,A 2607,"Authorizes Taxicabs, Limousines, and Transportation Network Companies to Provide Para-Transit Services for a 2-yea ...","Concurrence Vote Passed
                           - Senate
                      

                      
                          (33 - 0)"
"Sept. 30, 2024",NJ,A 4447,Requires Healthcare Practitioner Referrals to Pharmacies be in Accordance with Certain Professional Standards,"Bill Passed
                           - Senate
                      

                      
                          (34 - 0)"
"Sept. 30, 2024",NJ,A 4811,Appropriates $20 Million for Summer Tuition Aid Grants for Fiscal Year 2024-2025,"Bill Passed
                           - Senate
                      

                      
                          (34 - 0)"
"Sept. 26, 2024",NJ,A 2180,Authorizes Certain Individuals to Operate Type S School Buses,"Veto Override Passed
                           - House
                      

                      
                          (73 - 2)"
"Sept. 26, 2024",NJ,S 3201,Amends and Increases Penalties for Assaulting Law Enforcement Officers,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (34 - 0)"
"Sept. 26, 2024",NJ,S 2962,Requires Contractors Subject to the Prevailing Wage Law Provide Orientation to New Employees,"Bill Passed
                           - House
                      

                      
                          (68 - 7)"
"Sept. 26, 2024",NJ,S 2310,Requires Transparency on Compensation with Promotional Opportunities and in Employment Listings,"Bill Passed
                           - House
                      

                      
                          (57 - 16)"
"June 28, 2024",NJ,A 2280,Prohibits Discriminatory Practices in Real Estate Appraisals and Requires Appraisers Complete Anti-Bias Training,"Concurrence Vote Passed
                           - House
                      

                      
                          (65 - 10)"
"June 28, 2024",NJ,A 4700,Appropriates $56.6 Billion in Annual State Spending,"Bill Passed
                           - Senate
                      

                      
                          (27 - 13)"
"June 28, 2024",NJ,S 3432,Establishes Program for Artificial Intelligence Investments,"Bill Passed
                           - House
                      

                      
                          (60 - 14)"
"June 28, 2024",NJ,S 3235,Establishes Regulations Regarding the Distribution and Sale of Hemp Products,"Bill Passed
                           - House
                      

                      
                          (65 - 6)"
"June 28, 2024",NJ,A 3772,Restructures Property Tax Process Regarding Foreclosures and Equity,"Bill Passed
                           - Senate
                      

                      
                          (40 - 0)"
"June 28, 2024",NJ,A 3861,Establishes the Louisa Carman Medical Debt Relief Act,"Bill Passed
                           - Senate
                      

                      
                          (25 - 15)"
"June 28, 2024",NJ,S 2188,"Requires DEP, DOH, Owners or Operators of Certain Public Community Water Systems to Take Certain Actions to Preven ...","Bill Passed
                           - Senate
                      

                      
                          (27 - 12)"
"June 28, 2024",NJ,A 4533,Amends Certain Sections of Law Concerning Financing Mechanisms for School Facilities Projects,"Bill Passed
                           - Senate
                      

                      
                          (28 - 12)"
