state,chamber,term,sponsor,data_name,legiscan_id,district,party,LES,not_actually_in_chamber
NH,House,2019_2020,Manny Espitia,manny espitia,19815,HD-31-HIL,D,0,FALSE
NH,House,2019_2020,Mark King,mark king,18134,HD-33-HIL,D,0,FALSE
NH,House,2019_2020,Martin Jack,martin jack,14872,HD-36-HIL,D,0,FALSE
NH,House,2019_2020,Mary Freitas,NA,17476,HD-14-HIL,D,0,FALSE
NH,House,2019_2020,Mary Griffin,mary griffin,4772,HD-07-ROC,R,0,FALSE
NH,House,2019_2020,Matthew Towne,NA,19801,HD-04-STR,D,0,FALSE
NH,House,2019_2020,Michael Furbush,NA,19764,HD-01-COO,R,0,FALSE
NH,House,2019_2020,Michael Gunski,michael gunski,19830,HD-06-HIL,R,0,FALSE
NH,House,2019_2020,Michael Pedersen,michael pedersen,19749,HD-32-HIL,D,0,FALSE
NH,House,2019_2020,Michael Trento,NA,19845,HD-07-HIL,R,0,FALSE
NH,House,2019_2020,Michael Vose,michael vose,17495,HD-09-ROC,R,0,FALSE
NH,House,2019_2020,Michael Yakubovich,michael yakubovich,19788,HD-24-MER,R,0,FALSE
NH,House,2019_2020,Mona Perreault,NA,19814,HD-24-STR,R,0,FALSE
NH,House,2019_2020,Patricia Lovejoy,patricia lovejoy,12524,HD-36-ROC,D,0,FALSE
NH,House,2019_2020,Paul Dargie,paul dargie,19834,HD-23-HIL,D,0,FALSE
NH,House,2019_2020,Paul Somero,NA,19178,HD-25-HIL,R,0,FALSE
NH,House,2019_2020,Peg Higgins,peg higgins,19812,HD-22-STR,D,0,FALSE
NH,House,2019_2020,Peter Hayward,peter hayward,19880,HD-01-STR,R,0,FALSE
NH,House,2019_2020,Peter Varney,NA,17055,HD-05-BEL,R,0,FALSE
NH,House,2019_2020,Phyllis Katsakiores,phyllis katsakiores,4898,HD-06-ROC,R,0,FALSE
NH,House,2019_2020,Ray Newman,ray newman,19808,HD-29-HIL,D,0,FALSE
NH,House,2019_2020,Richard Barry,richard barry,10470,HD-21-HIL,R,0,FALSE
NH,House,2019_2020,Richard Beaudoin,NA,19885,HD-03-BEL,R,0,FALSE
NH,House,2019_2020,Richard Hinch,richard hinch,5015,HD-21-HIL,R,0,FALSE
NH,House,2019_2020,Richard Lascelles,NA,18812,HD-20-HIL,R,0,FALSE
NH,House,2019_2020,Richard Osborne,richard osborne,19773,HD-07-GRA,D,0,FALSE
NH,House,2019_2020,Robert Elliott,robert elliott,5001,HD-08-ROC,R,0,FALSE
NH,House,2019_2020,Roderick Pimentel,NA,19769,HD-06-MER,D,0,FALSE
NH,House,2019_2020,Roger Dontonville,roger dontonville,19151,HD-10-GRA,D,0,FALSE
NH,House,2019_2020,Russell Ober,russell ober,4956,HD-37-HIL,R,0,FALSE
NH,House,2019_2020,Sandy Swinburne,sandy swinburne,19761,HD-10-CHE,D,0,FALSE
NH,House,2019_2020,Sharon Nordgren,sharon nordgren,5095,HD-12-GRA,D,0,FALSE
NH,House,2019_2020,Sherry Dutzy,sherry dutzy,19811,HD-30-HIL,D,0,FALSE
NH,House,2019_2020,Skip Rollins,skip rollins,15593,HD-06-SUL,R,0,FALSE
NH,House,2019_2020,Sparky von Plinsky,sparky von plinsky,19760,HD-07-CHE,D,0,FALSE
NH,House,2019_2020,Stephen Shurtleff,steve shurtleff,4802,HD-11-MER,D,0,FALSE
NH,House,2019_2020,Sue Mullen,sue mullen,19843,HD-07-HIL,D,0,FALSE
NH,House,2019_2020,Sue Newman,sue newman,18141,HD-29-HIL,D,0,FALSE
NH,House,2019_2020,Susan Treleaven,NA,17492,HD-17-STR,D,0,FALSE
NH,House,2019_2020,Thomas Laware,NA,10458,HD-08-SUL,R,0,FALSE
NH,House,2019_2020,Thomas Southworth,thomas southworth,17491,HD-20-STR,D,0,FALSE
NH,House,2019_2020,Thomas Walsh,thomas walsh,15249,HD-24-MER,R,0,FALSE
NH,House,2019_2020,Timothy Fontneau,NA,19157,HD-07-STR,D,0,FALSE
NH,House,2019_2020,Timothy Merlino,timothy merlino,19875,HD-25-HIL,R,0,FALSE
NH,House,2019_2020,Vincent Paul Migliore,vincent paul migliore,19430,HD-09-GRA,R,0,FALSE
NH,House,2019_2020,Walter Kolodziej,walter kolodziej,4770,HD-07-ROC,R,0,FALSE
NH,House,2019_2020,Wendy Chase,wendy chase,19809,HD-18-STR,D,0,FALSE
NH,House,2019_2020,William Bordy,william bordy,19803,HD-28-HIL,D,0,FALSE
NH,House,2019_2020,Yvonne Thomas,yvonne thomas,4904,HD-04-COO,D,0,FALSE
NH,House,2021_2022,Aboul Khan,aboul khan,15117,HD-20-ROC,R,0,FALSE
NH,House,2021_2022,Alan Bershtein,alan bershtein,19790,HD-02-ROC,R,0,FALSE
NH,House,2021_2022,Amanda Gourgue,amanda gourgue,19106,HD-25-STR,D,0,FALSE
NH,House,2021_2022,Amy Bradley,amy bradley,21799,HD-43-HIL,D,0,FALSE
NH,House,2021_2022,Andrew Maneval,andrew maneval,22997,HD-09-CHE,D,0,FALSE
NH,House,2021_2022,Anne Copp,NA,19149,HD-06-ROC,R,0,FALSE
NH,House,2021_2022,Ariel Oxaal,ariel oxaal,21852,HD-15-STR,D,0,FALSE
NH,House,2021_2022,Arnold Davis,NA,21805,HD-02-COO,R,0,FALSE
NH,House,2021_2022,Arthur Ellison,arthur ellison,19789,HD-27-MER,D,0,FALSE
NH,House,2021_2022,Barbara Shaw,barbara shaw,4822,HD-16-HIL,D,0,FALSE
NH,House,2021_2022,Barry Faulkner,NA,19154,HD-12-CHE,D,0,FALSE
NH,House,2021_2022,Ben Kilanski,NA,21831,HD-13-CHE,R,0,FALSE
NH,House,2021_2022,Beth Richards,NA,19174,HD-13-MER,D,0,FALSE
NH,House,2021_2022,Betsy McKinney,NA,4986,HD-05-ROC,R,0,FALSE
NH,House,2021_2022,Bill King,bill king,21833,HD-23-HIL,R,0,FALSE
NH,House,2021_2022,Bill Nelson,bill nelson,15588,HD-05-CAR,R,0,FALSE
NH,House,2021_2022,Bob Greene,bob greene,19822,HD-37-HIL,R,0,FALSE
NH,House,2021_2022,Bob Healey,robert healey,21822,HD-21-HIL,R,0,FALSE
NH,House,2021_2022,Bruce Cohen,bruce cohen,19804,HD-28-HIL,D,0,FALSE
NH,House,2021_2022,Caroletta Alicea,caroletta alicea,15437,HD-08-MER,D,0,FALSE
NH,House,2021_2022,Catherine Rombeau,catherine rombeau,22959,HD-07-HIL,D,0,FALSE
NH,House,2021_2022,Catt Sandler,NA,18125,HD-21-STR,D,0,FALSE
NH,House,2021_2022,Cecilia Rich,NA,19810,HD-18-STR,D,0,FALSE
NH,House,2021_2022,Charles McMahon,charles mcmahon,5051,HD-07-ROC,R,0,FALSE
NH,House,2021_2022,Charles Melvin,charles melvin,19859,HD-15-ROC,R,0,FALSE
NH,House,2021_2022,Chris McAleer,NA,21845,HD-07-CAR,D,0,FALSE
NH,House,2021_2022,Christopher Herbert,NA,16961,HD-43-HIL,D,0,FALSE
NH,House,2021_2022,Claire Rouillard,claire rouillard,17049,HD-06-HIL,R,0,FALSE
NH,House,2021_2022,Clifford Newton,NA,21850,HD-09-STR,R,0,FALSE
NH,House,2021_2022,Dan Toomey,dan toomey,19841,HD-32-HIL,D,0,FALSE
NH,House,2021_2022,Daniel Pickering,daniel pickering,19770,HD-03-HIL,D,0,FALSE
NH,House,2021_2022,David Cote,david cote,4864,HD-31-HIL,D,0,FALSE
NH,House,2021_2022,David Milz,david milz,14866,HD-06-ROC,R,0,FALSE
NH,House,2021_2022,Dawn Johnson,NA,21826,HD-03-BEL,R,0,FALSE
NH,House,2021_2022,Deb Stevens,deb stevens,19820,HD-34-HIL,D,0,FALSE
NH,House,2021_2022,Denise Smith,NA,21869,HD-37-HIL,R,0,FALSE
NH,House,2021_2022,Dennis Malloy,dennis malloy,15576,HD-23-ROC,D,0,FALSE
NH,House,2021_2022,Denny Ruprecht,denny ruprecht,19882,HD-15-GRA,D,0,FALSE
NH,House,2021_2022,Derek Kittredge,NA,19795,HD-12-STR,R,0,FALSE
NH,House,2021_2022,Diane Kelley,NA,21827,HD-25-HIL,R,0,FALSE
NH,House,2021_2022,Diane Langley,diane langley,19847,HD-08-HIL,D,0,FALSE
NH,House,2021_2022,Donald Bouchard,donald bouchard,19851,HD-11-HIL,D,0,FALSE
NH,House,2021_2022,Donald Dostie,NA,21809,HD-01-COO,R,0,FALSE
NH,House,2021_2022,Donna Ellis,donna ellis,19153,HD-08-STR,D,0,FALSE
NH,House,2021_2022,Douglas Ley,douglas ley,14475,HD-09-CHE,D,0,FALSE
NH,House,2021_2022,Dru Fox,NA,21813,HD-06-CHE,D,0,FALSE
NH,House,2021_2022,Dustin Dodge,NA,21808,HD-03-ROC,R,0,FALSE
NH,House,2021_2022,Eamon Kelley,eamon kelley,21828,HD-03-COO,D,0,FALSE
NH,House,2021_2022,Efstathia Booras,efstathia booras,15535,HD-33-HIL,D,0,FALSE
NH,House,2021_2022,Everett McBride,everett mcbride,19850,HD-08-ROC,R,0,FALSE
NH,House,2021_2022,Fenton Groen,fenton groen,21817,HD-23-STR,R,0,FALSE
NH,House,2021_2022,Fred Doucette,fred doucette,17302,HD-08-ROC,R,0,FALSE
NH,House,2021_2022,Gaby Grossman,gaby grossman,19864,HD-18-ROC,D,0,FALSE
NH,House,2021_2022,Gerald Ward,gerald ward,15603,HD-28-ROC,D,0,FALSE
NH,House,2021_2022,Glen Aldrich,glen aldrich,17465,HD-02-BEL,R,0,FALSE
NH,House,2021_2022,Glenn Bailey,glenn bailey,21790,HD-01-STR,R,0,FALSE
NH,House,2021_2022,Heidi Hamer,heidi hamer,19861,HD-17-HIL,D,0,FALSE
NH,House,2021_2022,Israel Piedra,israel piedra,19849,HD-09-HIL,D,0,FALSE
NH,House,2021_2022,James Horgan,NA,18635,HD-02-STR,R,0,FALSE
NH,House,2021_2022,James MacKay,james mackay,10492,HD-14-MER,D,0,FALSE
NH,House,2021_2022,James Mason,james mason,21843,HD-02-MER,R,0,FALSE
NH,House,2021_2022,Jane Beaulieu,jane beaulieu,5017,HD-45-HIL,D,0,FALSE
NH,House,2021_2022,Jason Osborne,jason osborne,17486,HD-04-ROC,R,0,FALSE
NH,House,2021_2022,Jean Jeudy,jean jeudy,5090,HD-10-HIL,D,0,FALSE
NH,House,2021_2022,Jeffrey Salloway,jeffrey salloway,19176,HD-05-STR,D,0,FALSE
NH,House,2021_2022,Jennie Gomarlo,jennie gomarlo,19837,HD-12-CHE,D,0,FALSE
NH,House,2021_2022,Jim Creighton,jim creighton,21802,HD-38-HIL,R,0,FALSE
NH,House,2021_2022,Jim Fedolfi,NA,19155,HD-01-HIL,R,0,FALSE
NH,House,2021_2022,Jim Qualey,NA,21862,HD-11-CHE,R,0,FALSE
NH,House,2021_2022,Joan Hamblet,joan hamblet,21819,HD-31-ROC,D,0,FALSE
NH,House,2021_2022,Jodi Nelson,NA,22998,HD-06-ROC,R,0,FALSE
NH,House,2021_2022,John Bordenet,john bordenet,17467,HD-05-CHE,D,0,FALSE
NH,House,2021_2022,John Klose,NA,19164,HD-21-MER,R,0,FALSE
NH,House,2021_2022,John Leavitt,john leavitt,19167,HD-24-MER,R,0,FALSE
NH,House,2021_2022,John Lewicke,john lewicke,18154,HD-26-HIL,R,0,FALSE
NH,House,2021_2022,John Sytek,john sytek,11988,HD-08-ROC,R,0,FALSE
NH,House,2021_2022,Jonathan Mackie,jonathan mackie,19751,HD-02-BEL,R,0,FALSE
NH,House,2021_2022,Joseph DePalma IV,joseph depalma iv,21806,HD-01-GRA,R,0,FALSE
NH,House,2021_2022,Joseph Guthrie,joseph guthrie,17478,HD-13-ROC,R,0,FALSE
NH,House,2021_2022,Joseph Pitre,joseph pitre,10919,HD-03-STR,R,0,FALSE
NH,House,2021_2022,Karel Crawford,karel crawford,15544,HD-04-CAR,R,0,FALSE
NH,House,2021_2022,Kristina Fargo,kristina fargo,19806,HD-14-STR,D,0,FALSE
NH,House,2021_2022,Latha Mangipudi,latha mangipudi,16060,HD-35-HIL,D,0,FALSE
NH,House,2021_2022,Laura Pantelakos,laura pantelakos,4812,HD-25-ROC,D,0,FALSE
NH,House,2021_2022,Laurie Sanborn,laurie sanborn,12885,HD-41-HIL,R,0,FALSE
NH,House,2021_2022,Lawrence Welkowitz,lawrence welkowitz,21881,HD-04-CHE,D,0,FALSE
NH,House,2021_2022,Linda DiSilvestro,linda disilvestro,15546,HD-09-HIL,D,0,FALSE
NH,House,2021_2022,Lindsay Tausch,NA,21873,HD-21-HIL,R,0,FALSE
NH,House,2021_2022,Lisa Bunker,lisa bunker,19863,HD-18-ROC,D,0,FALSE
NH,House,2021_2022,Louise Andrus,louise andrus,21787,HD-01-MER,R,0,FALSE
NH,House,2021_2022,Margaret Kennedy,margaret kennedy,21830,HD-07-MER,R,0,FALSE
NH,House,2021_2022,Mark King,mark king,18134,HD-33-HIL,D,0,FALSE
NH,House,2021_2022,Martin Jack,martin jack,14872,HD-36-HIL,D,0,FALSE
NH,House,2021_2022,Mary Ann Kimball,NA,21832,HD-06-ROC,R,0,FALSE
NH,House,2021_2022,Mary Freitas,NA,17476,HD-14-HIL,D,0,FALSE
NH,House,2021_2022,Mary Griffin,mary griffin,4772,HD-07-ROC,R,0,FALSE
NH,House,2021_2022,Mary Heath,mary heath,16056,HD-14-HIL,D,0,FALSE
NH,House,2021_2022,Mary Mayville,mary mayville,21844,HD-21-HIL,R,0,FALSE
NH,House,2021_2022,Matthew Pitaro,matthew pitaro,21858,HD-22-MER,R,0,FALSE
NH,House,2021_2022,Matthew Simon,matthew simon,21868,HD-14-GRA,R,0,FALSE
NH,House,2021_2022,Mel Myler,mel myler,14484,HD-10-MER,D,0,FALSE
NH,House,2021_2022,Melbourne Moran,melbourne moran,21847,HD-34-HIL,D,0,FALSE
NH,House,2021_2022,Michael Abbott,michael abbott,17463,HD-01-CHE,D,0,FALSE
NH,House,2021_2022,Michael Pedersen,michael pedersen,19749,HD-32-HIL,D,0,FALSE
NH,House,2021_2022,Muriel Hall,NA,22940,HD-23-MER,D,0,FALSE
NH,House,2021_2022,Patricia Klee,patricia klee,19114,HD-30-HIL,D,0,FALSE
NH,House,2021_2022,Paul Ayer,NA,21789,HD-03-ROC,R,0,FALSE
NH,House,2021_2022,Paul Somero,NA,19178,HD-25-HIL,R,0,FALSE
NH,House,2021_2022,Paul Tudor,paul tudor,21878,HD-01-ROC,R,0,FALSE
NH,House,2021_2022,Peter Hayward,peter hayward,19880,HD-01-STR,R,0,FALSE
NH,House,2021_2022,Peter Petrigno,peter petrigno,19835,HD-23-HIL,D,0,FALSE
NH,House,2021_2022,Peter Varney,NA,17055,HD-05-BEL,R,0,FALSE
NH,House,2021_2022,Phyllis Katsakiores,phyllis katsakiores,4898,HD-06-ROC,R,0,FALSE
NH,House,2021_2022,Ray Newman,ray newman,19808,HD-29-HIL,D,0,FALSE
NH,House,2021_2022,Raymond Howard,raymond howard,17360,HD-08-BEL,R,0,FALSE
NH,House,2021_2022,Richard Littlefield,richard littlefield,21840,HD-03-BEL,R,0,FALSE
NH,House,2021_2022,Richard Osborne,richard osborne,19773,HD-07-GRA,D,0,TRUE
NH,House,2021_2022,Richard Tripp,richard tripp,19180,HD-06-ROC,R,0,FALSE
NH,House,2021_2022,Robert Elliott,robert elliott,5001,HD-08-ROC,R,0,FALSE
NH,House,2021_2022,Robert Theberge,robert theberge,4899,HD-03-COO,R,0,FALSE
NH,House,2021_2022,Roderick Pimentel,roderick pimentel,19769,HD-06-MER,D,0,FALSE
NH,House,2021_2022,Roger Dontonville,roger dontonville,19151,HD-10-GRA,D,0,FALSE
NH,House,2021_2022,Russell Muirhead,russell muirhead,21848,HD-12-GRA,D,0,FALSE
NH,House,2021_2022,Russell Ober,russell ober,4956,HD-37-HIL,R,0,FALSE
NH,House,2021_2022,Sharon Nordgren,sharon nordgren,5095,HD-12-GRA,D,0,FALSE
NH,House,2021_2022,Sherry Dutzy,sherry dutzy,19811,HD-30-HIL,D,0,FALSE
NH,House,2021_2022,Skip Cleaver,skip cleaver,19147,HD-35-HIL,D,0,FALSE
NH,House,2021_2022,Sparky von Plinsky,sparky von plinsky,19760,HD-07-CHE,D,0,FALSE
NH,House,2021_2022,Stephanie Hyland,stephanie hyland,21825,HD-38-HIL,D,0,FALSE
NH,House,2021_2022,Stephen Boyd,stephen boyd,21798,HD-24-MER,R,0,FALSE
NH,House,2021_2022,Sue Newman,NA,18141,HD-29-HIL,D,0,FALSE
NH,House,2021_2022,Susan Treleaven,NA,17492,HD-17-STR,D,0,FALSE
NH,House,2021_2022,Susan Vandecasteele,susan vandecasteele,21879,HD-08-ROC,R,0,FALSE
NH,House,2021_2022,Ted Gorski,ted gorski,21815,HD-07-HIL,R,0,FALSE
NH,House,2021_2022,Thomas Kaczynski,thomas kaczynski,17304,HD-22-STR,R,0,FALSE
NH,House,2021_2022,Thomas Southworth,thomas southworth,17491,HD-20-STR,D,0,FALSE
NH,House,2021_2022,Timothy Fontneau,NA,19157,HD-07-STR,D,0,FALSE
NH,House,2021_2022,Timothy Smith,timothy smith,15123,HD-17-HIL,D,0,FALSE
NH,House,2021_2022,Timothy Soucy,timothy soucy,4910,HD-34-HIL,D,0,FALSE
NH,House,2021_2022,Tom Ploszaj,tom ploszaj,21859,HD-01-BEL,R,0,FALSE
NH,House,2021_2022,Travis O'Hara,travis o'hara,21851,HD-09-BEL,R,0,FALSE
NH,House,2021_2022,Walter Spilsbury,walter spilsbury,21872,HD-08-SUL,R,0,FALSE
NH,House,2021_2022,Wayne MacDonald,wayne macdonald,21842,HD-05-ROC,R,0,FALSE
NH,House,2021_2022,Willis Griffith,willis griffith,19862,HD-18-HIL,D,0,FALSE
NH,Senate,2021_2022,Daryl Abbas,NA,19846,SD-022,R,0,TRUE
NH,Senate,2021_2022,Debra Altschiller,NA,18126,SD-024,D,0,TRUE
NH,Senate,2021_2022,Donovan Fenton,NA,19156,SD-010,D,0,TRUE
NH,Senate,2021_2022,Howard Pearl,NA,18152,SD-017,R,0,TRUE
NH,Senate,2021_2022,Timothy Lang,NA,19166,SD-002,R,0,TRUE
NJ,House,2018_2019,Aura Dunn,NA,21401,HD-025,R,0,TRUE
NJ,House,2018_2019,Marlene Caride,NA,13848,HD-036,D,0,TRUE
NJ,Senate,2018_2019,Michael Testa,NA,21404,SD-001,R,0,TRUE
NJ,House,2020_2021,DeAnne DeFuccio,NA,22923,HD-039,R,0,FALSE
NJ,Senate,2020_2021,Vincent Polistina,NA,3104,SD-002,R,0,TRUE
NJ,House,2022_2023,Jacqueline Yustein,NA,24942,HD-028,D,0,FALSE
NJ,House,2022_2023,Tennille McCoy,NA,25128,HD-014,D,0,TRUE
NM,House,2019_2020,Art De La Cruz,NA,21692,HD-012,D,0,FALSE
NM,House,2019_2020,Linda Serrato,NA,21694,HD-045,D,0,FALSE
NM,House,2019_2020,Tara Lujan,NA,21693,HD-048,D,0,FALSE
NM,House,2021_2022,Art De La Cruz,NA,21692,HD-012,D,0,FALSE
NM,House,2021_2022,Randal Crowder,NA,17344,HD-064,R,0,FALSE
NM,Senate,2021_2022,Clemente Sanchez,NA,15112,SD-030,D,0,TRUE
NV,House,2019_2020,Amber Joiner,NA,17513,HD-024,D,0,TRUE
NV,House,2019_2020,Bea Duran,NA,21175,HD-011,D,0,FALSE
NV,House,2019_2020,Elliot Anderson,NA,8570,HD-015,D,0,TRUE
NV,House,2019_2020,Greg Smith,NA,21354,HD-030,D,0,FALSE
NV,House,2019_2020,Irene Bustamante Adams,NA,12211,HD-042,D,0,TRUE
NV,House,2019_2020,Justin Watkins,NA,19232,HD-035,D,0,TRUE
NV,House,2019_2020,Kasina Douglass-Boone,NA,21659,HD-017,D,0,FALSE
NV,House,2019_2020,Nelson Araujo,NA,17511,HD-003,D,0,TRUE
NV,House,2019_2020,Olivia Diaz,NA,12204,HD-011,D,0,TRUE
NV,Senate,2019_2020,Aaron Ford,NA,15878,SD-011,D,0,TRUE
NV,Senate,2019_2020,Mark Manendo,NA,8474,SD-021,D,0,TRUE
NV,Senate,2019_2020,Richard Segerblom,NA,8510,SD-003,D,0,TRUE
NV,House,2021_2022,Tracy Brown-May,NA,22828,HD-042,D,0,FALSE
NV,Senate,2021_2022,David Parks,NA,8563,SD-007,D,0,TRUE
NV,Senate,2021_2022,Don Tatro,NA,22975,SD-016,R,0,FALSE
NV,Senate,2021_2022,Joyce Woodhouse,NA,8525,SD-005,D,0,TRUE
NV,Senate,2021_2022,Yvanna Cancela,NA,19234,SD-010,D,0,TRUE
NY,House,2019_2020,Demond Meeks,NA,21691,HD-137,D,0,FALSE
NY,House,2019_2020,Keith Brown,NA,21910,HD-012,R,0,TRUE
NY,House,2019_2020,Kenneth Burgos,NA,21695,HD-085,D,0,TRUE
NY,House,2019_2020,Sarah Clark,NA,21690,HD-136,D,0,FALSE
NY,Senate,2019_2020,John Mannion,NA,21905,SD-050,D,0,TRUE
NY,House,2021_2022,Jacob Blumencranz,NA,23386,HD-015,R,0,TRUE
NY,House,2021_2022,Jose Rivera,NA,1371,HD-078,D,0,FALSE
NY,House,2021_2022,Monique Chandler-Waterman,NA,23147,HD-058,D,0,FALSE
OH,House,2019_2020,Anthony DeVitis,NA,13528,HD-036,R,0,FALSE
OH,House,2019_2020,James Butler,NA,11946,HD-041,R,0,FALSE
OH,House,2019_2020,Jay Edwards,NA,19088,HD-094,R,0,FALSE
OH,House,2019_2020,Larry Householder,NA,19082,HD-072,R,0,FALSE
OH,House,2019_2020,Sarah LaTourette,NA,16986,HD-076,R,0,FALSE
OH,House,2019_2020,William Seitz,NA,637,HD-030,R,0,FALSE
OH,Senate,2019_2020,Louis Terhar,NA,13313,SD-008,R,0,FALSE
OH,Senate,2019_2020,Randall Gardner,NA,549,SD-002,R,0,FALSE
OH,House,2021_2022,Bishara Addison,NA,23141,HD-009,D,0,FALSE
OH,House,2021_2022,Elgin Rogers,NA,23183,HD-044,D,0,FALSE
OH,House,2021_2022,Larry Householder,NA,19082,HD-072,R,0,FALSE
OH,House,2021_2022,Mark Johnson,NA,22776,HD-092,R,0,FALSE
OH,House,2021_2022,Michael O'Brien,NA,16980,HD-064,D,0,FALSE
OH,House,2021_2022,Nino Vitale,NA,16966,HD-085,R,0,FALSE
OH,House,2021_2022,Paul Zeltwanger,NA,16983,HD-054,R,0,FALSE
OH,House,2021_2022,Sedrick Denson,NA,20331,HD-033,D,0,FALSE
OH,House,2021_2022,Shawn Stevens,NA,23115,HD-068,R,0,FALSE
OH,Senate,2021_2022,Dale Martin,NA,23153,SD-021,D,0,FALSE
OH,Senate,2021_2022,Matt Huffman,NA,562,SD-012,R,0,FALSE
OH,Senate,2021_2022,Paula Hicks-Hudson,NA,20325,SD-011,D,0,TRUE
OK,House,2019_2020,Elise Hall,NA,12148,HD-100,R,0,TRUE
OK,House,2021_2022,Elise Hall,NA,12148,HD-100,R,0,TRUE
OR,House,2019_2020,Akasha Lawrence Spence,NA,21543,HD-036,D,0,FALSE
OR,House,2019_2020,Elizabeth Beyer,NA,6227,HD-012,D,0,TRUE
OR,House,2019_2020,Mark Johnson,NA,12022,HD-052,R,0,TRUE
OR,House,2019_2020,Mark Owens,NA,21542,HD-060,R,0,FALSE
OR,House,2019_2020,Maxine Dexter,NA,21655,HD-033,D,0,FALSE
OR,Senate,2019_2020,Akasha Lawrence Spence,NA,21543,SD-018,D,0,TRUE
OR,House,2021_2022,Elizabeth Beyer,NA,6227,HD-012,D,0,TRUE
OR,House,2021_2022,James Hieb,NA,23083,HD-039,R,0,FALSE
OR,House,2021_2022,Mark Johnson,NA,12022,HD-052,R,0,TRUE
OR,House,2021_2022,Nathan Sosa,NA,23064,HD-030,D,0,FALSE
OR,House,2021_2022,Travis Nelson,NA,23063,HD-044,D,0,FALSE
PA,House,2019_2020,Brian Ellis,NA,304,HD-011,R,0,FALSE
PA,House,2019_2020,Eric Davanzo,NA,21626,HD-058,R,0,FALSE
PA,Senate,2019_2020,Richard Alloway,NA,896,SD-033,R,0,FALSE
PA,House,2021_2022,Gina Curry,NA,22990,HD-164,D,0,FALSE
PA,House,2021_2022,Michael Reese,NA,930,HD-059,R,0,TRUE
PA,House,2021_2022,Thom Welby,NA,22976,HD-113,D,0,FALSE
PA,Senate,2021_2022,Dave Arnold,NA,21535,SD-048,R,0,TRUE
PA,Senate,2021_2022,Jimmy Dillon,NA,23149,SD-005,D,0,FALSE
PA,Senate,2021_2022,John Blake,NA,11539,SD-022,D,0,FALSE
SC,House,2019_2020,Con Chellis,NA,20400,HD-094,R,0,FALSE
SC,House,2019_2020,Elizabeth Wetmore,NA,21669,HD-115,D,0,FALSE
SC,House,2019_2020,Jimmy Bales,NA,2207,HD-080,D,0,FALSE
SC,House,2019_2020,Kevin Hardee,NA,14033,HD-105,R,0,FALSE
SC,House,2019_2020,Max Hyde,NA,19931,HD-032,R,0,FALSE
SC,House,2019_2020,Melissa Oremus,NA,21398,HD-084,R,0,FALSE
SC,House,2019_2020,Michael Sottile,NA,2306,HD-112,R,0,FALSE
SC,House,2019_2020,Patrick Haddon,NA,21436,HD-019,R,0,FALSE
SC,House,2019_2020,Ronald Young,NA,19394,HD-084,R,0,FALSE
SC,House,2019_2020,William Whitmire,NA,2319,HD-001,R,0,FALSE
SC,Senate,2019_2020,Ronnie Sabb,NA,11221,SD-032,D,0,FALSE
SC,House,2021_2022,Alan Morgan,NA,23151,HD-018,R,0,FALSE
SC,House,2021_2022,Anne Parks,NA,2290,HD-012,D,0,FALSE
SC,House,2021_2022,Robby Robbins,NA,23150,HD-097,R,0,FALSE
SC,House,2021_2022,Steve Moss,NA,2281,HD-030,R,0,FALSE
SC,House,2021_2022,Thomas Brittain,NA,21740,HD-107,R,0,FALSE
SC,Senate,2021_2022,Mike Reichenbach,NA,23126,SD-031,R,0,FALSE
SC,Senate,2021_2022,Ronnie Sabb,NA,11221,SD-032,D,0,FALSE
SD,House,2019_2020,Larry Rhoden,NA,8254,HD-029,R,0,TRUE
SD,House,2019_2020,Lynn Schneider,NA,21673,HD-022,R,0,FALSE
SD,Senate,2019_2020,Casey Crabtree,NA,21672,SD-008,R,0,FALSE
TN,House,2019_2020,Barry Doss,NA,15126,HD-070,R,0,TRUE
TN,House,2019_2020,Beth Harwell,NA,7237,HD-056,R,0,TRUE
TN,House,2019_2020,Charles Sargent,NA,7200,HD-061,R,0,TRUE
TN,House,2019_2020,Courtney Rogers,NA,15505,HD-045,R,0,TRUE
TN,House,2019_2020,Craig Fitzhugh,NA,7228,HD-082,D,0,TRUE
TN,House,2019_2020,David Alexander,NA,12237,HD-039,R,0,FALSE
TN,House,2019_2020,Harry Brooks,NA,7203,HD-019,R,0,FALSE
TN,House,2019_2020,JoAnne Favors,NA,7231,HD-028,D,0,TRUE
TN,House,2019_2020,Joe Pitts,NA,7189,HD-067,D,0,TRUE
TN,House,2019_2020,John Forgety,NA,11501,HD-023,R,0,TRUE
TN,House,2019_2020,Johnnie Turner,NA,7247,HD-085,D,0,TRUE
TN,House,2019_2020,Judd Matheny,NA,7194,HD-047,R,0,TRUE
TN,House,2019_2020,Kevin Brooks,NA,7249,HD-024,R,0,TRUE
TN,House,2019_2020,Marc Gravitt,NA,16857,HD-030,R,0,TRUE
TN,House,2019_2020,Roger Kane,NA,15128,HD-089,R,0,TRUE
TN,House,2019_2020,Ron Lollar,NA,7225,HD-099,R,0,TRUE
TN,House,2019_2020,Sheila Butt,NA,12102,HD-064,R,0,TRUE
TN,House,2019_2020,Sherry Jones,NA,7222,HD-059,D,0,TRUE
TN,House,2019_2020,Steve McDaniel,NA,7232,HD-072,R,0,TRUE
TN,House,2019_2020,Tilman Goins,NA,15499,HD-010,R,0,TRUE
