Date,State,Bill No,Title,Action
"Oct. 10, 2023",NC,SB 749,Amends Membership Makeup of Both the County and State Boards of Elections,"Veto Override Passed
                           - House
                      

                      
                          (72 - 44)"
"Oct. 10, 2023",NC,SB 749,Amends Membership Makeup of Both the County and State Boards of Elections,"Veto Override Passed
                           - Senate
                      

                      
                          (30 - 19)"
"Oct. 10, 2023",NC,SB 747,Amends Various State Election Laws and Policies,"Veto Override Passed
                           - House
                      

                      
                          (72 - 44)"
"Oct. 10, 2023",NC,SB 747,Amends Various State Election Laws and Policies,"Veto Override Passed
                           - Senate
                      

                      
                          (30 - 19)"
"Sept. 22, 2023",NC,HB 259,Appropriates $30 Billion for the 2023-2024 State Budget,"Conference Report Adopted
                           - Senate
                      

                      
                          (26 - 17)"
"Sept. 22, 2023",NC,HB 259,Appropriates $30 Billion for the 2023-2024 State Budget,"Conference Report Adopted
                           - House
                      

                      
                          (70 - 40)"
"Sept. 21, 2023",NC,SB 749,Amends Membership Makeup of Both the County and State Boards of Elections,"Conference Report Adopted
                           - House
                      

                      
                          (63 - 44)"
"Sept. 19, 2023",NC,SB 189,Amends Legal Classification and Penalties for Crimes Related to Fentanyl Distribution,"Bill Passed
                           - House
                      

                      
                          (81 - 20)"
"Aug. 16, 2023",NC,SB 49,Establishes a Parents Bill of Right's for Students in Grades K-4,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 18)"
"Aug. 16, 2023",NC,HB 488,Restructures the State Building Code Council,"Veto Override Passed
                           - House
                      

                      
                          (75 - 43)"
"Aug. 16, 2023",NC,HB 219,Appropriates Resources for Charter Schools,"Veto Override Passed
                           - House
                      

                      
                          (74 - 45)"
"Aug. 16, 2023",NC,HB 574,Prohibits Transgender Girls from Playing on Female Sports Teams,"Veto Override Passed
                           - House
                      

                      
                          (74 - 45)"
"Aug. 16, 2023",NC,HB 808,Prohibits Gender Transition Procedures for Minors,"Veto Override Passed
                           - House
                      

                      
                          (74 - 45)"
"Aug. 16, 2023",NC,HB 618,Increases Authority Over Charter Schools in North Carolina to the Charter Schools Review Board,"Veto Override Passed
                           - House
                      

                      
                          (74 - 45)"
"Aug. 16, 2023",NC,HB 574,Prohibits Transgender Girls from Playing on Female Sports Teams,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 18)"
"Aug. 16, 2023",NC,HB 219,Appropriates Resources for Charter Schools,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 18)"
