bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
HB2069,2023_2024_RS,S Sub for; As introduced,Committee on Corrections and Juvenile Justice,Committee on Judiciary,"Scott Schultz, Kansas Sentencing Commission",Senate Substitute for HB 2069 by Committee on Judiciary - Prohibiting conveyance of certain real property in this state to foreign adversaries.,http://kslegislature.org/li/b2023_24/measures/hb2069/
HB2070,2023_2024_RS,"S Sub for; As introduced; Fri, Apr 5, 2024; Thu, Apr 4, 2024",Committee on Corrections and Juvenile Justice,Committee on Judiciary,"Scott Schultz, Kansas Sentencing Commission","Senate Substitute for HB 2070 by Committee on Judiciary - Establishing the office of the child advocate as an independent state agency, making orders granting custody for adoption subject to the federal Indian child welfare act, directing the secretary for children and families to consider foster parents as prospective adoptive parents in certain circumstances and authorizing appeal of any order of placement of a child.",http://kslegislature.org/li/b2023_24/measures/hb2070/
HB2071,2023_2024_RS,As introduced,Committee on Corrections and Juvenile Justice,Committee on Corrections and Juvenile Justice,"Scott Schultz, Kansas Sentencing Commission",Extending terminal medical release to inmates in the custody of the department of corrections with a condition likely to cause death within 120 days.,http://kslegislature.org/li/b2023_24/measures/hb2071/
HB2072,2023_2024_RS,As introduced,Committee on Corrections and Juvenile Justice,Committee on Corrections and Juvenile Justice,"Scott Schultz, Kansas Sentencing Commission",Reducing the criminal penalties for most severity level 5 drug crimes and increasing the penalties for offenders in criminal history category 5-I.,http://kslegislature.org/li/b2023_24/measures/hb2072/
HB2073,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Corrections and Juvenile Justice,Committee on Corrections and Juvenile Justice,"Scott Schultz, Kansas Sentencing Commission","Prohibiting fines and fees from being assessed against a juvenile or a juvenile's parent, guardian or custodian in a case pursuant to the revised Kansas juvenile justice code.",http://kslegislature.org/li/b2023_24/measures/hb2073/
HB2074,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,"Scott Schultz, Kansas Sentencing Commission",Allowing courts to prohibit possession of a firearm in a temporary custody order pursuant to the care and treatment act for mentally ill persons.,http://kslegislature.org/li/b2023_24/measures/hb2074/
HB2075,2023_2024_RS,As introduced,Representative Poskin,Representative Poskin,,Providing for the publication of signed statements of fair campaign practices and a cause of action for violations of such statement.,http://kslegislature.org/li/b2023_24/measures/hb2075/
HB2076,2023_2024_RS,As introduced,"Representative Meyer; Representative Ruiz, S.; Representative Woodard","Representative Meyer; Representative Ruiz, S.; Representative Woodard",,Repealing the adoption protection act.,http://kslegislature.org/li/b2023_24/measures/hb2076/
HB2077,2023_2024_RS,As Amended by Senate Committee; {As Amended by House Committee of the Whole}; Sub; As introduced,Joint Committee on Information Technology,Committee on Appropriations,,"Substitute for HB 2077 by the Committee on Appropriations - Implementing additional reporting requirements for information technology projects and state agencies, requiring additional information technology security training and status reports, requiring reporting of significant cybersecurity audits and changing the membership requirements, terms of members and the quorum requirements for the information technology executive council.",http://kslegislature.org/li/b2023_24/measures/hb2077/
HB2078,2023_2024_RS,As introduced,Joint Committee on Information Technology,Joint Committee on Information Technology,,"Changing the membership requirements, terms of members and the quorum requirements for the information technology executive council.",http://kslegislature.org/li/b2023_24/measures/hb2078/
HB2079,2023_2024_RS,As introduced,Committee on Agriculture and Natural Resources,Committee on Agriculture and Natural Resources,Representative Roth,Establishing a statutory white-tailed deer firearm hunting season and requiring the Kansas department of wildlife and parks to provide resident hunting license holders certain permits free of charge.,http://kslegislature.org/li/b2023_24/measures/hb2079/
HB2080,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by House Committee; As introduced",Committee on Education,Committee on Education,Representative Thomas,Authorizing students enrolled in a virtual school to take virtual state assessments.,http://kslegislature.org/li/b2023_24/measures/hb2080/
HB2081,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Representative Thomas,"Creating the aspiring future teacher of the year scholarship program; such scholarships based on the recipients of the Kansas teacher of the year award backgrounds and attributes; making and concerning appropriations for the program for fiscal years ending June 30, 2024, June 30, 2025, June 30, 2026, June 30, 2027, and June 30, 2028, for the department of education for such scholarships.",http://kslegislature.org/li/b2023_24/measures/hb2081/
HB2082,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As introduced",Committee on Local Government,Committee on Local Government,Nathaniel Blank on behalf of Sedgwick County government,"Authorizing counties to create a code inspection and enforcement fund and a municipalities fight addiction fund, and expanding the scope of county equipment reserve fund to include other technology expenses.",http://kslegislature.org/li/b2023_24/measures/hb2082/
HB2083,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As Amended by House Committee; As introduced,Committee on Local Government,Committee on Local Government,"Mark Tomb, Kansas Association of Realtors",Creating the Kansas vacant property act to prohibit municipalities from imposing any fees or registration requirements on the basis that property is unoccupied.,http://kslegislature.org/li/b2023_24/measures/hb2083/
HB2084,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,"Representative Carpenter, W. on behalf of Derek Hein, 1861 Consulting, LLC","Enacting the kratom consumer protection act, defining kratom as a food product, prohibiting the sale of kratom that is adulterated, requiring persons to be at least 18 years of age for the purchase of such product, establishing civil fines for violations of the act and requiring the secretary of agriculture to adopt rules and regulations for the administration of the act.",http://kslegislature.org/li/b2023_24/measures/hb2084/
HB2085,2023_2024_RS,As introduced,Representative Proctor,Representative Proctor,,"Including juvenile corrections officers in the definition of ""security officer"" for purposes of the KPERS correctional employees group.",http://kslegislature.org/li/b2023_24/measures/hb2085/
HB2086,2023_2024_RS,As Amended by Senate Committee; {As Amended by House Committee of the Whole}; As Amended by House Committee; As introduced,Committee on Elections,Committee on Elections,"Clay Barker, Office of the Kansas Secretary of State",Amending statutes concerning election procedures and election officials.,http://kslegislature.org/li/b2023_24/measures/hb2086/
HB2087,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As introduced",Committee on Elections,Committee on Elections,,Directing political parties to have procedures for the selection of presidential electors.,http://kslegislature.org/li/b2023_24/measures/hb2087/
HB2088,2023_2024_RS,As introduced,Representative Winn,Representative Winn,,Directing the capitol preservation committee to develop and approve plans for a mural honoring the 1st Kansas (Colored) Voluntary Infantry regiment.,http://kslegislature.org/li/b2023_24/measures/hb2088/
HB2089,2023_2024_RS,"As Amended by Senate Committee; As introduced; Thu, Apr 27, 2023; Wed, Apr 26, 2023",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department",Modifying the requirement to report individuals who solicit memberships on behalf of prepaid service plans from semi-annually to annually and upon application for registration and discontinuing payment of annual registration fees for such plans.,http://kslegislature.org/li/b2023_24/measures/hb2089/
HB2090,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As introduced; Wed, Apr 5, 2023",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Authorizing the commissioner of insurance to set the amount of certain fees, specifying permissible uses of information obtained from background checks, fingerprinting and criminal history records checks; discontinuing annual registration fees for prepaid service plans and modifying reporting requirements related to such plans; and decreasing the premium tax rate imposed on surplus lines insurance.",http://kslegislature.org/li/b2023_24/measures/hb2090/
HB2091,2023_2024_RS,As introduced,Representative Murphy; Representative Seiwert; Representative Highberger,Representative Murphy; Representative Seiwert; Representative Highberger,,Requiring the secretary of agriculture to establish a division of sustainable agriculture that shall apply for federal grant funds under the greenhouse gas reduction fund to assist farmers in converting to renewable energy and sustainable agriculture practices.,http://kslegislature.org/li/b2023_24/measures/hb2091/
HB2092,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by House Committee; As introduced","Representative Miller, V.; Representative Alcala; Representative Borjon; Representative Corbet; Representative Haskins","Representative Miller, V.; Representative Alcala; Representative Borjon; Representative Corbet; Representative Haskins",,Reapportioning the districts of certain members of the Washburn university board of regents who are appointed by the city of Topeka.,http://kslegislature.org/li/b2023_24/measures/hb2092/
HB2093,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As introduced; Wed, Apr 5, 2023",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Discontinuing payments to certain group-funded insurance pools, refunding existing balances thereof and abolishing such funds and establishing the group-funded pools refund fund; adjusting the basis upon which certain premium tax calculations are made, requiring such premium taxes to be paid 90 days after each calendar year and basing such premium taxes upon the gross premiums collected for the previous calendar year; and adding fire districts to the definition of ""municipality"" for purposes of the the payment of COBRA premiums under certain circumstances.",http://kslegislature.org/li/b2023_24/measures/hb2093/
HB2094,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As introduced; Thu, Apr 6, 2023; Wed, Apr 5, 2023",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Requiring work registrants ages 50-59 to complete an employment and training program to receive food assistance, establishing periods of ineligibility for child care subsidy based on cooperation with child support services and requiring the secretary to conduct reviews of cooperation with child support.",http://kslegislature.org/li/b2023_24/measures/hb2094/
HB2095,2023_2024_RS,As introduced,Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Changing the required number of employees contained in the definitions of ""large employer"" and ""small employer"" for purposes of coverage of autism spectrum disorder.",http://kslegislature.org/li/b2023_24/measures/hb2095/
HB2096,2023_2024_RS,"Enrolled; As Amended by Senate Committee; As introduced; Tue, Apr 30, 2024; Tue, Apr 30, 2024; Thu, Apr 4, 2024",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Establishing the veterans' valor property tax relief act providing for an income tax credit or refund for eligible individuals, increasing the tax credit amount for household and dependent care expenses, modifying the definition of household income and increasing the appraised value threshold for eligibility of seniors and disabled veterans related to increased property tax claims and citing the section as the homeowners' property tax freeze program, providing a property tax rebate for certain business property operated in competition with property owned or operated by a governmental entity, providing property tax exemptions for certain personal property including watercraft, marine equipment, off-road vehicles, motorized bicycles and certain trailers, excluding internal revenue code section 1031 exchange transactions as indicators of fair market value, providing for certain exclusions from the prohibition of paying taxes under protest after a valuation notice appeal and providing four prior years' values on the annual valuation notice.",http://kslegislature.org/li/b2023_24/measures/hb2096/
HB2097,2023_2024_RS,"Enrolled; As Amended by Senate Committee; As introduced; Fri, Apr 5, 2024",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Enacting the Kansas film and digital media industry production development act, providing a tax credit, sales tax exemption and loans and grants to incentivize film, video and digital media production in Kansas, establishing a program to be administered by the secretary of commerce for the purpose of developing such production in Kansas, requiring the secretary of commerce to issue reports on the economic impact, providing sales tax exemptions for purchases by a certain community theaters and purchases and sales made by the friends of cedar crest association and establishing an income, privilege and premium tax credit for employers that employ members of the Kansas army and air national guard and establishing an income tax credit for employees that are members thereof.",http://kslegislature.org/li/b2023_24/measures/hb2097/
HB2098,2023_2024_RS,"Enrolled - Law effective July 1, 2024; As Amended by Senate Committee; As introduced; Fri, Apr 5, 2024",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Providing a deduction from sales or compensating use tax when selling and buying different motor vehicles within 120 days, providing an exemption for certain purchases by disabled veterans of the armed forces of the United States, excluding manufacturers' coupons from the sales or selling price for sales tax purposes, providing sales tax exemptions for custom meat processing services and purchases for the construction or repair of buildings used for human habitation by the Kansas state school for the blind and the Kansas state school for the deaf, providing sales tax exemptions for certain purchases by doorstep inc., exploration place, inc., Kansas children's discovery center, inc. and the Kansas fairgrounds foundation and providing for a sales tax exemption for sales of property and services used in the provision of communications services.",http://kslegislature.org/li/b2023_24/measures/hb2098/
HB2099,2023_2024_RS,As introduced,Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department",Discontinuing certain exemptions from the pharmacy benefits manager licensure act.,http://kslegislature.org/li/b2023_24/measures/hb2099/
HB2100,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As introduced; Thu, Apr 6, 2023; Wed, Apr 5, 2023",Committee on Insurance,Committee on Insurance,"Eric Turek, Kansas Insurance Department","Enacting the Kansas public investments and contracts protection act concerning environmental, social and governance (ESG) criteria, prohibiting the state and political subdivisions from giving preferential treatment to or discriminating against companies based on such ESG criteria in procuring or letting contracts, requiring KPERS fiduciaries to act solely in the financial interest of the participants and beneficiaries of the system, indemnifying KPERS with respect to actions taken in compliance with such act, restricting state agencies from adopting ESG criteria or requiring any person or business to operate in accordance with such criteria and providing for enforcement of such act by the attorney general.",http://kslegislature.org/li/b2023_24/measures/hb2100/
HB2101,2023_2024_RS,As Amended by Senate Committee; As Amended by House Committee; As introduced,Committee on Financial Institutions and Pensions,Committee on Financial Institutions and Pensions,Representative Hoheisel,"Regulating contract for deed transactions, authorizing recording of contract for deeds or affidavits of equitable interest, listing deceptive practices constituting violations of the consumer protection act, requiring notice to the buyer of default and allowing buyers to cure such default.",http://kslegislature.org/li/b2023_24/measures/hb2101/
HB2102,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Financial Institutions and Pensions,Committee on Financial Institutions and Pensions,Representative Hoheisel,Making appropriations for FY 2023 for the state treasurer for the repurchase of certain KPERS pension obligation revenue bonds.,http://kslegislature.org/li/b2023_24/measures/hb2102/
HB2103,2023_2024_RS,Sub; As introduced,Committee on Financial Institutions and Pensions,Committee on Financial Institutions and Pensions,Representative Hoheisel,Substitute for HB 2103 by Committee on Financial Institutions and Pensions - Eliminating the statutory 15% alternative investment limit for the KPERS fund and requiring the KPERS board to establish an alternative investment percentage limit.,http://kslegislature.org/li/b2023_24/measures/hb2103/
HB2104,2023_2024_RS,As introduced,Committee on Corrections and Juvenile Justice,Committee on Corrections and Juvenile Justice,"Scott Schultz, Kansas Sentencing Commission",Defining options for early discharge from probation for certain offenders and limiting the maximum term of supervision on probation.,http://kslegislature.org/li/b2023_24/measures/hb2104/
HB2105,2023_2024_RS,"Enrolled - Law effective July 1, 2024; As Amended by Senate Committee; As Further Amended by House Committee; As Amended by House Committee; As introduced; Thu, Apr 4, 2024",Committee on Financial Institutions and Pensions,Committee on Financial Institutions and Pensions,Derek Hein on behalf of Earnin,"Prohibiting postsecondary educational institutions from taking certain actions regarding admission applicants, applicants for employment and faculty concerning diversity, equity or inclusion, exceptions, providing for civil remedies and penalties, submitting a report to the legislature and posting information on the board of regents website.",http://kslegislature.org/li/b2023_24/measures/hb2105/
HB2106,2023_2024_RS,As Amended by Senate Committee; {As Amended by House Committee of the Whole}; As introduced,Committee on Taxation,Committee on Taxation,"Michael Ruffin on behalf of AT&T, Inc.",Providing a sales tax exemption for sales of property and services used in the provision of communications services and a deduction from sales or compensating use tax when selling and buying different motor vehicles within 90 days.,http://kslegislature.org/li/b2023_24/measures/hb2106/
HB2107,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Eplee,Increasing the income limit to qualify for the income tax subtraction modification for social security income.,http://kslegislature.org/li/b2023_24/measures/hb2107/
HB2108,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Sawyer,"Providing a back-to-school sales tax holiday for sales of certain school supplies, computers and clothing.",http://kslegislature.org/li/b2023_24/measures/hb2108/
HB2109,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Taxation,Committee on Taxation,Representative Sawyer,Increasing the income limit for the income tax subtraction modification for social security income and providing that all social security benefits qualify for the subtraction modification commencing in tax year 2026.,http://kslegislature.org/li/b2023_24/measures/hb2109/
HB2110,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,"Eric Stafford, Kansas Chamber of Commerce",Allowing single sales factor apportionment of business income for certain taxpayers.,http://kslegislature.org/li/b2023_24/measures/hb2110/
HB2111,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Sawyer,"Establishing a 0% state rate for sales and use taxes for food and food ingredients, providing a sales tax exemption for children's diapers and feminine hygiene products, establishing the STAR bonds food sales tax revenue replacement fund, altering the calculation for STAR bond districts and discontinuing the food sales income tax credit.",http://kslegislature.org/li/b2023_24/measures/hb2111/
HB2112,2023_2024_RS,As introduced,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,,Enacting the Representative Gail Finney foster care bill of rights.,http://kslegislature.org/li/b2023_24/measures/hb2112/
HB2113,2023_2024_RS,As Amended by House Committee; As introduced,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,,"Prohibiting denial of a petition for expungement due to the petitioner's inability to pay outstanding costs, fees, fines or restitution, providing that the waiting period for expungement starts on the date of conviction or adjudication and authorizing expungement of a juvenile adjudication if the juvenile has not committed a felony offense in the previous two years.",http://kslegislature.org/li/b2023_24/measures/hb2113/
HB2114,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As introduced",J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,,Renaming the joint committee on corrections and juvenile justice oversight in honor of Representative J. Russell (Russ) Jennings and requiring the committee to monitor the implementation of juvenile justice reforms.,http://kslegislature.org/li/b2023_24/measures/hb2114/
HB2115,2023_2024_RS,As introduced,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,J. Russell (Russ) Jennings Joint Committee on Corrections and Juvenile Justice Oversight,,Prohibiting the use of restraints during hearings under the revised Kansas juvenile justice code unless deemed appropriate by the court.,http://kslegislature.org/li/b2023_24/measures/hb2115/
HB2116,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,Requiring the secretary of state to join the electronic registration information center (ERIC) to aid state and local officials in keeping voter registration rolls current.,http://kslegislature.org/li/b2023_24/measures/hb2116/
HB2117,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,Requiring the secretary of state to revise the information collected from persons registering to vote to ensure that the state may utilize the systematic alien verification of entitlements program (SAVE) to delete non-citizens from voter registration rolls.,http://kslegislature.org/li/b2023_24/measures/hb2117/
HB2118,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,"Requiring the secretary of state to enter into agreements with the Kansas department of aging and disability services, the Kansas department of children and families and the Kansas department of health and environment to cross-check various welfare recipient data to ensure the state's voter registration rolls are current.",http://kslegislature.org/li/b2023_24/measures/hb2118/
HB2119,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,"Requiring precinct committeemen and committeewomen to provide the county clerk with their address, phone number and email address.",http://kslegislature.org/li/b2023_24/measures/hb2119/
HB2120,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,Requiring the secretary of state to periodically review state voter registration rolls to investigate when multiple voters utilize the same residential area address and when there are persons with discrepancies in the spelling of names at that address.,http://kslegislature.org/li/b2023_24/measures/hb2120/
HB2121,2023_2024_RS,"Enrolled - Law effective April 20, 2023; Sub; As introduced",Committee on Judiciary,Committee on Judiciary,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,Substitute for HB 2121 by the Committee on Judiciary - Extending the suspension of statutory speedy trial time limitations and providing that time during the COVID-19 public health emergency shall not be assessed against the state.,http://kslegislature.org/li/b2023_24/measures/hb2121/
HB2122,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,Requiring a witness to each signature on an advance voting ballot envelope and limiting the witness to not more than 10 advance voting ballot envelopes.,http://kslegislature.org/li/b2023_24/measures/hb2122/
HB2123,2023_2024_RS,As introduced,"Committee on Commerce, Labor and Economic Development","Committee on Commerce, Labor and Economic Development",Representative Blew,"Establishing the office of entrepreneurship within the department of commerce, encouraging that 5% of state contracts and certain incentive funding go toward Kansas businesses that have been in operation for less than five years, encouraging the elimination of first-year business fees and requiring the office of entrepreneurship to submit an annual report to the legislature.",http://kslegislature.org/li/b2023_24/measures/hb2123/
HB2124,2023_2024_RS,"Enrolled - Law effective July 1, 2024; Version 2; As introduced; Wed, Apr 3, 2024","Committee on Commerce, Labor and Economic Development",Committee on Federal and State Affairs,Representative Blew,"Senate Substitute for HB 2124 by Committee on Federal and State Affairs - Permitting beer and hard cider sales by microbreweries to retailers, public venues, clubs, drinking establishments, holders of temporary permits and caterers and allowing such sales at special events to consumers.",http://kslegislature.org/li/b2023_24/measures/hb2124/
HB2125,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; {As Amended by House Committee of the Whole}; As Amended by House Committee; As introduced","Committee on Commerce, Labor and Economic Development","Committee on Commerce, Labor and Economic Development",Representative Proctor,"Providing for charitable event permits and demonstration permits for body art services, authorizing cease and desist orders against unlicensed providers of body art services and requiring related administrative actions to be in accordance with the Kansas administrative procedure act and reviewable under the Kansas judicial review act and exempting adult care homes from statutes governing cosmetology and barbering facilities.",http://kslegislature.org/li/b2023_24/measures/hb2125/
HB2126,2023_2024_RS,As introduced,Representative Fairchild; Representative Barth; Representative Droge; Representative Goetz; Representative Jacobs,Representative Fairchild; Representative Barth; Representative Droge; Representative Goetz; Representative Jacobs,,Authorizing the over-the-counter purchase of ivermectin tablets and hydroxychloroquine tablets.,http://kslegislature.org/li/b2023_24/measures/hb2126/
HB2127,2023_2024_RS,"Enrolled - Law effective July 1, 2023; S Sub for; As introduced",Committee on Judiciary,Committee on Judiciary,"Nancy Strouse, Kansas Judicial Council","Senate Substitute for HB 2127 by Committee on Judiciary - Permitting a prosecution for childhood sexual abuse to be commenced at any time, extending the time to file civil actions against an individual perpetrator or an entity for recovery of damages caused by childhood sexual abuse and providing exceptions in the Kansas tort claims act for claims arising from such abuse.",http://kslegislature.org/li/b2023_24/measures/hb2127/
HB2128,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,"Creating definitions of ""intimate partner"" and ""intimate partner violence"" in the Kansas criminal code and requiring certain considerations be made in determining bond when a crime is committed against an intimate partner.",http://kslegislature.org/li/b2023_24/measures/hb2128/
HB2129,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,Requiring defendants who petition the court for forensic DNA testing to notify the court when such testing is complete and request a hearing based on whether the evidence is favorable or unfavorable.,http://kslegislature.org/li/b2023_24/measures/hb2129/
HB2130,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As introduced; Wed, Apr 5, 2023",Committee on Judiciary,Committee on Judiciary,"Nancy Strouse, Kansas Judicial Council","Permitting a copy of a will to be filed and admitted to probate, increasing certain dollar amounts in the Kansas probate code, adjusting time requirements linked to notice by publication and mailing in the Kansas probate code and clarifying how property held under a transfer-on-death deed is distributed when one beneficiary predeceases the grantor.",http://kslegislature.org/li/b2023_24/measures/hb2130/
HB2131,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As introduced; Wed, Apr 5, 2023",Committee on Judiciary,Committee on Judiciary,"Nancy Strouse, Kansas Judicial Council",Providing that the mission of the judicial council is to study the administration of justice in Kansas and make recommendations for improvements therefor.,http://kslegislature.org/li/b2023_24/measures/hb2131/
HB2132,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Appropriations,Committee on Appropriations,Representative Hoffman,Expanding the eligible fields of study and establishing a maximum scholarship amount for certain private postsecondary educational institutions in the Kansas promise scholarship act.,http://kslegislature.org/li/b2023_24/measures/hb2132/
HB2133,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Financial Institutions and Pensions,Committee on Financial Institutions and Pensions,"Eric Stafford, Kansas Chamber of Commerce","Providing that fiduciary financial institutions shall be overseen, supervised and examined by the office of the state bank commissioner as a chartered trust company, allowing a fiduciary financial institution to refer to itself as a trust company in legal or regulatory filings or disclosures to existing or prospective customers or investors and authorizing a fiduciary financial institution to exercise fiduciary powers and full trust powers and to engage as a trust company under state and federal law.",http://kslegislature.org/li/b2023_24/measures/hb2133/
HB2134,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Eplee,Providing a deduction from sales or compensating use tax when selling a wrecked or damaged salvaged vehicle and purchasing a subsequent motor vehicle.,http://kslegislature.org/li/b2023_24/measures/hb2134/
HB2135,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Wasinger,"Establishing an income, privilege and premium tax credit for contributions to eligible charitable organizations operating pregnancy centers or residential maternity facilities.",http://kslegislature.org/li/b2023_24/measures/hb2135/
HB2136,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Eplee,Providing an income tax subtraction modification for sales of property subject to eminent domain.,http://kslegislature.org/li/b2023_24/measures/hb2136/
HB2137,2023_2024_RS,As introduced,Committee on Taxation,Committee on Taxation,Representative Eplee,Authorizing taxing subdivisions to send notices required to exceed the revenue neutral rate if the county clerk fails to send such notice and providing for reimbursement of printing and postage costs.,http://kslegislature.org/li/b2023_24/measures/hb2137/
HB2138,2023_2024_RS,"Enrolled - Law effective July 1, 2023; S Sub for; {As Amended by House Committee of the Whole}; As Amended by House Committee; As introduced; Thu, Apr 6, 2023; Thu, Apr 6, 2023",Committee on Education,Committee on Education,Representative Murphy,"Senate Substitute for HB 2138 by Committee on Education - Requiring school districts to provide separate accommodations for students of each biological sex on overnight school district sponsored trips, requiring contracts for exclusive broadcasts of state high school activities association activities to permit certain local broadcasts and providing for administrative review of resolutions to permanently close a school building of a school district.",http://kslegislature.org/li/b2023_24/measures/hb2138/
HB2139,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Representative Sanders,Creating the crime of abuse of a sports official and providing criminal penalties therefor.,http://kslegislature.org/li/b2023_24/measures/hb2139/
HB2140,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Welfare Reform,Committee on Welfare Reform,Representative Humphries,Increasing the age range of able-bodied adults without dependents required to complete an employment and training program to receive food assistance.,http://kslegislature.org/li/b2023_24/measures/hb2140/
HB2141,2023_2024_RS,As Amended by Senate Committee; As Amended by House Committee; As introduced,Committee on Welfare Reform,Committee on Welfare Reform,Representative Humphries,Requiring custodial and non-custodial parents to cooperate with child support enforcement programs for food assistance eligibility and disqualifying such parents from food assistance for being delinquent in support payments.,http://kslegislature.org/li/b2023_24/measures/hb2141/
HB2142,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Representative Thomas,Creating the get the lead out of school drinking water act to require schools to comply with legal limits on lead content in school drinking water.,http://kslegislature.org/li/b2023_24/measures/hb2142/
HB2143,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Education,Committee on Education,Representative Thomas,Establishing requirements for school district bullying policies and procedures for investigating complaints.,http://kslegislature.org/li/b2023_24/measures/hb2143/
HB2144,2023_2024_RS,"Enrolled - Law effective July 1, 2024; {As Amended by Senate Committee of the Whole}; Version 2; As introduced; Fri, Apr 5, 2024",Committee on Judiciary,Committee on Judiciary,Kelly VanZwoll on behalf of Kansas Bankers Association,"Senate Substitute for HB 2144 by Committee on Judiciary - Creating the crimes of encouraging suicide and organized retail crime, providing criminal penalties for violation thereof, including organized retail crime in the definition of racketeering activity under the Kansas racketeer influenced and corrupt organization act and authorizing the attorney general to prosecute specified crimes that are part of an alleged course of criminal conduct that occurred in two or more counties.",http://kslegislature.org/li/b2023_24/measures/hb2144/
HB2145,2023_2024_RS,As introduced,Representative Blew,Representative Blew,,Extending voting franchise in city elections to qualified electors living in areas subject to extraterritorial zoning or subdivision regulations.,http://kslegislature.org/li/b2023_24/measures/hb2145/
HB2146,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Transportation,Committee on Transportation,"Captain Mitch Clark, Kansas Highway Patrol",Increasing penalties for operating a vehicle at a speed in excess of 30 miles per hour over the speed limit.,http://kslegislature.org/li/b2023_24/measures/hb2146/
