bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
SB0001,2023_2024_RS,As introduced,Senator Steffen,Senator Steffen,,Prohibiting internet social media terms of service that permit censorship of speech and making violations subject to civil fines under the Kansas consumer protection act.,http://kslegislature.org/li/b2023_24/measures/sb1/
SB0002,2023_2024_RS,As Amended by Senate Committee; As introduced,Senator Faust-Goudeau,Senator Faust-Goudeau,,Authorizing certain individuals with revoked driver’s licenses to be eligible for restricted driving privileges.,http://kslegislature.org/li/b2023_24/measures/sb2/
SB0003,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As introduced",Senator Bowers,Senator Bowers,,Designating Silvisaurus condrayi as the official state land fossil.,http://kslegislature.org/li/b2023_24/measures/sb3/
SB0004,2023_2024_RS,As introduced,Senator Fagg,Senator Fagg,,Providing for a sales tax exemption for construction or repair of buildings used for human habitation by the Kansas state school for the blind and the Kansas state school for the deaf.,http://kslegislature.org/li/b2023_24/measures/sb4/
SB0005,2023_2024_RS,As introduced,Senator Steffen,Senator Steffen,,Prohibiting the prescribing of drugs intended to cause an abortion using telemedicine and restricting the governor's power during a state of emergency to alter such prohibitions.,http://kslegislature.org/li/b2023_24/measures/sb5/
SB0006,2023_2024_RS,As introduced,Senator Steffen,Senator Steffen,,Restricting the authority of the secretary of health and environment and local health officers to prevent the introduction and spread of infectious or contagious diseases; repealing the authority of the secretary to quarantine individuals and impose associated penalties.,http://kslegislature.org/li/b2023_24/measures/sb6/
SB0007,2023_2024_RS,As introduced,Senator Steffen,Senator Steffen,,Reducing income tax rates for resident individuals domiciled in a rural equity decline county.,http://kslegislature.org/li/b2023_24/measures/sb7/
SB0008,2023_2024_RS,"Enrolled; As Amended by House Committee; As Amended by Senate Committee; As introduced; Thu, Apr 6, 2023",Senator Steffen,Senator Steffen,,"Reducing penalties for the late filing of and the failure to file personal property renditions and the discovery of escaped personal property, requiring filing only an initial statement with county appraiser for personal property, decreasing the penalties for failing to timely remit withholding income taxes of employees by employers, extending reimbursement from the taxpayer notification costs fund for printing and postage costs for county clerks for calendar year 2024, modifying and prescribing the contents of the revenue neutral rate public hearing notice, providing two prior years' values on the annual valuation notice, allowing for filing of an appraisal by a certified residential real property appraiser for appeal purposes, discontinuing the prohibition of paying taxes under protest after a valuation notice appeal, accounting for adverse influences in the valuation of agricultural land, including properties used for registered agritourism activities as land devoted to agricultural use for purposes of classification, providing a property tax exemption for certain business property operated in competition with property owned or operated by a governmental entity, providing income tax subtraction modifications to permit the carryforward of certain net operating losses for individuals and for the federal work opportunity tax credit and the employee retention credit disallowances, increasing the tax credit amount for adoption expenses and making the credit refundable, increasing the amount of income tax credits available for purchases under the disability employment act from qualified vendors, continuing in existence such credits beyond tax year 2023 and defining qualifying vendors and eligible employees, establishing a tax credit for contributions to eligible charitable organizations operating pregnancy centers or residential maternity facilities, clarifying the determination of taxable income of an electing pass-through entity and providing for the passing through of tax credits to electing pass-through entity owners for purposes of the salt parity act, excluding social security payments from household income and expanding eligibility for seniors and disabled veterans related to increased property tax homestead refund claims, providing a sales tax exemption for sales of property and services used in the provision of communications services and excluding manufacturers' coupons from the sales or selling price.",http://kslegislature.org/li/b2023_24/measures/sb8/
SB0009,2023_2024_RS,As introduced,Senator Steffen,Senator Steffen,,Adding tianeptine to schedule I of the uniform controlled substances act.,http://kslegislature.org/li/b2023_24/measures/sb9/
SB0010,2023_2024_RS,As introduced,Senator Hawk,Senator Hawk,,"Increasing the daily rate of compensation and eliminating the annualization of compensation in determining KPERS benefits and contributions for legislators first serving on or after January 13, 2025, and providing a compensation and KPERS benefits election for legislators with service prior to January 13, 2025.",http://kslegislature.org/li/b2023_24/measures/sb10/
SB0011,2023_2024_RS,"Enrolled - Law effective March 16, 2023; As introduced",Senator Bowers,Senator Bowers,,"Reauthorizing the placement of a life-size version of the ""Ad Astra"" sculpture on state capitol grounds, transferring the approval authority to the capitol preservation committee and making appropriations for the department of administration for FY 2023.",http://kslegislature.org/li/b2023_24/measures/sb11/
SB0012,2023_2024_RS,As introduced,Senator Thompson; Senator Steffen,Senator Thompson; Senator Steffen,,Enacting the Kansas child mutilation prevention act to criminalize performing gender reassignment surgery or prescription of hormone replacement therapy on certain persons and providing grounds for unprofessional conduct for healing arts licensees.,http://kslegislature.org/li/b2023_24/measures/sb12/
SB0013,2023_2024_RS,As Amended by House Committee; As Amended by Senate Committee; As introduced,Senator Hawk; Senator Billinger,Senator Hawk; Senator Billinger,,Permitting certain local broadcasters to provide broadcast services of a school's postseason activities notwithstanding if the state high school activities association enters into an exclusive broadcast agreement for postseason activities.,http://kslegislature.org/li/b2023_24/measures/sb13/
SB0014,2023_2024_RS,"As Amended by House Committee; As introduced; Thu, Apr 4, 2024; Wed, Apr 5, 2023",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department",Updating the version of risk-based capital instructions in effect.,http://kslegislature.org/li/b2023_24/measures/sb14/
SB0015,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Mon, Jan 29, 2024",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department","Increasing the maximum amount of yearly income tax credits available for purchases under the disability employment act from qualified vendors, continuing in existence such credits beyond tax year 2023 of eligible purchases available for such credit and further defining qualifying vendors and employees eligible for the credit, establishing a grant program to facilitate transitions by employers to minimum wage employment for persons with disabilities and creating the Kansas sheltered workshop transition fund.",http://kslegislature.org/li/b2023_24/measures/sb15/
SB0016,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department",Discontinuing certain exemptions from the pharmacy benefits manager act.,http://kslegislature.org/li/b2023_24/measures/sb16/
SB0017,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Thu, Apr 6, 2023",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department","Expanding the use of bond proceeds under the Kansas reinvestment housing incentive district act and the transferability of income, privilege and premium tax credits issued under the Kansas housing investor tax credit act.",http://kslegislature.org/li/b2023_24/measures/sb17/
SB0018,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Thu, Apr 4, 2024",Committee on Financial Institutions and Insurance,Committee on Judiciary,"Eric Turek, Kansas Insurance Department","Enacting the Kansas campus restoration act to address deferred maintenance and demolition of facilities at postsecondary educational institutions, establishing the Kansas campus restoration fund in the state treasury and authorizing certain transfers from the state general fund to such fund.",http://kslegislature.org/li/b2023_24/measures/sb18/
SB0019,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Fri, Apr 5, 2024",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department",Establishing the Kansas national guard educational master's for enhanced readiness and global excellence (EMERGE) program and the EMERGE program repayment fund and requiring school districts to establish requirements for cardiac emergency response plans.,http://kslegislature.org/li/b2023_24/measures/sb19/
SB0020,2023_2024_RS,As introduced,Senator Steffen; Senator Thompson,Senator Steffen; Senator Thompson,,"Requiring child care facilities, elementary, secondary, postsecondary educational institutions and employers to grant exemptions from vaccine requirements without inquiring into the sincerity of the request and repealing the meningitis vaccine requirement to live in student housing.",http://kslegislature.org/li/b2023_24/measures/sb20/
SB0021,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Faust-Goudeau,Providing an annual sales tax holiday for sales of certain school supplies.,http://kslegislature.org/li/b2023_24/measures/sb21/
SB0022,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Corson,Providing a sales tax exemption for certain purchases and sales by the Johnson county Christmas bureau association.,http://kslegislature.org/li/b2023_24/measures/sb22/
SB0023,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As introduced,"Joint Committee on Pensions, Investments and Benefits","Joint Committee on Pensions, Investments and Benefits",,Eliminating the statutory 15% alternative investment limit for the KPERS fund and requiring the KPERS board to establish an alternative investment percentage limit.,http://kslegislature.org/li/b2023_24/measures/sb23/
SB0024,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As introduced",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department","Changing the required number of employees contained in the definitions of ""large employer"" and ""small employer"" for purposes of coverage for autism spectrum disorder.",http://kslegislature.org/li/b2023_24/measures/sb24/
SB0025,2023_2024_RS,"Enrolled; As Amended by House Committee; {As Amended by Senate Committee of the Whole}; As Amended by Senate Committee; As introduced; Fri, Apr 28, 2023",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Dan Murray, Devine, Donley, & Murray Governmental Affairs, LLC","Making and concerning appropriations for fiscal years 2023, 2024, 2025, 2026, 2027 and 2028 for various state agencies; constituting the omnibus reconciliation spending limit bill for the 2023 regular session.",http://kslegislature.org/li/b2023_24/measures/sb25/
SB0026,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Thu, Apr 6, 2023; Thu, Apr 6, 2023",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department",Creating a civil cause of action against a physician who performs childhood gender reassignment service and requiring revocation of a physician's license who performs childhood gender reassignment service.,http://kslegislature.org/li/b2023_24/measures/sb26/
SB0027,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Tue, Apr 30, 2024",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department",Reconciling multiple amendments to certain statutes.,http://kslegislature.org/li/b2023_24/measures/sb27/
SB0028,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Thu, Apr 4, 2024",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department","Making and concerning supplemental appropriations for fiscal years 2024 and 2025 and appropriations for fiscal years 2025, 2026, 2027 and 2028 for various state agencies.",http://kslegislature.org/li/b2023_24/measures/sb28/
SB0029,2023_2024_RS,As introduced,Senator Peck; Senator Bowers; Senator Claeys; Senator Doll; Senator Faust-Goudeau,Senator Peck; Senator Bowers; Senator Claeys; Senator Doll; Senator Faust-Goudeau,,"Providing a back-to-school sales tax holiday for sales of school supplies, computers and clothing.",http://kslegislature.org/li/b2023_24/measures/sb29/
SB0030,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Increasing the Kansas standard deduction by a cost-of-living adjustment for income tax purposes.,http://kslegislature.org/li/b2023_24/measures/sb30/
SB0031,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Senator Dietrich,Reapportioning the districts of certain members of the Washburn university board of regents who are appointed by the city of Topeka.,http://kslegislature.org/li/b2023_24/measures/sb31/
SB0032,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Senator Dietrich,Authorizing the Kansas state high school activities association to establish a school classification system based on student attendance and other factors.,http://kslegislature.org/li/b2023_24/measures/sb32/
SB0033,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,"Exempting all social security benefits from Kansas income tax, providing income tax subtraction modifications for retirement plan amounts, federal work opportunity tax credit and employee retention credit disallowances and the carryforward of certain net operating losses, increasing the Kansas standard deduction by a cost-of-living adjustment and excluding social security payments from household income and increasing the appraised value threshold for eligibility of seniors and disabled veterans related to increased homestead property tax refund claims.",http://kslegislature.org/li/b2023_24/measures/sb33/
SB0034,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Olson,"Expanding the use of bond proceeds under the Kansas rural housing incentive district act, the transferability of income, privilege and premium tax credits issued under the Kansas housing investor tax credit act and enacting the Kansas urban housing incentive district act.",http://kslegislature.org/li/b2023_24/measures/sb34/
SB0035,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Olson,Increasing the rate of compensation for legislators for service during regular and special sessions and the interim period between regular sessions.,http://kslegislature.org/li/b2023_24/measures/sb35/
SB0036,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Faust-Goudeau,"Amending the definition of ancestry in the Kansas act against discrimination to include traits historically associated with ancestry, including hair texture and protective hairstyles.",http://kslegislature.org/li/b2023_24/measures/sb36/
SB0037,2023_2024_RS,"Enrolled; H Sub; As Amended by Senate Committee; As introduced; Tue, Apr 30, 2024; Tue, Apr 30, 2024",Committee on Federal and State Affairs,Committee on Financial Institutions and Pensions,Senator Olson,"House Substitute for SB 37 by Committee on Financial Institutions and Pensions - Modifying income tax rates for individuals, exempting all social security benefits from Kansas income tax, increasing the Kansas standard deduction and the Kansas personal exemption, decreasing the privilege tax normal tax, establishing a 0% state rate for sales and use taxes for food and food ingredients on July 1, 2024, and modifying the percent credited to the state highway fund, increasing the extent of property tax exemption for residential property from the statewide school levy, decreasing the rate of ad valorem tax imposed by a school district, abolishing the local ad valorem tax reduction fund and the county and city revenue sharing fund and providing for certain transfers to the state school district finance fund.",http://kslegislature.org/li/b2023_24/measures/sb37/
SB0038,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Olson,Increasing the maximum compensation benefits payable by an employer for permanent total disability suffered by an injured employee.,http://kslegislature.org/li/b2023_24/measures/sb38/
SB0039,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As introduced",Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Bowers on behalf of Capitol Preservation Committee,Directing the capitol preservation committee to develop and approve plans for a mural honoring the 1st Kansas (Colored) Voluntary Infantry regiment.,http://kslegislature.org/li/b2023_24/measures/sb39/
SB0040,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Permitting the carryforward of certain net operating losses for individuals for Kansas income tax purposes and excluding social security payments from household income and increasing the appraised value and household income thresholds for eligibility of seniors and disabled veterans related to increased property tax homestead claims.,http://kslegislature.org/li/b2023_24/measures/sb40/
SB0041,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,"Eric Stafford, Kansas Chamber of Commerce",Providing a remittance credit to retailers for the collection of sales and compensating use tax.,http://kslegislature.org/li/b2023_24/measures/sb41/
SB0042,2023_2024_RS,"Enrolled; {As Amended by House Committee of the Whole}; H Sub for; As introduced; Thu, Apr 6, 2023",Joint Committee on Special Claims Against the State,Committee on Appropriations,,House Substitute for SB 42 by Committee on Appropriations - Exempting rural emergency hospitals from the hospital provider assessment and establishing residency and other requirements for membership on a hospital board.,http://kslegislature.org/li/b2023_24/measures/sb42/
SB0043,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator Thompson,"Making and concerning appropriations for the university of Kansas medical center for fiscal years 2023, 2024 and 2025 for conducting certain clinical trials at the midwest stem cell therapy center.",http://kslegislature.org/li/b2023_24/measures/sb43/
SB0044,2023_2024_RS,Enrolled; {As Amended by House Committee of the Whole}; As Amended by Senate Committee; As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department",Enacting the Kansas financial institutions information security act.,http://kslegislature.org/li/b2023_24/measures/sb44/
SB0045,2023_2024_RS,As introduced,Committee on Ways and Means,Committee on Ways and Means,Senator Pettey,Updating income eligibility requirements for the state children's health insurance program.,http://kslegislature.org/li/b2023_24/measures/sb45/
SB0046,2023_2024_RS,As introduced,Committee on Utilities,Committee on Utilities,Kimberly Svaty,Requiring existing wind energy conversion systems to install light-mitigating technology systems.,http://kslegislature.org/li/b2023_24/measures/sb46/
SB0047,2023_2024_RS,As introduced,Committee on Commerce,Committee on Commerce,"Eric Stafford, Kansas Chamber of Commerce","Prohibiting cities and counties from regulating consumer merchandise and auxiliary containers for the consumption, transportation or protection of consumer merchandise.",http://kslegislature.org/li/b2023_24/measures/sb47/
SB0048,2023_2024_RS,As introduced,Committee on Education,Committee on Education,"Heather Morgan, Association of Community College Trustees",Authorizing community college and technical college appointments to the postsecondary technical education authority and establishing the length of membership terms.,http://kslegislature.org/li/b2023_24/measures/sb48/
SB0049,2023_2024_RS,"Enrolled - Law effective April 20, 2023; {As Amended by Senate Committee of the Whole}; As Amended by Senate Committee; As introduced",Committee on Utilities,Committee on Utilities,Kimberly Svaty,Requiring installation of light-mitigating technology systems on new and existing wind energy conversion systems subject to certain conditions.,http://kslegislature.org/li/b2023_24/measures/sb49/
SB0050,2023_2024_RS,As Amended by Senate Committee; As introduced,Senator Steffen; Senator Straub; Senator Thompson,Senator Steffen; Senator Straub; Senator Thompson,,Prohibiting internet social media terms of service that permit censorship of speech.,http://kslegislature.org/li/b2023_24/measures/sb50/
SB0051,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Brock Roehler, Office of the State Bank Commissioner",Authorizing the state bank commissioner to accept state and national criminal history record checks from private entities.,http://kslegislature.org/li/b2023_24/measures/sb51/
SB0052,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Increasing the income limit for the exemption of social security benefits and exempting certain retirement plan income from Kansas income tax.,http://kslegislature.org/li/b2023_24/measures/sb52/
SB0053,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Excluding manufacturers' coupons from the sales or selling price for sales tax purposes.,http://kslegislature.org/li/b2023_24/measures/sb53/
SB0054,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Expanding the eligible uses to qualify for the 0% state sales tax rate for certain utilities and providing for the levying of local sales tax on such sales by cities and counties.,http://kslegislature.org/li/b2023_24/measures/sb54/
SB0055,2023_2024_RS,Sub; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Sykes,Substitute for SB 55 by Committee on Assessment and Taxation - Expanding and clarifying the property tax exemption for Strother field airport property.,http://kslegislature.org/li/b2023_24/measures/sb55/
SB0056,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Sykes,Increasing the income limit for the income tax subtraction modification for social security income.,http://kslegislature.org/li/b2023_24/measures/sb56/
SB0057,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Sykes,"Establishing a 0% state rate for sales and use taxes for food and food ingredients, providing a sales tax exemption for children's diapers and feminine hygiene products, establishing the STAR bonds food sales tax revenue replacement fund and altering the calculation for STAR bond districts.",http://kslegislature.org/li/b2023_24/measures/sb57/
SB0058,2023_2024_RS,As introduced,Senator Peck; Senator Blasi; Senator Bowers; Senator Claeys; Senator Corson,Senator Peck; Senator Blasi; Senator Bowers; Senator Claeys; Senator Corson,,Providing a sales tax exemption for certain purchases by disabled veterans.,http://kslegislature.org/li/b2023_24/measures/sb58/
SB0059,2023_2024_RS,As introduced,Senator Faust-Goudeau; Senator Haley,Senator Faust-Goudeau; Senator Haley,,"Designating ""Martin Luther King, Jr. Day at the Capitol.""",http://kslegislature.org/li/b2023_24/measures/sb59/
SB0060,2023_2024_RS,{As Amended by Senate Committee of the Whole}; Version 2; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Bowers,"Substitute for SB 60 by Committee on Assessment and Taxation - Providing sales tax exemptions for custom meat processing services, purchases for the construction or repair of buildings used for human habitation by the Kansas state school for the blind and the Kansas state school for the deaf, certain purchases and sales by the Johnson county Christmas bureau association, certain purchases by doorstep inc., exploration place, inc. and Kansas children's discovery center, inc. and sales of menstrual discharge collection devices and diapers and establishing an annual sales tax holiday exempting certain sales of school supplies, computers and clothing.",http://kslegislature.org/li/b2023_24/measures/sb60/
SB0061,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,"Eric Stafford, Kansas Chamber of Commerce","Providing an income tax rate of 5% for individuals and corporations, decreasing the surtax for entities subject to the privilege tax and providing that future income tax rate decreases be contingent on exceeding revenue estimates.",http://kslegislature.org/li/b2023_24/measures/sb61/
SB0062,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Turek, Kansas Insurance Department","Enacting the protect vulnerable adults from financial exploitation act, requiring reporting of instances of suspected financial exploitation under certain circumstances and providing civil and administrative immunity to individuals who make such reports.",http://kslegislature.org/li/b2023_24/measures/sb62/
SB0063,2023_2024_RS,As Amended by Senate Committee; As introduced,Senator Corson; Senator Blasi; Senator Claeys; Senator O'Shea; Senator Pittman,Senator Corson; Senator Blasi; Senator Claeys; Senator O'Shea; Senator Pittman,,Expanding the scope of uses of campaign contributions to include family caregiving services.,http://kslegislature.org/li/b2023_24/measures/sb63/
SB0064,2023_2024_RS,As introduced,Senator Corson,Senator Corson,,Prohibiting certain statewide elected officials from receiving income from outside employment while holding such statewide office.,http://kslegislature.org/li/b2023_24/measures/sb64/
SB0065,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Blasi,Authorizing cities and counties to enact local laws to regulate abortion as stringent as or more stringent than state law.,http://kslegislature.org/li/b2023_24/measures/sb65/
SB0066,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Wed, Apr 5, 2023",Committee on Education,Committee on Education,Senator Pettey,"Enacting the interstate teacher mobility compact to recognize equivalent teacher licenses across member states, requiring that licensing bodies provide verified electronic credentials to all credential holders based on their credentials from other jurisdictions and requiring licensing bodies to use centralized electronic credential data management systems capable of providing instantaneous credential verification.",http://kslegislature.org/li/b2023_24/measures/sb66/
SB0067,2023_2024_RS,As introduced,Committee on Ways and Means,Committee on Ways and Means,Senator Billinger,"Transferring $1,000,000,000 from the state general fund to the budget stabilization fund of the department of administration during the fiscal year ending June 30, 2023.",http://kslegislature.org/li/b2023_24/measures/sb67/
SB0068,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Utilities,Committee on Utilities,"James R. Behan, ITC Great Plains",Providing incumbent electric transmission owners a right of first refusal for the construction of certain electric transmission lines.,http://kslegislature.org/li/b2023_24/measures/sb68/
SB0069,2023_2024_RS,As introduced,Senator Corson,Senator Corson,,Imposing requirements for reapportionment legislation.,http://kslegislature.org/li/b2023_24/measures/sb69/
SB0070,2023_2024_RS,As introduced,Senator Corson,Senator Corson,,Enacting the making work pay act to increase the Kansas minimum wage.,http://kslegislature.org/li/b2023_24/measures/sb70/
SB0071,2023_2024_RS,As introduced,Senator Alley; Senator Francisco,Senator Alley; Senator Francisco,,Requiring the secretary of agriculture to establish a division of sustainable agriculture that shall apply for federal grant funds under the greenhouse gas reduction fund to assist farmers in converting to renewable energy and sustainable agriculture practices.,http://kslegislature.org/li/b2023_24/measures/sb71/
SB0072,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,Adding an exception to the hearsay rule to allow admission of statements made to a translator without the testimony of the translator.,http://kslegislature.org/li/b2023_24/measures/sb72/
SB0073,2023_2024_RS,"Enrolled; H Sub for; As introduced; Thu, Apr 4, 2024",Committee on Judiciary,Committee on Corrections and Juvenile Justice,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,House Substitute for SB 73 by Committee on Corrections and Juvenile Justice - Requiring school district enrollment to be determined using the current school year or preceding school year enrollment under the Kansas school equity and enhancement act.,http://kslegislature.org/li/b2023_24/measures/sb73/
SB0074,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,"Eric Stafford, Kansas Chamber of Commerce","Providing for joint liability for costs and sanctions in third-party funded litigation, requiring certain discovery disclosures and requiring payment of certain costs for nonparty subpoenas.",http://kslegislature.org/li/b2023_24/measures/sb74/
SB0075,2023_2024_RS,Enrolled; As Amended by House Committee; As Amended by Senate Committee; As introduced,Committee on Judiciary,Committee on Judiciary,"Eric Stafford, Kansas Chamber of Commerce",Providing a statutory interest rate for prejudgment interest in all civil tort actions.,http://kslegislature.org/li/b2023_24/measures/sb75/
SB0076,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Senator Peck,Providing for an exemption from continuing education licensure requirements for certain insurance producers.,http://kslegislature.org/li/b2023_24/measures/sb76/
SB0077,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Corson,Authorizing the Kansas human rights commission or any city or county to remove an unlawful restrictive covenant by recording a redacted plat or declaration.,http://kslegislature.org/li/b2023_24/measures/sb77/
SB0078,2023_2024_RS,As introduced,Committee on Utilities,Committee on Utilities,Paul Snider on behalf of Kansans for Lower Electric Rates,Requiring the state corporation commission to review the regional rate competitiveness of an electric utility's rates in electric utility rate proceedings.,http://kslegislature.org/li/b2023_24/measures/sb78/
SB0079,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Haley,Authorizing counties to impose an earnings tax.,http://kslegislature.org/li/b2023_24/measures/sb79/
SB0080,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Excluding social security payments from household income and increasing the appraised value threshold for eligibility of seniors and disabled veterans related to increased property tax homestead claims.,http://kslegislature.org/li/b2023_24/measures/sb80/
SB0081,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Providing a Kansas income tax subtraction modification for the federal work opportunity tax credit and the employee retention credit disallowances.,http://kslegislature.org/li/b2023_24/measures/sb81/
SB0082,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Education,Committee on Education,Senator Dietrich,Requiring schools to establish policies and concussion management teams to prevent and manage concussions within school.,http://kslegislature.org/li/b2023_24/measures/sb82/
SB0083,2023_2024_RS,"{As Amended by House Committee of the Whole}; H Sub for; {As Amended by Senate Committee of the Whole}; As introduced; Thu, Apr 6, 2023; Wed, Apr 5, 2023",Committee on Education,Committee on K-12 Education Budget,"Stephen Duerst, Federico Duerst Consulting Group","House Substitute for SB 83 by Committee on K-12 Education Budget - Making appropriations for the state department of education for FY 2024, establishing the sunflower education equity act to provide education savings accounts for qualified students, requiring school districts to provide a salary increase to all licensed teachers and defining enrollment of small school districts as the highest enrollment from the preceding four years under the Kansas school equity and enhancement act.",http://kslegislature.org/li/b2023_24/measures/sb83/
SB0084,2023_2024_RS,As introduced,Committee on Education,Committee on Education,"Matt Casey, Kansas Board of Regents",Including individuals who receive a high school equivalency (HSE) credential in performance-based payments for certain postsecondary educational institutions.,http://kslegislature.org/li/b2023_24/measures/sb84/
SB0085,2023_2024_RS,"Enrolled; As Amended by House Committee; As introduced; Thu, Apr 6, 2023",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Travis Lowe on behalf of United States Travel Insurance Association,Enacting the Kansas travel insurance act.,http://kslegislature.org/li/b2023_24/measures/sb85/
SB0086,2023_2024_RS,As introduced,Committee on Local Government,Committee on Local Government,Senator Thompson,Requiring local governmental officials to disclose substantial interests in the construction and operation of a wind or solar energy conversion system and to abstain from all local governmental actions relating to such matters.,http://kslegislature.org/li/b2023_24/measures/sb86/
SB0087,2023_2024_RS,As introduced,Senator Holland,Senator Holland,,Requiring a duly ordained minister of religion to report certain abuse and neglect of children.,http://kslegislature.org/li/b2023_24/measures/sb87/
SB0088,2023_2024_RS,As introduced,Committee on Utilities,Committee on Utilities,Paul Snider on behalf of Kansans for Lower Electric Rates,"Providing for the statewide election of commissioners of the state corporation commission, establishing the utilities regulation division in the office of the attorney general, requiring such division to represent and protect the collective interests of utility customers in utility rate-related proceedings and exempting the state corporation commission from the open meetings act.",http://kslegislature.org/li/b2023_24/measures/sb88/
