bill_id,term,session,summary,commem
LB0370,2023_2024,RS,Require a notice relating to the availability of certain tax credits,0
LB0371,2023_2024,RS,Prohibit an individual under nineteen years of age or under twenty-one years of age from being present at a drag show as prescribed,0
LB0372,2023_2024,RS,Change provisions relating to part-time enrollment in public schools and extracurricular activities,0
LB0373,2023_2024,RS,State intent regarding appropriations to the University of Nebraska,0
LB0374,2023_2024,RS,Adopt the Parents’ Bill of Rights and Academic Transparency Act,0
LB0375,2023_2024,RS,"Authorize certain licensees to purchase alcoholic liquor for resale from a gas station, grocery store, liquor store, or similar establishment under certain circumstances as prescribed under the Nebraska Liquor Control Act",0
LB0376,2023_2024,RS,Change provisions of the Nebraska Liquor Control Act,0
LB0377,2023_2024,RS,Change provisions relating to special designated licenses under the Nebraska Liquor Control Act,0
LB0378,2023_2024,RS,Change retirement system participation provisions,0
LB0379,2023_2024,RS,Change provisions relating to civil liability for violations of occupant protection system requirements,0
LB0380,2023_2024,RS,Changes to the Nebraska Fair Employment Practice Act to provide for jury trials and prohibit discrimination for exercise of rights under the Nebraska Workers' Compensation Act,0
LB0381,2023_2024,RS,Adopt the Mental Health Wellness Act and authorize county sales and use taxes,0
LB0382,2023_2024,RS,Provide powers and duties for University of Nebraska police departments and police officers,0
LB0383,2023_2024,RS,Change provisions relating to insurance coverage for screenings for colorectal cancer,0
LB0384,2023_2024,RS,Change the distribution of sales tax revenue on aircraft,0
LB0385,2023_2024,RS,Adopt the Nebraska Teacher Recruitment and Retention Act,0
LB0386,2023_2024,RS,Prohibit changes to the base limitation for school districts and the local effort rate calculation under the Tax Equity and Educational Opportunities Support Act,0
LB0387,2023_2024,RS,Change provisions relating to income tax rates,0
LB0388,2023_2024,RS,"Adopt the Property Tax Growth Limitation Act, the Advertising Services Tax Act, and the Property Tax Relief Act and change provisions relating to revenue and taxation",0
LB0389,2023_2024,RS,Restrict the use of tax-increment financing,0
LB0390,2023_2024,RS,Change provisions relating to ballots for early voting under the Election Act,0
LB0391,2023_2024,RS,Provide criminal and civil immunity for pregnancy outcomes,0
LB0392,2023_2024,RS,Authorize the electronic delivery of certain health benefit plan documents,0
LB0393,2023_2024,RS,Change regulation of detasseling and roguing and hybrid seed corn,0
LB0394,2023_2024,RS,Change provisions relating to the determination of damages as a result of eminent domain,0
LB0395,2023_2024,RS,Change the compensation of members of the Nebraska Oil and Gas Conservation Commission,0
LB0395A,2023_2024,RS,Appropriation Bill,0
LB0396,2023_2024,RS,Provide for streamflow augmentation projects and retention of water rights,0
LB0397,2023_2024,RS,"Relocate the Game and Parks Commission headquarters to the city of Sidney, Nebraska",0
LB0398,2023_2024,RS,Change provisions relating to in lieu of tax payments by the Game and Parks Commission,0
LB0399,2023_2024,RS,Change provisions relating to certain proposed electric generation facilities and privately developed renewable energy generation facilities,0
LB0400,2023_2024,RS,Adopt the Nebraska Pheasant Restoration Act,0
LB0401,2023_2024,RS,State intent regarding appropriations to the Department of Natural Resources,0
LB0402,2023_2024,RS,Redefine home health agency under Health Care Facility Licensure Act,0
LB0403,2023_2024,RS,Change provisions relating to a craft brewery license under the Nebraska Liquor Control Act,0
LB0404,2023_2024,RS,Change provisions relating to agreements between wholesalers and suppliers for the distribution of beer,0
LB0405,2023_2024,RS,Change provisions of the Non-English-Speaking Workers Protection Act,0
LB0406,2023_2024,RS,Change retirement system contribution rates for firefighters of cities of the first class,0
LB0407,2023_2024,RS,Extend an application deadline under the Nebraska Transformational Projects Act,0
LB0408,2023_2024,RS,Change provisions relating to conflicts of interest under the Nebraska Political  Accountability and Disclosure Act,0
LB0409,2023_2024,RS,Change provisions relating to individuals required to file a statement of financial  interests under the Nebraska Political Accountability and Disclosure Act,0
LB0410,2023_2024,RS,Change provisions relating to conflicts of interest under the Nebraska Political  Accountability and Disclosure Act,0
LB0411,2023_2024,RS,Appropriate funds for Wyuka Cemetery,0
LB0412,2023_2024,RS,Provide powers for the Public Service Commission under the Nebraska Broadband Bridge Act,0
LB0413,2023_2024,RS,Adopt the Interstate Teacher Mobility Compact,0
LB0414,2023_2024,RS,Change provisions relating to the enrollment option program,0
LB0415,2023_2024,RS,State intent regarding appropriations to the Department of Health and Human Services,0
LB0416,2023_2024,RS,Change provisions relating to the taxation of nonresident income,0
LB0417,2023_2024,RS,Provide for a leadership academy for law enforcement professionals,0
LB0418,2023_2024,RS,Require certain policies issued by insurers to comply with federal minimum levels of financial responsibility for motor carriers as prescribed,0
LB0419,2023_2024,RS,Require submission of a medicaid state plan amendment to extend postpartum coverage,0
LB0419A,2023_2024,RS,Appropriation Bill,0
LB0420,2023_2024,RS,Require the state to pay counties for the cost of office and service facilities used for the administration of public assistance programs,0
LB0421,2023_2024,RS,Provide procedures for directed health measures,0
LB0422,2023_2024,RS,Exempt certain activities from disciplinary action under the Uniform Credentialing Act,0
LB0423,2023_2024,RS,Provide for umbrella and excess insurance coverage to be stacked with uninsured and underinsured motorist coverage,0
LB0424,2023_2024,RS,Create the Department of Housing and Urban Development,0
LB0425,2023_2024,RS,Change provisions relating to the Game and Parks Commission and the Game Law,0
LB0426,2023_2024,RS,Change the number of judges on the Nebraska Workers' Compensation Court,0
LB0427,2023_2024,RS,Eliminate fees relating to nonresident contractors under the Contractor Registration Act,0
LB0428,2023_2024,RS,Require the Nebraska Emergency Management Agency to provide matching funding for the federal Hazard Mitigation Grant Program,0
LB0429,2023_2024,RS,Create a fund under the Tax Equity and Educational Opportunities Support Act and transfer unclaimed income tax credits to the fund,0
LB0430,2023_2024,RS,"Prohibit a multiple procedure payment reduction policy from being applied to physical therapy, occupational therapy, or speech-language pathology services as prescribed under the Uniform Credentialing Act",0
LB0431,2023_2024,RS,Change provisions relating to criminal history record information checks under the Uniform Credentialing Act,0
LB0432,2023_2024,RS,"Adopt the Second Look Act, change provisions relating to sentences and certain offenses, provide for good time for offenders serving mandatory minimum terms, provide for expanded parole eligibility and for geriatric parole, and change provisions relating to parole",0
LB0433,2023_2024,RS,Provide requirements for distribution of funding for behavioral health regions,0
LB0434,2023_2024,RS,Require the Department of Health and Human Services to enroll long-term care hospitals as providers under the medical assistance program and submission of a state plan amendment or waiver,0
LB0435,2023_2024,RS,Provide for court appointed parental advisers,0
LB0436,2023_2024,RS,Change provisions relating to controlled substances schedules under the Uniform Controlled Substances Act,0
LB0437,2023_2024,RS,Change the renewal period for business entity licenses under the Insurance Producers Licensing Act,0
LB0438,2023_2024,RS,Provide for an award of attorney’s fees in appeals and change and modernize third-party practice provisions,0
LB0439,2023_2024,RS,State intent regarding appropriations to the Department of Correctional Services for domestic violence programming,0
LB0440,2023_2024,RS,Change provisions relating to certain school taxes and special funds,0
LB0441,2023_2024,RS,Change provisions relating to obscenity,0
LB0442,2023_2024,RS,State intent to transfer funds to the Livestock Growth Act Cash Fund,0
LB0442A,2023_2024,RS,Appropriation Bill,0
LB0443,2023_2024,RS,Change provisions relating to compensation for total disability under the Nebraska Workers’ Compensation Act,0
LB0444,2023_2024,RS,"Provide for a one-time grant for a health sciences education center, infrastructure costs, and a community athletics complex",0
LB0445,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0446,2023_2024,RS,Adopt the Peer-to-Peer Vehicle Sharing Program Act,0
LB0447,2023_2024,RS,"Provide an income tax deduction for retired firefighters for health insurance premiums, rename and change provisions of the Law Enforcement Education Act to include tuition waivers for professional firefighters and dependents, and provide powers and duties for the Department of Revenue",0
LB0448,2023_2024,RS,Prohibit certain provisions in a health plan in relation to clinician-administered drugs,0
LB0449,2023_2024,RS,Provide an additional use for the County Bridge Match Program,0
LB0450,2023_2024,RS,Prohibit land disposal of wind turbine blades and their component parts,0
LB0451,2023_2024,RS,Provide for the Department of Health and Human Services to award a grant to assist a rehabilitation hospital,0
LB0452,2023_2024,RS,Change provisions relating to microdistilleries under the Nebraska Liquor Control Act,0
LB0453,2023_2024,RS,Provide an additional use of the Highway Cash Fund and change provisions relating to bridge replacement and road construction contracts,0
LB0454,2023_2024,RS,"Require the Department of Transportation to plan, design, and purchase rights-of-way for U.S. Highway 81",0
LB0455,2023_2024,RS,Require the State Department of Education to create a grant program,0
LB0455A,2023_2024,RS,Appropriation Bill,0
LB0456,2023_2024,RS,Provide for claims for monetary compensation for damage caused by elk or mountain lions and authorize the control of elk and mountain lion populations,0
LB0457,2023_2024,RS,"Require video surveillance of voting and provide requirements for paper ballots, vote scanning devices, and vote tabulating equipment",0
LB0458,2023_2024,RS,Allow certain central fill pharmacies to deliver to a patient under the Prescription Drug Safety Act,0
LB0459,2023_2024,RS,Require reimbursement by the State Fire Marshal for premiums for benefits provided pursuant to the Firefighter Cancer Benefits Act,0
LB0460,2023_2024,RS,Provide for reimbursement of mental health examinations and resilience training for certain persons under the Nebraska Workers' Compensation Act,0
LB0461,2023_2024,RS,"Change, transfer, and eliminate provisions relating to the materiel division of the Department of Administrative Services and procurement of services and personal property",0
LB0462,2023_2024,RS,Redefine a term under the Middle Income Workforce Housing Investment Act,0
LB0463,2023_2024,RS,Change provisions relating to application for licensure under the Health Care Facility Licensure Act,0
LB0464,2023_2024,RS,Change provisions relating to proof of mental injuries and mental illness for first responders under the Nebraska Workers’ Compensation Act,0
LB0465,2023_2024,RS,Change the allocation of fees for operators' licenses and state identification cards,0
LB0466,2023_2024,RS,"Change provisions relating to service of garnishment summons, continuing liens, and notices upon corporate garnishees",0
LB0467,2023_2024,RS,Require state correctional employees to complete mental health training,0
LB0468,2023_2024,RS,Create the position of State Dementia Director in the Department of Health and Human Services,0
LB0469,2023_2024,RS,Change composition of the state protective service bargaining unit,0
LB0470,2023_2024,RS,State intent regarding an increase in reimbursement rates for child welfare service providers,0
LB0471,2023_2024,RS,Rename and change provisions of the Engineers and Architects Regulation Act to include provisions relating to registered interior designers and to create a voluntary registry for interior designers,0
LB0472,2023_2024,RS,Change provisions relating to admissibility of evidence of use of an occupant protection system or a three-point safety belt system,0
LB0473,2023_2024,RS,Create a grant program to operate a safe and secure treatment center for youth,0
LB0474,2023_2024,RS,Provide duties for the Nebraska State Historical Society relating to the Mayhew Cabin and Fort Robinson historical sites,0
LB0475,2023_2024,RS,Adopt the Nebraska Education Formula and terminate the Tax Equity and Educational Opportunities Support Act,0
LB0476,2023_2024,RS,Adopt the Public Entities Investment Trust Act,0
LB0477,2023_2024,RS,Appropriate funds to the Omaha Streetcar Authority,0
LB0478,2023_2024,RS,"Change provisions relating to the Nebraska Juvenile Code and education programs in state institutions that house juveniles, provide powers and duties to the State Department of Education and the State Board of education to establish an educational division responsible for the education of certain juveniles, and provide a termination date for the superintendent of institutional schools",0
LB0479,2023_2024,RS,"Transfer the Office of Probation Administration to the executive branch, rename the Division of Parole Supervision as the Parole Supervision Agency, and remove such agency from the Board of Parole",0
LB0480,2023_2024,RS,Change medical lien provisions,0
LB0481,2023_2024,RS,Adopt the Housing Incentive District Act,0
LB0482,2023_2024,RS,Adopt the Suicide Risk Protection Order Act,0
LB0483,2023_2024,RS,Redefine qualifying mutual financial institution for purposes of regulation of public funds deposit security,0
LB0484,2023_2024,RS,Provide for continuing education for licensed motor vehicle dealers and authorization to conduct an educational seminar for continuing education credit and eliminate a requirement for the Nebraska Motor Vehicle Industry Licensing Board to maintain an office in the State Capitol,0
LB0485,2023_2024,RS,Provide for applicability of provisions regarding state contracts for services to certain state entities,0
LB0486,2023_2024,RS,Change the prohibition on use of state funds for advertising or promotional materials,0
LB0487,2023_2024,RS,Prohibit any school in Nebraska receiving public funds from discriminating as prescribed,0
LB0488,2023_2024,RS,Adopt the Sexual Assault Emergency Care Act,0
LB0489,2023_2024,RS,Exclude marketplace network contractors working for marketplace network platforms from the Employment Security Law,0
LB0490,2023_2024,RS,Appropriate federal funds to the Department of Health and Human Services for health aid,0
LB0491,2023_2024,RS,Change provisions relating to claiming tax credits under the Nebraska Advantage Research and Development Act,0
LB0492,2023_2024,RS,Allow income tax deductions for the cost of certain property and for certain research or experimental expenditures,0
LB0493,2023_2024,RS,Remove the prohibition that a lottery ticket cannot be sold through a vending or dispensing device under the State Lottery Act,0
LB0494,2023_2024,RS,Change the business records hearsay exception and provide for additional self-authenticating items of evidence,0
LB0495,2023_2024,RS,Redefine nonqualified withdrawal for purposes of the Nebraska educational savings plan,0
LB0496,2023_2024,RS,Provide a sales and use tax exemption for business inputs,0
LB0497,2023_2024,RS,Change provisions relating to itemized deductions,0
LB0498,2023_2024,RS,Provide a sales tax credit for certain franchise fees paid,0
LB0499,2023_2024,RS,Change provisions relating to the availability of tax credits under the School Readiness Tax Credit Act,0
LB0500,2023_2024,RS,Change provisions relating to the family support program for persons with developmental disabilities and their families,0
LB0501,2023_2024,RS,Provide for compensation under the Nebraska Workers' Compensation Act for cancers experienced by firefighters,0
LB0502,2023_2024,RS,Adopt the Warehouse Worker Protection Act,0
LB0503,2023_2024,RS,Adopt the Rural Nebraska Nursing Workforce Act,0
LB0504,2023_2024,RS,State intent to transfer and appropriate funds for housing,0
LB0505,2023_2024,RS,"Provide for motor vehicle registration of plug-in hybrid electric vehicles, impose an excise tax on electric energy used at commercial electric vehicle charging stations, provide for regulation of commercial electric vehicle charging stations, and provide a sales tax exemption for certain electric energy",0
LB0506,2023_2024,RS,State intent to appropriate federal funds to the Department of Natural Resources and the Department of Environment and Energy,0
LB0507,2023_2024,RS,"Change provisions relating to truancy, juvenile courts, the Community-based Juvenile Services Aid Program, and compulsory education",0
LB0508,2023_2024,RS,Appropriate funds to the Supreme Court for the Office of Dispute Resolution,0
LB0509,2023_2024,RS,Provide for an increase for reimbursement rates for child welfare services,0
LB0510,2023_2024,RS,Require annual cost-of-living adjustments in child welfare rates,0
LB0511,2023_2024,RS,Appropriate funds to the Department of Administrative Services,0
LB0512,2023_2024,RS,Change the number of locations allowed for a craft brewery or microdistillery under the Nebraska Liquor Control Act,0
LB0513,2023_2024,RS,Change proof of publication requirements for legal notices and requirements for published notice and virtual conferencing under the Open Meetings Act,0
LB0514,2023_2024,RS,Provide for valid photographic identification for voting purposes and change provisions relating to voting and counting ballots and certain identification documents,0
LB0514A,2023_2024,RS,Appropriation Bill,0
LB0515,2023_2024,RS,Adopt the Rural Economic Development Initiative Act,0
LB0516,2023_2024,RS,"Provide and change powers and duties for the State Department of Education, Commissioner of Education, State Board of Education, and the state school security director, provide grants to school districts for security-related infrastructure projects, and provide grants to educational service units and local public health departments to hire school psychologists and licensed mental health practitioners as prescribed",0
LB0517,2023_2024,RS,Require the Department of Health and Human Services to pay discharge incentives to post-acute placement facilities,0
LB0518,2023_2024,RS,Adopt the Reducing Education Risk Factors and Property Tax Relief Act and change provisions of the Tax Equity and Educational Opportunities Support Act,0
LB0519,2023_2024,RS,"Eliminate certification fees for teaching certificates, create and terminate funds, state intent regarding an appropriation for school employees, change provisions of the Excellence in Teaching Act, and adopt the Student Teaching Assistance Act",0
LB0520,2023_2024,RS,Change provisions relating to high school graduation requirements and academic content standards and the Computer Science and Technology Education Act,0
LB0521,2023_2024,RS,Provide for immunity for school personnel administering naloxone,0
LB0522,2023_2024,RS,Change provisions relating to poverty allowances under the Tax Equity and Educational Opportunities Support Act,0
LB0523,2023_2024,RS,Require a state plan amendment to include school psychologists as medicaid providers,0
LB0524,2023_2024,RS,Provide an income tax credit for food donations,0
LB0525,2023_2024,RS,State intent to appropriate funds to the Department of Health and Human Services for rate increases for psychiatric diagnostic evaluation,0
LB0526,2023_2024,RS,State intent to appropriate funds to the Department of Health and Human Services for Developmental Disability Aid,0
LB0527,2023_2024,RS,Provide reimbursements to school districts and educational service units for mental health expenditures,0
LB0528,2023_2024,RS,Create the Nebraska Option Enrollment Tuition Account Program,0
LB0529,2023_2024,RS,Change provisions of the Property Tax Request Act,0
LB0530,2023_2024,RS,Change provisions of the Nebraska Housing Agency Act,0
LB0531,2023_2024,RS,"Create and change grant and economic and community development programs, change municipal governance and regulation provisions and state building code provisions, authorize transfer of investment interest on certain funds and Cash Reserve Fund transfers, and authorize development of the Mayhew Cabin historical site and a Chief Standing Bear museum and visitor center",0
LB0531A,2023_2024,RS,Appropriation Bill,0
LB0532,2023_2024,RS,Change provisions of the Community Development Law,0
LB0533,2023_2024,RS,Change plumbing board membership for cities of the primary class and provide for licensure requirements for plumbers in certain cities and villages,0
LB0534,2023_2024,RS,Appropriate federal funds to the Department of Environment and Energy for community water systems,0
LB0535,2023_2024,RS,Require valid photographic identification and change provisions relating to voting under the Election Act and certain identification documents,0
LB0536,2023_2024,RS,Change provisions relating to authorized investments for insurers,0
LB0537,2023_2024,RS,Change provisions relating to the Nebraska Uniform Limited Liability Company Act,0
LB0538,2023_2024,RS,Change provisions relating to the board of directors of a bank,0
LB0539,2023_2024,RS,State intent regarding use of the Nebraska Health Care Cash Fund for the Tobacco Prevention and Control Program,0
LB0540,2023_2024,RS,Change provisions relating to public lettings,0
LB0541,2023_2024,RS,Change provisions relating to election of public power district directors,0
LB0542,2023_2024,RS,Change provisions relating to the Nebraska Racetrack Gaming Act,0
LB0543,2023_2024,RS,Change provisions relating to entertainment district licenses under the Nebraska Liquor Control Act,0
LB0544,2023_2024,RS,Change provisions of the Nebraska Bingo Act,0
LB0545,2023_2024,RS,Change provisions relating to an action for possession under the Uniform Residential Landlord and Tenant Act,0
LB0546,2023_2024,RS,"Provide requirements for bed and breakfast establishments regarding food, beverages, and fire safety",0
LB0547,2023_2024,RS,"Create the Capitol Preservation, Restoration, and Enhancement Endowment Fund for the courtyards of the State Capitol",0
LB0548,2023_2024,RS,Change examination and compounding requirements under the Pharmacy Practice Act,0
LB0549,2023_2024,RS,"Change restrictions based on age for certain health care, power of attorney, and financial documents",0
LB0550,2023_2024,RS,Change provisions relating to the enrollment option program,0
LB0551,2023_2024,RS,State intent to appropriate funds to certain counties for long-term care facility operations and services,0
LB0552,2023_2024,RS,Change requirements for the Legislative Mental Health Care Capacity Strategic Planning Committee,0
LB0552A,2023_2024,RS,Appropriation Bill,0
LB0553,2023_2024,RS,Provide for automatic review of bail and conditions of release for misdemeanors or violations of city or village ordinances,0
LB0554,2023_2024,RS,Appropriate funds to the Commission on Public Advocacy,0
LB0555,2023_2024,RS,Change provisions relating to the indigent defense fee and the Commission on Public Advocacy Operations Cash Fund,0
LB0556,2023_2024,RS,Adopt the Capacity Grant Act to provide grants to nonprofit organizations that administer weatherization programs through the low-income home energy assistance program,0
LB0557,2023_2024,RS,Limit use of restrictive housing and solitary confinement,0
LB0558,2023_2024,RS,Require payment of a minimum wage for all school district employees,0
LB0559,2023_2024,RS,Provide for electronic filing of statements of financial interests and require additional elected officials to file such statements under the Nebraska Political Accountability and Disclosure Act,0
LB0560,2023_2024,RS,State intent to seek federal funds under the Inflation Reduction Act of 2022,0
LB0561,2023_2024,RS,Adopt the Cosmetology Licensure Compact,0
LB0562,2023_2024,RS,"Adopt the E-15 Access Standard Act and change provisions of the Beginning Farmer Tax Credit Act, the Nebraska Higher Blend Tax Credit Act, the Nebraska Investment Finance Authority Act, and the Nebraska Pure Food Act",0
LB0562A,2023_2024,RS,Appropriation Bill,0
LB0563,2023_2024,RS,Appropriate funds to the Nebraska State Historical Society,0
LB0564,2023_2024,RS,Change provisions of the Economic Opportunity Program of the Department of Transportation,0
LB0565,2023_2024,RS,"Adopt the Public Water and Natural Resources Project Contracting Act and the Nuclear and Hydrogen Development Act and change provisions relating to municipal cooperative financing, scrap tires, power conservation and development, and the Game Law",0
LB0565A,2023_2024,RS,Appropriation Bill,0
LB0566,2023_2024,RS,Require a study and report by the Natural Resources Committee of the Legislature regarding intermittent renewable energy generation,0
LB0567,2023_2024,RS,Change provisions relating to public power and irrigation districts and electric suppliers,0
LB0568,2023_2024,RS,Adopt the Nuclear and Hydrogen Development Act,0
LB0569,2023_2024,RS,Require public notice and public meetings prior to construction of certain electric generation facilities,0
LB0570,2023_2024,RS,Adopt the Overdose Fatality Review Teams Act,0
LB0571,2023_2024,RS,Appropriate funds to the Department of Environment and Energy to carry out the Water Well Standards and Contractors' Practice Act,0
LB0572,2023_2024,RS,"Provide, change, and eliminate provisions relating to the Medical Nutrition Therapy Practice Act",0
LB0573,2023_2024,RS,Appropriate funds to the Department of Economic Development for a time-limited grant program,0
LB0574,2023_2024,RS,Adopt the Let Them Grow Act and the Preborn Child Protection Act and provide for discipline under the Uniform Credentialing Act,0
LB0575,2023_2024,RS,Adopt the Sports and Spaces Act,0
LB0576,2023_2024,RS,Provide limitations on liability and nuisance related to land-management burning,0
LB0577,2023_2024,RS,Change provisions relating to collection of delinquent real property taxes by sale of real property,0
LB0578,2023_2024,RS,Appropriate funds to the Auditor of Public Accounts,0
LB0579,2023_2024,RS,Change provisions of the Nebraska Uniform Real Property Transfer on Death Act,0
LB0580,2023_2024,RS,Change provisions relating to agricultural or horticultural land receiving special valuation,0
LB0581,2023_2024,RS,Create pilot programs for doula services at a youth rehabilitation and treatment center and the Nebraska Correctional Center for Women,0
LB0582,2023_2024,RS,Adopt the Manufacturing Modernization Pilot Investment Act,0
LB0583,2023_2024,RS,Change provisions of the Special Education Act and the Tax Equity and Educational Opportunities Support Act,0
LB0583A,2023_2024,RS,Appropriation Bill,0
LB0584,2023_2024,RS,Impose a tax on selling or dealing in electronic nicotine delivery systems,0
LB0585,2023_2024,RS,Change a duty of the state school security director and require behavioral and mental health training for certain school personnel,0
LB0586,2023_2024,RS,Provide duties for the Nebraska Center for Nursing regarding clinical training sites,0
LB0587,2023_2024,RS,Adopt the Insurance Regulatory Sandbox Act,0
LB0588,2023_2024,RS,Adopt the Medicinal Cannabis Act,0
LB0589,2023_2024,RS,Adopt the School District Property Tax Limitation Act,0
LB0590,2023_2024,RS,"Change the personal needs allowance for eligible aged, blind, and disabled persons",0
LB0591,2023_2024,RS,Require notice of termination of an oral lease of agricultural land to be given by January 1,0
LB0592,2023_2024,RS,Adopt the Social Care Information Privacy Act,0
LB0593,2023_2024,RS,Change provisions relating to licensure and regulation of hearing instrument specialists,0
LB0594,2023_2024,RS,Provide for local government investment pools to invest in commercial paper,0
LB0595,2023_2024,RS,Change supervision requirements under the Pharmacy Practice Act,0
LB0596,2023_2024,RS,Authorize a manufacturer or wholesaler to enter into a sponsorship or advertising agreement with certain licensees or organizations under the Nebraska Liquor Control Act,0
LB0597,2023_2024,RS,Appropriate funds to the Legislative Council,0
LB0598,2023_2024,RS,Eliminate obsolete provisions relating to the Cash Reserve Fund,0
LB0599,2023_2024,RS,Change provisions relating to recycling under the Environmental Protection Act and the Integrated Solid Waste Management Act and provide for an additional use of the Waste Reduction and Recycling Incentive Fund,0
LB0600,2023_2024,RS,Adopt the Municipality Infrastructure Aid Act and transfer funds from the Cash Reserve Fund,0
LB0601,2023_2024,RS,State intent regarding increases to reimbursement rates paid to providers of developmental disability services,0
LB0602,2023_2024,RS,Exclude certain pensions and annuities from income taxes,0
LB0603,2023_2024,RS,Change provisions relating to the Alternative Certification for Quality Teachers Act and authorize the Commissioner of Education to issue alternative certificates to teach as prescribed,0
LB0604,2023_2024,RS,Change provisions relating to voting early under the Election Act,0
LB0605,2023_2024,RS,Change provisions of the Mental Health Practice Act to include protections and requirements for certified art therapists,0
LB0606,2023_2024,RS,Adopt the Nebraska Pregnancy Help Act and provide tax credits,0
LB0607,2023_2024,RS,Change provisions relating to grants for the 211 Information and Referral Network,0
LB0608,2023_2024,RS,State intent to appropriate funds to the Department of Economic Development,0
LB0609,2023_2024,RS,State intent to appropriate funds for construction of a Vietnam War memorial,0
LB0610,2023_2024,RS,Appropriate funds to the State Department of Education,0
LB0611,2023_2024,RS,Provide requirements for certain health care facility-provided medications,0
LB0612,2023_2024,RS,Appropriate funds to the Department of Administrative Services,0
LB0613,2023_2024,RS,State intent to appropriate funds to the Department of Environment and Energy,0
LB0614,2023_2024,RS,Appropriate funds to the Department of Agriculture,0
LB0615,2023_2024,RS,Appropriate funds to the State Fire Marshal,0
LB0616,2023_2024,RS,Provide for awards under the ImagiNE Nebraska Act relating to the federal Creating Helpful Incentives to Produce Semiconductors (CHIPS) for America Act,0
LB0617,2023_2024,RS,Create the Economic Development Cash Fund to award a grant relating to the federal Creating Helpful Incentives to Produce Semiconductors (CHIPS) for America Act,0
LB0618,2023_2024,RS,Redefine public benefits and change provisions of the Employment Security Law relating to the disqualification of certain aliens,0
LB0619,2023_2024,RS,"Prohibit assault on a public transportation driver and clarify provisions relating to assault on officers, emergency responders, certain employees, and health care professionals",0
LB0620,2023_2024,RS,Change provisions relating to arraignment and hearings for certain juveniles,0
LB0621,2023_2024,RS,Change provisions relating to the Site and Building Development Act,0
LB0622,2023_2024,RS,Change the Sports Arena Facility Financing Assistance Act,0
LB0623,2023_2024,RS,Redefine eligible sports arena facility under the Sports Arena Facility Financing Assistance Act,0
LB0624,2023_2024,RS,Change provisions relating to the Nebraska Tourism Commission,0
LB0625,2023_2024,RS,Provide requirements for operation of autonomous vehicles,0
LB0626,2023_2024,RS,Adopt the Nebraska Heartbeat Act,0
LB0627,2023_2024,RS,Adopt the Free Student Meals Act,0
LB0628,2023_2024,RS,Change provisions relating to limited liability companies and professional corporations,0
LB0629,2023_2024,RS,Change provisions of the Middle Income Workforce Housing Investment Act and the Economic Recovery Act,0
LB0630,2023_2024,RS,Provide a duty to the State Department of Education and require a school board to adopt a written dress code,0
LB0631,2023_2024,RS,"Change provisions relating to the Board of Parole, eligibility for parole, reentry services, post-release supervision, grant programs, and prisons, adopt the Community Work Release and Reentry Centers Act, provide for performance metrics, Parole School, book donations, and reentry career planning, and transfer the Division of Parole Supervision to the Department of Correctional Services",0
LB0632,2023_2024,RS,Prohibit the suspension of students in prekindergarten through second grade in a school in a city of the metropolitan class,0
LB0633,2023_2024,RS,Provide duties for the Department of Economic Development regarding marketing for financial incentives offered by the State of Nebraska,0
LB0634,2023_2024,RS,Adopt the Cannabis Control Act and the Cannabis Conviction Clean Slate Act,0
LB0635,2023_2024,RS,"Provide requirements regarding access to digital and online resources provided for students by school districts, schools, and the Nebraska Library Commission",0
LB0636,2023_2024,RS,Prohibit political subdivisions from restricting certain energy services,0
LB0637,2023_2024,RS,Require members of the public to be allowed to speak at each meeting subject to the Open Meetings Act,0
LB0638,2023_2024,RS,Adopt the Nebraska K-12 Cybersecurity and Data Protection Act,0
LB0639,2023_2024,RS,"Change provisions of Nebraska Workers’ Compensation Act relating to rules and regulations, case progression standards, and summons and eliminate requirements to distribute copies of certain materials",0
LB0640,2023_2024,RS,Require an off-campus location of a hospital to obtain and use a separate National Provider Identifier in billing for health care services,0
LB0641,2023_2024,RS,Change provisions relating to the taxation of social security benefits,0
LB0642,2023_2024,RS,Provide duties for the Adjutant General regarding Nebraska National Guard members impacted by the COVID-19 vaccine mandate,0
LB0643,2023_2024,RS,Adopt the Abandoned Mobile Home Act and change provisions relating to abandoned vehicles,0
LB0644,2023_2024,RS,Change provisions relating to the use of the Site and Building Development Fund,0
LB0645,2023_2024,RS,Change provisions relating to state highways and roads,0
LB0646,2023_2024,RS,Change provisions relating to telecommunications,0
LB0647,2023_2024,RS,Change provisions relating to the purchase and loan of textbooks for children enrolled in kindergarten to grade twelve of a private school,0
LB0647A,2023_2024,RS,Appropriation Bill,0
LB0648,2023_2024,RS,Provide powers and duties to the State Department of Education relating to the development of a workforce diploma program,0
LB0649,2023_2024,RS,"Change provisions and penalties relating to arson, trespass, and graffiti",0
LB0650,2023_2024,RS,Allow certain cybersecurity records to be withheld from the public,0
LB0651,2023_2024,RS,Provide for appropriations relating to cybersecurity improvements for state agencies and political subdivisions,0
LB0652,2023_2024,RS,Appropriate federal funds to the Department of Health and Human Services,0
LB0653,2023_2024,RS,Appropriate federal funds to the Department of Health and Human Services,0
LB0654,2023_2024,RS,Appropriate funds to the Legislative Council,0
LB0655,2023_2024,RS,Appropriate funds to the State Fire Marshal,0
