bill_id,term,session,summary,commem
LB1074A,2023_2024,RS,Appropriation Bill,0
LB1075,2023_2024,RS,"Change provisions of the Delayed Deposit Services Licensing Act, the Nebraska Installment Loan Act, the Nebraska Installment Sales Act, the Nebraska Money Transmitters Act, and the Residential Mortgage Licensing Act",0
LB1076,2023_2024,RS,Adopt the Public Contract Provider Open Meetings Act,0
LB1077,2023_2024,RS,Appropriate funds to the Department of Labor to provide grants for facility expansion relating to workforce development and career readiness programs,0
LB1078,2023_2024,RS,State intent to appropriate funds for increase in rates for child welfare service providers,0
LB1079,2023_2024,RS,Appropriate Federal Funds to the Department of Economic Development,0
LB1080,2023_2024,RS,Appropriate Federal Funds to the Department of Natural Resources,0
LB1081,2023_2024,RS,Require school districts to comply with student-teacher ratios in certain classrooms,0
LB1082,2023_2024,RS,Require coverage for in vitro fertilization for state employees under the Nebraska State Insurance Program,0
LB1083,2023_2024,RS,Change provisions relating to the Nebraska Career Scholarship Act,0
LB1084,2023_2024,RS,Adopt the Nebraska Shortline Rail Modernization Act and provide tax credits,0
LB1085,2023_2024,RS,Change provisions relating to the number of separate juvenile court judges,0
LB1086,2023_2024,RS,Eliminate the Department of Health and Human Services and create three departments,0
LB1087,2023_2024,RS,Adopt the Hospital Quality Assurance and Access Assessment Act and provide duties for the Nebraska Center for Nursing,0
LB1087A,2023_2024,RS,Appropriation Bill,0
LB1088,2023_2024,RS,Change provisions relating to certain employment and investment requirements under the Nebraska Advantage Act,0
LB1089,2023_2024,RS,Exempt individuals under nineteen years of age from payment of certain court costs and fees and change provisions of the Nebraska Juvenile Code,0
LB1090,2023_2024,RS,Appropriate funds to the Department of Administrative Services for the Nebraska Public Safety Communication System,0
LB1091,2023_2024,RS,Provide requirements and restrictions for school boards relating to professional employees’ organizations,0
LB1092,2023_2024,RS,Adopt the Online Age Verification Liability Act,0
LB1093,2023_2024,RS,Provide for limited law enforcement officer certificates and change provisions relating to tuition waivers under the First Responder Recruitment and Retention Act,0
LB1094,2023_2024,RS,Provide restrictions on insurance coverage of epinephrine injectors and inhalers,0
LB1095,2023_2024,RS,Change provisions relating to tax credits under the Nebraska Biodiesel Tax Credit Act and change provisions of the E-15 Access Standard Act,0
LB1096,2023_2024,RS,Provide that certain conduct relating to depictions of sexually explicit or obscene material or material harmful to minors is a deceptive trade practice under the Uniform Deceptive Trade Practices Act,0
LB1097,2023_2024,RS,Change provisions relating to commitment of mentally incompetent defendants,0
LB1098,2023_2024,RS,Adopt the Protection Orders Act,0
LB1099,2023_2024,RS,Change the use of appropriated Federal Funds for nursing scholarships,0
LB1100,2023_2024,RS,Change provisions relating to capitation payments made in accordance with the Medical Assistance Act as prescribed,0
LB1101,2023_2024,RS,Provide requirements for the Public Health Early Admission Student Track Program and the Rural Health Opportunities Program and provide for tuition waivers,0
LB1102,2023_2024,RS,"Declare October 17 as Nebraska Missing Persons Day and May 19 as El-Hajj Malik El-Shabazz, Malcolm X Day",1
LB1103,2023_2024,RS,Change provisions relating to innovative tourism grants under the Nebraska Visitors Development Act,0
LB1104,2023_2024,RS,Change fees for lobbyist registration and change distribution of such fees,0
LB1105,2023_2024,RS,Name the Branded Certificate of Title Act and provide for the issuance of destroyed-vehicle branded certificates of title,0
LB1106,2023_2024,RS,Provide for coverage of lactation consultations under the Medical Assistance Act,0
LB1107,2023_2024,RS,Provide for coverage of breast pumps under the Medical Assistance Act,0
LB1108,2023_2024,RS,Provide for transfer of certain sales and use taxes to the Nebraska Emergency Medical System Operations Fund and provide additional uses for the fund,0
LB1109,2023_2024,RS,Provide an exception under the Preborn Child Protection Act to allow an abortion after twelve weeks in the case of a fatal fetal anomaly and change and eliminate certain penalty provisions relating to abortions,0
LB1110,2023_2024,RS,Require dental plan carriers to meet a minimum dental loss ratio and provide a report to the Department of Insurance as prescribed,0
LB1111,2023_2024,RS,Require city-county health departments to obtain approval for directed health measures,0
LB1112,2023_2024,RS,Provide restrictions and requirements relating to permits for communications infrastructure placed on poles or towers,0
LB1113,2023_2024,RS,Change provisions relating to the types of property receiving a property tax exemption under the ImagiNE Nebraska Act,0
LB1114,2023_2024,RS,Adopt the Endow Nebraska Act and provide tax credits,0
LB1115,2023_2024,RS,Provide a right to a trial by jury under the Uniform Residential Landlord and Tenant Act,0
LB1115A,2023_2024,RS,Appropriation Bill,0
LB1116,2023_2024,RS,Adopt the Grocer Reinvestment Option Act,0
LB1117,2023_2024,RS,Appropriate funds to the Department of Health and Human Services,0
LB1118,2023_2024,RS,Change the process for a mayor in a city of the second class to remove an officer from office,0
LB1119,2023_2024,RS,Provide restrictions on regulation by homeowner's associations and similar associations of solar energy and wind energy devices and provide for a civil cause of action,0
LB1120,2023_2024,RS,Require affidavits for certain purchases of real property near military installations,0
LB1121,2023_2024,RS,Authorize additional grants under the Nebraska Teacher Recruitment and Retention Act,0
LB1122,2023_2024,RS,Change enforcement provisions relating to written solicitations for financial products or services,0
LB1123,2023_2024,RS,Provide for postconviction relief for a claim of actual innocence and for exceptions from time limitations and procedural defaults,0
LB1124,2023_2024,RS,State intent to appropriate funds to the Department of Health and Human Services,0
LB1125,2023_2024,RS,State intent to appropriate funds to the Department of Health and Human Services,0
LB1126,2023_2024,RS,Create the National Career Readiness Certificate Pilot Program within the Department of Correctional Services,0
LB1126A,2023_2024,RS,Appropriation Bill,0
LB1127,2023_2024,RS,Provide a requirement for personal vehicles used for purposes of transportation network companies,0
LB1128,2023_2024,RS,Change provisions of the Opioid Prevention and Treatment Act,0
LB1129,2023_2024,RS,Provide for autism acceptance license plates and change provisions relating to license plates and the Autism Treatment Program Cash Fund,0
LB1130,2023_2024,RS,Change provisions relating to mental health practitioner licenses,0
LB1131,2023_2024,RS,Appropriate funds to the Department of Environment and Energy for grants for tribal-owned community drinking water and sewer systems,0
LB1132,2023_2024,RS,Change motor vehicle liability insurance and financial responsibility requirements,0
LB1133,2023_2024,RS,Provide for enforcement of federal railroad safety standards by the Public Service Commission,0
LB1134,2023_2024,RS,Change provisions relating to the accrual of interest on taxes due after an order by the Tax Equalization and Review Commission,0
LB1135,2023_2024,RS,Prohibit use of right-to-list home sale agreements and change provisions of the Nebraska Real Estate License Act,0
LB1136,2023_2024,RS,Change provisions of the Nebraska Real Estate License Act,0
LB1137,2023_2024,RS,Change the tax rate for public safety purposes in municipalities,0
LB1138,2023_2024,RS,Provide an exemption from requirements for prescribers issuing prescriptions for controlled substances,0
LB1139,2023_2024,RS,Adopt the Paid Family and Medical Leave Insurance Act,0
LB1140,2023_2024,RS,Prohibit geologic transport or storage of carbon dioxide and eliminate the Nebraska Geologic Storage of Carbon Dioxide Act,0
LB1141,2023_2024,RS,Change provisions of the Student Discipline Act,0
LB1142,2023_2024,RS,"Require and restrict certain actions of any animal control facility, animal rescue, animal shelter, or rabies control authority",0
LB1143,2023_2024,RS,Eliminate provisions relating to certain health districts,0
LB1144,2023_2024,RS,Change provisions relating to care management units for long-term care,0
LB1145,2023_2024,RS,Transfer the Division of Parole Supervision to the Department of Correctional Services and change provisions relating to the release of certain prisoners,0
LB1146,2023_2024,RS,Provide an additional exception to the prohibition on suspending a student in pre-kindergarten through second grade,0
LB1147,2023_2024,RS,Provide requirements for separate investment accounts holding assets of index-linked variable annuity contracts,0
LB1148,2023_2024,RS,Change requirements relating to insurance coverage of step therapy for certain drugs,0
LB1149,2023_2024,RS,Provide an exemption from the motor vehicle tax for motor vehicles with Gold Star Family plates,0
LB1150,2023_2024,RS,Change the Tax Equity and Educational Opportunities Support Act,0
LB1151,2023_2024,RS,Define the term occupy for purposes of homestead exemptions,0
LB1152,2023_2024,RS,"Change provisions relating to elections, motor vehicle operators' licenses, and state identification cards",0
LB1153,2023_2024,RS,Eliminate provisions relating to the Nebraska Sesquicentennial Commission that has terminated,0
LB1154,2023_2024,RS,Appropriate funds to the Department of Health and Human Services,0
LB1155,2023_2024,RS,Appropriate federal funds to the Department of Health and Human Services and state intent relating to appropriations,0
LB1156,2023_2024,RS,Require registration under the Sex Offender Registration Act for certain solicitation and trafficking offenses,0
LB1157,2023_2024,RS,Require hearings regarding juveniles in detention in certain counties and require payment of certain costs by the Office of Probation Administration,0
LB1158,2023_2024,RS,Adopt the Medical Debt Relief Act and provide certain income tax consequences,0
LB1159,2023_2024,RS,Provide additional offenses for which notification to crime victims is required as prescribed,0
LB1160,2023_2024,RS,Change provisions relating to the Attracting Excellence to Teaching Program and the Excellence in Teaching Cash Fund,0
LB1161,2023_2024,RS,Adopt the Consumer and Employment Arbitration Data Reporting Act,0
LB1162,2023_2024,RS,Change provisions relating to fees and mileage for sheriffs and constables,0
LB1163,2023_2024,RS,Authorize the operation of all-terrain vehicles and utility-type vehicles between the hours of sunset and sunrise if used for snow removal as prescribed,0
LB1164,2023_2024,RS,Change provisions relating to the State Racing and Gaming Commission,0
LB1165,2023_2024,RS,Provide requirements for zoning regulations and duplex housing,0
LB1166,2023_2024,RS,Provide requirements for zoning regulations and accessory dwelling units,0
LB1167,2023_2024,RS,Change provisions relating to individuals arrested without a warrant,0
LB1168,2023_2024,RS,Adopt the Uniform Health-Care Decisions Act,0
LB1169,2023_2024,RS,"Provide, change, and eliminate provisions relating to the Nebraska State Historical Society",0
LB1169A,2023_2024,RS,Appropriation Bill,0
LB1170,2023_2024,RS,Change provisions of the Employment Security Law relating to benefit amounts and periods of disqualification for benefits,0
LB1171,2023_2024,RS,Change verification requirements for pharmacy technicians,0
LB1172,2023_2024,RS,Change provisions relating to access to health data in certain registries and databases for research purposes,0
LB1173,2023_2024,RS,Provide for use of abstracts of death and change a requirement relating to death certificates,0
LB1174,2023_2024,RS,Change provisions relating to section lines and vacation or abandonment of public roads,0
LB1175,2023_2024,RS,Change provisions relating to redemption of bonds of political subdivisions,0
LB1176,2023_2024,RS,Adopt the Public Entities Pooled Investment Act,0
LB1177,2023_2024,RS,Change provisions relating to a documentary stamp tax exemption,0
LB1178,2023_2024,RS,Create the Intergenerational Care Facility Incentive Grant Program,0
LB1179,2023_2024,RS,Appropriate funds to the Department of Natural Resources,0
LB1180,2023_2024,RS,Change provisions relating to standards established by the Public Service Commission for specialized telecommunications equipment under the Telecommunications Relay System Act,0
LB1181,2023_2024,RS,"Change requirements relating to controlled substances, prescription drugs, pharmacists, and pharmacies as prescribed",0
LB1182,2023_2024,RS,Increase the earned income tax credit,0
LB1183,2023_2024,RS,Change provisions relating to county assessors and require counties to offer to purchase certain property at the assessed value,0
LB1184,2023_2024,RS,"Adopt the Reverse Osmosis System Tax Credit Act, provide for income tax credits, and state intent relating to appropriations",0
LB1185,2023_2024,RS,Change the offense of obstructing a peace officer,0
LB1186,2023_2024,RS,Change provisions of the One-Call Notification System Act,0
LB1187,2023_2024,RS,Allow registered nurses to perform auricular acupuncture as prescribed,0
LB1188,2023_2024,RS,Provide for payment of claims against the state,0
LB1189,2023_2024,RS,Deny claims against the state,0
LB1190,2023_2024,RS,Adopt the Professional Service Contract Reporting Act,0
LB1191,2023_2024,RS,Eliminate provisions relating to Attorney General opinions on acts of the Legislature,0
LB1192,2023_2024,RS,"Change provisions of the Political Subdivisions Tort Claims Act and the State Tort Claims Act to allow certain claims by prisoners, detainees, and children in the custody, care, or control of a government entity",0
LB1193,2023_2024,RS,Provide a process for a parent or guardian to request that such person's child repeat a grade under certain circumstances,0
LB1194,2023_2024,RS,Require legislative approval of medicaid state plan amendments and state plan amendments for the Temporary Assistance to Needy Families program,0
LB1195,2023_2024,RS,"Provide requirements for grants awarded by the Commission on Public Advocacy and thirty-party guarantees under the Assisted-Living Facility Act, change provisions relating to homestead exemptions for judgment liens and executions, the Nebraska Probate Code, the Nebraska Uniform Trust Code, the Nebraska Uniform Power of Attorney Act, and the Nebraska Uniform Transfers to Minors Act, and authorize acceptance of cession or retrocession of federal jurisdiction for juvenile matters",0
LB1196,2023_2024,RS,Change provisions relating to registration of medication aides,0
LB1197,2023_2024,RS,Change the Sports Arena Facility Financing Assistance Act and allowable uses of competitive grants awarded by the Nebraska Arts Council,0
LB1198,2023_2024,RS,Provide for the withholding of the residential address of a county attorney or deputy county attorney from the public in county records,0
LB1199,2023_2024,RS,Repeal provisions relating to certain administrative fees imposed by the Department of Natural Resources,0
LB1200,2023_2024,RS,"Change provisions relating to motor vehicles, roads, excise taxes, and federal law and regulations and provide for coordination of the 911 service system and the 988 suicide and crisis lifeline",0
LB1200A,2023_2024,RS,Appropriation Bill,0
LB1201,2023_2024,RS,Change provisions relating to the Early Childhood Education Grant Program and redefine terms under the Tax Equity and Educational Opportunities Support Act,0
LB1202,2023_2024,RS,Change a requirement for the Title IV-D Division Customer Service Unit of the Department of Health and Human Services,0
LB1203,2023_2024,RS,Regulate artificial intelligence in media and political advertisements under the Nebraska Political Accountability and Disclosure Act,0
LB1204,2023_2024,RS,"Change provisions relating to certain lotteries and raffles, certain tobacco and nicotine delivery products, the State Lottery Act, the Nebraska Liquor Control Act, the Tobacco Products Tax Act, and public records",0
LB1204A,2023_2024,RS,Appropriation Bill,0
LB1205,2023_2024,RS,Appropriate Federal Funds to the Department of Natural Resources,0
LB1206,2023_2024,RS,Eliminate provisions relating to the Long-Term Care Savings Plan Act that terminated,0
LB1207,2023_2024,RS,Redefine a term under the Nebraska Agricultural Products Marketing Act,0
LB1208,2023_2024,RS,Allow for detention of juveniles under the Nebraska Juvenile Code for their own protection,0
LB1209,2023_2024,RS,Appropriate funds to the Department of Health and Human Services,0
LB1210,2023_2024,RS,State legislative intent to appropriate funds to the Department of Administrative Services and provide for a transfer from the Cash Reserve Fund,0
LB1211,2023_2024,RS,Change provisions of the Election Act relating to early voting,0
LB1212,2023_2024,RS,Adopt the Railroad Safety Act,0
LB1213,2023_2024,RS,Require employers to provide twenty hours of paid leave per year for school-related activities,0
LB1214,2023_2024,RS,Change provisions relating to a criminal background check for certain professions under the Uniform Credentialing Act,0
LB1215,2023_2024,RS,"Adopt the Dietitian Licensure Compact and the Physician Assistant (PA) Licensure Compact, change provisions relating to prescriptions, death certificates, credentialing of barbers, nurses, pharmacies, pharmacy professionals, and certain health care facilities and services,  treatment of individuals with communicable tuberculosis, and telehealth consultations, and provide for abstracts of death and coverage under the medical assistance program for certain breast pumps and lactation visits",0
LB1216,2023_2024,RS,Change calculation of the base limitation for political subdivision budgets,0
LB1217,2023_2024,RS,Provide certain property tax exemptions and change valuation provisions relating to rent-restricted housing projects and sales-restricted houses,0
LB1218,2023_2024,RS,"Provide for motor vehicle registration of certain electric vehicles, impose an excise tax on electric energy used at commercial electric vehicle charging stations, provide for regulation of certain charging stations, and provide a sales tax exemption for certain electric energy",0
LB1219,2023_2024,RS,Adopt updates to building and energy codes,0
LB1220,2023_2024,RS,"Change provisions relating to decedents' estates, transfers to minors, protected persons, powers of attorney for health care, trusts, and powers of attorney",0
LB1221,2023_2024,RS,"Provide staff training requirements for facilities offering care to persons with Alzheimer’s disease, dementia, or related disorders",0
LB1222,2023_2024,RS,Change provisions relating to termination of parental rights and parental support,0
LB1223,2023_2024,RS,Appropriate funds to the Department of Health and Human Services,0
LB1224,2023_2024,RS,Prohibit certain conduct relating to mobile tracking devices and change provisions relating to intercepted communications,0
LB1225,2023_2024,RS,Appropriate funds to the Nebraska Commission on Law Enforcement and Criminal Justice,0
LB1226,2023_2024,RS,Appropriate funds to the Legislative Council,0
LB1227,2023_2024,RS,Change provisions of the Professional Employer Organization Registration Act,0
LB1228,2023_2024,RS,Change the Good Life Transformational Projects Act,0
LB1229,2023_2024,RS,Transfer duties related to housing from the Department of Economic Development to the Nebraska Investment Finance Authority and change and provide powers and duties for the authority,0
LB1230,2023_2024,RS,Change provisions relating to the applicability of the enrollment option program for any student who enrolls in another school district within the same city as the school district in which such student resides,0
LB1231,2023_2024,RS,Adopt the Nebraska Education Formula and terminate the Tax Equity and Educational Opportunities Support Act,0
LB1232,2023_2024,RS,Prohibit certain actions under the Pharmacy Benefit Manager Licensure and Regulation Act,0
LB1233,2023_2024,RS,Change appropriations and contract provisions regarding a museum and visitor center honoring Chief Standing Bear,0
LB1234,2023_2024,RS,Appropriate funds to the Department of Environment and Energy,0
LB1235,2023_2024,RS,Provide for life insurance for certain members of the Legislature as prescribed,0
LB1236,2023_2024,RS,Change the termination date of the Nebraska Sentencing Reform Task Force,0
LB1237,2023_2024,RS,Require a report regarding the medical assistance program,0
LB1238,2023_2024,RS,Adopt the Special Educators of Tomorrow Act,0
LB1239,2023_2024,RS,Appropriate funds to the Game and Parks Commission for the Mayhew Cabin site,0
LB1240,2023_2024,RS,Provide a requirement for state officials and state employees testifying before the Legislature,0
LB1241,2023_2024,RS,Change provisions relating to property tax levy limits,0
LB1242,2023_2024,RS,State intent to appropriate funds to the Board of Regents of the University of Nebraska,0
LB1243,2023_2024,RS,Adopt the Wildland Fire Response Act,0
LB1244,2023_2024,RS,Appropriate Federal Funds to the Department of Natural Resources,0
LB1245,2023_2024,RS,Change provisions relating to the Lead Service Line Cash Fund and provide for grants,0
LB1246,2023_2024,RS,Change provisions relating to county government,0
LB1247,2023_2024,RS,Require certain school lands be open to the public for hunting as prescribed and provide powers and duties relating to the use of such school lands for hunting,0
LB1248,2023_2024,RS,Eliminate certain sales and use tax exemptions,0
LB1249,2023_2024,RS,Change provisions relating to kit vehicles under the Motor Vehicle Certificate of Title Act,0
LB1250,2023_2024,RS,Provide for grants for bike-sharing programs,0
LB1251,2023_2024,RS,Authorize state assistance for certain small sports facilities under the Sports Arena Facility Financing Assistance Act,0
LB1252,2023_2024,RS,Provide for a professional learning system and regional coaches for teaching students to read,0
LB1253,2023_2024,RS,Create the Dyslexia Research Grant Program,0
LB1254,2023_2024,RS,Provide for a professional learning system and regional coaches for teaching students to read,0
LB1255,2023_2024,RS,Change provisions relating to next-generation 911 service,0
LB1256,2023_2024,RS,Require reports by communications service providers regarding 911 service outages and require a hearing,0
LB1257,2023_2024,RS,Change provisions of the 911 Service System Act,0
LB1258,2023_2024,RS,Change requirements relating to certain permits and requirements relating to livestock waste control facilities and animal feeding operations,0
LB1259,2023_2024,RS,Provide for grants and bonuses for teachers as prescribed and require the State Department of Education to develop and administer a Classroom Improvement Program,0
LB1260,2023_2024,RS,Provide authority for public power and irrigation district directors to take action on certain agreements in which they have an interest,0
LB1261,2023_2024,RS,Adopt the Amyotrophic Lateral Sclerosis Respite Services Act,0
LB1262,2023_2024,RS,Change and eliminate provisions relating to the Commission on Indian Affairs and provide for an ongoing study relating to Native American voting issues,0
LB1263,2023_2024,RS,Provide scholarships to students enrolled in trade programs,0
LB1264,2023_2024,RS,State intent regarding Federal Funds appropriated for developmental disabilities aid,0
LB1265,2023_2024,RS,Change provisions relating to grants for providers of free civil legal services,0
LB1266,2023_2024,RS,Appropriate Federal Funds to the Board of Regents of the University of Nebraska,0
LB1267,2023_2024,RS,Adopt the Uniform Public Expression Protection Act and eliminate provisions relating to actions involving public petition and participation,0
LB1268,2023_2024,RS,Change provisions relating to homestead exemptions for purposes of judgment liens and execution or forced sale,0
LB1269,2023_2024,RS,Change provisions relating to the duty to retreat when using force in self-defense or defense of another and provide for criminal and civil immunity,0
LB1270,2023_2024,RS,Change provisions relating to the Door to College Scholarship Act,0
LB1271,2023_2024,RS,Change provisions relating to the definition of graduate degree programs,0
LB1272,2023_2024,RS,Update terminology relating to individualized education programs for high school students,0
LB1273,2023_2024,RS,Provide for admission of and participation in extracurricular activities by certain students that are not residents of the school district as prescribed,0
LB1274,2023_2024,RS,Require insurance coverage of prosthetics and orthotics as prescribed,0
LB1275,2023_2024,RS,Appropriate funds to the Department of Administrative Services,0
LB1276,2023_2024,RS,Change provisions relating to issuance of certain liquor licenses in a city of the second class or village under the Nebraska Liquor Control Act,0
LB1277,2023_2024,RS,"Change provisions relating to emergency proclamations for disasters, emergencies, and civil defense emergencies made by the Governor",0
LB1278,2023_2024,RS,Provide for reimbursement of doula and full spectrum doula services under the Medical Assistance Act,0
LB1279,2023_2024,RS,Provide an income tax adjustment for unrealized capital gains,0
LB1280,2023_2024,RS,Provide eligibility for child care assistance to qualified apprentices and semiconductor workers,0
LB1281,2023_2024,RS,Change provisions relating to when a juvenile detained or placed in an alternative to detention must be released,0
LB1282,2023_2024,RS,Provide for youth renewal centers for high-risk youth,0
LB1283,2023_2024,RS,Correct the name of a commission in the Medicine and Surgery Practice Act,0
LB1284,2023_2024,RS,"Provide for and change teacher incentive programs, provide for a pilot program to distribute menstrual products in schools, a Dyslexia Research Grant Program, a professional learning system relating to instruction in reading, and a statewide computer science education expansion program, create and change authorized use of certain funds, and change provisions relating to school psychologists and certain scholarship programs",0
LB1284A,2023_2024,RS,Appropriation Bill,0
LB1285,2023_2024,RS,Create the Task Force on Supported Employment,0
LB1286,2023_2024,RS,Provide for an assessment of economic impact by the Legislative Fiscal Analyst,0
LB1287,2023_2024,RS,Appropriate Federal Funds to the Department of Environment and Energy for drinking water infrastructure,0
LB1288,2023_2024,RS,"Provide for use of tribal enrollment cards for certain firearm and alcohol laws, provide for recognition of tribal mental health and dangerous sex offender commitment orders, and provide for transportation and commitment of persons civilly committed under tribal law",0
LB1289,2023_2024,RS,State legislative intent to appropriate funds to the Adjutant General and provide for a transfer from the Cash Reserve Fund,0
LB1290,2023_2024,RS,Provide requirements for special needs trusts as prescribed,0
LB1291,2023_2024,RS,Require the State Department of Education to administer electronic benefit transfer funds for eligible youth in the summer as prescribed,0
LB1292,2023_2024,RS,Change provisions relating to standing to file a petition for a declaratory judgment,0
LB1293,2023_2024,RS,"Change appointment provisions and powers and duties of the Public Counsel, the Inspector General of Nebraska Child Welfare, and the Inspector General of the Nebraska Correctional System",0
LB1294,2023_2024,RS,"Adopt the Data Privacy Act, change provisions relating to certain certificates and information relating to vital records, and provide for certain records to be exempt from public disclosure",0
LB1295,2023_2024,RS,Adopt the Financial Institution Data Match Act,0
LB1296,2023_2024,RS,Change provisions relating to electronic nicotine delivery systems and tobacco products and provide for a directory of manufacturers of such systems,0
LB1297,2023_2024,RS,Provide requirements for voting and counting systems under the Election Act,0
LB1298,2023_2024,RS,"Provide for the issuance of veteran, honorary, and distinctive licenses under the Motor Vehicle Operator's License Act",0
LB1299,2023_2024,RS,Change the tax on sales of electronic nicotine delivery systems,0
LB1300,2023_2024,RS,"Adopt the Pacific Conflict Stress Test Act, the Foreign Adversary Contracting Prohibition Act, the Nebraska Nonprofit Security Grant Program Act, and the Wildland Fire Response Act, create the Commission on Asian American Affairs, provide security requirements for chemical facilities, require approval of voters for certain salary increases, and change provisions relating to veterans aid programs",0
LB1300A,2023_2024,RS,Appropriation Bill,0
LB1301,2023_2024,RS,Adopt the Foreign-owned Real Estate National Security Act,0
LB1301A,2023_2024,RS,Appropriation Bill,0
LB1302,2023_2024,RS,Adopt the Cybersecurity Preparedness Act,0
LB1303,2023_2024,RS,Require the employment of an ethical hacker by the Nebraska State Patrol,0
LB1304,2023_2024,RS,Require the Department of Environment and Energy to coordinate and cooperate with Nebraska tribal communities on obtaining federal grants,0
LB1305,2023_2024,RS,"Prohibit tax liability on the purchase, sale, or exchange of gold or silver bullion, change sales tax exemption provisions relating to currency and bullion, and provide an income tax adjustment for net capital losses and gains on the sale or exchange of gold or silver",0
LB1306,2023_2024,RS,"Eliminate the Professional Practices Commission and provide, change, and eliminate provisions relating to standards for and conduct of teachers and administrators",0
LB1306A,2023_2024,RS,Appropriation Bill,0
LB1307,2023_2024,RS,Require the Director of Insurance to identify certain health benefits and provide for reimbursements for qualified health plan issuers as prescribed,0
LB1308,2023_2024,RS,Eliminate certain sales and use tax exemptions and impose sales and use taxes on certain services,0
LB1309,2023_2024,RS,Provide an income tax deduction for the costs of medical care,0
LB1310,2023_2024,RS,Adopt the Advertising Services Tax Act and eliminate certain sales and use tax exemptions,0
LB1311,2023_2024,RS,Eliminate certain sales and use tax exemptions and impose sales and use taxes on certain services,0
LB1312,2023_2024,RS,Provide for electronic notices by landlords under the Uniform Residential Landlord and Tenant Act and the Mobile Home Landlord and Tenant Act,0
LB1313,2023_2024,RS,Provide for regulation of health benefit plans for nonprofit agricultural organizations,0
LB1314,2023_2024,RS,Provide for grants under the Municipal Inland Port Authority Act and change the distribution of certain interest earnings,0
LB1315,2023_2024,RS,Change the sales tax rate,0
LB1316,2023_2024,RS,Eliminate provisions relating to the base growth percentage for school districts under the School District Property Tax Limitation Act,0
LB1317,2023_2024,RS,"Adopt the Financial Institution Data Match Act, the Gambling Winnings Setoff for Outstanding Debt Act, and the Good Life District Economic Development Act, change provisions relating to the Community Development Law, the Sports Arena Facility Financing Assistance Act, the First Responder Recruitment and Retention Act, the Good Life Transformational Projects Act, the Motor Vehicle Registration Act, the Nebraska Revenue Act of 1967, and the Tax Equalization and Review Commission Act, and provide for and change provisions relating to health insurance for first responders and dependents, underutilized tax-exempt property, rent-restricted housing projects, sales-restricted houses, inheritance taxes, property taxes, sales and use tax exemptions and incentives, electric and hybrid motor vehicles and charging stations, and appropriations for nitrate sensors",0
LB1317A,2023_2024,RS,Appropriation Bill,0
LB1318,2023_2024,RS,Change the Nebraska Property Tax Incentive Act and change provisions relating to certain transfers to the Cash Reserve Fund,0
LB1319,2023_2024,RS,Eliminate a sales and use tax exemption relating to data centers,0
LB1320,2023_2024,RS,Require emergency medical services to report patient overdose information as prescribed,0
LB1321,2023_2024,RS,"Change provisions relating to the Public Counsel, the Inspector General of Nebraska Child Welfare, and the Inspector General of the Nebraska Correctional System",0
LB1322,2023_2024,RS,Require that school counselors spend a certain percentage of such counselor's time during normal school hours in the direct counseling of students as prescribed,0
LB1323,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB1324,2023_2024,RS,Adopt the Child Tax Credit Act,0
LB1325,2023_2024,RS,Allow pharmacists and local public health departments to distribute fentanyl strips as prescribed,0
LB1326,2023_2024,RS,Change a tax and assessment provision under the Nebraska Housing Agency Act,0
LB1327,2023_2024,RS,Restate findings under the Nebraska Political Accountability and Disclosure Act,0
LB1328,2023_2024,RS,Change provisions relating to the classification of school districts,0
LB1329,2023_2024,RS,"Change provisions relating to handguns and firearms in school environments, classification of school districts, excessive absenteeism and truancy, the enrollment option program, certain educational certificates, permits, and endorsements, certain tax levy and bonding authority of school districts, requirements for various school and education programs, and the Nebraska Career Scholarship Act, provide for grants relating to school mapping data, prohibit certain debt collection activities, and provide requirements for the use of certain maps for schools",0
LB1329A,2023_2024,RS,Appropriation Bill,0
LB1330,2023_2024,RS,"Prohibit public educational institutions from taking certain actions relating to diversity, equity, and inclusion",0
LB1331,2023_2024,RS,Change provisions of the Nebraska Property Tax Incentive Act and the Tax Equity and Educational Opportunities Support Act,0
LB1331A,2023_2024,RS,Appropriation Bill,0
LB1332,2023_2024,RS,Adopt the Prepaid Card Consumer Protection Act,0
LB1333,2023_2024,RS,Change provisions of the Business Innovation Act,0
LB1334,2023_2024,RS,Change provisions relating to probation and waiver of probation fees,0
LB1335,2023_2024,RS,"Change provisions of and provide duties and exemptions under the Nongame and Endangered Species Conservation Act regarding designation of endangered species, critical habitat, and transportation infrastructure",0
LB1336,2023_2024,RS,Change provisions of the Nebraska Broadband Bridge Act and transfer certain powers and duties to the Nebraska Broadband Office,0
LB1337,2023_2024,RS,Adopt the School Construction Financing Act,0
LB1338,2023_2024,RS,Adopt the Good Life Promise Act,0
LB1339,2023_2024,RS,Change provisions relating to possession of firearms in schools and authorize schools to provide emergency response mapping data to public safety agencies,0
LB1340,2023_2024,RS,"Change provisions relating to enforcement of offenses related to interactive or handheld wireless communication devices, speed limit violations, removal of vehicles from highways, and motor vehicle homicide",0
LB1341,2023_2024,RS,Provide for sales tax on consumable hemp products and state intent regarding funding for post-traumatic stress disorder,0
LB1342,2023_2024,RS,Provide a sales and use tax exemption for electricity and natural gas,0
