bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1713694,2029,HB1,4,Passed,2023-06-21,"Making appropriations for the expenses of certain departments of the state for fiscal years ending June 30, 2024 and June 30, 2025.","Making appropriations for the expenses of certain departments of the state for fiscal years ending June 30, 2024 and June 30, 2025.",0,,2023-06-21,"Signed by Governor Sununu 06/20/2023; Chapter 106; Eff: 07/01/2023",https://legiscan.com/NH/bill/HB1/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=1063&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB1
1724395,2029,HB2,4,Passed,2023-06-21,"Relative to state fees, funds, revenues, and expenditures.","Relative to state fees, funds, revenues, and expenditures.",0,,2023-06-21,"Signed by Governor Sununu 06/20/2023; Chapter 79; Eff: 07/01/2023",https://legiscan.com/NH/bill/HB2/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=1064&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB2
1641080,2029,HB10,1,Introduced,2022-12-23,"Establishing the parental bill of rights.","Establishing the parental bill of rights.",0,,2023-03-22,"Lay HB10 on Table (Rep. Hoell): Motion Adopted DV 193-192 03/22/2023 House Journal  10 P. 40",https://legiscan.com/NH/bill/HB10/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=93&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB10
1641145,2029,HB15,1,Introduced,2022-12-23,"Relative to the rate of the business enterprise tax.","Relative to the rate of the business enterprise tax.",1264,"House Ways and Means",2023-09-13,"Executive Session: 09/19/2023 10:30 am Legislative Office Building 202-204 House Calendar 37",https://legiscan.com/NH/bill/HB15/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=118&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB15
1641211,2029,HB20,4,Passed,2023-05-08,"Naming a bridge in the town of Merrimack for the Honorable Richard ""Dick"" Hinch.","Naming a bridge in the town of Merrimack for the Honorable Richard ""Dick"" Hinch.",0,,2023-05-08,"Signed by Governor Sununu 05/04/2023; Chapter 24; eff: 05/04/2023",https://legiscan.com/NH/bill/HB20/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=119&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB20
1725326,2029,HB25,4,Passed,2023-07-12,"Making appropriations for capital improvements.","Making appropriations for capital improvements.",0,,2023-07-12,"Signed by Governor Sununu 06/30/2023; Chapter 113; Eff: I. Sec 24 eff 6/30/23 House Journal  17",https://legiscan.com/NH/bill/HB25/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=1065&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB25
1641084,2029,HB30,4,Passed,2023-05-08,"Allowing a county to exempt its chief administrative officer from compulsory participation in the retirement system.","Allowing a county to exempt its chief administrative officer from compulsory participation in the retirement system.",0,,2023-05-08,"Signed by Governor Sununu 05/04/2023; Chapter 9; eff: 07/03/2023",https://legiscan.com/NH/bill/HB30/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=51&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB30
1641191,2029,HB31,2,Engrossed,2023-03-14,"Repealing the prohibition on the possession or sale of blackjacks, slung shots, and metallic knuckles.","Repealing the prohibition on the possession or sale of blackjacks, slung shots, and metallic knuckles.",0,,2023-05-11,"Pending Motion Inexpedient to Legislate; 05/11/2023; Senate Journal 14",https://legiscan.com/NH/bill/HB31/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=63&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB31
1641123,2029,HB32,1,Introduced,2022-12-23,"Relative to possession or discharge of a firearm in a safe school zone.","Relative to possession or discharge of a firearm in a safe school zone.",0,,2023-03-09,"Inexpedient to Legislate: Motion Adopted Regular Calendar 199-174 03/09/2023 House Journal  8 P. 14",https://legiscan.com/NH/bill/HB32/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=69&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB32
1641116,2029,HB33,1,Introduced,2022-12-23,"Relative to polycystic ovary syndrome awareness.","Relative to polycystic ovary syndrome awareness.",0,,2023-01-25,"Committee Report: Inexpedient to Legislate 01/11/2023 (Vote 19-0; Regular Calendar) House Calendar 9 P. 7",https://legiscan.com/NH/bill/HB33/2023,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=94&sy=2023&sortoption=&txtsessionyear=2023&txtbillnumber=HB33
