Date,State,Bill No,Title,Action
"March 3, 2023",UT,HB 427,Authorizes Religious Protections in School,"Concurrence Vote Passed
                           - House
                      

                      
                          (53 - 18)"
"March 3, 2023",UT,HB 467,Amends State Abortion Laws,"Concurrence Vote Passed
                           - House
                      

                      
                          (56 - 14)"
"March 3, 2023",UT,SB 173,Requires Restaurants Place Private Parties with Alcohol Rooms Blocked from Public View,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (26 - 2)"
"March 3, 2023",UT,HB 406,Amends Land Use Rules,"Concurrence Vote Passed
                           - House
                      

                      
                          (53 - 16)"
"March 3, 2023",UT,SB 191,Amends Condominium and Community Association Rules,"Bill Passed
                           - House
                      

                      
                          (65 - 5)"
"March 3, 2023",UT,HB 450,Specifies HOAs Cannot Prohibit Homeowners from Installing Water-Efficient Landscaping,"Bill Passed
                           - Senate
                      

                      
                          (20 - 6)"
"March 3, 2023",UT,SB 3,Appropriates $29 Billion for the Fiscal Year 2023-2024 State Budget,"Bill Passed
                           - House
                      

                      
                          (70 - 1)"
"March 3, 2023",UT,HB 137,Establishes Brine Shrimp as the State Crustacean,"Bill Passed
                           - Senate
                      

                      
                          (23 - 3)"
"March 3, 2023",UT,SB 250,Prohibits Certain Government Surveillance Systems,"Bill Passed
                           - House
                      

                      
                          (68 - 3)"
"March 3, 2023",UT,HB 195,Requires School Employees Who are Under Criminal Investigation To Be Put On Paid Leave,"Bill Failed
                           - Senate
                      

                      
                          (13 - 14)"
"March 3, 2023",UT,HB 219,Establishes Utah as a Second Amendment Sanctuary State,"Bill Passed
                           - Senate
                      

                      
                          (20 - 6)"
"March 3, 2023",UT,HB 92,Establishes Porcini as the State Mushroom,"Bill Passed
                           - Senate
                      

                      
                          (22 - 4)"
"March 3, 2023",UT,HB 374,Repeals and Dissolves the Unified Police Department of Greater Salt Lake by 2025,"Bill Passed
                           - Senate
                      

                      
                          (22 - 5)"
"March 2, 2023",UT,HB 54,Reduces State Income Tax Rates,"Conference Report Adopted
                           - House
                      

                      
                          (50 - 11)"
"March 2, 2023",UT,SB 257,Amends the State Board of Education,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (21 - 6)"
"March 2, 2023",UT,HB 301,Reduces State Gas Tax and Increases Fees for EV Charging Stations,"Concurrence Vote Passed
                           - House
                      

                      
                          (57 - 16)"
"March 2, 2023",UT,SB 31,Establishes a New State Flag,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (19 - 9)"
"March 2, 2023",UT,SB 93,Prohibits Name or Sex Change on a Minor's Birth Certificate,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (22 - 4)"
"March 2, 2023",UT,HB 427,Authorizes Religious Protections in School,"Bill Passed
                           - Senate
                      

                      
                          (18 - 6)"
"March 2, 2023",UT,SB 173,Requires Restaurants Place Private Parties with Alcohol Rooms Blocked from Public View,"Bill Passed
                           - House
                      

                      
                          (69 - 2)"
