Date,State,Bill No,Title,Action
"March 2, 2023",UT,SB 31,Establishes a New State Flag,"Bill Passed
                           - House
                      

                      
                          (40 - 35)"
"March 2, 2023",UT,SB 257,Amends the State Board of Education,"Bill Passed
                           - House
                      

                      
                          (57 - 17)"
"March 2, 2023",UT,HB 499,Requires Cities Across the Wasatch Front Establish Shelter Plans During Winter Months,"Bill Passed
                           - Senate
                      

                      
                          (24 - 1)"
"March 2, 2023",UT,HB 467,Amends State Abortion Laws,"Bill Passed
                           - Senate
                      

                      
                          (22 - 6)"
"March 2, 2023",UT,SB 93,Prohibits Name or Sex Change on a Minor's Birth Certificate,"Bill Passed
                           - House
                      

                      
                          (53 - 15)"
"March 2, 2023",UT,HB 347,Prohibits Tampering With Ballot Boxes,"Bill Passed
                           - Senate
                      

                      
                          (21 - 6)"
"March 1, 2023",UT,HB 54,Reduces State Income Tax Rates,"Bill Passed
                           - Senate
                      

                      
                          (22 - 6)"
"March 1, 2023",UT,HB 301,Reduces State Gas Tax and Increases Fees for EV Charging Stations,"Bill Passed
                           - Senate
                      

                      
                          (19 - 5)"
"March 1, 2023",UT,HB 311,"Prohibits ""Addictive"" Designs and Features Aimed at Minors from being Used by Social Media Companies","Bill Passed
                           - Senate
                      

                      
                          (25 - 2)"
"March 1, 2023",UT,SB 118,Appropriates Funds for a Turf Buyback Program,"Bill Passed
                           - House
                      

                      
                          (60 - 12)"
"March 1, 2023",UT,HB 297,Requires Law Enforcement Compile Data on Sexual Assault Reports,"Bill Passed
                           - Senate
                      

                      
                          (17 - 6)"
"March 1, 2023",UT,HB 477,Appropriates State Funding for Full Day Kindergarten,"Bill Passed
                           - Senate
                      

                      
                          (24 - 3)"
"March 1, 2023",UT,SB 152,Requires Parental Consent for Minor Social Media Access,"Bill Passed
                           - House
                      

                      
                          (60 - 11)"
"March 1, 2023",UT,SB 156,Establishes Requirements for Law Enforcement Use of Voluntary DNA Databases,"Bill Passed
                           - House
                      

                      
                          (46 - 24)"
"March 1, 2023",UT,HB 107,Repeals Fees for Conceal Carry Permits for School Employees,"Bill Passed
                           - Senate
                      

                      
                          (22 - 6)"
"March 1, 2023",UT,HB 131,Prohibits Public Entities from Restricting Employment Due to an Individuals Vaccination Status,"Bill Passed
                           - Senate
                      

                      
                          (21 - 5)"
"Feb. 28, 2023",UT,SB 240,Establishes the Homebuyer Assistance Program,"Bill Passed
                           - House
                      

                      
                          (60 - 8)"
"Feb. 27, 2023",UT,HB 208,Amends Criminal Trespass Laws,"Concurrence Vote Passed
                           - House
                      

                      
                          (54 - 17)"
"Feb. 26, 2023",UT,HB 291,Authorizes New Regulations and Practices for Short-Term Rentals,"Bill Passed
                           - House
                      

                      
                          (43 - 26)"
"Feb. 24, 2023",UT,HB 208,Amends Criminal Trespass Laws,"Bill Passed
                           - Senate
                      

                      
                          (22 - 4)"
"Feb. 23, 2023",UT,HB 477,Appropriates State Funding for Full Day Kindergarten,"Bill Passed
                           - House
                      

                      
                          (51 - 14)"
"Feb. 22, 2023",UT,HB 329,Prohibits Minors from Being Present at Adult Events,"Bill Passed
                           - House
                      

                      
                          (55 - 14)"
"Feb. 21, 2023",UT,SB 156,Establishes Requirements for Law Enforcement Use of Voluntary DNA Databases,"Bill Passed
                           - Senate
                      

                      
                          (24 - 2)"
"Feb. 17, 2023",UT,HB 297,Requires Law Enforcement Compile Data on Sexual Assault Reports,"Bill Passed
                           - House
                      

                      
                          (53 - 14)"
"Feb. 17, 2023",UT,HB 92,Establishes Porcini as the State Mushroom,"Bill Passed
                           - House
                      

                      
                          (58 - 12)"
"Feb. 17, 2023",UT,HB 137,Establishes Brine Shrimp as the State Crustacean,"Bill Passed
                           - House
                      

                      
                          (45 - 24)"
"Feb. 17, 2023",UT,HB 374,Repeals and Dissolves the Unified Police Department of Greater Salt Lake by 2025,"Bill Passed
                           - House
                      

                      
                          (57 - 11)"
"Feb. 16, 2023",UT,SB 84,Amends Housing Construction Regulations to Reduce Barriers for Affordable Housing Near Public Transit,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (24 - 2)"
"Feb. 16, 2023",UT,HB 243,Amends State Definition of a Public Transit Employee,"Bill Passed
                           - Senate
                      

                      
                          (20 - 9)"
"Feb. 16, 2023",UT,HB 143,Prohibits Parents Without Visitation Rights from Interfering with the Custody of a Child,"Bill Passed
                           - Senate
                      

                      
                          (27 - 1)"
"Feb. 15, 2023",UT,SB 152,Requires Parental Consent for Minor Social Media Access,"Bill Passed
                           - Senate
                      

                      
                          (23 - 4)"
"Feb. 14, 2023",UT,HJR 2,Amends how State Courts can Grant Injunctions,"Concurrence Vote Passed
                           - House
                      

                      
                          (57 - 14)"
"Feb. 13, 2023",UT,HB 347,Prohibits Tampering With Ballot Boxes,"Bill Passed
                           - House
                      

                      
                          (54 - 16)"
"Feb. 10, 2023",UT,HJR 2,Amends how State Courts can Grant Injunctions,"Bill Passed
                           - Senate
                      

                      
                          (22 - 6)"
"Feb. 10, 2023",UT,HB 163,Authorizes Religious Garb During Physical Exercise Classes,(74 - 1)
"Feb. 9, 2023",UT,HB 219,Establishes Utah as a Second Amendment Sanctuary State,"Bill Passed
                           - House
                      

                      
                          (60 - 13)"
"Feb. 6, 2023",UT,HB 243,Amends State Definition of a Public Transit Employee,"Bill Passed
                           - House
                      

                      
                          (49 - 21)"
"Feb. 6, 2023",UT,HB 107,Repeals Fees for Conceal Carry Permits for School Employees,"Bill Passed
                           - House
                      

                      
                          (57 - 12)"
"Feb. 3, 2023",UT,HB 195,Requires School Employees Who are Under Criminal Investigation To Be Put On Paid Leave,"Bill Passed
                           - House
                      

                      
                          (42 - 30)"
"Feb. 1, 2023",UT,SB 86,Repeals Fentanyl Testing Strips from the List of Drug Paraphernalia,"Bill Passed
                           - Senate
                      

                      
                          (27 - 1)"
"Jan. 30, 2023",UT,HB 131,Prohibits Public Entities from Restricting Employment Due to an Individuals Vaccination Status,"Bill Passed
                           - House
                      

                      
                          (60 - 13)"
"Jan. 26, 2023",UT,SB 16,Prohibits Performance of Sex Change Surgeries on Minors,(58 - 14)
"Jan. 26, 2023",UT,SB 100,Prohibits School Districts from Changing a Student's Gender Identity Without Parental Consent,"Bill Passed
                           - House
                      

                      
                          (59 - 6)"
"Jan. 26, 2023",UT,HB 215,Increases Teacher Salaries and Implements a School Voucher Program.,"Bill Passed
                           - Senate
                      

                      
                          (20 - 8)"
"Jan. 20, 2023",UT,HB 215,Increases Teacher Salaries and Implements a School Voucher Program.,"Bill Passed
                           - House
                      

                      
                          (54 - 20)"
"Jan. 20, 2023",UT,SB 16,Prohibits Performance of Sex Change Surgeries on Minors,"Bill Passed
                           - Senate
                      

                      
                          (21 - 7)"
"Jan. 20, 2023",UT,SB 93,Prohibits Name or Sex Change on a Minor's Birth Certificate,"Bill Passed
                           - Senate
                      

                      
                          (19 - 8)"
"Jan. 20, 2023",UT,SB 100,Prohibits School Districts from Changing a Student's Gender Identity Without Parental Consent,"Bill Passed
                           - Senate
                      

                      
                          (22 - 6)"
