Date,State,Bill No,Title,Action
"Feb. 23, 2024",UT,HB 496,Requires the Public Lands Policy Coordinating Office Recognize Multiple Uses and Sustained Yields on Federal Publi ...,"Bill Passed
                           - House
                      

                      
                          (62 - 4)"
"Feb. 22, 2024",UT,HB 374,Amends Various State Energy Policies,"Bill Passed
                           - Senate
                      

                      
                          (21 - 5)"
"Feb. 21, 2024",UT,HB 11,"Limits the Use of ""Nonfunctional"" Grass in the Construction of New Government Buildings","Concurrence Vote Passed
                           - House
                      

                      
                          (59 - 12)"
"Feb. 20, 2024",UT,HB 11,"Limits the Use of ""Nonfunctional"" Grass in the Construction of New Government Buildings","Bill Passed
                           - Senate
                      

                      
                          (23 - 2)"
"Feb. 16, 2024",UT,HB 363,Establishes Livestock Grazing as a Constitutional Right,"Bill Passed
                           - Senate
                      

                      
                          (25 - 0)"
"Feb. 16, 2024",UT,HB 191,Amends Various State Energy Regulations,"Bill Passed
                           - Senate
                      

                      
                          (19 - 4)"
"Feb. 16, 2024",UT,HJR 19,Establishes the Legislature's support of Sen. Mike Lee's HOUSES Act,"Joint Resolution Passed
                           - Senate
                      

                      
                          (16 - 5)"
"Feb. 16, 2024",UT,HB 30,Establishes Road Rage as a Criminal Offense,"Bill Passed
                           - House
                      

                      
                          (51 - 17)"
"Feb. 16, 2024",UT,HB 272,Increases Protections for Minors in Child Custody Judicial Proceedings,"Bill Passed
                           - House
                      

                      
                          (59 - 8)"
"Feb. 16, 2024",UT,HB 441,Requires Registration of Novel Vehicles,"Bill Passed
                           - House
                      

                      
                          (60 - 9)"
"Feb. 15, 2024",UT,HB 249,Prohibits Government Entities from Granting or Recognizing Legal Personhood in Certain Categories of Nonhumans,"Bill Passed
                           - Senate
                      

                      
                          (19 - 5)"
"Feb. 14, 2024",UT,SB 211,Appropriates Funding for Construction of New State Water Infrastructure,"Bill Passed
                           - Senate
                      

                      
                          (25 - 1)"
"Feb. 6, 2024",UT,HB 191,Amends Various State Energy Regulations,"Bill Passed
                           - House
                      

                      
                          (62 - 9)"
"Feb. 6, 2024",UT,SB 150,"Authorizes Religious Freedom for All Government, Business, and Corporate Employees","Bill Passed
                           - Senate
                      

                      
                          (27 - 0)"
"Feb. 5, 2024",UT,HJR 19,Establishes the Legislature's support of Sen. Mike Lee's HOUSES Act,"Joint Resolution Passed
                           - House
                      

                      
                          (60 - 12)"
"Jan. 30, 2024",UT,HB 249,Prohibits Government Entities from Granting or Recognizing Legal Personhood in Certain Categories of Nonhumans,"Bill Passed
                           - House
                      

                      
                          (58 - 11)"
"Jan. 29, 2024",UT,HB 62,"Authorizes School Curriculum Over the Water Cycle, State Water Use History, and Various Water Systems","Bill Passed
                           - House
                      

                      
                          (65 - 8)"
"Jan. 26, 2024",UT,HB 257,Requires Students Use the Same Restroom that Aligns with Their Sex at Birth,"Conference Report Adopted
                           - Senate
                      

                      
                          (20 - 8)"
"Jan. 26, 2024",UT,HB 257,Requires Students Use the Same Restroom that Aligns with Their Sex at Birth,"Conference Report Adopted
                           - House
                      

                      
                          (58 - 16)"
"Jan. 26, 2024",UT,HB 261,Repeals Diversity Training Programs Across All Public Education and Government Agencies in the State,"Concurrence Vote Passed
                           - House
                      

                      
                          (60 - 14)"
"Jan. 25, 2024",UT,HB 261,Repeals Diversity Training Programs Across All Public Education and Government Agencies in the State,"Bill Passed
                           - Senate
                      

                      
                          (23 - 6)"
"Jan. 19, 2024",UT,SB 57,Establishes the Utah Sovereignty Act,"Bill Passed
                           - Senate
                      

                      
                          (19 - 6)"
"Jan. 18, 2024",UT,SB 89,Requires Parental Consent for Minor Social Media Access,"Bill Passed
                           - Senate
                      

                      
                          (25 - 2)"
"Jan. 16, 2024",UT,HB 14,Increases Penalties Associated with Threatening or Falsely Reporting an Emergency at School,"Bill Passed
                           - House
                      

                      
                          (73 - 1)"
