Date,State,Bill No,Title,Action
"May 17, 2024",MO,SB 1388,Establishes Certain State Nuclear Tax Exemptions,"Bill Passed
                           - House
                      

                      
                          (141 - 2)"
"May 17, 2024",MO,SB 894,Establishes an Office of Entrepreneurship with an Emphasis on Strengthening Locally-Owned Businesses,"Bill Passed
                           - House
                      

                      
                          (117 - 7)"
"May 17, 2024",MO,SB 754,Amends Various Public Safety Policies,"Bill Passed
                           - House
                      

                      
                          (107 - 41)"
"May 9, 2024",MO,HB 2134,Requires Industrial Wastewater and Meatpacking Sludge be Regulated by the Department of Natural Resources,"Concurrence Vote Passed
                           - House
                      

                      
                          (149 - 8)"
"May 9, 2024",MO,HB 1912,Amends and Modifies Taxation of Pass-Through Entities,"Bill Passed
                           - Senate
                      

                      
                          (31 - 0)"
"May 9, 2024",MO,SB 748,Amends Reimbursement Tax Allowance Statutes,"Bill Passed
                           - Senate
                      

                      
                          (31 - 2)"
"May 8, 2024",MO,SB 1359,Requires that Breast and Cervical Cancer Screenings are Eligible for Medical Assistance,"Bill Passed
                           - Senate
                      

                      
                          (28 - 4)"
"May 7, 2024",MO,SB 912,Amends and Updates Various State Laws for Military Veterans,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (29 - 0)"
"May 7, 2024",MO,HB 2062,Prohibits Local Governments From Enforcing Eviction Delays Unless Authorized by State Law,"Bill Passed
                           - Senate
                      

                      
                          (21 - 9)"
"May 7, 2024",MO,HB 1495,Requires the Missouri Veterans Commission to Review a Previously Passed Mental Healthcare Plan,"Bill Passed
                           - Senate
                      

                      
                          (30 - 0)"
"May 7, 2024",MO,HB 2111,Expands State Auditor Powers,"Bill Passed
                           - Senate
                      

                      
                          (32 - 0)"
"May 7, 2024",MO,HB 2057,Prohibits Streaming Providers from Being Subjected to Additional Local Taxes and Franchise Fees,"Bill Passed
                           - Senate
                      

                      
                          (29 - 2)"
"April 29, 2024",MO,SB 890,Establishes the Missign and Murdered African American Women Task Force,"Bill Passed
                           - Senate
                      

                      
                          (31 - 0)"
"April 29, 2024",MO,SB 751,Requires 340B Drugs to Be Covered by Insurance Providers,"Bill Passed
                           - Senate
                      

                      
                          (28 - 3)"
"April 19, 2024",MO,HB 2287,Amends and Clarifies Language for Virtual School,"Bill Passed
                           - Senate
                      

                      
                          (27 - 4)"
"April 18, 2024",MO,SB 727,Expands the Missouri Empowerment Scholarships Accounts Program,"Bill Passed
                           - House
                      

                      
                          (82 - 69)"
"April 18, 2024",MO,HB 2287,Amends and Clarifies Language for Virtual School,"Bill Passed
                           - House
                      

                      
                          (105 - 32)"
"April 18, 2024",MO,SB 735,Establishes Regulations for Gold and Silver Coinage,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"April 11, 2024",MO,HB 2634,Prohibits State Medicaid Funding for Abortion Providers and Their Affiliates,"Bill Passed
                           - Senate
                      

                      
                          (23 - 10)"
"April 11, 2024",MO,SB 767,Prohibits Individuals Under 18 from Marriage,"Bill Passed
                           - Senate
                      

                      
                          (31 - 1)"
"April 11, 2024",MO,HB 2274,Establishes Revisions to Corporate Income Taxes,"Bill Passed
                           - House
                      

                      
                          (100 - 50)"
"April 4, 2024",MO,SB 900,Requires Jails to Provide Inmates with Reasonable Access to Phone Services,"Bill Passed
                           - Senate
                      

                      
                          (23 - 9)"
"April 4, 2024",MO,SB 894,Establishes an Office of Entrepreneurship with an Emphasis on Strengthening Locally-Owned Businesses,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"April 4, 2024",MO,SB 872,Amends Provisions Relating to Taxation of Utility Infrastructure,"Bill Passed
                           - Senate
                      

                      
                          (30 - 2)"
