Date,State,Bill No,Title,Action
"March 28, 2024",MO,HJR 78,"Prohibits New Property Assessments or Reassessments that Exceed a Change in the Consumer Price Index or 2%, whiche ...","Joint Resolution Passed
                           - House
                      

                      
                          (104 - 19)"
"March 27, 2024",MO,HB 2628,Prohibits Distributing False Media Messages for Any Political Candidate within 90 Days of an Election,"Bill Passed
                           - House
                      

                      
                          (133 - 5)"
"March 27, 2024",MO,HB 2626,Increases MO-HealthNet Coverage to Include Hearing Aids and Cochlear Implants,"Bill Passed
                           - House
                      

                      
                          (149 - 3)"
"March 27, 2024",MO,HB 2142,Expands Broadband Internet Access for Rural Communities,"Bill Passed
                           - House
                      

                      
                          (146 - 0)"
"March 14, 2024",MO,SB 727,Expands the Missouri Empowerment Scholarships Accounts Program,"Bill Passed
                           - Senate
                      

                      
                          (19 - 10)"
"March 7, 2024",MO,SB 802,Amends Provisions Relating to Business Investment Incentives,"Bill Passed
                           - Senate
                      

                      
                          (19 - 14)"
"March 7, 2024",MO,SB 736,Establishes Task Force on Silver and Gold Coinage,"Bill Passed
                           - Senate
                      

                      
                          (24 - 9)"
"March 7, 2024",MO,SB 756,Requires Homeowners be 62 or Older to Qualify for Property Tax Credits,"Bill Passed
                           - Senate
                      

                      
                          (31 - 2)"
"March 7, 2024",MO,SB 754,Amends Various Public Safety Policies,"Bill Passed
                           - Senate
                      

                      
                          (23 - 10)"
"March 7, 2024",MO,SJR 71,"Authorizes a Resolution Levying Costs and Fees that Support Salaries and Benefits for Current and Former Sheriffs, ...","Joint Resolution Passed
                           - Senate
                      

                      
                          (25 - 7)"
"March 7, 2024",MO,HB 1751,Prohibits New South Kansas City Landfill Proposal,"Bill Passed
                           - House
                      

                      
                          (112 - 30)"
"March 7, 2024",MO,HB 1518,Prohibits Higher Education Institutions from Discriminating Against Religious Student Associations,"Bill Passed
                           - House
                      

                      
                          (100 - 46)"
"March 7, 2024",MO,HB 1486,Appropriates Funding for Pre-K Early Education Programs,"Bill Passed
                           - House
                      

                      
                          (102 - 43)"
"March 7, 2024",MO,SB 895,Amends Provisions Relating to Landlord-Tenant Actions,"Bill Passed
                           - Senate
                      

                      
                          (25 - 8)"
"March 4, 2024",MO,HB 2634,Prohibits State Medicaid Funding for Abortion Providers and Their Affiliates,"Bill Passed
                           - House
                      

                      
                          (102 - 50)"
"Feb. 29, 2024",MO,HB 2057,Prohibits Streaming Providers from Being Subjected to Additional Local Taxes and Franchise Fees,"Bill Passed
                           - House
                      

                      
                          (127 - 24)"
"Feb. 22, 2024",MO,HB 1749,Amends Statutes for Initiative Petitions and Referendums,"Bill Passed
                           - House
                      

                      
                          (104 - 41)"
"Feb. 19, 2024",MO,HB 1803,Increases Overall Funding for the MOBUCK$ Program,"Bill Passed
                           - House
                      

                      
                          (138 - 10)"
"Feb. 12, 2024",MO,HB 2062,Prohibits Local Governments From Enforcing Eviction Delays Unless Authorized by State Law,"Bill Passed
                           - House
                      

                      
                          (111 - 26)"
"Feb. 8, 2024",MO,HB 1488,Establishes State Child Care Tax Credits for Families,"Bill Passed
                           - House
                      

                      
                          (113 - 39)"
